🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_lfh_w30.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_30.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.00 (m), y: 3.11 (m)
Time: 0.11 (s), x: -2.00 (m), y: 3.15 (m)
Time: 0.22 (s), x: -2.00 (m), y: 3.20 (m)
Time: 0.32 (s), x: -1.98 (m), y: 3.26 (m)
Time: 0.42 (s), x: -1.97 (m), y: 3.32 (m)
Time: 0.52 (s), x: -1.96 (m), y: 3.37 (m)
Time: 0.62 (s), x: -1.95 (m), y: 3.41 (m)
Time: 0.72 (s), x: -1.93 (m), y: 3.46 (m)
Time: 0.82 (s), x: -1.92 (m), y: 3.51 (m)
Time: 0.92 (s), x: -1.89 (m), y: 3.56 (m)
Time: 1.02 (s), x: -1.87 (m), y: 3.61 (m)
Time: 1.12 (s), x: -1.85 (m), y: 3.66 (m)
Time: 1.22 (s), x: -1.83 (m), y: 3.68 (m)
Time: 1.32 (s), x: -1.83 (m), y: 3.68 (m)
Time: 1.43 (s), x: -1.83 (m), y: 3.68 (m)
Time: 1.53 (s), x: -1.83 (m), y: 3.68 (m)
Time: 1.63 (s), x: -1.83 (m), y: 3.68 (m)
Time: 1.73 (s), x: -1.83 (m), y: 3.68 (m)
Time: 1.83 (s), x: -1.83 (m), y: 3.68 (m)
Time: 1.93 (s), x: -1.83 (m), y: 3.68 (m)
Time: 2.03 (s), x: -1.83 (m), y: 3.68 (m)
Time: 2.13 (s), x: -1.83 (m), y: 3.68 (m)
Time: 2.23 (s), x: -1.83 (m), y: 3.68 (m)
Time: 2.33 (s), x: -1.83 (m), y: 3.68 (m)
Time: 2.43 (s), x: -1.83 (m), y: 3.68 (m)
Time: 2.53 (s), x: -1.83 (m), y: 3.68 (m)
Time: 2.63 (s), x: -1.83 (m), y: 3.68 (m)
Time: 2.74 (s), x: -1.83 (m), y: 3.68 (m)
Time: 2.84 (s), x: -1.83 (m), y: 3.68 (m)
Time: 2.94 (s), x: -1.83 (m), y: 3.68 (m)
Time: 3.04 (s), x: -1.83 (m), y: 3.68 (m)
Time: 3.14 (s), x: -1.83 (m), y: 3.68 (m)
Time: 3.24 (s), x: -1.83 (m), y: 3.68 (m)
Time: 3.34 (s), x: -1.83 (m), y: 3.68 (m)
Time: 3.44 (s), x: -1.83 (m), y: 3.68 (m)
Time: 3.54 (s), x: -1.83 (m), y: 3.68 (m)
Time: 3.65 (s), x: -1.83 (m), y: 3.68 (m)
Time: 3.75 (s), x: -1.83 (m), y: 3.68 (m)
Time: 3.85 (s), x: -1.83 (m), y: 3.68 (m)
Time: 3.95 (s), x: -1.83 (m), y: 3.68 (m)
Time: 4.05 (s), x: -1.83 (m), y: 3.68 (m)
Time: 4.15 (s), x: -1.83 (m), y: 3.68 (m)
Time: 4.26 (s), x: -1.81 (m), y: 3.71 (m)
Time: 4.36 (s), x: -1.77 (m), y: 3.78 (m)
Time: 4.46 (s), x: -1.71 (m), y: 3.86 (m)
Time: 4.57 (s), x: -1.63 (m), y: 3.97 (m)
Time: 4.67 (s), x: -1.54 (m), y: 4.11 (m)
Time: 4.77 (s), x: -1.46 (m), y: 4.21 (m)
Time: 4.88 (s), x: -1.38 (m), y: 4.32 (m)
Time: 4.99 (s), x: -1.32 (m), y: 4.38 (m)
Time: 5.09 (s), x: -1.27 (m), y: 4.43 (m)
Time: 5.19 (s), x: -1.20 (m), y: 4.52 (m)
Time: 5.30 (s), x: -1.15 (m), y: 4.61 (m)
Time: 5.40 (s), x: -1.11 (m), y: 4.66 (m)
Time: 5.50 (s), x: -1.08 (m), y: 4.70 (m)
Time: 5.61 (s), x: -1.04 (m), y: 4.77 (m)
Time: 5.71 (s), x: -0.99 (m), y: 4.84 (m)
Time: 5.82 (s), x: -0.95 (m), y: 4.91 (m)
Time: 5.92 (s), x: -0.91 (m), y: 4.97 (m)
Time: 6.03 (s), x: -0.89 (m), y: 4.98 (m)
>>>>>>>>>>>>>>>>>> Test finished! <<<<<<<<<<<<<<<<<<
Navigation collided with time 6.0270 (s)
Navigation metric: 0.0000
