🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_sac_w9.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_9.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.11 (s), x: -2.25 (m), y: 3.15 (m)
Time: 0.22 (s), x: -2.25 (m), y: 3.21 (m)
Time: 0.32 (s), x: -2.25 (m), y: 3.26 (m)
Time: 0.42 (s), x: -2.25 (m), y: 3.31 (m)
Time: 0.52 (s), x: -2.25 (m), y: 3.36 (m)
Time: 0.62 (s), x: -2.25 (m), y: 3.41 (m)
Time: 0.72 (s), x: -2.26 (m), y: 3.46 (m)
Time: 0.83 (s), x: -2.26 (m), y: 3.51 (m)
Time: 0.93 (s), x: -2.26 (m), y: 3.57 (m)
Time: 1.04 (s), x: -2.26 (m), y: 3.62 (m)
Time: 1.15 (s), x: -2.26 (m), y: 3.68 (m)
Time: 1.26 (s), x: -2.27 (m), y: 3.73 (m)
Time: 1.36 (s), x: -2.27 (m), y: 3.78 (m)
Time: 1.46 (s), x: -2.27 (m), y: 3.83 (m)
Time: 1.57 (s), x: -2.28 (m), y: 3.87 (m)
Time: 1.67 (s), x: -2.28 (m), y: 3.92 (m)
Time: 1.77 (s), x: -2.28 (m), y: 3.96 (m)
Time: 1.88 (s), x: -2.29 (m), y: 4.01 (m)
Time: 1.99 (s), x: -2.29 (m), y: 4.07 (m)
Time: 2.09 (s), x: -2.30 (m), y: 4.11 (m)
Time: 2.20 (s), x: -2.30 (m), y: 4.16 (m)
Time: 2.30 (s), x: -2.31 (m), y: 4.21 (m)
Time: 2.41 (s), x: -2.31 (m), y: 4.27 (m)
Time: 2.51 (s), x: -2.32 (m), y: 4.31 (m)
Time: 2.61 (s), x: -2.33 (m), y: 4.35 (m)
Time: 2.72 (s), x: -2.34 (m), y: 4.40 (m)
Time: 2.82 (s), x: -2.35 (m), y: 4.44 (m)
Time: 2.92 (s), x: -2.36 (m), y: 4.50 (m)
Time: 3.02 (s), x: -2.36 (m), y: 4.53 (m)
Time: 3.13 (s), x: -2.38 (m), y: 4.58 (m)
Time: 3.24 (s), x: -2.39 (m), y: 4.62 (m)
Time: 3.34 (s), x: -2.40 (m), y: 4.66 (m)
Time: 3.44 (s), x: -2.41 (m), y: 4.71 (m)
Time: 3.54 (s), x: -2.42 (m), y: 4.75 (m)
Time: 3.65 (s), x: -2.43 (m), y: 4.79 (m)
Time: 3.75 (s), x: -2.44 (m), y: 4.82 (m)
Time: 3.86 (s), x: -2.44 (m), y: 4.83 (m)
Time: 3.96 (s), x: -2.44 (m), y: 4.86 (m)
Time: 4.07 (s), x: -2.46 (m), y: 4.90 (m)
Time: 4.17 (s), x: -2.47 (m), y: 4.95 (m)
Time: 4.27 (s), x: -2.48 (m), y: 4.99 (m)
Time: 4.37 (s), x: -2.50 (m), y: 5.04 (m)
