🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_lfh_w28.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_28.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.01 (m), y: 3.11 (m)
Time: 0.11 (s), x: -2.02 (m), y: 3.16 (m)
Time: 0.21 (s), x: -2.03 (m), y: 3.21 (m)
Time: 0.32 (s), x: -2.04 (m), y: 3.26 (m)
Time: 0.42 (s), x: -2.06 (m), y: 3.31 (m)
Time: 0.52 (s), x: -2.08 (m), y: 3.36 (m)
Time: 0.63 (s), x: -2.11 (m), y: 3.41 (m)
Time: 0.73 (s), x: -2.14 (m), y: 3.45 (m)
Time: 0.83 (s), x: -2.17 (m), y: 3.48 (m)
Time: 0.94 (s), x: -2.20 (m), y: 3.52 (m)
Time: 1.04 (s), x: -2.23 (m), y: 3.56 (m)
Time: 1.14 (s), x: -2.27 (m), y: 3.60 (m)
Time: 1.24 (s), x: -2.30 (m), y: 3.63 (m)
Time: 1.34 (s), x: -2.31 (m), y: 3.64 (m)
Time: 1.44 (s), x: -2.31 (m), y: 3.64 (m)
Time: 1.54 (s), x: -2.31 (m), y: 3.64 (m)
Time: 1.64 (s), x: -2.31 (m), y: 3.64 (m)
Time: 1.74 (s), x: -2.33 (m), y: 3.65 (m)
Time: 1.85 (s), x: -2.34 (m), y: 3.67 (m)
Time: 1.96 (s), x: -2.36 (m), y: 3.69 (m)
Time: 2.06 (s), x: -2.39 (m), y: 3.72 (m)
Time: 2.16 (s), x: -2.41 (m), y: 3.75 (m)
Time: 2.26 (s), x: -2.43 (m), y: 3.77 (m)
Time: 2.37 (s), x: -2.45 (m), y: 3.80 (m)
Time: 2.48 (s), x: -2.47 (m), y: 3.82 (m)
Time: 2.58 (s), x: -2.50 (m), y: 3.83 (m)
Time: 2.68 (s), x: -2.52 (m), y: 3.85 (m)
Time: 2.79 (s), x: -2.53 (m), y: 3.86 (m)
Time: 2.89 (s), x: -2.54 (m), y: 3.86 (m)
Time: 3.00 (s), x: -2.58 (m), y: 3.86 (m)
Time: 3.10 (s), x: -2.62 (m), y: 3.87 (m)
Time: 3.20 (s), x: -2.67 (m), y: 3.88 (m)
Time: 3.30 (s), x: -2.71 (m), y: 3.88 (m)
Time: 3.40 (s), x: -2.76 (m), y: 3.88 (m)
Time: 3.50 (s), x: -2.78 (m), y: 3.87 (m)
Time: 3.61 (s), x: -2.79 (m), y: 3.87 (m)
Time: 3.72 (s), x: -2.84 (m), y: 3.85 (m)
Time: 3.82 (s), x: -2.90 (m), y: 3.83 (m)
Time: 3.92 (s), x: -2.97 (m), y: 3.81 (m)
