🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_sac_w91.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_91.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.11 (s), x: -2.25 (m), y: 3.16 (m)
Time: 0.21 (s), x: -2.25 (m), y: 3.21 (m)
Time: 0.32 (s), x: -2.25 (m), y: 3.26 (m)
Time: 0.42 (s), x: -2.24 (m), y: 3.32 (m)
Time: 0.52 (s), x: -2.24 (m), y: 3.37 (m)
Time: 0.62 (s), x: -2.24 (m), y: 3.42 (m)
Time: 0.72 (s), x: -2.23 (m), y: 3.46 (m)
Time: 0.83 (s), x: -2.22 (m), y: 3.52 (m)
Time: 0.93 (s), x: -2.21 (m), y: 3.57 (m)
Time: 1.03 (s), x: -2.20 (m), y: 3.62 (m)
Time: 1.13 (s), x: -2.19 (m), y: 3.67 (m)
Time: 1.24 (s), x: -2.18 (m), y: 3.72 (m)
Time: 1.35 (s), x: -2.17 (m), y: 3.77 (m)
Time: 1.45 (s), x: -2.16 (m), y: 3.82 (m)
Time: 1.55 (s), x: -2.15 (m), y: 3.88 (m)
Time: 1.66 (s), x: -2.14 (m), y: 3.93 (m)
Time: 1.76 (s), x: -2.13 (m), y: 3.98 (m)
Time: 1.86 (s), x: -2.12 (m), y: 4.03 (m)
Time: 1.97 (s), x: -2.11 (m), y: 4.07 (m)
Time: 2.07 (s), x: -2.10 (m), y: 4.12 (m)
Time: 2.18 (s), x: -2.08 (m), y: 4.18 (m)
Time: 2.28 (s), x: -2.07 (m), y: 4.23 (m)
Time: 2.39 (s), x: -2.05 (m), y: 4.28 (m)
Time: 2.49 (s), x: -2.04 (m), y: 4.33 (m)
Time: 2.59 (s), x: -2.03 (m), y: 4.38 (m)
Time: 2.70 (s), x: -2.01 (m), y: 4.43 (m)
Time: 2.81 (s), x: -2.00 (m), y: 4.47 (m)
Time: 2.91 (s), x: -1.98 (m), y: 4.51 (m)
Time: 3.01 (s), x: -1.97 (m), y: 4.55 (m)
Time: 3.12 (s), x: -1.96 (m), y: 4.59 (m)
Time: 3.22 (s), x: -1.95 (m), y: 4.62 (m)
Time: 3.33 (s), x: -1.94 (m), y: 4.66 (m)
Time: 3.44 (s), x: -1.93 (m), y: 4.69 (m)
Time: 3.54 (s), x: -1.91 (m), y: 4.73 (m)
Time: 3.64 (s), x: -1.90 (m), y: 4.76 (m)
Time: 3.74 (s), x: -1.89 (m), y: 4.78 (m)
