🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_sac_w27.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_27.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.12 (s), x: -2.25 (m), y: 3.16 (m)
Time: 0.22 (s), x: -2.25 (m), y: 3.21 (m)
Time: 0.32 (s), x: -2.25 (m), y: 3.27 (m)
Time: 0.42 (s), x: -2.25 (m), y: 3.31 (m)
Time: 0.52 (s), x: -2.25 (m), y: 3.37 (m)
Time: 0.62 (s), x: -2.25 (m), y: 3.42 (m)
Time: 0.72 (s), x: -2.25 (m), y: 3.47 (m)
Time: 0.83 (s), x: -2.25 (m), y: 3.52 (m)
Time: 0.93 (s), x: -2.25 (m), y: 3.57 (m)
Time: 1.03 (s), x: -2.25 (m), y: 3.62 (m)
Time: 1.13 (s), x: -2.25 (m), y: 3.67 (m)
Time: 1.23 (s), x: -2.25 (m), y: 3.72 (m)
Time: 1.33 (s), x: -2.25 (m), y: 3.78 (m)
Time: 1.43 (s), x: -2.25 (m), y: 3.83 (m)
Time: 1.54 (s), x: -2.25 (m), y: 3.88 (m)
Time: 1.64 (s), x: -2.25 (m), y: 3.93 (m)
Time: 1.74 (s), x: -2.25 (m), y: 3.98 (m)
Time: 1.84 (s), x: -2.25 (m), y: 4.03 (m)
Time: 1.94 (s), x: -2.25 (m), y: 4.08 (m)
Time: 2.04 (s), x: -2.25 (m), y: 4.13 (m)
Time: 2.14 (s), x: -2.25 (m), y: 4.18 (m)
Time: 2.25 (s), x: -2.25 (m), y: 4.23 (m)
Time: 2.35 (s), x: -2.25 (m), y: 4.28 (m)
Time: 2.45 (s), x: -2.25 (m), y: 4.33 (m)
Time: 2.55 (s), x: -2.25 (m), y: 4.39 (m)
Time: 2.66 (s), x: -2.25 (m), y: 4.44 (m)
Time: 2.76 (s), x: -2.25 (m), y: 4.49 (m)
Time: 2.86 (s), x: -2.25 (m), y: 4.54 (m)
Time: 2.97 (s), x: -2.25 (m), y: 4.59 (m)
Time: 3.07 (s), x: -2.25 (m), y: 4.65 (m)
Time: 3.18 (s), x: -2.25 (m), y: 4.70 (m)
Time: 3.29 (s), x: -2.25 (m), y: 4.75 (m)
Time: 3.39 (s), x: -2.25 (m), y: 4.80 (m)
Time: 3.49 (s), x: -2.25 (m), y: 4.86 (m)
Time: 3.60 (s), x: -2.25 (m), y: 4.91 (m)
Time: 3.70 (s), x: -2.25 (m), y: 4.96 (m)
Time: 3.80 (s), x: -2.25 (m), y: 5.01 (m)
Time: 3.91 (s), x: -2.25 (m), y: 5.06 (m)
Time: 4.01 (s), x: -2.25 (m), y: 5.11 (m)
Time: 4.11 (s), x: -2.25 (m), y: 5.16 (m)
Time: 4.21 (s), x: -2.25 (m), y: 5.21 (m)
Time: 4.31 (s), x: -2.25 (m), y: 5.27 (m)
Time: 4.41 (s), x: -2.25 (m), y: 5.32 (m)
Time: 4.52 (s), x: -2.25 (m), y: 5.37 (m)
Time: 4.62 (s), x: -2.25 (m), y: 5.42 (m)
Time: 4.73 (s), x: -2.25 (m), y: 5.47 (m)
Time: 4.84 (s), x: -2.26 (m), y: 5.52 (m)
Time: 4.94 (s), x: -2.26 (m), y: 5.58 (m)
Time: 5.04 (s), x: -2.27 (m), y: 5.63 (m)
Time: 5.15 (s), x: -2.27 (m), y: 5.68 (m)
Time: 5.26 (s), x: -2.28 (m), y: 5.73 (m)
Time: 5.36 (s), x: -2.29 (m), y: 5.79 (m)
Time: 5.46 (s), x: -2.29 (m), y: 5.84 (m)
Time: 5.57 (s), x: -2.30 (m), y: 5.89 (m)
Time: 5.68 (s), x: -2.30 (m), y: 5.94 (m)
Time: 5.78 (s), x: -2.31 (m), y: 5.99 (m)
Time: 5.88 (s), x: -2.31 (m), y: 6.04 (m)
Time: 5.98 (s), x: -2.32 (m), y: 6.08 (m)
Time: 6.09 (s), x: -2.32 (m), y: 6.13 (m)
Time: 6.19 (s), x: -2.33 (m), y: 6.16 (m)
Time: 6.29 (s), x: -2.33 (m), y: 6.21 (m)
Time: 6.40 (s), x: -2.34 (m), y: 6.25 (m)
Time: 6.50 (s), x: -2.34 (m), y: 6.28 (m)
Time: 6.61 (s), x: -2.34 (m), y: 6.31 (m)
Time: 6.71 (s), x: -2.35 (m), y: 6.34 (m)
Time: 6.81 (s), x: -2.35 (m), y: 6.36 (m)
Time: 6.92 (s), x: -2.35 (m), y: 6.39 (m)
Time: 7.02 (s), x: -2.35 (m), y: 6.42 (m)
Time: 7.12 (s), x: -2.36 (m), y: 6.44 (m)
Time: 7.23 (s), x: -2.36 (m), y: 6.47 (m)
Time: 7.34 (s), x: -2.36 (m), y: 6.50 (m)
Time: 7.44 (s), x: -2.36 (m), y: 6.52 (m)
Time: 7.55 (s), x: -2.37 (m), y: 6.54 (m)
Time: 7.65 (s), x: -2.37 (m), y: 6.56 (m)
Time: 7.76 (s), x: -2.37 (m), y: 6.57 (m)
Time: 7.86 (s), x: -2.37 (m), y: 6.59 (m)
Time: 7.96 (s), x: -2.37 (m), y: 6.61 (m)
Time: 8.07 (s), x: -2.38 (m), y: 6.63 (m)
Time: 8.17 (s), x: -2.38 (m), y: 6.65 (m)
Time: 8.28 (s), x: -2.38 (m), y: 6.66 (m)
Time: 8.38 (s), x: -2.38 (m), y: 6.68 (m)
Time: 8.48 (s), x: -2.38 (m), y: 6.69 (m)
Time: 8.59 (s), x: -2.39 (m), y: 6.70 (m)
Time: 8.70 (s), x: -2.39 (m), y: 6.71 (m)
Time: 8.80 (s), x: -2.39 (m), y: 6.72 (m)
Time: 8.90 (s), x: -2.39 (m), y: 6.73 (m)
Time: 9.00 (s), x: -2.39 (m), y: 6.74 (m)
Time: 9.10 (s), x: -2.39 (m), y: 6.75 (m)
Time: 9.20 (s), x: -2.39 (m), y: 6.76 (m)
Time: 9.30 (s), x: -2.39 (m), y: 6.77 (m)
Time: 9.40 (s), x: -2.39 (m), y: 6.78 (m)
Time: 9.51 (s), x: -2.39 (m), y: 6.80 (m)
Time: 9.62 (s), x: -2.39 (m), y: 6.81 (m)
Time: 9.73 (s), x: -2.39 (m), y: 6.82 (m)
Time: 9.83 (s), x: -2.40 (m), y: 6.83 (m)
Time: 9.94 (s), x: -2.40 (m), y: 6.84 (m)
Time: 10.05 (s), x: -2.40 (m), y: 6.85 (m)
Time: 10.15 (s), x: -2.41 (m), y: 6.86 (m)
Time: 10.26 (s), x: -2.41 (m), y: 6.87 (m)
Time: 10.36 (s), x: -2.41 (m), y: 6.89 (m)
Time: 10.46 (s), x: -2.41 (m), y: 6.91 (m)
Time: 10.57 (s), x: -2.40 (m), y: 6.91 (m)
Time: 10.67 (s), x: -2.40 (m), y: 6.92 (m)
Time: 10.77 (s), x: -2.40 (m), y: 6.93 (m)
Time: 10.88 (s), x: -2.40 (m), y: 6.94 (m)
Time: 10.98 (s), x: -2.40 (m), y: 6.95 (m)
Time: 11.08 (s), x: -2.40 (m), y: 6.96 (m)
Time: 11.18 (s), x: -2.40 (m), y: 6.96 (m)
Time: 11.29 (s), x: -2.40 (m), y: 6.97 (m)
Time: 11.39 (s), x: -2.41 (m), y: 6.97 (m)
Time: 11.49 (s), x: -2.41 (m), y: 6.97 (m)
Time: 11.60 (s), x: -2.42 (m), y: 6.98 (m)
Time: 11.71 (s), x: -2.43 (m), y: 6.98 (m)
