🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_lfh_w53.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_53.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -1.97 (m), y: 3.10 (m)
Time: 0.11 (s), x: -1.91 (m), y: 3.11 (m)
Time: 0.21 (s), x: -1.86 (m), y: 3.12 (m)
Time: 0.31 (s), x: -1.81 (m), y: 3.11 (m)
Time: 0.42 (s), x: -1.76 (m), y: 3.08 (m)
Time: 0.52 (s), x: -1.71 (m), y: 3.05 (m)
Time: 0.62 (s), x: -1.67 (m), y: 3.01 (m)
Time: 0.72 (s), x: -1.64 (m), y: 2.99 (m)
Time: 0.82 (s), x: -1.62 (m), y: 2.96 (m)
Time: 0.93 (s), x: -1.61 (m), y: 2.93 (m)
Time: 1.03 (s), x: -1.60 (m), y: 2.91 (m)
Time: 1.13 (s), x: -1.60 (m), y: 2.90 (m)
Time: 1.24 (s), x: -1.60 (m), y: 2.89 (m)
Time: 1.34 (s), x: -1.61 (m), y: 2.87 (m)
Time: 1.45 (s), x: -1.63 (m), y: 2.83 (m)
Time: 1.55 (s), x: -1.65 (m), y: 2.78 (m)
Time: 1.65 (s), x: -1.68 (m), y: 2.73 (m)
Time: 1.76 (s), x: -1.71 (m), y: 2.67 (m)
Time: 1.86 (s), x: -1.73 (m), y: 2.63 (m)
Time: 1.97 (s), x: -1.77 (m), y: 2.59 (m)
Time: 2.07 (s), x: -1.80 (m), y: 2.55 (m)
Time: 2.17 (s), x: -1.82 (m), y: 2.53 (m)
Time: 2.28 (s), x: -1.82 (m), y: 2.53 (m)
Time: 2.38 (s), x: -1.82 (m), y: 2.53 (m)
Time: 2.49 (s), x: -1.82 (m), y: 2.53 (m)
Time: 2.59 (s), x: -1.82 (m), y: 2.53 (m)
Time: 2.70 (s), x: -1.82 (m), y: 2.53 (m)
Time: 2.80 (s), x: -1.82 (m), y: 2.53 (m)
Time: 2.90 (s), x: -1.82 (m), y: 2.53 (m)
Time: 3.01 (s), x: -1.82 (m), y: 2.53 (m)
Time: 3.11 (s), x: -1.82 (m), y: 2.53 (m)
Time: 3.22 (s), x: -1.82 (m), y: 2.53 (m)
Time: 3.33 (s), x: -1.82 (m), y: 2.53 (m)
Time: 3.43 (s), x: -1.84 (m), y: 2.52 (m)
Time: 3.53 (s), x: -1.90 (m), y: 2.50 (m)
Time: 3.64 (s), x: -1.99 (m), y: 2.47 (m)
Time: 3.74 (s), x: -2.08 (m), y: 2.43 (m)
Time: 3.84 (s), x: -2.18 (m), y: 2.40 (m)
Time: 3.95 (s), x: -2.29 (m), y: 2.36 (m)
Time: 4.05 (s), x: -2.39 (m), y: 2.33 (m)
Time: 4.15 (s), x: -2.48 (m), y: 2.32 (m)
Time: 4.25 (s), x: -2.58 (m), y: 2.31 (m)
Time: 4.36 (s), x: -2.69 (m), y: 2.31 (m)
Time: 4.46 (s), x: -2.78 (m), y: 2.33 (m)
Time: 4.57 (s), x: -2.86 (m), y: 2.36 (m)
Time: 4.67 (s), x: -2.94 (m), y: 2.40 (m)
Time: 4.77 (s), x: -3.01 (m), y: 2.45 (m)
Time: 4.88 (s), x: -3.08 (m), y: 2.51 (m)
Time: 4.98 (s), x: -3.14 (m), y: 2.56 (m)
Time: 5.09 (s), x: -3.19 (m), y: 2.61 (m)
Time: 5.19 (s), x: -3.24 (m), y: 2.67 (m)
Time: 5.29 (s), x: -3.30 (m), y: 2.75 (m)
Time: 5.39 (s), x: -3.37 (m), y: 2.85 (m)
