🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_sac_w46.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_46.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.11 (s), x: -2.25 (m), y: 3.16 (m)
Time: 0.21 (s), x: -2.25 (m), y: 3.21 (m)
Time: 0.32 (s), x: -2.25 (m), y: 3.26 (m)
Time: 0.42 (s), x: -2.25 (m), y: 3.32 (m)
Time: 0.53 (s), x: -2.25 (m), y: 3.37 (m)
Time: 0.63 (s), x: -2.24 (m), y: 3.42 (m)
Time: 0.74 (s), x: -2.24 (m), y: 3.47 (m)
Time: 0.85 (s), x: -2.23 (m), y: 3.53 (m)
Time: 0.95 (s), x: -2.22 (m), y: 3.58 (m)
Time: 1.05 (s), x: -2.22 (m), y: 3.63 (m)
Time: 1.16 (s), x: -2.21 (m), y: 3.68 (m)
Time: 1.26 (s), x: -2.20 (m), y: 3.73 (m)
Time: 1.37 (s), x: -2.19 (m), y: 3.78 (m)
Time: 1.47 (s), x: -2.18 (m), y: 3.84 (m)
Time: 1.58 (s), x: -2.17 (m), y: 3.89 (m)
Time: 1.68 (s), x: -2.16 (m), y: 3.94 (m)
Time: 1.78 (s), x: -2.15 (m), y: 3.98 (m)
Time: 1.88 (s), x: -2.14 (m), y: 4.03 (m)
Time: 1.98 (s), x: -2.12 (m), y: 4.09 (m)
Time: 2.09 (s), x: -2.11 (m), y: 4.14 (m)
Time: 2.19 (s), x: -2.09 (m), y: 4.19 (m)
Time: 2.29 (s), x: -2.08 (m), y: 4.24 (m)
Time: 2.40 (s), x: -2.07 (m), y: 4.29 (m)
Time: 2.50 (s), x: -2.05 (m), y: 4.33 (m)
Time: 2.60 (s), x: -2.04 (m), y: 4.39 (m)
Time: 2.71 (s), x: -2.02 (m), y: 4.44 (m)
Time: 2.82 (s), x: -2.01 (m), y: 4.48 (m)
Time: 2.93 (s), x: -1.99 (m), y: 4.53 (m)
Time: 3.03 (s), x: -1.97 (m), y: 4.58 (m)
Time: 3.13 (s), x: -1.96 (m), y: 4.62 (m)
Time: 3.24 (s), x: -1.94 (m), y: 4.66 (m)
Time: 3.34 (s), x: -1.92 (m), y: 4.71 (m)
Time: 3.45 (s), x: -1.90 (m), y: 4.75 (m)
Time: 3.56 (s), x: -1.89 (m), y: 4.79 (m)
Time: 3.66 (s), x: -1.87 (m), y: 4.82 (m)
Time: 3.76 (s), x: -1.87 (m), y: 4.84 (m)
Time: 3.87 (s), x: -1.86 (m), y: 4.86 (m)
Time: 3.97 (s), x: -1.85 (m), y: 4.89 (m)
Time: 4.07 (s), x: -1.84 (m), y: 4.90 (m)
Time: 4.17 (s), x: -1.83 (m), y: 4.93 (m)
