🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_sac_w63.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_63.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.11 (s), x: -2.25 (m), y: 3.15 (m)
Time: 0.21 (s), x: -2.25 (m), y: 3.21 (m)
Time: 0.32 (s), x: -2.25 (m), y: 3.26 (m)
Time: 0.43 (s), x: -2.25 (m), y: 3.31 (m)
Time: 0.53 (s), x: -2.24 (m), y: 3.37 (m)
Time: 0.64 (s), x: -2.23 (m), y: 3.42 (m)
Time: 0.74 (s), x: -2.22 (m), y: 3.47 (m)
Time: 0.85 (s), x: -2.21 (m), y: 3.52 (m)
Time: 0.95 (s), x: -2.21 (m), y: 3.57 (m)
Time: 1.05 (s), x: -2.20 (m), y: 3.62 (m)
Time: 1.15 (s), x: -2.20 (m), y: 3.67 (m)
Time: 1.25 (s), x: -2.19 (m), y: 3.72 (m)
Time: 1.36 (s), x: -2.18 (m), y: 3.77 (m)
Time: 1.46 (s), x: -2.17 (m), y: 3.82 (m)
Time: 1.56 (s), x: -2.17 (m), y: 3.88 (m)
Time: 1.66 (s), x: -2.16 (m), y: 3.92 (m)
Time: 1.76 (s), x: -2.15 (m), y: 3.97 (m)
Time: 1.86 (s), x: -2.14 (m), y: 4.01 (m)
Time: 1.96 (s), x: -2.13 (m), y: 4.05 (m)
Time: 2.06 (s), x: -2.12 (m), y: 4.10 (m)
Time: 2.17 (s), x: -2.10 (m), y: 4.14 (m)
Time: 2.27 (s), x: -2.09 (m), y: 4.18 (m)
Time: 2.37 (s), x: -2.08 (m), y: 4.22 (m)
Time: 2.47 (s), x: -2.07 (m), y: 4.26 (m)
Time: 2.57 (s), x: -2.06 (m), y: 4.30 (m)
Time: 2.67 (s), x: -2.05 (m), y: 4.34 (m)
Time: 2.77 (s), x: -2.03 (m), y: 4.37 (m)
Time: 2.87 (s), x: -2.02 (m), y: 4.40 (m)
Time: 2.97 (s), x: -2.01 (m), y: 4.43 (m)
Time: 3.08 (s), x: -2.00 (m), y: 4.46 (m)
Time: 3.18 (s), x: -1.99 (m), y: 4.49 (m)
Time: 3.29 (s), x: -1.98 (m), y: 4.52 (m)
Time: 3.40 (s), x: -1.97 (m), y: 4.54 (m)
Time: 3.50 (s), x: -1.96 (m), y: 4.56 (m)
Time: 3.61 (s), x: -1.95 (m), y: 4.58 (m)
Time: 3.71 (s), x: -1.95 (m), y: 4.60 (m)
Time: 3.82 (s), x: -1.94 (m), y: 4.62 (m)
