🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_lfh_w77.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_77.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -1.99 (m), y: 3.10 (m)
Time: 0.11 (s), x: -1.99 (m), y: 3.15 (m)
Time: 0.21 (s), x: -2.00 (m), y: 3.21 (m)
Time: 0.32 (s), x: -2.00 (m), y: 3.26 (m)
Time: 0.42 (s), x: -2.02 (m), y: 3.30 (m)
Time: 0.52 (s), x: -2.03 (m), y: 3.32 (m)
Time: 0.62 (s), x: -2.03 (m), y: 3.32 (m)
Time: 0.72 (s), x: -2.04 (m), y: 3.32 (m)
Time: 0.82 (s), x: -2.04 (m), y: 3.32 (m)
Time: 0.92 (s), x: -2.04 (m), y: 3.32 (m)
Time: 1.02 (s), x: -2.04 (m), y: 3.32 (m)
Time: 1.12 (s), x: -2.04 (m), y: 3.32 (m)
Time: 1.22 (s), x: -2.04 (m), y: 3.32 (m)
Time: 1.32 (s), x: -2.04 (m), y: 3.32 (m)
Time: 1.43 (s), x: -2.04 (m), y: 3.32 (m)
Time: 1.53 (s), x: -2.04 (m), y: 3.32 (m)
Time: 1.63 (s), x: -2.04 (m), y: 3.32 (m)
Time: 1.73 (s), x: -2.04 (m), y: 3.32 (m)
Time: 1.83 (s), x: -2.04 (m), y: 3.32 (m)
Time: 1.93 (s), x: -2.04 (m), y: 3.32 (m)
Time: 2.03 (s), x: -2.04 (m), y: 3.32 (m)
Time: 2.13 (s), x: -2.04 (m), y: 3.32 (m)
Time: 2.23 (s), x: -2.04 (m), y: 3.32 (m)
Time: 2.33 (s), x: -2.04 (m), y: 3.32 (m)
Time: 2.44 (s), x: -2.04 (m), y: 3.32 (m)
Time: 2.54 (s), x: -2.04 (m), y: 3.32 (m)
Time: 2.64 (s), x: -2.04 (m), y: 3.32 (m)
Time: 2.75 (s), x: -2.04 (m), y: 3.32 (m)
Time: 2.85 (s), x: -2.04 (m), y: 3.32 (m)
Time: 2.96 (s), x: -2.04 (m), y: 3.33 (m)
Time: 3.06 (s), x: -2.05 (m), y: 3.35 (m)
Time: 3.16 (s), x: -2.05 (m), y: 3.37 (m)
Time: 3.26 (s), x: -2.04 (m), y: 3.38 (m)
Time: 3.37 (s), x: -2.02 (m), y: 3.40 (m)
Time: 3.47 (s), x: -2.03 (m), y: 3.42 (m)
Time: 3.57 (s), x: -2.03 (m), y: 3.44 (m)
Time: 3.68 (s), x: -2.05 (m), y: 3.45 (m)
Time: 3.78 (s), x: -2.09 (m), y: 3.43 (m)
Time: 3.88 (s), x: -2.17 (m), y: 3.39 (m)
Time: 3.99 (s), x: -2.27 (m), y: 3.32 (m)
Time: 4.09 (s), x: -2.40 (m), y: 3.25 (m)
Time: 4.19 (s), x: -2.54 (m), y: 3.16 (m)
Time: 4.30 (s), x: -2.68 (m), y: 3.08 (m)
Time: 4.40 (s), x: -2.81 (m), y: 3.00 (m)
Time: 4.51 (s), x: -2.92 (m), y: 2.91 (m)
Time: 4.61 (s), x: -3.02 (m), y: 2.82 (m)
Time: 4.71 (s), x: -3.10 (m), y: 2.74 (m)
Time: 4.82 (s), x: -3.18 (m), y: 2.66 (m)
Time: 4.92 (s), x: -3.24 (m), y: 2.57 (m)
Time: 5.03 (s), x: -3.31 (m), y: 2.48 (m)
Time: 5.13 (s), x: -3.36 (m), y: 2.40 (m)
Time: 5.23 (s), x: -3.40 (m), y: 2.33 (m)
Time: 5.34 (s), x: -3.44 (m), y: 2.25 (m)
Time: 5.44 (s), x: -3.48 (m), y: 2.17 (m)
Time: 5.54 (s), x: -3.52 (m), y: 2.09 (m)
Time: 5.64 (s), x: -3.55 (m), y: 2.00 (m)
Time: 5.75 (s), x: -3.59 (m), y: 1.91 (m)
Time: 5.85 (s), x: -3.62 (m), y: 1.81 (m)
Time: 5.95 (s), x: -3.64 (m), y: 1.72 (m)
Time: 6.06 (s), x: -3.67 (m), y: 1.62 (m)
Time: 6.16 (s), x: -3.69 (m), y: 1.52 (m)
Time: 6.26 (s), x: -3.72 (m), y: 1.43 (m)
Time: 6.36 (s), x: -3.74 (m), y: 1.34 (m)
Time: 6.46 (s), x: -3.75 (m), y: 1.28 (m)
Time: 6.57 (s), x: -3.75 (m), y: 1.21 (m)
Time: 6.67 (s), x: -3.76 (m), y: 1.15 (m)
Time: 6.78 (s), x: -3.76 (m), y: 1.09 (m)
Time: 6.88 (s), x: -3.75 (m), y: 1.03 (m)
Time: 6.99 (s), x: -3.76 (m), y: 0.98 (m)
Time: 7.09 (s), x: -3.77 (m), y: 0.93 (m)
Time: 7.19 (s), x: -3.80 (m), y: 0.89 (m)
Time: 7.30 (s), x: -3.84 (m), y: 0.88 (m)
Time: 7.41 (s), x: -3.87 (m), y: 0.88 (m)
Time: 7.51 (s), x: -3.88 (m), y: 0.88 (m)
Time: 7.61 (s), x: -3.88 (m), y: 0.88 (m)
Time: 7.71 (s), x: -3.87 (m), y: 0.88 (m)
Time: 7.82 (s), x: -3.87 (m), y: 0.87 (m)
Time: 7.93 (s), x: -3.86 (m), y: 0.88 (m)
Time: 8.03 (s), x: -3.85 (m), y: 0.89 (m)
Time: 8.13 (s), x: -3.84 (m), y: 0.93 (m)
Time: 8.23 (s), x: -3.85 (m), y: 1.00 (m)
Time: 8.34 (s), x: -3.85 (m), y: 1.13 (m)
Time: 8.44 (s), x: -3.85 (m), y: 1.24 (m)
Time: 8.55 (s), x: -3.86 (m), y: 1.36 (m)
Time: 8.65 (s), x: -3.86 (m), y: 1.47 (m)
Time: 8.76 (s), x: -3.87 (m), y: 1.60 (m)
Time: 8.86 (s), x: -3.88 (m), y: 1.70 (m)
Time: 8.96 (s), x: -3.89 (m), y: 1.80 (m)
Time: 9.07 (s), x: -3.90 (m), y: 1.90 (m)
Time: 9.17 (s), x: -3.91 (m), y: 1.99 (m)
Time: 9.27 (s), x: -3.92 (m), y: 2.09 (m)
Time: 9.37 (s), x: -3.93 (m), y: 2.17 (m)
Time: 9.48 (s), x: -3.94 (m), y: 2.27 (m)
Time: 9.58 (s), x: -3.95 (m), y: 2.35 (m)
Time: 9.69 (s), x: -3.95 (m), y: 2.43 (m)
Time: 9.79 (s), x: -3.96 (m), y: 2.51 (m)
Time: 9.89 (s), x: -3.97 (m), y: 2.59 (m)
Time: 10.00 (s), x: -3.97 (m), y: 2.68 (m)
Time: 10.11 (s), x: -3.98 (m), y: 2.77 (m)
Time: 10.21 (s), x: -3.98 (m), y: 2.85 (m)
Time: 10.31 (s), x: -3.99 (m), y: 2.94 (m)
Time: 10.42 (s), x: -3.99 (m), y: 3.02 (m)
Time: 10.52 (s), x: -4.00 (m), y: 3.12 (m)
Time: 10.63 (s), x: -4.00 (m), y: 3.21 (m)
Time: 10.73 (s), x: -4.01 (m), y: 3.30 (m)
Time: 10.83 (s), x: -4.01 (m), y: 3.39 (m)
Time: 10.94 (s), x: -4.01 (m), y: 3.48 (m)
Time: 11.04 (s), x: -4.02 (m), y: 3.57 (m)
Time: 11.15 (s), x: -4.02 (m), y: 3.67 (m)
Time: 11.26 (s), x: -4.02 (m), y: 3.77 (m)
Time: 11.36 (s), x: -4.03 (m), y: 3.86 (m)
Time: 11.46 (s), x: -4.03 (m), y: 3.95 (m)
