🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_lfh_w99.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_99.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.00 (m), y: 3.11 (m)
Time: 0.11 (s), x: -2.00 (m), y: 3.16 (m)
Time: 0.22 (s), x: -2.00 (m), y: 3.21 (m)
Time: 0.32 (s), x: -2.00 (m), y: 3.26 (m)
Time: 0.42 (s), x: -2.01 (m), y: 3.32 (m)
Time: 0.53 (s), x: -2.01 (m), y: 3.37 (m)
Time: 0.63 (s), x: -2.02 (m), y: 3.42 (m)
Time: 0.73 (s), x: -2.03 (m), y: 3.47 (m)
Time: 0.84 (s), x: -2.04 (m), y: 3.51 (m)
Time: 0.94 (s), x: -2.05 (m), y: 3.53 (m)
Time: 1.04 (s), x: -2.06 (m), y: 3.54 (m)
Time: 1.14 (s), x: -2.06 (m), y: 3.54 (m)
Time: 1.24 (s), x: -2.06 (m), y: 3.54 (m)
Time: 1.34 (s), x: -2.06 (m), y: 3.56 (m)
Time: 1.45 (s), x: -2.06 (m), y: 3.58 (m)
Time: 1.55 (s), x: -2.06 (m), y: 3.61 (m)
Time: 1.66 (s), x: -2.06 (m), y: 3.62 (m)
Time: 1.76 (s), x: -2.06 (m), y: 3.62 (m)
Time: 1.86 (s), x: -2.06 (m), y: 3.62 (m)
Time: 1.96 (s), x: -2.06 (m), y: 3.62 (m)
Time: 2.06 (s), x: -2.06 (m), y: 3.62 (m)
Time: 2.17 (s), x: -2.06 (m), y: 3.62 (m)
Time: 2.27 (s), x: -2.06 (m), y: 3.62 (m)
Time: 2.38 (s), x: -2.06 (m), y: 3.62 (m)
Time: 2.48 (s), x: -2.06 (m), y: 3.62 (m)
Time: 2.58 (s), x: -2.06 (m), y: 3.63 (m)
Time: 2.68 (s), x: -2.06 (m), y: 3.64 (m)
Time: 2.78 (s), x: -2.06 (m), y: 3.65 (m)
Time: 2.89 (s), x: -2.04 (m), y: 3.65 (m)
Time: 2.99 (s), x: -2.03 (m), y: 3.66 (m)
Time: 3.10 (s), x: -2.02 (m), y: 3.68 (m)
Time: 3.20 (s), x: -2.00 (m), y: 3.69 (m)
Time: 3.30 (s), x: -2.00 (m), y: 3.70 (m)
Time: 3.41 (s), x: -2.02 (m), y: 3.70 (m)
Time: 3.52 (s), x: -2.02 (m), y: 3.71 (m)
Time: 3.62 (s), x: -2.03 (m), y: 3.72 (m)
Time: 3.73 (s), x: -2.04 (m), y: 3.72 (m)
Time: 3.83 (s), x: -2.03 (m), y: 3.72 (m)
Time: 3.94 (s), x: -2.02 (m), y: 3.71 (m)
Time: 4.04 (s), x: -2.01 (m), y: 3.70 (m)
