🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_lfh_w57.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_57.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.00 (m), y: 3.10 (m)
Time: 0.11 (s), x: -2.00 (m), y: 3.15 (m)
Time: 0.21 (s), x: -2.00 (m), y: 3.21 (m)
Time: 0.31 (s), x: -2.01 (m), y: 3.28 (m)
Time: 0.41 (s), x: -2.02 (m), y: 3.33 (m)
Time: 0.52 (s), x: -2.02 (m), y: 3.38 (m)
Time: 0.63 (s), x: -2.02 (m), y: 3.39 (m)
Time: 0.73 (s), x: -2.02 (m), y: 3.39 (m)
Time: 0.83 (s), x: -2.02 (m), y: 3.39 (m)
Time: 0.93 (s), x: -2.02 (m), y: 3.40 (m)
Time: 1.04 (s), x: -2.03 (m), y: 3.41 (m)
Time: 1.14 (s), x: -2.05 (m), y: 3.45 (m)
Time: 1.25 (s), x: -2.06 (m), y: 3.49 (m)
Time: 1.35 (s), x: -2.07 (m), y: 3.53 (m)
Time: 1.45 (s), x: -2.09 (m), y: 3.57 (m)
Time: 1.56 (s), x: -2.12 (m), y: 3.62 (m)
Time: 1.66 (s), x: -2.16 (m), y: 3.66 (m)
Time: 1.77 (s), x: -2.20 (m), y: 3.69 (m)
Time: 1.87 (s), x: -2.25 (m), y: 3.71 (m)
Time: 1.97 (s), x: -2.30 (m), y: 3.72 (m)
Time: 2.08 (s), x: -2.36 (m), y: 3.72 (m)
Time: 2.18 (s), x: -2.41 (m), y: 3.72 (m)
Time: 2.28 (s), x: -2.44 (m), y: 3.71 (m)
Time: 2.39 (s), x: -2.48 (m), y: 3.70 (m)
Time: 2.50 (s), x: -2.53 (m), y: 3.68 (m)
Time: 2.60 (s), x: -2.58 (m), y: 3.67 (m)
Time: 2.70 (s), x: -2.63 (m), y: 3.65 (m)
Time: 2.80 (s), x: -2.67 (m), y: 3.63 (m)
Time: 2.90 (s), x: -2.72 (m), y: 3.59 (m)
Time: 3.00 (s), x: -2.79 (m), y: 3.54 (m)
Time: 3.10 (s), x: -2.87 (m), y: 3.47 (m)
Time: 3.20 (s), x: -2.95 (m), y: 3.41 (m)
Time: 3.30 (s), x: -3.03 (m), y: 3.35 (m)
Time: 3.41 (s), x: -3.09 (m), y: 3.29 (m)
Time: 3.51 (s), x: -3.15 (m), y: 3.22 (m)
Time: 3.61 (s), x: -3.19 (m), y: 3.16 (m)
Time: 3.72 (s), x: -3.21 (m), y: 3.12 (m)
Time: 3.82 (s), x: -3.22 (m), y: 3.09 (m)
Time: 3.92 (s), x: -3.23 (m), y: 3.05 (m)
Time: 4.02 (s), x: -3.23 (m), y: 3.01 (m)
Time: 4.12 (s), x: -3.22 (m), y: 2.96 (m)
Time: 4.23 (s), x: -3.23 (m), y: 2.92 (m)
Time: 4.33 (s), x: -3.24 (m), y: 2.86 (m)
Time: 4.44 (s), x: -3.26 (m), y: 2.82 (m)
Time: 4.54 (s), x: -3.29 (m), y: 2.81 (m)
Time: 4.65 (s), x: -3.30 (m), y: 2.84 (m)
Time: 4.75 (s), x: -3.30 (m), y: 2.89 (m)
Time: 4.86 (s), x: -3.30 (m), y: 2.99 (m)
Time: 4.97 (s), x: -3.31 (m), y: 3.11 (m)
Time: 5.07 (s), x: -3.31 (m), y: 3.27 (m)
Time: 5.17 (s), x: -3.31 (m), y: 3.41 (m)
Time: 5.28 (s), x: -3.32 (m), y: 3.57 (m)
Time: 5.38 (s), x: -3.34 (m), y: 3.73 (m)
Time: 5.49 (s), x: -3.36 (m), y: 3.87 (m)
Time: 5.60 (s), x: -3.42 (m), y: 4.05 (m)
Time: 5.70 (s), x: -3.46 (m), y: 4.19 (m)
Time: 5.80 (s), x: -3.51 (m), y: 4.34 (m)
Time: 5.91 (s), x: -3.55 (m), y: 4.47 (m)
Time: 6.02 (s), x: -3.59 (m), y: 4.60 (m)
Time: 6.12 (s), x: -3.63 (m), y: 4.71 (m)
Time: 6.23 (s), x: -3.65 (m), y: 4.79 (m)
Time: 6.33 (s), x: -3.68 (m), y: 4.86 (m)
Time: 6.43 (s), x: -3.70 (m), y: 4.93 (m)
Time: 6.53 (s), x: -3.72 (m), y: 5.00 (m)
Time: 6.63 (s), x: -3.74 (m), y: 5.09 (m)
Time: 6.74 (s), x: -3.76 (m), y: 5.16 (m)
Time: 6.84 (s), x: -3.77 (m), y: 5.22 (m)
Time: 6.94 (s), x: -3.78 (m), y: 5.30 (m)
Time: 7.04 (s), x: -3.79 (m), y: 5.38 (m)
Time: 7.15 (s), x: -3.79 (m), y: 5.45 (m)
Time: 7.25 (s), x: -3.80 (m), y: 5.51 (m)
Time: 7.35 (s), x: -3.80 (m), y: 5.57 (m)
Time: 7.46 (s), x: -3.80 (m), y: 5.63 (m)
Time: 7.56 (s), x: -3.80 (m), y: 5.69 (m)
Time: 7.66 (s), x: -3.80 (m), y: 5.74 (m)
Time: 7.77 (s), x: -3.79 (m), y: 5.79 (m)
Time: 7.88 (s), x: -3.79 (m), y: 5.84 (m)
Time: 7.98 (s), x: -3.79 (m), y: 5.92 (m)
Time: 8.09 (s), x: -3.78 (m), y: 6.01 (m)
Time: 8.19 (s), x: -3.78 (m), y: 6.11 (m)
Time: 8.30 (s), x: -3.77 (m), y: 6.21 (m)
Time: 8.40 (s), x: -3.77 (m), y: 6.31 (m)
Time: 8.50 (s), x: -3.77 (m), y: 6.42 (m)
Time: 8.60 (s), x: -3.77 (m), y: 6.52 (m)
Time: 8.71 (s), x: -3.77 (m), y: 6.63 (m)
Time: 8.81 (s), x: -3.77 (m), y: 6.74 (m)
Time: 8.91 (s), x: -3.77 (m), y: 6.83 (m)
Time: 9.02 (s), x: -3.78 (m), y: 6.92 (m)
Time: 9.12 (s), x: -3.78 (m), y: 7.00 (m)
Time: 9.22 (s), x: -3.79 (m), y: 7.11 (m)
Time: 9.33 (s), x: -3.80 (m), y: 7.22 (m)
Time: 9.44 (s), x: -3.80 (m), y: 7.31 (m)
Time: 9.54 (s), x: -3.81 (m), y: 7.39 (m)
Time: 9.65 (s), x: -3.82 (m), y: 7.47 (m)
Time: 9.76 (s), x: -3.82 (m), y: 7.56 (m)
Time: 9.87 (s), x: -3.83 (m), y: 7.65 (m)
Time: 9.97 (s), x: -3.83 (m), y: 7.74 (m)
Time: 10.07 (s), x: -3.84 (m), y: 7.84 (m)
Time: 10.18 (s), x: -3.84 (m), y: 7.94 (m)
Time: 10.28 (s), x: -3.85 (m), y: 8.03 (m)
Time: 10.39 (s), x: -3.85 (m), y: 8.13 (m)
Time: 10.49 (s), x: -3.85 (m), y: 8.22 (m)
Time: 10.60 (s), x: -3.86 (m), y: 8.31 (m)
Time: 10.70 (s), x: -3.86 (m), y: 8.39 (m)
Time: 10.81 (s), x: -3.86 (m), y: 8.46 (m)
Time: 10.91 (s), x: -3.87 (m), y: 8.57 (m)
Time: 11.02 (s), x: -3.87 (m), y: 8.73 (m)
Time: 11.12 (s), x: -3.87 (m), y: 8.90 (m)
Time: 11.22 (s), x: -3.88 (m), y: 9.05 (m)
Time: 11.33 (s), x: -3.88 (m), y: 9.22 (m)
Time: 11.43 (s), x: -3.89 (m), y: 9.40 (m)
Time: 11.54 (s), x: -3.90 (m), y: 9.56 (m)
Time: 11.65 (s), x: -3.93 (m), y: 9.69 (m)
Time: 11.75 (s), x: -3.98 (m), y: 9.81 (m)
Time: 11.85 (s), x: -4.03 (m), y: 9.91 (m)
Time: 11.96 (s), x: -4.12 (m), y: 10.02 (m)
Time: 12.07 (s), x: -4.20 (m), y: 10.10 (m)
Time: 12.17 (s), x: -4.31 (m), y: 10.17 (m)
Time: 12.27 (s), x: -4.42 (m), y: 10.22 (m)
Time: 12.38 (s), x: -4.55 (m), y: 10.25 (m)
Time: 12.49 (s), x: -4.68 (m), y: 10.26 (m)
Time: 12.59 (s), x: -4.80 (m), y: 10.26 (m)
Time: 12.69 (s), x: -4.92 (m), y: 10.24 (m)
Time: 12.79 (s), x: -5.05 (m), y: 10.18 (m)
Time: 12.90 (s), x: -5.18 (m), y: 10.11 (m)
Time: 13.00 (s), x: -5.30 (m), y: 10.03 (m)
Time: 13.10 (s), x: -5.40 (m), y: 9.93 (m)
Time: 13.20 (s), x: -5.51 (m), y: 9.83 (m)
Time: 13.31 (s), x: -5.63 (m), y: 9.71 (m)
Time: 13.41 (s), x: -5.75 (m), y: 9.59 (m)
Time: 13.52 (s), x: -5.87 (m), y: 9.49 (m)
Time: 13.62 (s), x: -5.99 (m), y: 9.36 (m)
Time: 13.73 (s), x: -6.11 (m), y: 9.25 (m)
Time: 13.84 (s), x: -6.24 (m), y: 9.13 (m)
Time: 13.94 (s), x: -6.37 (m), y: 9.01 (m)
Time: 14.04 (s), x: -6.49 (m), y: 8.90 (m)
Time: 14.15 (s), x: -6.61 (m), y: 8.79 (m)
