🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_dwa_w253.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_253.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.11 (s), x: -2.25 (m), y: 3.16 (m)
Time: 0.22 (s), x: -2.25 (m), y: 3.23 (m)
Time: 0.32 (s), x: -2.25 (m), y: 3.30 (m)
Time: 0.42 (s), x: -2.25 (m), y: 3.40 (m)
Time: 0.52 (s), x: -2.25 (m), y: 3.50 (m)
Time: 0.63 (s), x: -2.25 (m), y: 3.61 (m)
Time: 0.74 (s), x: -2.25 (m), y: 3.72 (m)
Time: 0.84 (s), x: -2.25 (m), y: 3.81 (m)
Time: 0.95 (s), x: -2.25 (m), y: 3.91 (m)
Time: 1.05 (s), x: -2.24 (m), y: 4.01 (m)
Time: 1.15 (s), x: -2.24 (m), y: 4.12 (m)
Time: 1.26 (s), x: -2.23 (m), y: 4.22 (m)
Time: 1.36 (s), x: -2.23 (m), y: 4.31 (m)
Time: 1.46 (s), x: -2.22 (m), y: 4.39 (m)
Time: 1.57 (s), x: -2.21 (m), y: 4.48 (m)
Time: 1.68 (s), x: -2.20 (m), y: 4.56 (m)
Time: 1.79 (s), x: -2.20 (m), y: 4.64 (m)
Time: 1.89 (s), x: -2.19 (m), y: 4.71 (m)
Time: 1.99 (s), x: -2.18 (m), y: 4.78 (m)
Time: 2.10 (s), x: -2.17 (m), y: 4.84 (m)
Time: 2.20 (s), x: -2.17 (m), y: 4.90 (m)
Time: 2.31 (s), x: -2.16 (m), y: 4.96 (m)
Time: 2.42 (s), x: -2.15 (m), y: 5.02 (m)
Time: 2.53 (s), x: -2.14 (m), y: 5.07 (m)
Time: 2.63 (s), x: -2.14 (m), y: 5.11 (m)
Time: 2.74 (s), x: -2.13 (m), y: 5.16 (m)
Time: 2.85 (s), x: -2.12 (m), y: 5.20 (m)
Time: 2.95 (s), x: -2.12 (m), y: 5.24 (m)
Time: 3.06 (s), x: -2.11 (m), y: 5.28 (m)
Time: 3.16 (s), x: -2.11 (m), y: 5.31 (m)
Time: 3.26 (s), x: -2.10 (m), y: 5.34 (m)
Time: 3.37 (s), x: -2.09 (m), y: 5.37 (m)
Time: 3.47 (s), x: -2.09 (m), y: 5.40 (m)
Time: 3.58 (s), x: -2.08 (m), y: 5.43 (m)
Time: 3.69 (s), x: -2.08 (m), y: 5.45 (m)
Time: 3.79 (s), x: -2.08 (m), y: 5.48 (m)
Time: 3.90 (s), x: -2.07 (m), y: 5.51 (m)
Time: 4.01 (s), x: -2.07 (m), y: 5.53 (m)
Time: 4.11 (s), x: -2.06 (m), y: 5.55 (m)
Time: 4.21 (s), x: -2.06 (m), y: 5.57 (m)
Time: 4.32 (s), x: -2.06 (m), y: 5.59 (m)
Time: 4.43 (s), x: -2.05 (m), y: 5.61 (m)
Time: 4.53 (s), x: -2.05 (m), y: 5.63 (m)
Time: 4.63 (s), x: -2.05 (m), y: 5.64 (m)
Time: 4.73 (s), x: -2.05 (m), y: 5.66 (m)
Time: 4.84 (s), x: -2.04 (m), y: 5.67 (m)
Time: 4.94 (s), x: -2.04 (m), y: 5.69 (m)
Time: 5.05 (s), x: -2.04 (m), y: 5.70 (m)
Time: 5.15 (s), x: -2.04 (m), y: 5.71 (m)
Time: 5.25 (s), x: -2.03 (m), y: 5.72 (m)
Time: 5.35 (s), x: -2.03 (m), y: 5.74 (m)
Time: 5.45 (s), x: -2.03 (m), y: 5.75 (m)
Time: 5.56 (s), x: -2.03 (m), y: 5.76 (m)
Time: 5.67 (s), x: -2.03 (m), y: 5.77 (m)
Time: 5.77 (s), x: -2.03 (m), y: 5.78 (m)
Time: 5.87 (s), x: -2.02 (m), y: 5.79 (m)
Time: 5.97 (s), x: -2.02 (m), y: 5.80 (m)
Time: 6.07 (s), x: -2.03 (m), y: 5.81 (m)
Time: 6.18 (s), x: -2.03 (m), y: 5.82 (m)
Time: 6.29 (s), x: -2.03 (m), y: 5.83 (m)
Time: 6.39 (s), x: -2.03 (m), y: 5.84 (m)
Time: 6.49 (s), x: -2.03 (m), y: 5.85 (m)
Time: 6.60 (s), x: -2.03 (m), y: 5.86 (m)
Time: 6.70 (s), x: -2.03 (m), y: 5.87 (m)
Time: 6.81 (s), x: -2.03 (m), y: 5.88 (m)
Time: 6.91 (s), x: -2.03 (m), y: 5.89 (m)
Time: 7.02 (s), x: -2.02 (m), y: 5.90 (m)
Time: 7.12 (s), x: -2.02 (m), y: 5.91 (m)
Time: 7.22 (s), x: -2.02 (m), y: 5.92 (m)
Time: 7.32 (s), x: -2.02 (m), y: 5.92 (m)
