🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_eband_w294.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_294.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.24 (m), y: 3.11 (m)
Time: 0.11 (s), x: -2.24 (m), y: 3.14 (m)
Time: 0.22 (s), x: -2.25 (m), y: 3.18 (m)
Time: 0.33 (s), x: -2.26 (m), y: 3.23 (m)
Time: 0.43 (s), x: -2.28 (m), y: 3.27 (m)
Time: 0.53 (s), x: -2.30 (m), y: 3.30 (m)
Time: 0.63 (s), x: -2.31 (m), y: 3.33 (m)
Time: 0.73 (s), x: -2.32 (m), y: 3.36 (m)
Time: 0.83 (s), x: -2.33 (m), y: 3.38 (m)
Time: 0.93 (s), x: -2.35 (m), y: 3.40 (m)
Time: 1.04 (s), x: -2.36 (m), y: 3.41 (m)
Time: 1.14 (s), x: -2.38 (m), y: 3.41 (m)
Time: 1.25 (s), x: -2.40 (m), y: 3.41 (m)
Time: 1.35 (s), x: -2.40 (m), y: 3.43 (m)
Time: 1.45 (s), x: -2.40 (m), y: 3.46 (m)
Time: 1.56 (s), x: -2.41 (m), y: 3.50 (m)
Time: 1.67 (s), x: -2.41 (m), y: 3.55 (m)
Time: 1.77 (s), x: -2.41 (m), y: 3.59 (m)
Time: 1.88 (s), x: -2.41 (m), y: 3.64 (m)
Time: 1.98 (s), x: -2.42 (m), y: 3.70 (m)
Time: 2.08 (s), x: -2.44 (m), y: 3.76 (m)
Time: 2.18 (s), x: -2.45 (m), y: 3.81 (m)
Time: 2.29 (s), x: -2.47 (m), y: 3.85 (m)
Time: 2.39 (s), x: -2.49 (m), y: 3.89 (m)
Time: 2.49 (s), x: -2.51 (m), y: 3.93 (m)
Time: 2.59 (s), x: -2.54 (m), y: 3.97 (m)
Time: 2.69 (s), x: -2.56 (m), y: 4.02 (m)
Time: 2.80 (s), x: -2.59 (m), y: 4.06 (m)
Time: 2.90 (s), x: -2.62 (m), y: 4.10 (m)
Time: 3.01 (s), x: -2.64 (m), y: 4.14 (m)
Time: 3.11 (s), x: -2.67 (m), y: 4.18 (m)
Time: 3.22 (s), x: -2.70 (m), y: 4.22 (m)
Time: 3.32 (s), x: -2.73 (m), y: 4.26 (m)
Time: 3.43 (s), x: -2.76 (m), y: 4.31 (m)
Time: 3.54 (s), x: -2.78 (m), y: 4.35 (m)
Time: 3.64 (s), x: -2.80 (m), y: 4.39 (m)
Time: 3.74 (s), x: -2.83 (m), y: 4.43 (m)
Time: 3.84 (s), x: -2.85 (m), y: 4.47 (m)
Time: 3.95 (s), x: -2.88 (m), y: 4.51 (m)
Time: 4.06 (s), x: -2.91 (m), y: 4.55 (m)
Time: 4.16 (s), x: -2.94 (m), y: 4.59 (m)
Time: 4.27 (s), x: -2.97 (m), y: 4.63 (m)
Time: 4.37 (s), x: -3.00 (m), y: 4.67 (m)
Time: 4.47 (s), x: -3.03 (m), y: 4.71 (m)
Time: 4.58 (s), x: -3.06 (m), y: 4.75 (m)
Time: 4.68 (s), x: -3.08 (m), y: 4.79 (m)
Time: 4.79 (s), x: -3.11 (m), y: 4.83 (m)
Time: 4.90 (s), x: -3.14 (m), y: 4.88 (m)
Time: 5.00 (s), x: -3.16 (m), y: 4.92 (m)
Time: 5.10 (s), x: -3.18 (m), y: 4.96 (m)
Time: 5.21 (s), x: -3.21 (m), y: 5.00 (m)
Time: 5.32 (s), x: -3.24 (m), y: 5.04 (m)
Time: 5.42 (s), x: -3.26 (m), y: 5.08 (m)
Time: 5.52 (s), x: -3.29 (m), y: 5.12 (m)
Time: 5.62 (s), x: -3.32 (m), y: 5.18 (m)
Time: 5.72 (s), x: -3.34 (m), y: 5.22 (m)
Time: 5.83 (s), x: -3.36 (m), y: 5.26 (m)
Time: 5.94 (s), x: -3.38 (m), y: 5.30 (m)
Time: 6.04 (s), x: -3.40 (m), y: 5.33 (m)
Time: 6.14 (s), x: -3.42 (m), y: 5.37 (m)
Time: 6.24 (s), x: -3.43 (m), y: 5.41 (m)
Time: 6.35 (s), x: -3.44 (m), y: 5.46 (m)
Time: 6.45 (s), x: -3.44 (m), y: 5.51 (m)
Time: 6.56 (s), x: -3.44 (m), y: 5.56 (m)
Time: 6.66 (s), x: -3.44 (m), y: 5.60 (m)
Time: 6.76 (s), x: -3.45 (m), y: 5.63 (m)
Time: 6.87 (s), x: -3.45 (m), y: 5.66 (m)
Time: 6.97 (s), x: -3.44 (m), y: 5.71 (m)
Time: 7.08 (s), x: -3.44 (m), y: 5.76 (m)
Time: 7.19 (s), x: -3.44 (m), y: 5.81 (m)
