🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_dwa_w224.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_224.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.11 (s), x: -2.25 (m), y: 3.17 (m)
Time: 0.22 (s), x: -2.25 (m), y: 3.25 (m)
Time: 0.32 (s), x: -2.25 (m), y: 3.34 (m)
Time: 0.43 (s), x: -2.25 (m), y: 3.45 (m)
Time: 0.54 (s), x: -2.26 (m), y: 3.55 (m)
Time: 0.64 (s), x: -2.26 (m), y: 3.66 (m)
Time: 0.74 (s), x: -2.26 (m), y: 3.75 (m)
Time: 0.85 (s), x: -2.27 (m), y: 3.85 (m)
Time: 0.96 (s), x: -2.28 (m), y: 3.94 (m)
Time: 1.06 (s), x: -2.28 (m), y: 4.02 (m)
Time: 1.17 (s), x: -2.29 (m), y: 4.10 (m)
Time: 1.27 (s), x: -2.30 (m), y: 4.17 (m)
Time: 1.38 (s), x: -2.31 (m), y: 4.21 (m)
Time: 1.48 (s), x: -2.31 (m), y: 4.23 (m)
Time: 1.58 (s), x: -2.32 (m), y: 4.25 (m)
Time: 1.68 (s), x: -2.33 (m), y: 4.27 (m)
Time: 1.78 (s), x: -2.34 (m), y: 4.30 (m)
Time: 1.89 (s), x: -2.35 (m), y: 4.33 (m)
Time: 1.99 (s), x: -2.36 (m), y: 4.36 (m)
Time: 2.10 (s), x: -2.36 (m), y: 4.39 (m)
Time: 2.21 (s), x: -2.36 (m), y: 4.43 (m)
Time: 2.31 (s), x: -2.35 (m), y: 4.47 (m)
Time: 2.41 (s), x: -2.34 (m), y: 4.51 (m)
Time: 2.51 (s), x: -2.32 (m), y: 4.54 (m)
Time: 2.61 (s), x: -2.30 (m), y: 4.56 (m)
Time: 2.71 (s), x: -2.30 (m), y: 4.58 (m)
Time: 2.82 (s), x: -2.29 (m), y: 4.59 (m)
Time: 2.93 (s), x: -2.29 (m), y: 4.61 (m)
Time: 3.03 (s), x: -2.27 (m), y: 4.62 (m)
Time: 3.13 (s), x: -2.24 (m), y: 4.62 (m)
Time: 3.24 (s), x: -2.21 (m), y: 4.62 (m)
Time: 3.34 (s), x: -2.16 (m), y: 4.62 (m)
Time: 3.44 (s), x: -2.12 (m), y: 4.62 (m)
Time: 3.54 (s), x: -2.08 (m), y: 4.62 (m)
Time: 3.65 (s), x: -2.04 (m), y: 4.62 (m)
Time: 3.75 (s), x: -2.01 (m), y: 4.62 (m)
Time: 3.85 (s), x: -1.97 (m), y: 4.62 (m)
Time: 3.96 (s), x: -1.94 (m), y: 4.62 (m)
Time: 4.06 (s), x: -1.90 (m), y: 4.62 (m)
Time: 4.16 (s), x: -1.88 (m), y: 4.62 (m)
Time: 4.26 (s), x: -1.83 (m), y: 4.63 (m)
Time: 4.36 (s), x: -1.78 (m), y: 4.63 (m)
Time: 4.48 (s), x: -1.73 (m), y: 4.63 (m)
Time: 4.58 (s), x: -1.68 (m), y: 4.63 (m)
Time: 4.68 (s), x: -1.63 (m), y: 4.63 (m)
Time: 4.78 (s), x: -1.58 (m), y: 4.63 (m)
Time: 4.88 (s), x: -1.53 (m), y: 4.64 (m)
Time: 4.99 (s), x: -1.47 (m), y: 4.64 (m)
Time: 5.10 (s), x: -1.40 (m), y: 4.65 (m)
Time: 5.20 (s), x: -1.33 (m), y: 4.67 (m)
Time: 5.31 (s), x: -1.25 (m), y: 4.70 (m)
