🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_eband_w243.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_243.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.11 (s), x: -2.25 (m), y: 3.16 (m)
Time: 0.22 (s), x: -2.25 (m), y: 3.22 (m)
Time: 0.33 (s), x: -2.25 (m), y: 3.28 (m)
Time: 0.43 (s), x: -2.23 (m), y: 3.34 (m)
Time: 0.54 (s), x: -2.22 (m), y: 3.39 (m)
Time: 0.64 (s), x: -2.20 (m), y: 3.44 (m)
Time: 0.75 (s), x: -2.18 (m), y: 3.48 (m)
Time: 0.85 (s), x: -2.16 (m), y: 3.52 (m)
Time: 0.96 (s), x: -2.13 (m), y: 3.56 (m)
Time: 1.06 (s), x: -2.11 (m), y: 3.61 (m)
Time: 1.17 (s), x: -2.08 (m), y: 3.65 (m)
Time: 1.27 (s), x: -2.05 (m), y: 3.69 (m)
Time: 1.38 (s), x: -2.03 (m), y: 3.73 (m)
Time: 1.48 (s), x: -2.01 (m), y: 3.78 (m)
Time: 1.58 (s), x: -1.98 (m), y: 3.82 (m)
Time: 1.69 (s), x: -1.96 (m), y: 3.86 (m)
Time: 1.79 (s), x: -1.93 (m), y: 3.90 (m)
Time: 1.90 (s), x: -1.91 (m), y: 3.95 (m)
Time: 2.01 (s), x: -1.89 (m), y: 3.99 (m)
Time: 2.11 (s), x: -1.86 (m), y: 4.03 (m)
Time: 2.22 (s), x: -1.84 (m), y: 4.08 (m)
Time: 2.32 (s), x: -1.82 (m), y: 4.12 (m)
Time: 2.43 (s), x: -1.79 (m), y: 4.16 (m)
Time: 2.53 (s), x: -1.76 (m), y: 4.21 (m)
Time: 2.64 (s), x: -1.74 (m), y: 4.25 (m)
Time: 2.74 (s), x: -1.73 (m), y: 4.29 (m)
Time: 2.85 (s), x: -1.71 (m), y: 4.34 (m)
Time: 2.95 (s), x: -1.69 (m), y: 4.39 (m)
Time: 3.06 (s), x: -1.67 (m), y: 4.44 (m)
Time: 3.16 (s), x: -1.64 (m), y: 4.48 (m)
Time: 3.26 (s), x: -1.61 (m), y: 4.52 (m)
Time: 3.37 (s), x: -1.58 (m), y: 4.56 (m)
Time: 3.48 (s), x: -1.56 (m), y: 4.60 (m)
Time: 3.58 (s), x: -1.54 (m), y: 4.64 (m)
Time: 3.69 (s), x: -1.51 (m), y: 4.69 (m)
Time: 3.79 (s), x: -1.48 (m), y: 4.74 (m)
Time: 3.90 (s), x: -1.45 (m), y: 4.78 (m)
Time: 4.00 (s), x: -1.42 (m), y: 4.82 (m)
Time: 4.11 (s), x: -1.40 (m), y: 4.87 (m)
Time: 4.21 (s), x: -1.37 (m), y: 4.91 (m)
Time: 4.31 (s), x: -1.34 (m), y: 4.95 (m)
Time: 4.42 (s), x: -1.33 (m), y: 4.99 (m)
Time: 4.53 (s), x: -1.31 (m), y: 5.03 (m)
Time: 4.63 (s), x: -1.30 (m), y: 5.08 (m)
Time: 4.73 (s), x: -1.30 (m), y: 5.14 (m)
Time: 4.84 (s), x: -1.30 (m), y: 5.19 (m)
Time: 4.94 (s), x: -1.30 (m), y: 5.25 (m)
Time: 5.05 (s), x: -1.30 (m), y: 5.31 (m)
Time: 5.15 (s), x: -1.30 (m), y: 5.37 (m)
Time: 5.26 (s), x: -1.31 (m), y: 5.41 (m)
Time: 5.36 (s), x: -1.32 (m), y: 5.46 (m)
Time: 5.47 (s), x: -1.33 (m), y: 5.50 (m)
Time: 5.57 (s), x: -1.35 (m), y: 5.55 (m)
Time: 5.67 (s), x: -1.37 (m), y: 5.59 (m)
Time: 5.78 (s), x: -1.39 (m), y: 5.64 (m)
Time: 5.89 (s), x: -1.42 (m), y: 5.68 (m)
Time: 5.99 (s), x: -1.44 (m), y: 5.73 (m)
Time: 6.10 (s), x: -1.47 (m), y: 5.78 (m)
Time: 6.20 (s), x: -1.49 (m), y: 5.82 (m)
Time: 6.31 (s), x: -1.51 (m), y: 5.87 (m)
Time: 6.41 (s), x: -1.53 (m), y: 5.93 (m)
Time: 6.52 (s), x: -1.54 (m), y: 5.99 (m)
Time: 6.62 (s), x: -1.55 (m), y: 6.03 (m)
Time: 6.73 (s), x: -1.57 (m), y: 6.08 (m)
Time: 6.83 (s), x: -1.59 (m), y: 6.11 (m)
Time: 6.94 (s), x: -1.61 (m), y: 6.16 (m)
Time: 7.04 (s), x: -1.64 (m), y: 6.20 (m)
Time: 7.15 (s), x: -1.66 (m), y: 6.25 (m)
Time: 7.26 (s), x: -1.69 (m), y: 6.29 (m)
Time: 7.36 (s), x: -1.71 (m), y: 6.33 (m)
Time: 7.47 (s), x: -1.74 (m), y: 6.37 (m)
Time: 7.57 (s), x: -1.76 (m), y: 6.42 (m)
Time: 7.68 (s), x: -1.79 (m), y: 6.46 (m)
Time: 7.79 (s), x: -1.81 (m), y: 6.50 (m)
Time: 7.89 (s), x: -1.83 (m), y: 6.54 (m)
Time: 7.99 (s), x: -1.85 (m), y: 6.59 (m)
Time: 8.10 (s), x: -1.87 (m), y: 6.63 (m)
Time: 8.21 (s), x: -1.89 (m), y: 6.68 (m)
Time: 8.31 (s), x: -1.91 (m), y: 6.72 (m)
Time: 8.42 (s), x: -1.93 (m), y: 6.77 (m)
Time: 8.53 (s), x: -1.95 (m), y: 6.82 (m)
Time: 8.63 (s), x: -1.97 (m), y: 6.86 (m)
Time: 8.74 (s), x: -1.99 (m), y: 6.91 (m)
Time: 8.85 (s), x: -2.01 (m), y: 6.95 (m)
Time: 8.95 (s), x: -2.03 (m), y: 7.00 (m)
Time: 9.06 (s), x: -2.05 (m), y: 7.04 (m)
Time: 9.16 (s), x: -2.06 (m), y: 7.09 (m)
Time: 9.27 (s), x: -2.07 (m), y: 7.14 (m)
Time: 9.37 (s), x: -2.09 (m), y: 7.18 (m)
Time: 9.48 (s), x: -2.11 (m), y: 7.23 (m)
Time: 9.59 (s), x: -2.14 (m), y: 7.27 (m)
Time: 9.69 (s), x: -2.15 (m), y: 7.31 (m)
Time: 9.80 (s), x: -2.15 (m), y: 7.36 (m)
Time: 9.90 (s), x: -2.15 (m), y: 7.41 (m)
Time: 10.01 (s), x: -2.15 (m), y: 7.46 (m)
Time: 10.12 (s), x: -2.15 (m), y: 7.52 (m)
