🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_teb_w130.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_130.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.12 (m)
Time: 0.12 (s), x: -2.25 (m), y: 3.23 (m)
Time: 0.23 (s), x: -2.25 (m), y: 3.37 (m)
Time: 0.33 (s), x: -2.25 (m), y: 3.53 (m)
Time: 0.44 (s), x: -2.25 (m), y: 3.68 (m)
Time: 0.55 (s), x: -2.27 (m), y: 3.84 (m)
Time: 0.65 (s), x: -2.29 (m), y: 3.98 (m)
Time: 0.76 (s), x: -2.32 (m), y: 4.13 (m)
Time: 0.87 (s), x: -2.35 (m), y: 4.30 (m)
Time: 0.98 (s), x: -2.38 (m), y: 4.45 (m)
Time: 1.08 (s), x: -2.38 (m), y: 4.61 (m)
Time: 1.19 (s), x: -2.36 (m), y: 4.76 (m)
Time: 1.29 (s), x: -2.31 (m), y: 4.92 (m)
Time: 1.40 (s), x: -2.25 (m), y: 5.06 (m)
Time: 1.51 (s), x: -2.19 (m), y: 5.18 (m)
Time: 1.61 (s), x: -2.12 (m), y: 5.30 (m)
Time: 1.72 (s), x: -2.05 (m), y: 5.43 (m)
Time: 1.82 (s), x: -1.97 (m), y: 5.55 (m)
Time: 1.93 (s), x: -1.90 (m), y: 5.68 (m)
Time: 2.04 (s), x: -1.83 (m), y: 5.82 (m)
Time: 2.15 (s), x: -1.79 (m), y: 5.97 (m)
Time: 2.26 (s), x: -1.78 (m), y: 6.08 (m)
Time: 2.36 (s), x: -1.79 (m), y: 6.16 (m)
Time: 2.47 (s), x: -1.79 (m), y: 6.21 (m)
Time: 2.58 (s), x: -1.79 (m), y: 6.23 (m)
Time: 2.69 (s), x: -1.78 (m), y: 6.24 (m)
Time: 2.79 (s), x: -1.76 (m), y: 6.24 (m)
Time: 2.90 (s), x: -1.74 (m), y: 6.24 (m)
Time: 3.01 (s), x: -1.75 (m), y: 6.24 (m)
Time: 3.12 (s), x: -1.77 (m), y: 6.25 (m)
Time: 3.22 (s), x: -1.79 (m), y: 6.25 (m)
Time: 3.33 (s), x: -1.82 (m), y: 6.26 (m)
Time: 3.44 (s), x: -1.85 (m), y: 6.27 (m)
Time: 3.55 (s), x: -1.87 (m), y: 6.27 (m)
Time: 3.66 (s), x: -1.91 (m), y: 6.27 (m)
Time: 3.76 (s), x: -1.94 (m), y: 6.31 (m)
Time: 3.87 (s), x: -1.99 (m), y: 6.37 (m)
Time: 3.98 (s), x: -2.05 (m), y: 6.45 (m)
Time: 4.09 (s), x: -2.13 (m), y: 6.56 (m)
Time: 4.20 (s), x: -2.22 (m), y: 6.67 (m)
Time: 4.30 (s), x: -2.30 (m), y: 6.80 (m)
Time: 4.41 (s), x: -2.39 (m), y: 6.93 (m)
Time: 4.52 (s), x: -2.45 (m), y: 7.07 (m)
Time: 4.63 (s), x: -2.48 (m), y: 7.23 (m)
Time: 4.73 (s), x: -2.50 (m), y: 7.38 (m)
Time: 4.84 (s), x: -2.51 (m), y: 7.51 (m)
Time: 4.95 (s), x: -2.50 (m), y: 7.64 (m)
Time: 5.05 (s), x: -2.49 (m), y: 7.70 (m)
Time: 5.16 (s), x: -2.49 (m), y: 7.74 (m)
Time: 5.26 (s), x: -2.48 (m), y: 7.77 (m)
Time: 5.37 (s), x: -2.46 (m), y: 7.79 (m)
Time: 5.48 (s), x: -2.45 (m), y: 7.80 (m)
Time: 5.58 (s), x: -2.44 (m), y: 7.80 (m)
Time: 5.68 (s), x: -2.43 (m), y: 7.80 (m)
Time: 5.79 (s), x: -2.40 (m), y: 7.80 (m)
Time: 5.90 (s), x: -2.40 (m), y: 7.80 (m)
Time: 6.00 (s), x: -2.42 (m), y: 7.79 (m)
Time: 6.12 (s), x: -2.44 (m), y: 7.79 (m)
Time: 6.22 (s), x: -2.46 (m), y: 7.78 (m)
Time: 6.33 (s), x: -2.47 (m), y: 7.77 (m)
Time: 6.43 (s), x: -2.48 (m), y: 7.76 (m)
Time: 6.54 (s), x: -2.48 (m), y: 7.75 (m)
Time: 6.64 (s), x: -2.48 (m), y: 7.73 (m)
Time: 6.75 (s), x: -2.49 (m), y: 7.70 (m)
Time: 6.86 (s), x: -2.49 (m), y: 7.69 (m)
Time: 6.96 (s), x: -2.49 (m), y: 7.69 (m)
Time: 7.07 (s), x: -2.49 (m), y: 7.68 (m)
Time: 7.18 (s), x: -2.51 (m), y: 7.66 (m)
Time: 7.29 (s), x: -2.52 (m), y: 7.63 (m)
Time: 7.39 (s), x: -2.53 (m), y: 7.62 (m)
Time: 7.50 (s), x: -2.53 (m), y: 7.61 (m)
Time: 7.61 (s), x: -2.52 (m), y: 7.63 (m)
Time: 7.71 (s), x: -2.50 (m), y: 7.65 (m)
Time: 7.82 (s), x: -2.49 (m), y: 7.67 (m)
Time: 7.93 (s), x: -2.46 (m), y: 7.71 (m)
Time: 8.04 (s), x: -2.43 (m), y: 7.75 (m)
Time: 8.14 (s), x: -2.41 (m), y: 7.80 (m)
Time: 8.25 (s), x: -2.38 (m), y: 7.86 (m)
Time: 8.36 (s), x: -2.36 (m), y: 7.95 (m)
Time: 8.46 (s), x: -2.37 (m), y: 8.08 (m)
Time: 8.56 (s), x: -2.39 (m), y: 8.23 (m)
Time: 8.66 (s), x: -2.40 (m), y: 8.38 (m)
Time: 8.77 (s), x: -2.42 (m), y: 8.53 (m)
Time: 8.88 (s), x: -2.44 (m), y: 8.69 (m)
Time: 8.98 (s), x: -2.44 (m), y: 8.84 (m)
Time: 9.08 (s), x: -2.43 (m), y: 8.99 (m)
Time: 9.18 (s), x: -2.44 (m), y: 9.14 (m)
Time: 9.28 (s), x: -2.44 (m), y: 9.29 (m)
Time: 9.38 (s), x: -2.44 (m), y: 9.45 (m)
Time: 9.48 (s), x: -2.44 (m), y: 9.60 (m)
Time: 9.59 (s), x: -2.44 (m), y: 9.75 (m)
Time: 9.69 (s), x: -2.44 (m), y: 9.90 (m)
Time: 9.79 (s), x: -2.44 (m), y: 10.06 (m)
Time: 9.89 (s), x: -2.45 (m), y: 10.21 (m)
Time: 10.00 (s), x: -2.44 (m), y: 10.36 (m)
Time: 10.10 (s), x: -2.44 (m), y: 10.51 (m)
Time: 10.20 (s), x: -2.44 (m), y: 10.67 (m)
Time: 10.30 (s), x: -2.44 (m), y: 10.82 (m)
Time: 10.41 (s), x: -2.44 (m), y: 10.99 (m)
Time: 10.51 (s), x: -2.43 (m), y: 11.13 (m)
Time: 10.61 (s), x: -2.43 (m), y: 11.28 (m)
Time: 10.71 (s), x: -2.42 (m), y: 11.43 (m)
Time: 10.82 (s), x: -2.42 (m), y: 11.58 (m)
Time: 10.92 (s), x: -2.43 (m), y: 11.72 (m)
Time: 11.02 (s), x: -2.45 (m), y: 11.86 (m)
Time: 11.12 (s), x: -2.47 (m), y: 12.00 (m)
Time: 11.22 (s), x: -2.49 (m), y: 12.15 (m)
>>>>>>>>>>>>>>>>>> Test finished! <<<<<<<<<<<<<<<<<<
Navigation succeeded with time 11.2240 (s)
Navigation metric: 0.4969
