🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_dwa_w151.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_151.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.11 (s), x: -2.25 (m), y: 3.17 (m)
Time: 0.22 (s), x: -2.25 (m), y: 3.24 (m)
Time: 0.32 (s), x: -2.25 (m), y: 3.33 (m)
Time: 0.42 (s), x: -2.25 (m), y: 3.43 (m)
Time: 0.52 (s), x: -2.25 (m), y: 3.53 (m)
Time: 0.62 (s), x: -2.25 (m), y: 3.64 (m)
Time: 0.72 (s), x: -2.25 (m), y: 3.74 (m)
Time: 0.83 (s), x: -2.25 (m), y: 3.84 (m)
Time: 0.93 (s), x: -2.25 (m), y: 3.93 (m)
Time: 1.03 (s), x: -2.25 (m), y: 4.04 (m)
Time: 1.14 (s), x: -2.26 (m), y: 4.14 (m)
Time: 1.25 (s), x: -2.27 (m), y: 4.25 (m)
Time: 1.36 (s), x: -2.28 (m), y: 4.35 (m)
Time: 1.46 (s), x: -2.29 (m), y: 4.45 (m)
Time: 1.57 (s), x: -2.30 (m), y: 4.55 (m)
Time: 1.67 (s), x: -2.32 (m), y: 4.65 (m)
Time: 1.78 (s), x: -2.34 (m), y: 4.75 (m)
Time: 1.88 (s), x: -2.35 (m), y: 4.84 (m)
Time: 1.98 (s), x: -2.37 (m), y: 4.93 (m)
Time: 2.09 (s), x: -2.39 (m), y: 5.01 (m)
Time: 2.20 (s), x: -2.41 (m), y: 5.09 (m)
Time: 2.30 (s), x: -2.43 (m), y: 5.15 (m)
Time: 2.40 (s), x: -2.44 (m), y: 5.22 (m)
Time: 2.50 (s), x: -2.46 (m), y: 5.29 (m)
Time: 2.61 (s), x: -2.48 (m), y: 5.34 (m)
Time: 2.71 (s), x: -2.49 (m), y: 5.40 (m)
Time: 2.81 (s), x: -2.51 (m), y: 5.45 (m)
Time: 2.92 (s), x: -2.52 (m), y: 5.50 (m)
Time: 3.02 (s), x: -2.53 (m), y: 5.54 (m)
Time: 3.12 (s), x: -2.55 (m), y: 5.59 (m)
Time: 3.23 (s), x: -2.56 (m), y: 5.63 (m)
Time: 3.33 (s), x: -2.58 (m), y: 5.68 (m)
Time: 3.44 (s), x: -2.59 (m), y: 5.72 (m)
Time: 3.54 (s), x: -2.60 (m), y: 5.75 (m)
Time: 3.64 (s), x: -2.61 (m), y: 5.78 (m)
Time: 3.75 (s), x: -2.62 (m), y: 5.82 (m)
Time: 3.85 (s), x: -2.64 (m), y: 5.87 (m)
Time: 3.96 (s), x: -2.67 (m), y: 5.94 (m)
Time: 4.06 (s), x: -2.69 (m), y: 6.01 (m)
Time: 4.16 (s), x: -2.72 (m), y: 6.08 (m)
Time: 4.27 (s), x: -2.74 (m), y: 6.15 (m)
Time: 4.37 (s), x: -2.77 (m), y: 6.21 (m)
Time: 4.47 (s), x: -2.79 (m), y: 6.27 (m)
Time: 4.57 (s), x: -2.80 (m), y: 6.33 (m)
Time: 4.68 (s), x: -2.82 (m), y: 6.38 (m)
Time: 4.78 (s), x: -2.84 (m), y: 6.44 (m)
Time: 4.88 (s), x: -2.85 (m), y: 6.48 (m)
Time: 4.99 (s), x: -2.87 (m), y: 6.53 (m)
Time: 5.09 (s), x: -2.88 (m), y: 6.57 (m)
Time: 5.20 (s), x: -2.89 (m), y: 6.61 (m)
Time: 5.30 (s), x: -2.90 (m), y: 6.66 (m)
Time: 5.40 (s), x: -2.90 (m), y: 6.70 (m)
Time: 5.51 (s), x: -2.91 (m), y: 6.73 (m)
Time: 5.61 (s), x: -2.92 (m), y: 6.77 (m)
Time: 5.72 (s), x: -2.92 (m), y: 6.80 (m)
Time: 5.82 (s), x: -2.93 (m), y: 6.83 (m)
Time: 5.92 (s), x: -2.94 (m), y: 6.86 (m)
Time: 6.03 (s), x: -2.94 (m), y: 6.89 (m)
Time: 6.13 (s), x: -2.95 (m), y: 6.92 (m)
Time: 6.24 (s), x: -2.95 (m), y: 6.95 (m)
Time: 6.34 (s), x: -2.95 (m), y: 6.97 (m)
Time: 6.45 (s), x: -2.96 (m), y: 7.00 (m)
Time: 6.55 (s), x: -2.96 (m), y: 7.02 (m)
Time: 6.66 (s), x: -2.97 (m), y: 7.04 (m)
Time: 6.76 (s), x: -2.97 (m), y: 7.06 (m)
Time: 6.87 (s), x: -2.98 (m), y: 7.08 (m)
Time: 6.97 (s), x: -2.98 (m), y: 7.10 (m)
Time: 7.08 (s), x: -2.99 (m), y: 7.12 (m)
Time: 7.18 (s), x: -2.99 (m), y: 7.13 (m)
Time: 7.29 (s), x: -3.00 (m), y: 7.15 (m)
Time: 7.39 (s), x: -3.00 (m), y: 7.16 (m)
Time: 7.50 (s), x: -3.00 (m), y: 7.17 (m)
Time: 7.60 (s), x: -3.00 (m), y: 7.18 (m)
Time: 7.71 (s), x: -3.01 (m), y: 7.20 (m)
Time: 7.81 (s), x: -3.01 (m), y: 7.21 (m)
Time: 7.92 (s), x: -3.01 (m), y: 7.22 (m)
Time: 8.03 (s), x: -3.02 (m), y: 7.23 (m)
Time: 8.13 (s), x: -3.02 (m), y: 7.24 (m)
Time: 8.24 (s), x: -3.02 (m), y: 7.25 (m)
Time: 8.34 (s), x: -3.03 (m), y: 7.26 (m)
Time: 8.45 (s), x: -3.03 (m), y: 7.28 (m)
Time: 8.55 (s), x: -3.03 (m), y: 7.29 (m)
Time: 8.66 (s), x: -3.03 (m), y: 7.29 (m)
Time: 8.77 (s), x: -3.02 (m), y: 7.30 (m)
Time: 8.87 (s), x: -3.02 (m), y: 7.31 (m)
Time: 8.98 (s), x: -3.01 (m), y: 7.32 (m)
Time: 9.08 (s), x: -3.01 (m), y: 7.32 (m)
Time: 9.19 (s), x: -3.00 (m), y: 7.32 (m)
Time: 9.29 (s), x: -3.00 (m), y: 7.31 (m)
Time: 9.40 (s), x: -3.00 (m), y: 7.30 (m)
Time: 9.50 (s), x: -2.99 (m), y: 7.30 (m)
Time: 9.60 (s), x: -2.99 (m), y: 7.29 (m)
Time: 9.70 (s), x: -2.99 (m), y: 7.30 (m)
Time: 9.81 (s), x: -2.99 (m), y: 7.30 (m)
Time: 9.91 (s), x: -2.99 (m), y: 7.31 (m)
Time: 10.02 (s), x: -2.99 (m), y: 7.32 (m)
Time: 10.12 (s), x: -2.99 (m), y: 7.33 (m)
Time: 10.23 (s), x: -2.99 (m), y: 7.33 (m)
Time: 10.33 (s), x: -2.99 (m), y: 7.34 (m)
Time: 10.44 (s), x: -2.99 (m), y: 7.35 (m)
Time: 10.54 (s), x: -2.99 (m), y: 7.36 (m)
Time: 10.65 (s), x: -2.99 (m), y: 7.36 (m)
Time: 10.75 (s), x: -2.99 (m), y: 7.37 (m)
Time: 10.86 (s), x: -2.99 (m), y: 7.38 (m)
Time: 10.96 (s), x: -2.99 (m), y: 7.38 (m)
Time: 11.07 (s), x: -2.98 (m), y: 7.39 (m)
Time: 11.17 (s), x: -2.98 (m), y: 7.39 (m)
Time: 11.28 (s), x: -2.97 (m), y: 7.40 (m)
Time: 11.38 (s), x: -2.97 (m), y: 7.40 (m)
Time: 11.49 (s), x: -2.97 (m), y: 7.41 (m)
Time: 11.59 (s), x: -2.96 (m), y: 7.41 (m)
Time: 11.70 (s), x: -2.96 (m), y: 7.41 (m)
Time: 11.81 (s), x: -2.97 (m), y: 7.41 (m)
Time: 11.91 (s), x: -2.97 (m), y: 7.42 (m)
Time: 12.02 (s), x: -2.97 (m), y: 7.42 (m)
Time: 12.12 (s), x: -2.98 (m), y: 7.42 (m)
Time: 12.23 (s), x: -2.98 (m), y: 7.43 (m)
Time: 12.33 (s), x: -2.99 (m), y: 7.43 (m)
Time: 12.44 (s), x: -3.00 (m), y: 7.43 (m)
Time: 12.54 (s), x: -3.00 (m), y: 7.44 (m)
Time: 12.65 (s), x: -3.00 (m), y: 7.44 (m)
Time: 12.75 (s), x: -3.00 (m), y: 7.45 (m)
Time: 12.86 (s), x: -3.00 (m), y: 7.45 (m)
Time: 12.96 (s), x: -3.00 (m), y: 7.46 (m)
Time: 13.07 (s), x: -3.01 (m), y: 7.46 (m)
Time: 13.17 (s), x: -3.02 (m), y: 7.46 (m)
Time: 13.28 (s), x: -3.03 (m), y: 7.45 (m)
Time: 13.38 (s), x: -3.04 (m), y: 7.45 (m)
Time: 13.49 (s), x: -3.06 (m), y: 7.44 (m)
Time: 13.59 (s), x: -3.10 (m), y: 7.45 (m)
Time: 13.69 (s), x: -3.13 (m), y: 7.46 (m)
Time: 13.79 (s), x: -3.16 (m), y: 7.45 (m)
Time: 13.90 (s), x: -3.18 (m), y: 7.45 (m)
Time: 14.01 (s), x: -3.19 (m), y: 7.47 (m)
Time: 14.11 (s), x: -3.20 (m), y: 7.48 (m)
Time: 14.22 (s), x: -3.22 (m), y: 7.49 (m)
Time: 14.32 (s), x: -3.24 (m), y: 7.52 (m)
Time: 14.43 (s), x: -3.26 (m), y: 7.55 (m)
Time: 14.54 (s), x: -3.28 (m), y: 7.56 (m)
Time: 14.64 (s), x: -3.29 (m), y: 7.59 (m)
Time: 14.75 (s), x: -3.30 (m), y: 7.63 (m)
Time: 14.85 (s), x: -3.31 (m), y: 7.65 (m)
Time: 14.96 (s), x: -3.31 (m), y: 7.64 (m)
Time: 15.06 (s), x: -3.30 (m), y: 7.63 (m)
Time: 15.17 (s), x: -3.30 (m), y: 7.62 (m)
Time: 15.27 (s), x: -3.30 (m), y: 7.62 (m)
Time: 15.38 (s), x: -3.29 (m), y: 7.61 (m)
Time: 15.49 (s), x: -3.29 (m), y: 7.60 (m)
Time: 15.59 (s), x: -3.29 (m), y: 7.59 (m)
Time: 15.70 (s), x: -3.29 (m), y: 7.58 (m)
Time: 15.80 (s), x: -3.28 (m), y: 7.57 (m)
Time: 15.91 (s), x: -3.28 (m), y: 7.56 (m)
Time: 16.01 (s), x: -3.28 (m), y: 7.56 (m)
Time: 16.12 (s), x: -3.29 (m), y: 7.55 (m)
Time: 16.22 (s), x: -3.29 (m), y: 7.55 (m)
Time: 16.32 (s), x: -3.30 (m), y: 7.55 (m)
Time: 16.43 (s), x: -3.30 (m), y: 7.56 (m)
Time: 16.54 (s), x: -3.31 (m), y: 7.58 (m)
Time: 16.64 (s), x: -3.31 (m), y: 7.62 (m)
Time: 16.75 (s), x: -3.31 (m), y: 7.67 (m)
Time: 16.85 (s), x: -3.32 (m), y: 7.73 (m)
Time: 16.96 (s), x: -3.32 (m), y: 7.81 (m)
Time: 17.06 (s), x: -3.32 (m), y: 7.90 (m)
Time: 17.16 (s), x: -3.32 (m), y: 8.01 (m)
Time: 17.27 (s), x: -3.32 (m), y: 8.11 (m)
Time: 17.37 (s), x: -3.31 (m), y: 8.21 (m)
Time: 17.48 (s), x: -3.31 (m), y: 8.32 (m)
Time: 17.58 (s), x: -3.31 (m), y: 8.42 (m)
Time: 17.69 (s), x: -3.30 (m), y: 8.53 (m)
Time: 17.79 (s), x: -3.29 (m), y: 8.63 (m)
Time: 17.90 (s), x: -3.28 (m), y: 8.74 (m)
Time: 18.00 (s), x: -3.27 (m), y: 8.85 (m)
Time: 18.11 (s), x: -3.26 (m), y: 8.95 (m)
Time: 18.21 (s), x: -3.25 (m), y: 9.05 (m)
Time: 18.32 (s), x: -3.24 (m), y: 9.16 (m)
Time: 18.42 (s), x: -3.22 (m), y: 9.26 (m)
Time: 18.52 (s), x: -3.21 (m), y: 9.37 (m)
Time: 18.63 (s), x: -3.19 (m), y: 9.47 (m)
Time: 18.73 (s), x: -3.18 (m), y: 9.57 (m)
Time: 18.84 (s), x: -3.16 (m), y: 9.68 (m)
Time: 18.95 (s), x: -3.14 (m), y: 9.79 (m)
Time: 19.05 (s), x: -3.12 (m), y: 9.89 (m)
Time: 19.16 (s), x: -3.10 (m), y: 9.99 (m)
Time: 19.27 (s), x: -3.08 (m), y: 10.09 (m)
Time: 19.37 (s), x: -3.05 (m), y: 10.19 (m)
Time: 19.48 (s), x: -3.03 (m), y: 10.30 (m)
Time: 19.58 (s), x: -3.00 (m), y: 10.40 (m)
Time: 19.69 (s), x: -2.98 (m), y: 10.50 (m)
