🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_teb_w263.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_263.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.12 (s), x: -2.25 (m), y: 3.22 (m)
Time: 0.23 (s), x: -2.25 (m), y: 3.36 (m)
Time: 0.34 (s), x: -2.25 (m), y: 3.52 (m)
Time: 0.44 (s), x: -2.25 (m), y: 3.67 (m)
Time: 0.54 (s), x: -2.27 (m), y: 3.82 (m)
Time: 0.64 (s), x: -2.30 (m), y: 3.98 (m)
Time: 0.75 (s), x: -2.33 (m), y: 4.13 (m)
Time: 0.85 (s), x: -2.38 (m), y: 4.28 (m)
Time: 0.96 (s), x: -2.43 (m), y: 4.42 (m)
Time: 1.06 (s), x: -2.49 (m), y: 4.56 (m)
Time: 1.16 (s), x: -2.54 (m), y: 4.70 (m)
Time: 1.26 (s), x: -2.58 (m), y: 4.85 (m)
Time: 1.37 (s), x: -2.62 (m), y: 5.01 (m)
Time: 1.48 (s), x: -2.63 (m), y: 5.16 (m)
Time: 1.58 (s), x: -2.65 (m), y: 5.32 (m)
Time: 1.69 (s), x: -2.66 (m), y: 5.48 (m)
Time: 1.80 (s), x: -2.69 (m), y: 5.64 (m)
Time: 1.90 (s), x: -2.72 (m), y: 5.79 (m)
Time: 2.00 (s), x: -2.75 (m), y: 5.93 (m)
Time: 2.11 (s), x: -2.79 (m), y: 6.09 (m)
Time: 2.21 (s), x: -2.81 (m), y: 6.23 (m)
Time: 2.32 (s), x: -2.81 (m), y: 6.37 (m)
Time: 2.42 (s), x: -2.80 (m), y: 6.49 (m)
Time: 2.52 (s), x: -2.78 (m), y: 6.64 (m)
Time: 2.62 (s), x: -2.77 (m), y: 6.79 (m)
Time: 2.72 (s), x: -2.74 (m), y: 6.94 (m)
Time: 2.83 (s), x: -2.72 (m), y: 7.11 (m)
Time: 2.94 (s), x: -2.70 (m), y: 7.26 (m)
Time: 3.05 (s), x: -2.66 (m), y: 7.43 (m)
Time: 3.16 (s), x: -2.63 (m), y: 7.58 (m)
Time: 3.26 (s), x: -2.61 (m), y: 7.74 (m)
Time: 3.36 (s), x: -2.61 (m), y: 7.89 (m)
Time: 3.47 (s), x: -2.62 (m), y: 8.05 (m)
Time: 3.58 (s), x: -2.64 (m), y: 8.18 (m)
Time: 3.69 (s), x: -2.67 (m), y: 8.31 (m)
Time: 3.80 (s), x: -2.72 (m), y: 8.45 (m)
Time: 3.90 (s), x: -2.76 (m), y: 8.58 (m)
Time: 4.01 (s), x: -2.81 (m), y: 8.73 (m)
Time: 4.11 (s), x: -2.85 (m), y: 8.88 (m)
Time: 4.21 (s), x: -2.87 (m), y: 9.03 (m)
Time: 4.32 (s), x: -2.88 (m), y: 9.18 (m)
Time: 4.42 (s), x: -2.86 (m), y: 9.33 (m)
Time: 4.52 (s), x: -2.83 (m), y: 9.49 (m)
Time: 4.63 (s), x: -2.80 (m), y: 9.64 (m)
Time: 4.74 (s), x: -2.77 (m), y: 9.80 (m)
Time: 4.84 (s), x: -2.76 (m), y: 9.95 (m)
Time: 4.95 (s), x: -2.77 (m), y: 10.10 (m)
Time: 5.06 (s), x: -2.78 (m), y: 10.25 (m)
Time: 5.16 (s), x: -2.79 (m), y: 10.40 (m)
Time: 5.26 (s), x: -2.79 (m), y: 10.55 (m)
Time: 5.37 (s), x: -2.80 (m), y: 10.72 (m)
Time: 5.47 (s), x: -2.80 (m), y: 10.87 (m)
Time: 5.57 (s), x: -2.79 (m), y: 11.02 (m)
Time: 5.67 (s), x: -2.78 (m), y: 11.17 (m)
Time: 5.78 (s), x: -2.77 (m), y: 11.33 (m)
Time: 5.89 (s), x: -2.75 (m), y: 11.50 (m)
Time: 5.99 (s), x: -2.73 (m), y: 11.64 (m)
Time: 6.10 (s), x: -2.72 (m), y: 11.80 (m)
Time: 6.20 (s), x: -2.71 (m), y: 11.95 (m)
Time: 6.31 (s), x: -2.71 (m), y: 12.11 (m)
Time: 6.42 (s), x: -2.71 (m), y: 12.27 (m)
>>>>>>>>>>>>>>>>>> Test finished! <<<<<<<<<<<<<<<<<<
Navigation succeeded with time 6.4150 (s)
Navigation metric: 0.5000
