🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_teb_w232.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_232.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.12 (m)
Time: 0.12 (s), x: -2.25 (m), y: 3.22 (m)
Time: 0.22 (s), x: -2.25 (m), y: 3.36 (m)
Time: 0.32 (s), x: -2.25 (m), y: 3.52 (m)
Time: 0.43 (s), x: -2.25 (m), y: 3.68 (m)
Time: 0.54 (s), x: -2.26 (m), y: 3.83 (m)
Time: 0.64 (s), x: -2.26 (m), y: 3.98 (m)
Time: 0.75 (s), x: -2.24 (m), y: 4.13 (m)
Time: 0.86 (s), x: -2.20 (m), y: 4.29 (m)
Time: 0.96 (s), x: -2.13 (m), y: 4.42 (m)
Time: 1.06 (s), x: -2.05 (m), y: 4.54 (m)
Time: 1.16 (s), x: -1.96 (m), y: 4.63 (m)
Time: 1.26 (s), x: -1.86 (m), y: 4.72 (m)
Time: 1.36 (s), x: -1.78 (m), y: 4.77 (m)
Time: 1.46 (s), x: -1.69 (m), y: 4.83 (m)
Time: 1.57 (s), x: -1.58 (m), y: 4.89 (m)
Time: 1.67 (s), x: -1.48 (m), y: 4.95 (m)
Time: 1.78 (s), x: -1.37 (m), y: 5.03 (m)
Time: 1.88 (s), x: -1.26 (m), y: 5.12 (m)
Time: 1.99 (s), x: -1.16 (m), y: 5.21 (m)
Time: 2.09 (s), x: -1.07 (m), y: 5.33 (m)
Time: 2.19 (s), x: -1.00 (m), y: 5.46 (m)
Time: 2.30 (s), x: -0.95 (m), y: 5.56 (m)
Time: 2.41 (s), x: -0.93 (m), y: 5.61 (m)
Time: 2.51 (s), x: -0.92 (m), y: 5.62 (m)
Time: 2.61 (s), x: -0.93 (m), y: 5.62 (m)
Time: 2.71 (s), x: -0.95 (m), y: 5.64 (m)
Time: 2.82 (s), x: -0.97 (m), y: 5.67 (m)
Time: 2.93 (s), x: -0.99 (m), y: 5.68 (m)
Time: 3.03 (s), x: -1.01 (m), y: 5.69 (m)
Time: 3.13 (s), x: -1.02 (m), y: 5.70 (m)
Time: 3.23 (s), x: -1.01 (m), y: 5.77 (m)
Time: 3.35 (s), x: -1.01 (m), y: 5.86 (m)
Time: 3.45 (s), x: -1.00 (m), y: 5.99 (m)
Time: 3.55 (s), x: -0.99 (m), y: 6.13 (m)
Time: 3.66 (s), x: -0.98 (m), y: 6.29 (m)
Time: 3.77 (s), x: -0.98 (m), y: 6.44 (m)
Time: 3.88 (s), x: -1.00 (m), y: 6.60 (m)
Time: 3.98 (s), x: -1.03 (m), y: 6.76 (m)
Time: 4.09 (s), x: -1.08 (m), y: 6.91 (m)
Time: 4.20 (s), x: -1.13 (m), y: 7.06 (m)
Time: 4.30 (s), x: -1.18 (m), y: 7.21 (m)
Time: 4.41 (s), x: -1.22 (m), y: 7.36 (m)
Time: 4.51 (s), x: -1.27 (m), y: 7.51 (m)
Time: 4.62 (s), x: -1.32 (m), y: 7.66 (m)
Time: 4.73 (s), x: -1.37 (m), y: 7.82 (m)
Time: 4.84 (s), x: -1.41 (m), y: 7.97 (m)
Time: 4.94 (s), x: -1.42 (m), y: 8.13 (m)
Time: 5.05 (s), x: -1.41 (m), y: 8.28 (m)
Time: 5.15 (s), x: -1.39 (m), y: 8.44 (m)
Time: 5.26 (s), x: -1.36 (m), y: 8.58 (m)
Time: 5.37 (s), x: -1.32 (m), y: 8.71 (m)
Time: 5.47 (s), x: -1.29 (m), y: 8.84 (m)
Time: 5.58 (s), x: -1.26 (m), y: 8.96 (m)
Time: 5.69 (s), x: -1.24 (m), y: 9.03 (m)
Time: 5.80 (s), x: -1.23 (m), y: 9.11 (m)
Time: 5.91 (s), x: -1.24 (m), y: 9.22 (m)
Time: 6.02 (s), x: -1.26 (m), y: 9.36 (m)
Time: 6.12 (s), x: -1.27 (m), y: 9.52 (m)
Time: 6.23 (s), x: -1.30 (m), y: 9.67 (m)
Time: 6.34 (s), x: -1.32 (m), y: 9.83 (m)
Time: 6.44 (s), x: -1.36 (m), y: 9.96 (m)
Time: 6.55 (s), x: -1.40 (m), y: 10.12 (m)
Time: 6.66 (s), x: -1.44 (m), y: 10.27 (m)
Time: 6.77 (s), x: -1.49 (m), y: 10.44 (m)
Time: 6.87 (s), x: -1.53 (m), y: 10.59 (m)
Time: 6.97 (s), x: -1.57 (m), y: 10.73 (m)
Time: 7.08 (s), x: -1.61 (m), y: 10.89 (m)
Time: 7.19 (s), x: -1.66 (m), y: 11.04 (m)
Time: 7.30 (s), x: -1.71 (m), y: 11.20 (m)
Time: 7.40 (s), x: -1.75 (m), y: 11.35 (m)
Time: 7.51 (s), x: -1.81 (m), y: 11.51 (m)
Time: 7.62 (s), x: -1.88 (m), y: 11.65 (m)
Time: 7.73 (s), x: -1.96 (m), y: 11.79 (m)
Time: 7.83 (s), x: -2.03 (m), y: 11.91 (m)
Time: 7.94 (s), x: -2.12 (m), y: 12.04 (m)
>>>>>>>>>>>>>>>>>> Test finished! <<<<<<<<<<<<<<<<<<
Navigation succeeded with time 7.9400 (s)
Navigation metric: 0.5000
