🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_teb_w176.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_176.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.11 (s), x: -2.25 (m), y: 3.21 (m)
Time: 0.22 (s), x: -2.25 (m), y: 3.34 (m)
Time: 0.32 (s), x: -2.25 (m), y: 3.48 (m)
Time: 0.42 (s), x: -2.25 (m), y: 3.63 (m)
Time: 0.53 (s), x: -2.26 (m), y: 3.78 (m)
Time: 0.64 (s), x: -2.29 (m), y: 3.93 (m)
Time: 0.74 (s), x: -2.31 (m), y: 4.00 (m)
Time: 0.85 (s), x: -2.33 (m), y: 4.04 (m)
Time: 0.95 (s), x: -2.33 (m), y: 4.04 (m)
Time: 1.05 (s), x: -2.33 (m), y: 4.03 (m)
Time: 1.15 (s), x: -2.34 (m), y: 4.01 (m)
Time: 1.26 (s), x: -2.35 (m), y: 3.99 (m)
Time: 1.36 (s), x: -2.36 (m), y: 3.98 (m)
Time: 1.46 (s), x: -2.38 (m), y: 3.98 (m)
Time: 1.56 (s), x: -2.40 (m), y: 3.97 (m)
Time: 1.67 (s), x: -2.41 (m), y: 3.98 (m)
Time: 1.78 (s), x: -2.40 (m), y: 4.00 (m)
Time: 1.88 (s), x: -2.39 (m), y: 4.02 (m)
Time: 1.99 (s), x: -2.36 (m), y: 4.06 (m)
Time: 2.09 (s), x: -2.30 (m), y: 4.12 (m)
Time: 2.19 (s), x: -2.24 (m), y: 4.18 (m)
Time: 2.30 (s), x: -2.19 (m), y: 4.25 (m)
Time: 2.41 (s), x: -2.14 (m), y: 4.30 (m)
Time: 2.51 (s), x: -2.07 (m), y: 4.35 (m)
Time: 2.62 (s), x: -2.00 (m), y: 4.41 (m)
Time: 2.72 (s), x: -1.92 (m), y: 4.46 (m)
Time: 2.83 (s), x: -1.85 (m), y: 4.48 (m)
Time: 2.93 (s), x: -1.77 (m), y: 4.50 (m)
Time: 3.04 (s), x: -1.67 (m), y: 4.52 (m)
Time: 3.14 (s), x: -1.54 (m), y: 4.55 (m)
Time: 3.25 (s), x: -1.39 (m), y: 4.59 (m)
Time: 3.35 (s), x: -1.26 (m), y: 4.62 (m)
Time: 3.45 (s), x: -1.14 (m), y: 4.66 (m)
Time: 3.56 (s), x: -1.01 (m), y: 4.70 (m)
Time: 3.66 (s), x: -0.92 (m), y: 4.73 (m)
Time: 3.77 (s), x: -0.86 (m), y: 4.75 (m)
Time: 3.87 (s), x: -0.84 (m), y: 4.76 (m)
Time: 3.97 (s), x: -0.83 (m), y: 4.76 (m)
Time: 4.08 (s), x: -0.82 (m), y: 4.77 (m)
Time: 4.19 (s), x: -0.81 (m), y: 4.77 (m)
Time: 4.30 (s), x: -0.80 (m), y: 4.77 (m)
Time: 4.40 (s), x: -0.79 (m), y: 4.76 (m)
Time: 4.50 (s), x: -0.79 (m), y: 4.75 (m)
Time: 4.61 (s), x: -0.79 (m), y: 4.73 (m)
Time: 4.72 (s), x: -0.79 (m), y: 4.70 (m)
Time: 4.82 (s), x: -0.79 (m), y: 4.68 (m)
Time: 4.92 (s), x: -0.78 (m), y: 4.68 (m)
Time: 5.03 (s), x: -0.76 (m), y: 4.71 (m)
Time: 5.13 (s), x: -0.74 (m), y: 4.74 (m)
Time: 5.24 (s), x: -0.73 (m), y: 4.81 (m)
Time: 5.35 (s), x: -0.73 (m), y: 4.88 (m)
Time: 5.46 (s), x: -0.76 (m), y: 4.95 (m)
Time: 5.56 (s), x: -0.76 (m), y: 4.98 (m)
Time: 5.67 (s), x: -0.75 (m), y: 5.00 (m)
Time: 5.78 (s), x: -0.73 (m), y: 5.00 (m)
Time: 5.88 (s), x: -0.72 (m), y: 5.00 (m)
Time: 5.98 (s), x: -0.70 (m), y: 5.00 (m)
Time: 6.09 (s), x: -0.69 (m), y: 5.00 (m)
Time: 6.19 (s), x: -0.68 (m), y: 4.99 (m)
Time: 6.30 (s), x: -0.67 (m), y: 4.98 (m)
Time: 6.41 (s), x: -0.66 (m), y: 4.96 (m)
Time: 6.51 (s), x: -0.65 (m), y: 4.95 (m)
Time: 6.62 (s), x: -0.64 (m), y: 4.94 (m)
Time: 6.72 (s), x: -0.63 (m), y: 4.91 (m)
Time: 6.83 (s), x: -0.64 (m), y: 4.90 (m)
Time: 6.93 (s), x: -0.65 (m), y: 4.90 (m)
Time: 7.03 (s), x: -0.66 (m), y: 4.90 (m)
Time: 7.14 (s), x: -0.67 (m), y: 4.91 (m)
Time: 7.24 (s), x: -0.68 (m), y: 4.96 (m)
Time: 7.35 (s), x: -0.68 (m), y: 5.02 (m)
Time: 7.45 (s), x: -0.68 (m), y: 5.07 (m)
Time: 7.56 (s), x: -0.68 (m), y: 5.11 (m)
Time: 7.66 (s), x: -0.68 (m), y: 5.19 (m)
Time: 7.76 (s), x: -0.68 (m), y: 5.28 (m)
Time: 7.86 (s), x: -0.68 (m), y: 5.38 (m)
Time: 7.96 (s), x: -0.68 (m), y: 5.49 (m)
Time: 8.07 (s), x: -0.71 (m), y: 5.63 (m)
Time: 8.17 (s), x: -0.73 (m), y: 5.77 (m)
Time: 8.27 (s), x: -0.76 (m), y: 5.92 (m)
Time: 8.38 (s), x: -0.81 (m), y: 6.07 (m)
Time: 8.49 (s), x: -0.87 (m), y: 6.22 (m)
Time: 8.59 (s), x: -0.92 (m), y: 6.36 (m)
Time: 8.70 (s), x: -0.97 (m), y: 6.51 (m)
Time: 8.80 (s), x: -1.02 (m), y: 6.66 (m)
Time: 8.90 (s), x: -1.06 (m), y: 6.81 (m)
Time: 9.01 (s), x: -1.10 (m), y: 6.96 (m)
Time: 9.11 (s), x: -1.15 (m), y: 7.11 (m)
Time: 9.22 (s), x: -1.19 (m), y: 7.26 (m)
Time: 9.32 (s), x: -1.23 (m), y: 7.42 (m)
Time: 9.43 (s), x: -1.25 (m), y: 7.57 (m)
Time: 9.54 (s), x: -1.24 (m), y: 7.71 (m)
Time: 9.64 (s), x: -1.21 (m), y: 7.85 (m)
Time: 9.74 (s), x: -1.16 (m), y: 7.99 (m)
Time: 9.85 (s), x: -1.11 (m), y: 8.14 (m)
Time: 9.96 (s), x: -1.06 (m), y: 8.29 (m)
Time: 10.06 (s), x: -1.02 (m), y: 8.45 (m)
Time: 10.17 (s), x: -1.00 (m), y: 8.60 (m)
Time: 10.28 (s), x: -1.02 (m), y: 8.75 (m)
Time: 10.38 (s), x: -1.06 (m), y: 8.90 (m)
Time: 10.48 (s), x: -1.13 (m), y: 9.04 (m)
Time: 10.59 (s), x: -1.20 (m), y: 9.18 (m)
Time: 10.70 (s), x: -1.28 (m), y: 9.31 (m)
Time: 10.80 (s), x: -1.35 (m), y: 9.46 (m)
Time: 10.91 (s), x: -1.41 (m), y: 9.62 (m)
Time: 11.01 (s), x: -1.44 (m), y: 9.76 (m)
Time: 11.12 (s), x: -1.45 (m), y: 9.86 (m)
Time: 11.22 (s), x: -1.46 (m), y: 9.97 (m)
Time: 11.33 (s), x: -1.46 (m), y: 10.11 (m)
Time: 11.43 (s), x: -1.47 (m), y: 10.26 (m)
Time: 11.54 (s), x: -1.48 (m), y: 10.41 (m)
Time: 11.65 (s), x: -1.50 (m), y: 10.57 (m)
Time: 11.76 (s), x: -1.54 (m), y: 10.72 (m)
Time: 11.86 (s), x: -1.60 (m), y: 10.88 (m)
Time: 11.97 (s), x: -1.65 (m), y: 11.03 (m)
Time: 12.08 (s), x: -1.70 (m), y: 11.18 (m)
Time: 12.18 (s), x: -1.75 (m), y: 11.33 (m)
Time: 12.28 (s), x: -1.82 (m), y: 11.47 (m)
Time: 12.39 (s), x: -1.89 (m), y: 11.60 (m)
Time: 12.49 (s), x: -1.97 (m), y: 11.72 (m)
Time: 12.59 (s), x: -2.05 (m), y: 11.85 (m)
Time: 12.69 (s), x: -2.13 (m), y: 11.98 (m)
Time: 12.79 (s), x: -2.19 (m), y: 12.12 (m)
>>>>>>>>>>>>>>>>>> Test finished! <<<<<<<<<<<<<<<<<<
Navigation succeeded with time 12.7910 (s)
Navigation metric: 0.4254
