🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_eband_w212.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_212.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.12 (s), x: -2.25 (m), y: 3.16 (m)
Time: 0.23 (s), x: -2.25 (m), y: 3.21 (m)
Time: 0.34 (s), x: -2.25 (m), y: 3.26 (m)
Time: 0.44 (s), x: -2.25 (m), y: 3.31 (m)
Time: 0.55 (s), x: -2.25 (m), y: 3.36 (m)
Time: 0.65 (s), x: -2.25 (m), y: 3.40 (m)
Time: 0.75 (s), x: -2.25 (m), y: 3.45 (m)
Time: 0.85 (s), x: -2.25 (m), y: 3.50 (m)
Time: 0.96 (s), x: -2.25 (m), y: 3.54 (m)
Time: 1.07 (s), x: -2.25 (m), y: 3.56 (m)
Time: 1.18 (s), x: -2.25 (m), y: 3.59 (m)
Time: 1.29 (s), x: -2.25 (m), y: 3.64 (m)
Time: 1.39 (s), x: -2.25 (m), y: 3.69 (m)
Time: 1.50 (s), x: -2.26 (m), y: 3.73 (m)
Time: 1.60 (s), x: -2.27 (m), y: 3.78 (m)
Time: 1.71 (s), x: -2.28 (m), y: 3.82 (m)
Time: 1.81 (s), x: -2.29 (m), y: 3.85 (m)
Time: 1.92 (s), x: -2.30 (m), y: 3.90 (m)
Time: 2.02 (s), x: -2.31 (m), y: 3.95 (m)
Time: 2.13 (s), x: -2.31 (m), y: 4.01 (m)
Time: 2.23 (s), x: -2.32 (m), y: 4.07 (m)
Time: 2.33 (s), x: -2.32 (m), y: 4.13 (m)
Time: 2.44 (s), x: -2.32 (m), y: 4.19 (m)
Time: 2.55 (s), x: -2.32 (m), y: 4.23 (m)
Time: 2.65 (s), x: -2.33 (m), y: 4.28 (m)
Time: 2.76 (s), x: -2.33 (m), y: 4.33 (m)
Time: 2.86 (s), x: -2.33 (m), y: 4.38 (m)
Time: 2.97 (s), x: -2.33 (m), y: 4.43 (m)
Time: 3.07 (s), x: -2.33 (m), y: 4.47 (m)
Time: 3.18 (s), x: -2.34 (m), y: 4.52 (m)
Time: 3.28 (s), x: -2.34 (m), y: 4.57 (m)
Time: 3.39 (s), x: -2.33 (m), y: 4.61 (m)
Time: 3.49 (s), x: -2.33 (m), y: 4.64 (m)
Time: 3.60 (s), x: -2.33 (m), y: 4.69 (m)
Time: 3.71 (s), x: -2.34 (m), y: 4.74 (m)
Time: 3.82 (s), x: -2.36 (m), y: 4.78 (m)
Time: 3.93 (s), x: -2.38 (m), y: 4.83 (m)
Time: 4.04 (s), x: -2.39 (m), y: 4.89 (m)
Time: 4.14 (s), x: -2.39 (m), y: 4.95 (m)
Time: 4.25 (s), x: -2.40 (m), y: 4.99 (m)
Time: 4.35 (s), x: -2.40 (m), y: 5.04 (m)
Time: 4.46 (s), x: -2.40 (m), y: 5.09 (m)
Time: 4.56 (s), x: -2.40 (m), y: 5.14 (m)
Time: 4.67 (s), x: -2.40 (m), y: 5.18 (m)
Time: 4.77 (s), x: -2.40 (m), y: 5.22 (m)
Time: 4.88 (s), x: -2.40 (m), y: 5.26 (m)
Time: 4.99 (s), x: -2.39 (m), y: 5.31 (m)
Time: 5.09 (s), x: -2.41 (m), y: 5.35 (m)
Time: 5.20 (s), x: -2.43 (m), y: 5.41 (m)
Time: 5.30 (s), x: -2.45 (m), y: 5.47 (m)
Time: 5.41 (s), x: -2.46 (m), y: 5.51 (m)
Time: 5.51 (s), x: -2.48 (m), y: 5.55 (m)
Time: 5.62 (s), x: -2.50 (m), y: 5.59 (m)
Time: 5.72 (s), x: -2.53 (m), y: 5.63 (m)
Time: 5.83 (s), x: -2.54 (m), y: 5.68 (m)
Time: 5.94 (s), x: -2.55 (m), y: 5.73 (m)
Time: 6.04 (s), x: -2.55 (m), y: 5.77 (m)
Time: 6.15 (s), x: -2.55 (m), y: 5.82 (m)
Time: 6.25 (s), x: -2.54 (m), y: 5.87 (m)
Time: 6.35 (s), x: -2.54 (m), y: 5.91 (m)
Time: 6.46 (s), x: -2.54 (m), y: 5.96 (m)
Time: 6.56 (s), x: -2.54 (m), y: 6.01 (m)
Time: 6.67 (s), x: -2.54 (m), y: 6.06 (m)
Time: 6.77 (s), x: -2.53 (m), y: 6.10 (m)
Time: 6.88 (s), x: -2.53 (m), y: 6.16 (m)
Time: 6.98 (s), x: -2.52 (m), y: 6.20 (m)
Time: 7.09 (s), x: -2.52 (m), y: 6.25 (m)
Time: 7.19 (s), x: -2.52 (m), y: 6.30 (m)
Time: 7.29 (s), x: -2.51 (m), y: 6.34 (m)
Time: 7.40 (s), x: -2.50 (m), y: 6.39 (m)
Time: 7.50 (s), x: -2.49 (m), y: 6.44 (m)
Time: 7.61 (s), x: -2.48 (m), y: 6.50 (m)
Time: 7.71 (s), x: -2.48 (m), y: 6.54 (m)
Time: 7.81 (s), x: -2.47 (m), y: 6.59 (m)
Time: 7.92 (s), x: -2.47 (m), y: 6.64 (m)
Time: 8.03 (s), x: -2.46 (m), y: 6.69 (m)
Time: 8.14 (s), x: -2.46 (m), y: 6.75 (m)
Time: 8.24 (s), x: -2.45 (m), y: 6.80 (m)
Time: 8.35 (s), x: -2.44 (m), y: 6.85 (m)
Time: 8.45 (s), x: -2.44 (m), y: 6.89 (m)
Time: 8.55 (s), x: -2.43 (m), y: 6.94 (m)
Time: 8.66 (s), x: -2.43 (m), y: 6.99 (m)
Time: 8.77 (s), x: -2.43 (m), y: 7.04 (m)
Time: 8.87 (s), x: -2.43 (m), y: 7.09 (m)
Time: 8.97 (s), x: -2.43 (m), y: 7.13 (m)
Time: 9.07 (s), x: -2.42 (m), y: 7.18 (m)
Time: 9.17 (s), x: -2.42 (m), y: 7.23 (m)
Time: 9.27 (s), x: -2.42 (m), y: 7.27 (m)
Time: 9.38 (s), x: -2.42 (m), y: 7.32 (m)
Time: 9.48 (s), x: -2.42 (m), y: 7.37 (m)
Time: 9.59 (s), x: -2.42 (m), y: 7.42 (m)
Time: 9.69 (s), x: -2.42 (m), y: 7.47 (m)
Time: 9.79 (s), x: -2.42 (m), y: 7.51 (m)
Time: 9.89 (s), x: -2.42 (m), y: 7.56 (m)
Time: 9.99 (s), x: -2.42 (m), y: 7.61 (m)
Time: 10.10 (s), x: -2.42 (m), y: 7.66 (m)
Time: 10.20 (s), x: -2.41 (m), y: 7.71 (m)
Time: 10.30 (s), x: -2.41 (m), y: 7.75 (m)
Time: 10.40 (s), x: -2.41 (m), y: 7.80 (m)
Time: 10.51 (s), x: -2.41 (m), y: 7.85 (m)
Time: 10.61 (s), x: -2.41 (m), y: 7.89 (m)
Time: 10.71 (s), x: -2.41 (m), y: 7.94 (m)
Time: 10.81 (s), x: -2.41 (m), y: 7.99 (m)
Time: 10.92 (s), x: -2.41 (m), y: 8.04 (m)
Time: 11.02 (s), x: -2.41 (m), y: 8.09 (m)
Time: 11.12 (s), x: -2.41 (m), y: 8.13 (m)
Time: 11.22 (s), x: -2.41 (m), y: 8.18 (m)
Time: 11.32 (s), x: -2.40 (m), y: 8.23 (m)
Time: 11.43 (s), x: -2.40 (m), y: 8.27 (m)
Time: 11.53 (s), x: -2.40 (m), y: 8.32 (m)
Time: 11.63 (s), x: -2.40 (m), y: 8.37 (m)
Time: 11.73 (s), x: -2.40 (m), y: 8.42 (m)
Time: 11.83 (s), x: -2.40 (m), y: 8.46 (m)
Time: 11.94 (s), x: -2.40 (m), y: 8.51 (m)
Time: 12.04 (s), x: -2.39 (m), y: 8.56 (m)
Time: 12.14 (s), x: -2.39 (m), y: 8.61 (m)
Time: 12.24 (s), x: -2.39 (m), y: 8.66 (m)
Time: 12.34 (s), x: -2.39 (m), y: 8.70 (m)
Time: 12.44 (s), x: -2.39 (m), y: 8.75 (m)
Time: 12.55 (s), x: -2.39 (m), y: 8.80 (m)
Time: 12.65 (s), x: -2.39 (m), y: 8.84 (m)
Time: 12.75 (s), x: -2.39 (m), y: 8.89 (m)
Time: 12.85 (s), x: -2.38 (m), y: 8.94 (m)
Time: 12.95 (s), x: -2.38 (m), y: 8.99 (m)
Time: 13.06 (s), x: -2.38 (m), y: 9.03 (m)
Time: 13.16 (s), x: -2.38 (m), y: 9.08 (m)
Time: 13.26 (s), x: -2.38 (m), y: 9.13 (m)
Time: 13.36 (s), x: -2.38 (m), y: 9.18 (m)
Time: 13.47 (s), x: -2.37 (m), y: 9.23 (m)
Time: 13.57 (s), x: -2.37 (m), y: 9.27 (m)
Time: 13.67 (s), x: -2.37 (m), y: 9.32 (m)
Time: 13.77 (s), x: -2.37 (m), y: 9.37 (m)
Time: 13.87 (s), x: -2.37 (m), y: 9.41 (m)
Time: 13.98 (s), x: -2.37 (m), y: 9.46 (m)
Time: 14.08 (s), x: -2.36 (m), y: 9.51 (m)
Time: 14.18 (s), x: -2.36 (m), y: 9.56 (m)
Time: 14.28 (s), x: -2.36 (m), y: 9.60 (m)
Time: 14.38 (s), x: -2.36 (m), y: 9.65 (m)
Time: 14.49 (s), x: -2.35 (m), y: 9.70 (m)
Time: 14.59 (s), x: -2.35 (m), y: 9.75 (m)
Time: 14.69 (s), x: -2.35 (m), y: 9.79 (m)
Time: 14.79 (s), x: -2.35 (m), y: 9.84 (m)
Time: 14.90 (s), x: -2.35 (m), y: 9.89 (m)
Time: 15.00 (s), x: -2.35 (m), y: 9.93 (m)
Time: 15.10 (s), x: -2.35 (m), y: 9.98 (m)
Time: 15.20 (s), x: -2.35 (m), y: 10.03 (m)
Time: 15.30 (s), x: -2.34 (m), y: 10.08 (m)
Time: 15.41 (s), x: -2.34 (m), y: 10.12 (m)
Time: 15.51 (s), x: -2.34 (m), y: 10.17 (m)
Time: 15.61 (s), x: -2.34 (m), y: 10.22 (m)
Time: 15.71 (s), x: -2.34 (m), y: 10.26 (m)
Time: 15.81 (s), x: -2.34 (m), y: 10.31 (m)
Time: 15.92 (s), x: -2.33 (m), y: 10.36 (m)
Time: 16.02 (s), x: -2.33 (m), y: 10.41 (m)
Time: 16.13 (s), x: -2.33 (m), y: 10.46 (m)
Time: 16.23 (s), x: -2.33 (m), y: 10.50 (m)
Time: 16.33 (s), x: -2.33 (m), y: 10.55 (m)
Time: 16.44 (s), x: -2.32 (m), y: 10.60 (m)
Time: 16.54 (s), x: -2.32 (m), y: 10.65 (m)
Time: 16.64 (s), x: -2.32 (m), y: 10.69 (m)
Time: 16.74 (s), x: -2.32 (m), y: 10.74 (m)
Time: 16.85 (s), x: -2.32 (m), y: 10.79 (m)
Time: 16.95 (s), x: -2.32 (m), y: 10.84 (m)
Time: 17.05 (s), x: -2.31 (m), y: 10.89 (m)
Time: 17.15 (s), x: -2.31 (m), y: 10.93 (m)
Time: 17.26 (s), x: -2.31 (m), y: 10.98 (m)
Time: 17.36 (s), x: -2.31 (m), y: 11.03 (m)
Time: 17.46 (s), x: -2.31 (m), y: 11.08 (m)
Time: 17.57 (s), x: -2.31 (m), y: 11.12 (m)
Time: 17.67 (s), x: -2.30 (m), y: 11.17 (m)
Time: 17.77 (s), x: -2.30 (m), y: 11.22 (m)
Time: 17.87 (s), x: -2.30 (m), y: 11.27 (m)
Time: 17.98 (s), x: -2.30 (m), y: 11.31 (m)
Time: 18.08 (s), x: -2.30 (m), y: 11.36 (m)
Time: 18.19 (s), x: -2.30 (m), y: 11.41 (m)
Time: 18.29 (s), x: -2.30 (m), y: 11.46 (m)
Time: 18.39 (s), x: -2.29 (m), y: 11.51 (m)
Time: 18.50 (s), x: -2.29 (m), y: 11.55 (m)
Time: 18.60 (s), x: -2.29 (m), y: 11.60 (m)
Time: 18.70 (s), x: -2.29 (m), y: 11.65 (m)
Time: 18.80 (s), x: -2.29 (m), y: 11.70 (m)
Time: 18.91 (s), x: -2.29 (m), y: 11.75 (m)
Time: 19.01 (s), x: -2.29 (m), y: 11.79 (m)
Time: 19.11 (s), x: -2.28 (m), y: 11.84 (m)
Time: 19.21 (s), x: -2.28 (m), y: 11.89 (m)
Time: 19.32 (s), x: -2.28 (m), y: 11.94 (m)
Time: 19.42 (s), x: -2.28 (m), y: 11.98 (m)
Time: 19.52 (s), x: -2.28 (m), y: 12.03 (m)
>>>>>>>>>>>>>>>>>> Test finished! <<<<<<<<<<<<<<<<<<
Navigation succeeded with time 19.5210 (s)
Navigation metric: 0.2841
