🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_teb_w193.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_193.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.12 (m)
Time: 0.12 (s), x: -2.25 (m), y: 3.24 (m)
Time: 0.22 (s), x: -2.25 (m), y: 3.39 (m)
Time: 0.33 (s), x: -2.25 (m), y: 3.54 (m)
Time: 0.43 (s), x: -2.25 (m), y: 3.70 (m)
Time: 0.54 (s), x: -2.26 (m), y: 3.86 (m)
Time: 0.64 (s), x: -2.26 (m), y: 4.00 (m)
Time: 0.74 (s), x: -2.27 (m), y: 4.16 (m)
Time: 0.85 (s), x: -2.28 (m), y: 4.32 (m)
Time: 0.96 (s), x: -2.31 (m), y: 4.47 (m)
Time: 1.06 (s), x: -2.33 (m), y: 4.62 (m)
Time: 1.16 (s), x: -2.36 (m), y: 4.77 (m)
Time: 1.27 (s), x: -2.38 (m), y: 4.94 (m)
Time: 1.38 (s), x: -2.39 (m), y: 5.09 (m)
Time: 1.49 (s), x: -2.40 (m), y: 5.25 (m)
Time: 1.59 (s), x: -2.40 (m), y: 5.39 (m)
Time: 1.70 (s), x: -2.40 (m), y: 5.52 (m)
Time: 1.80 (s), x: -2.41 (m), y: 5.65 (m)
Time: 1.91 (s), x: -2.43 (m), y: 5.77 (m)
Time: 2.01 (s), x: -2.44 (m), y: 5.85 (m)
Time: 2.11 (s), x: -2.45 (m), y: 5.91 (m)
Time: 2.22 (s), x: -2.46 (m), y: 5.93 (m)
Time: 2.32 (s), x: -2.46 (m), y: 5.94 (m)
Time: 2.43 (s), x: -2.46 (m), y: 5.95 (m)
Time: 2.53 (s), x: -2.46 (m), y: 5.95 (m)
Time: 2.63 (s), x: -2.46 (m), y: 5.94 (m)
Time: 2.74 (s), x: -2.44 (m), y: 5.94 (m)
Time: 2.84 (s), x: -2.42 (m), y: 5.93 (m)
Time: 2.94 (s), x: -2.40 (m), y: 5.92 (m)
Time: 3.05 (s), x: -2.38 (m), y: 5.92 (m)
Time: 3.15 (s), x: -2.37 (m), y: 5.93 (m)
Time: 3.26 (s), x: -2.38 (m), y: 5.95 (m)
Time: 3.36 (s), x: -2.42 (m), y: 5.98 (m)
Time: 3.47 (s), x: -2.47 (m), y: 6.01 (m)
Time: 3.57 (s), x: -2.53 (m), y: 6.04 (m)
Time: 3.67 (s), x: -2.59 (m), y: 6.06 (m)
Time: 3.77 (s), x: -2.63 (m), y: 6.08 (m)
Time: 3.88 (s), x: -2.67 (m), y: 6.09 (m)
Time: 3.98 (s), x: -2.73 (m), y: 6.13 (m)
Time: 4.09 (s), x: -2.79 (m), y: 6.17 (m)
Time: 4.19 (s), x: -2.86 (m), y: 6.21 (m)
Time: 4.30 (s), x: -2.94 (m), y: 6.26 (m)
Time: 4.40 (s), x: -3.01 (m), y: 6.30 (m)
Time: 4.50 (s), x: -3.07 (m), y: 6.37 (m)
Time: 4.61 (s), x: -3.13 (m), y: 6.48 (m)
Time: 4.72 (s), x: -3.17 (m), y: 6.62 (m)
Time: 4.82 (s), x: -3.19 (m), y: 6.77 (m)
Time: 4.93 (s), x: -3.17 (m), y: 6.91 (m)
Time: 5.03 (s), x: -3.15 (m), y: 7.02 (m)
Time: 5.14 (s), x: -3.13 (m), y: 7.11 (m)
Time: 5.25 (s), x: -3.11 (m), y: 7.19 (m)
Time: 5.35 (s), x: -3.10 (m), y: 7.24 (m)
Time: 5.46 (s), x: -3.09 (m), y: 7.29 (m)
