🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_eband_w205.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_205.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.11 (s), x: -2.25 (m), y: 3.16 (m)
Time: 0.22 (s), x: -2.25 (m), y: 3.20 (m)
Time: 0.33 (s), x: -2.25 (m), y: 3.25 (m)
Time: 0.43 (s), x: -2.25 (m), y: 3.30 (m)
Time: 0.53 (s), x: -2.25 (m), y: 3.34 (m)
Time: 0.64 (s), x: -2.26 (m), y: 3.39 (m)
Time: 0.74 (s), x: -2.26 (m), y: 3.45 (m)
Time: 0.84 (s), x: -2.27 (m), y: 3.50 (m)
Time: 0.95 (s), x: -2.27 (m), y: 3.54 (m)
Time: 1.05 (s), x: -2.28 (m), y: 3.59 (m)
Time: 1.16 (s), x: -2.28 (m), y: 3.64 (m)
Time: 1.26 (s), x: -2.28 (m), y: 3.69 (m)
Time: 1.37 (s), x: -2.28 (m), y: 3.74 (m)
Time: 1.47 (s), x: -2.28 (m), y: 3.79 (m)
Time: 1.58 (s), x: -2.28 (m), y: 3.84 (m)
Time: 1.68 (s), x: -2.29 (m), y: 3.90 (m)
Time: 1.79 (s), x: -2.30 (m), y: 3.95 (m)
Time: 1.89 (s), x: -2.31 (m), y: 4.00 (m)
Time: 2.00 (s), x: -2.33 (m), y: 4.04 (m)
Time: 2.10 (s), x: -2.34 (m), y: 4.09 (m)
Time: 2.20 (s), x: -2.35 (m), y: 4.13 (m)
Time: 2.30 (s), x: -2.36 (m), y: 4.18 (m)
Time: 2.41 (s), x: -2.38 (m), y: 4.23 (m)
Time: 2.51 (s), x: -2.39 (m), y: 4.28 (m)
Time: 2.62 (s), x: -2.40 (m), y: 4.32 (m)
Time: 2.72 (s), x: -2.41 (m), y: 4.36 (m)
Time: 2.82 (s), x: -2.42 (m), y: 4.41 (m)
Time: 2.93 (s), x: -2.43 (m), y: 4.46 (m)
Time: 3.04 (s), x: -2.45 (m), y: 4.50 (m)
Time: 3.14 (s), x: -2.46 (m), y: 4.55 (m)
Time: 3.25 (s), x: -2.47 (m), y: 4.59 (m)
Time: 3.35 (s), x: -2.49 (m), y: 4.64 (m)
