🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_dwa_w283.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_283.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.12 (s), x: -2.24 (m), y: 3.17 (m)
Time: 0.22 (s), x: -2.24 (m), y: 3.23 (m)
Time: 0.33 (s), x: -2.23 (m), y: 3.32 (m)
Time: 0.44 (s), x: -2.22 (m), y: 3.42 (m)
Time: 0.54 (s), x: -2.21 (m), y: 3.52 (m)
Time: 0.64 (s), x: -2.20 (m), y: 3.61 (m)
Time: 0.75 (s), x: -2.19 (m), y: 3.68 (m)
Time: 0.85 (s), x: -2.18 (m), y: 3.76 (m)
Time: 0.95 (s), x: -2.17 (m), y: 3.84 (m)
Time: 1.05 (s), x: -2.15 (m), y: 3.92 (m)
Time: 1.16 (s), x: -2.14 (m), y: 3.99 (m)
Time: 1.26 (s), x: -2.12 (m), y: 4.06 (m)
Time: 1.37 (s), x: -2.11 (m), y: 4.12 (m)
Time: 1.47 (s), x: -2.09 (m), y: 4.19 (m)
Time: 1.58 (s), x: -2.07 (m), y: 4.26 (m)
Time: 1.69 (s), x: -2.05 (m), y: 4.33 (m)
Time: 1.80 (s), x: -2.03 (m), y: 4.39 (m)
Time: 1.90 (s), x: -2.02 (m), y: 4.44 (m)
Time: 2.00 (s), x: -2.01 (m), y: 4.48 (m)
Time: 2.10 (s), x: -1.99 (m), y: 4.51 (m)
Time: 2.20 (s), x: -1.98 (m), y: 4.55 (m)
Time: 2.31 (s), x: -1.97 (m), y: 4.58 (m)
Time: 2.41 (s), x: -1.96 (m), y: 4.60 (m)
Time: 2.52 (s), x: -1.95 (m), y: 4.63 (m)
Time: 2.62 (s), x: -1.95 (m), y: 4.65 (m)
Time: 2.73 (s), x: -1.94 (m), y: 4.69 (m)
Time: 2.83 (s), x: -1.93 (m), y: 4.72 (m)
Time: 2.93 (s), x: -1.91 (m), y: 4.76 (m)
Time: 3.04 (s), x: -1.90 (m), y: 4.80 (m)
Time: 3.15 (s), x: -1.89 (m), y: 4.83 (m)
Time: 3.26 (s), x: -1.87 (m), y: 4.86 (m)
Time: 3.37 (s), x: -1.86 (m), y: 4.89 (m)
Time: 3.48 (s), x: -1.84 (m), y: 4.91 (m)
Time: 3.58 (s), x: -1.83 (m), y: 4.93 (m)
Time: 3.68 (s), x: -1.82 (m), y: 4.95 (m)
Time: 3.79 (s), x: -1.82 (m), y: 4.96 (m)
Time: 3.89 (s), x: -1.81 (m), y: 4.97 (m)
Time: 3.99 (s), x: -1.80 (m), y: 4.99 (m)
Time: 4.10 (s), x: -1.79 (m), y: 5.01 (m)
Time: 4.20 (s), x: -1.78 (m), y: 5.03 (m)
Time: 4.30 (s), x: -1.76 (m), y: 5.06 (m)
Time: 4.40 (s), x: -1.75 (m), y: 5.08 (m)
Time: 4.51 (s), x: -1.74 (m), y: 5.09 (m)
Time: 4.61 (s), x: -1.73 (m), y: 5.11 (m)
Time: 4.71 (s), x: -1.73 (m), y: 5.12 (m)
Time: 4.82 (s), x: -1.72 (m), y: 5.13 (m)
Time: 4.92 (s), x: -1.71 (m), y: 5.14 (m)
Time: 5.02 (s), x: -1.71 (m), y: 5.15 (m)
Time: 5.13 (s), x: -1.70 (m), y: 5.16 (m)
Time: 5.24 (s), x: -1.69 (m), y: 5.17 (m)
Time: 5.34 (s), x: -1.69 (m), y: 5.17 (m)
Time: 5.45 (s), x: -1.68 (m), y: 5.18 (m)
Time: 5.55 (s), x: -1.67 (m), y: 5.19 (m)
Time: 5.65 (s), x: -1.66 (m), y: 5.20 (m)
Time: 5.75 (s), x: -1.66 (m), y: 5.20 (m)
Time: 5.85 (s), x: -1.65 (m), y: 5.22 (m)
Time: 5.96 (s), x: -1.63 (m), y: 5.25 (m)
Time: 6.06 (s), x: -1.62 (m), y: 5.30 (m)
Time: 6.16 (s), x: -1.60 (m), y: 5.34 (m)
Time: 6.26 (s), x: -1.57 (m), y: 5.39 (m)
Time: 6.37 (s), x: -1.56 (m), y: 5.43 (m)
Time: 6.47 (s), x: -1.54 (m), y: 5.47 (m)
Time: 6.57 (s), x: -1.52 (m), y: 5.51 (m)
Time: 6.67 (s), x: -1.50 (m), y: 5.55 (m)
Time: 6.77 (s), x: -1.49 (m), y: 5.58 (m)
Time: 6.88 (s), x: -1.47 (m), y: 5.62 (m)
Time: 6.98 (s), x: -1.45 (m), y: 5.66 (m)
Time: 7.08 (s), x: -1.43 (m), y: 5.70 (m)
Time: 7.18 (s), x: -1.41 (m), y: 5.75 (m)
Time: 7.29 (s), x: -1.39 (m), y: 5.81 (m)
Time: 7.40 (s), x: -1.38 (m), y: 5.83 (m)
Time: 7.50 (s), x: -1.38 (m), y: 5.81 (m)
Time: 7.60 (s), x: -1.40 (m), y: 5.76 (m)
Time: 7.70 (s), x: -1.41 (m), y: 5.72 (m)
Time: 7.81 (s), x: -1.42 (m), y: 5.71 (m)
Time: 7.91 (s), x: -1.42 (m), y: 5.73 (m)
Time: 8.01 (s), x: -1.42 (m), y: 5.75 (m)
Time: 8.11 (s), x: -1.41 (m), y: 5.78 (m)
Time: 8.21 (s), x: -1.40 (m), y: 5.83 (m)
Time: 8.31 (s), x: -1.39 (m), y: 5.88 (m)
Time: 8.42 (s), x: -1.37 (m), y: 5.96 (m)
Time: 8.53 (s), x: -1.36 (m), y: 6.04 (m)
Time: 8.64 (s), x: -1.34 (m), y: 6.14 (m)
Time: 8.74 (s), x: -1.31 (m), y: 6.24 (m)
Time: 8.85 (s), x: -1.29 (m), y: 6.35 (m)
Time: 8.95 (s), x: -1.27 (m), y: 6.45 (m)
Time: 9.05 (s), x: -1.26 (m), y: 6.55 (m)
Time: 9.16 (s), x: -1.24 (m), y: 6.66 (m)
Time: 9.27 (s), x: -1.22 (m), y: 6.76 (m)
Time: 9.37 (s), x: -1.20 (m), y: 6.85 (m)
Time: 9.47 (s), x: -1.19 (m), y: 6.95 (m)
Time: 9.57 (s), x: -1.17 (m), y: 7.05 (m)
Time: 9.67 (s), x: -1.16 (m), y: 7.13 (m)
Time: 9.78 (s), x: -1.15 (m), y: 7.22 (m)
Time: 9.88 (s), x: -1.14 (m), y: 7.30 (m)
Time: 9.98 (s), x: -1.13 (m), y: 7.37 (m)
Time: 10.08 (s), x: -1.12 (m), y: 7.44 (m)
Time: 10.19 (s), x: -1.11 (m), y: 7.51 (m)
Time: 10.29 (s), x: -1.10 (m), y: 7.57 (m)
Time: 10.39 (s), x: -1.10 (m), y: 7.63 (m)
Time: 10.50 (s), x: -1.09 (m), y: 7.69 (m)
Time: 10.60 (s), x: -1.09 (m), y: 7.75 (m)
Time: 10.71 (s), x: -1.08 (m), y: 7.80 (m)
Time: 10.81 (s), x: -1.08 (m), y: 7.85 (m)
Time: 10.92 (s), x: -1.08 (m), y: 7.90 (m)
Time: 11.02 (s), x: -1.07 (m), y: 7.94 (m)
Time: 11.12 (s), x: -1.07 (m), y: 7.99 (m)
Time: 11.23 (s), x: -1.07 (m), y: 8.02 (m)
Time: 11.33 (s), x: -1.07 (m), y: 8.06 (m)
Time: 11.44 (s), x: -1.07 (m), y: 8.10 (m)
Time: 11.54 (s), x: -1.06 (m), y: 8.13 (m)
Time: 11.65 (s), x: -1.06 (m), y: 8.16 (m)
Time: 11.75 (s), x: -1.06 (m), y: 8.20 (m)
Time: 11.85 (s), x: -1.06 (m), y: 8.23 (m)
Time: 11.96 (s), x: -1.06 (m), y: 8.26 (m)
Time: 12.06 (s), x: -1.05 (m), y: 8.29 (m)
Time: 12.17 (s), x: -1.05 (m), y: 8.31 (m)
Time: 12.28 (s), x: -1.05 (m), y: 8.34 (m)
Time: 12.39 (s), x: -1.05 (m), y: 8.36 (m)
Time: 12.49 (s), x: -1.05 (m), y: 8.39 (m)
Time: 12.60 (s), x: -1.05 (m), y: 8.41 (m)
Time: 12.71 (s), x: -1.05 (m), y: 8.43 (m)
Time: 12.81 (s), x: -1.05 (m), y: 8.45 (m)
Time: 12.92 (s), x: -1.05 (m), y: 8.46 (m)
