🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_teb_w167.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_167.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.12 (m)
Time: 0.12 (s), x: -2.25 (m), y: 3.21 (m)
Time: 0.23 (s), x: -2.25 (m), y: 3.35 (m)
Time: 0.33 (s), x: -2.25 (m), y: 3.49 (m)
Time: 0.44 (s), x: -2.25 (m), y: 3.60 (m)
Time: 0.55 (s), x: -2.25 (m), y: 3.68 (m)
Time: 0.66 (s), x: -2.24 (m), y: 3.72 (m)
Time: 0.76 (s), x: -2.24 (m), y: 3.73 (m)
Time: 0.87 (s), x: -2.24 (m), y: 3.73 (m)
Time: 0.97 (s), x: -2.24 (m), y: 3.73 (m)
Time: 1.08 (s), x: -2.25 (m), y: 3.73 (m)
Time: 1.19 (s), x: -2.26 (m), y: 3.73 (m)
Time: 1.29 (s), x: -2.25 (m), y: 3.75 (m)
Time: 1.40 (s), x: -2.25 (m), y: 3.78 (m)
Time: 1.50 (s), x: -2.24 (m), y: 3.82 (m)
Time: 1.60 (s), x: -2.24 (m), y: 3.85 (m)
Time: 1.71 (s), x: -2.23 (m), y: 3.89 (m)
Time: 1.81 (s), x: -2.21 (m), y: 3.93 (m)
Time: 1.92 (s), x: -2.21 (m), y: 3.94 (m)
Time: 2.03 (s), x: -2.21 (m), y: 3.92 (m)
Time: 2.14 (s), x: -2.21 (m), y: 3.90 (m)
Time: 2.25 (s), x: -2.21 (m), y: 3.88 (m)
Time: 2.35 (s), x: -2.19 (m), y: 3.86 (m)
Time: 2.46 (s), x: -2.18 (m), y: 3.85 (m)
Time: 2.57 (s), x: -2.17 (m), y: 3.85 (m)
Time: 2.68 (s), x: -2.16 (m), y: 3.85 (m)
Time: 2.79 (s), x: -2.15 (m), y: 3.83 (m)
Time: 2.89 (s), x: -2.15 (m), y: 3.83 (m)
Time: 3.00 (s), x: -2.16 (m), y: 3.85 (m)
Time: 3.10 (s), x: -2.17 (m), y: 3.89 (m)
Time: 3.20 (s), x: -2.20 (m), y: 3.94 (m)
Time: 3.31 (s), x: -2.23 (m), y: 4.02 (m)
