🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_dwa_w109.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_109.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.12 (s), x: -2.26 (m), y: 3.16 (m)
Time: 0.23 (s), x: -2.26 (m), y: 3.23 (m)
Time: 0.33 (s), x: -2.26 (m), y: 3.30 (m)
Time: 0.43 (s), x: -2.27 (m), y: 3.39 (m)
Time: 0.54 (s), x: -2.28 (m), y: 3.48 (m)
Time: 0.65 (s), x: -2.28 (m), y: 3.57 (m)
Time: 0.75 (s), x: -2.29 (m), y: 3.66 (m)
Time: 0.86 (s), x: -2.30 (m), y: 3.74 (m)
Time: 0.97 (s), x: -2.32 (m), y: 3.83 (m)
Time: 1.08 (s), x: -2.33 (m), y: 3.90 (m)
Time: 1.18 (s), x: -2.34 (m), y: 3.96 (m)
Time: 1.29 (s), x: -2.35 (m), y: 4.01 (m)
Time: 1.39 (s), x: -2.36 (m), y: 4.07 (m)
Time: 1.49 (s), x: -2.37 (m), y: 4.11 (m)
Time: 1.59 (s), x: -2.38 (m), y: 4.14 (m)
Time: 1.70 (s), x: -2.39 (m), y: 4.17 (m)
Time: 1.80 (s), x: -2.40 (m), y: 4.20 (m)
Time: 1.91 (s), x: -2.40 (m), y: 4.22 (m)
Time: 2.01 (s), x: -2.41 (m), y: 4.25 (m)
Time: 2.11 (s), x: -2.41 (m), y: 4.28 (m)
Time: 2.21 (s), x: -2.42 (m), y: 4.31 (m)
Time: 2.31 (s), x: -2.43 (m), y: 4.32 (m)
Time: 2.42 (s), x: -2.43 (m), y: 4.35 (m)
Time: 2.52 (s), x: -2.44 (m), y: 4.36 (m)
Time: 2.62 (s), x: -2.44 (m), y: 4.37 (m)
Time: 2.73 (s), x: -2.44 (m), y: 4.39 (m)
Time: 2.83 (s), x: -2.45 (m), y: 4.40 (m)
Time: 2.93 (s), x: -2.45 (m), y: 4.41 (m)
Time: 3.04 (s), x: -2.46 (m), y: 4.42 (m)
Time: 3.14 (s), x: -2.47 (m), y: 4.43 (m)
Time: 3.25 (s), x: -2.47 (m), y: 4.44 (m)
Time: 3.35 (s), x: -2.48 (m), y: 4.45 (m)
Time: 3.45 (s), x: -2.49 (m), y: 4.44 (m)
Time: 3.56 (s), x: -2.49 (m), y: 4.44 (m)
Time: 3.66 (s), x: -2.49 (m), y: 4.44 (m)
Time: 3.77 (s), x: -2.49 (m), y: 4.45 (m)
Time: 3.87 (s), x: -2.49 (m), y: 4.46 (m)
Time: 3.97 (s), x: -2.49 (m), y: 4.47 (m)
Time: 4.08 (s), x: -2.49 (m), y: 4.48 (m)
Time: 4.18 (s), x: -2.49 (m), y: 4.49 (m)
Time: 4.28 (s), x: -2.49 (m), y: 4.49 (m)
Time: 4.38 (s), x: -2.49 (m), y: 4.50 (m)
Time: 4.49 (s), x: -2.49 (m), y: 4.51 (m)
Time: 4.59 (s), x: -2.49 (m), y: 4.51 (m)
Time: 4.69 (s), x: -2.49 (m), y: 4.52 (m)
Time: 4.79 (s), x: -2.49 (m), y: 4.53 (m)
Time: 4.89 (s), x: -2.49 (m), y: 4.54 (m)
Time: 5.00 (s), x: -2.49 (m), y: 4.55 (m)
Time: 5.10 (s), x: -2.49 (m), y: 4.55 (m)
Time: 5.21 (s), x: -2.50 (m), y: 4.57 (m)
Time: 5.31 (s), x: -2.50 (m), y: 4.57 (m)
Time: 5.41 (s), x: -2.50 (m), y: 4.58 (m)
Time: 5.52 (s), x: -2.50 (m), y: 4.59 (m)
Time: 5.62 (s), x: -2.50 (m), y: 4.59 (m)
Time: 5.72 (s), x: -2.51 (m), y: 4.59 (m)
Time: 5.82 (s), x: -2.52 (m), y: 4.59 (m)
Time: 5.93 (s), x: -2.53 (m), y: 4.59 (m)
Time: 6.03 (s), x: -2.54 (m), y: 4.60 (m)
Time: 6.13 (s), x: -2.55 (m), y: 4.60 (m)
Time: 6.24 (s), x: -2.56 (m), y: 4.60 (m)
Time: 6.34 (s), x: -2.57 (m), y: 4.61 (m)
Time: 6.44 (s), x: -2.59 (m), y: 4.61 (m)
Time: 6.55 (s), x: -2.61 (m), y: 4.61 (m)
Time: 6.65 (s), x: -2.62 (m), y: 4.62 (m)
Time: 6.75 (s), x: -2.63 (m), y: 4.63 (m)
Time: 6.86 (s), x: -2.63 (m), y: 4.64 (m)
Time: 6.96 (s), x: -2.63 (m), y: 4.66 (m)
Time: 7.06 (s), x: -2.63 (m), y: 4.68 (m)
Time: 7.16 (s), x: -2.63 (m), y: 4.70 (m)
Time: 7.26 (s), x: -2.63 (m), y: 4.72 (m)
Time: 7.37 (s), x: -2.62 (m), y: 4.73 (m)
Time: 7.48 (s), x: -2.62 (m), y: 4.74 (m)
Time: 7.58 (s), x: -2.62 (m), y: 4.75 (m)
Time: 7.68 (s), x: -2.61 (m), y: 4.75 (m)
Time: 7.78 (s), x: -2.62 (m), y: 4.76 (m)
Time: 7.89 (s), x: -2.62 (m), y: 4.76 (m)
Time: 7.99 (s), x: -2.63 (m), y: 4.76 (m)
Time: 8.09 (s), x: -2.64 (m), y: 4.76 (m)
Time: 8.20 (s), x: -2.65 (m), y: 4.77 (m)
Time: 8.30 (s), x: -2.66 (m), y: 4.77 (m)
Time: 8.40 (s), x: -2.66 (m), y: 4.77 (m)
Time: 8.50 (s), x: -2.66 (m), y: 4.78 (m)
Time: 8.61 (s), x: -2.66 (m), y: 4.78 (m)
Time: 8.71 (s), x: -2.64 (m), y: 4.78 (m)
Time: 8.82 (s), x: -2.64 (m), y: 4.77 (m)
Time: 8.92 (s), x: -2.62 (m), y: 4.77 (m)
Time: 9.02 (s), x: -2.61 (m), y: 4.76 (m)
Time: 9.13 (s), x: -2.61 (m), y: 4.76 (m)
Time: 9.24 (s), x: -2.60 (m), y: 4.76 (m)
Time: 9.34 (s), x: -2.59 (m), y: 4.75 (m)
Time: 9.45 (s), x: -2.58 (m), y: 4.75 (m)
Time: 9.55 (s), x: -2.57 (m), y: 4.74 (m)
Time: 9.66 (s), x: -2.56 (m), y: 4.74 (m)
Time: 9.76 (s), x: -2.55 (m), y: 4.73 (m)
Time: 9.86 (s), x: -2.54 (m), y: 4.73 (m)
Time: 9.96 (s), x: -2.53 (m), y: 4.72 (m)
Time: 10.07 (s), x: -2.52 (m), y: 4.72 (m)
Time: 10.17 (s), x: -2.51 (m), y: 4.72 (m)
Time: 10.28 (s), x: -2.50 (m), y: 4.71 (m)
Time: 10.38 (s), x: -2.49 (m), y: 4.71 (m)
Time: 10.48 (s), x: -2.48 (m), y: 4.70 (m)
Time: 10.59 (s), x: -2.47 (m), y: 4.70 (m)
Time: 10.69 (s), x: -2.46 (m), y: 4.69 (m)
Time: 10.80 (s), x: -2.46 (m), y: 4.68 (m)
Time: 10.90 (s), x: -2.45 (m), y: 4.68 (m)
Time: 11.00 (s), x: -2.44 (m), y: 4.67 (m)
Time: 11.11 (s), x: -2.43 (m), y: 4.67 (m)
Time: 11.21 (s), x: -2.42 (m), y: 4.66 (m)
Time: 11.31 (s), x: -2.41 (m), y: 4.66 (m)
Time: 11.42 (s), x: -2.40 (m), y: 4.65 (m)
Time: 11.52 (s), x: -2.39 (m), y: 4.65 (m)
Time: 11.62 (s), x: -2.38 (m), y: 4.64 (m)
Time: 11.73 (s), x: -2.38 (m), y: 4.64 (m)
Time: 11.84 (s), x: -2.37 (m), y: 4.63 (m)
Time: 11.94 (s), x: -2.36 (m), y: 4.63 (m)
Time: 12.04 (s), x: -2.35 (m), y: 4.62 (m)
Time: 12.15 (s), x: -2.34 (m), y: 4.61 (m)
Time: 12.26 (s), x: -2.33 (m), y: 4.61 (m)
Time: 12.36 (s), x: -2.32 (m), y: 4.60 (m)
Time: 12.46 (s), x: -2.31 (m), y: 4.60 (m)
Time: 12.56 (s), x: -2.31 (m), y: 4.60 (m)
Time: 12.67 (s), x: -2.30 (m), y: 4.59 (m)
Time: 12.78 (s), x: -2.29 (m), y: 4.59 (m)
