🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_teb_w249.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_249.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.12 (m)
Time: 0.12 (s), x: -2.25 (m), y: 3.22 (m)
Time: 0.23 (s), x: -2.25 (m), y: 3.37 (m)
Time: 0.33 (s), x: -2.25 (m), y: 3.52 (m)
Time: 0.43 (s), x: -2.25 (m), y: 3.67 (m)
Time: 0.54 (s), x: -2.27 (m), y: 3.83 (m)
Time: 0.64 (s), x: -2.29 (m), y: 3.98 (m)
Time: 0.75 (s), x: -2.32 (m), y: 4.13 (m)
Time: 0.85 (s), x: -2.36 (m), y: 4.26 (m)
Time: 0.95 (s), x: -2.39 (m), y: 4.37 (m)
Time: 1.06 (s), x: -2.42 (m), y: 4.46 (m)
Time: 1.16 (s), x: -2.44 (m), y: 4.57 (m)
Time: 1.26 (s), x: -2.45 (m), y: 4.69 (m)
Time: 1.36 (s), x: -2.45 (m), y: 4.82 (m)
Time: 1.47 (s), x: -2.42 (m), y: 4.96 (m)
Time: 1.57 (s), x: -2.39 (m), y: 5.07 (m)
Time: 1.68 (s), x: -2.35 (m), y: 5.16 (m)
Time: 1.79 (s), x: -2.28 (m), y: 5.25 (m)
Time: 1.89 (s), x: -2.23 (m), y: 5.32 (m)
Time: 1.99 (s), x: -2.19 (m), y: 5.36 (m)
Time: 2.10 (s), x: -2.17 (m), y: 5.38 (m)
Time: 2.20 (s), x: -2.19 (m), y: 5.38 (m)
Time: 2.30 (s), x: -2.20 (m), y: 5.38 (m)
Time: 2.40 (s), x: -2.20 (m), y: 5.38 (m)
Time: 2.51 (s), x: -2.18 (m), y: 5.38 (m)
Time: 2.61 (s), x: -2.16 (m), y: 5.39 (m)
Time: 2.72 (s), x: -2.13 (m), y: 5.40 (m)
Time: 2.82 (s), x: -2.08 (m), y: 5.41 (m)
Time: 2.93 (s), x: -2.04 (m), y: 5.42 (m)
Time: 3.04 (s), x: -1.98 (m), y: 5.45 (m)
Time: 3.15 (s), x: -1.90 (m), y: 5.48 (m)
Time: 3.25 (s), x: -1.84 (m), y: 5.51 (m)
Time: 3.36 (s), x: -1.79 (m), y: 5.53 (m)
Time: 3.46 (s), x: -1.75 (m), y: 5.55 (m)
Time: 3.56 (s), x: -1.73 (m), y: 5.55 (m)
Time: 3.67 (s), x: -1.74 (m), y: 5.55 (m)
Time: 3.77 (s), x: -1.75 (m), y: 5.53 (m)
Time: 3.88 (s), x: -1.77 (m), y: 5.52 (m)
Time: 3.98 (s), x: -1.78 (m), y: 5.50 (m)
Time: 4.09 (s), x: -1.79 (m), y: 5.48 (m)
Time: 4.19 (s), x: -1.79 (m), y: 5.48 (m)
Time: 4.30 (s), x: -1.77 (m), y: 5.49 (m)
Time: 4.40 (s), x: -1.75 (m), y: 5.51 (m)
Time: 4.50 (s), x: -1.72 (m), y: 5.54 (m)
Time: 4.61 (s), x: -1.67 (m), y: 5.59 (m)
Time: 4.72 (s), x: -1.63 (m), y: 5.64 (m)
Time: 4.82 (s), x: -1.57 (m), y: 5.72 (m)
Time: 4.93 (s), x: -1.52 (m), y: 5.79 (m)
