🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_eband_w122.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_122.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.11 (s), x: -2.25 (m), y: 3.15 (m)
Time: 0.21 (s), x: -2.24 (m), y: 3.20 (m)
Time: 0.31 (s), x: -2.23 (m), y: 3.24 (m)
Time: 0.41 (s), x: -2.22 (m), y: 3.29 (m)
Time: 0.52 (s), x: -2.21 (m), y: 3.33 (m)
Time: 0.62 (s), x: -2.20 (m), y: 3.38 (m)
Time: 0.73 (s), x: -2.18 (m), y: 3.43 (m)
Time: 0.83 (s), x: -2.17 (m), y: 3.47 (m)
Time: 0.93 (s), x: -2.16 (m), y: 3.52 (m)
Time: 1.04 (s), x: -2.15 (m), y: 3.57 (m)
Time: 1.14 (s), x: -2.14 (m), y: 3.62 (m)
Time: 1.24 (s), x: -2.13 (m), y: 3.66 (m)
Time: 1.34 (s), x: -2.12 (m), y: 3.71 (m)
Time: 1.45 (s), x: -2.10 (m), y: 3.75 (m)
Time: 1.56 (s), x: -2.08 (m), y: 3.80 (m)
Time: 1.66 (s), x: -2.07 (m), y: 3.85 (m)
Time: 1.77 (s), x: -2.05 (m), y: 3.89 (m)
Time: 1.87 (s), x: -2.04 (m), y: 3.94 (m)
Time: 1.97 (s), x: -2.02 (m), y: 3.98 (m)
Time: 2.08 (s), x: -2.01 (m), y: 4.03 (m)
Time: 2.18 (s), x: -1.99 (m), y: 4.08 (m)
Time: 2.29 (s), x: -1.98 (m), y: 4.12 (m)
Time: 2.39 (s), x: -1.97 (m), y: 4.17 (m)
Time: 2.49 (s), x: -1.96 (m), y: 4.21 (m)
Time: 2.60 (s), x: -1.95 (m), y: 4.26 (m)
Time: 2.70 (s), x: -1.93 (m), y: 4.30 (m)
Time: 2.81 (s), x: -1.91 (m), y: 4.35 (m)
Time: 2.91 (s), x: -1.90 (m), y: 4.40 (m)
Time: 3.02 (s), x: -1.88 (m), y: 4.45 (m)
Time: 3.13 (s), x: -1.86 (m), y: 4.49 (m)
Time: 3.23 (s), x: -1.85 (m), y: 4.53 (m)
Time: 3.33 (s), x: -1.84 (m), y: 4.57 (m)
Time: 3.43 (s), x: -1.83 (m), y: 4.62 (m)
Time: 3.54 (s), x: -1.81 (m), y: 4.67 (m)
Time: 3.64 (s), x: -1.79 (m), y: 4.72 (m)
Time: 3.75 (s), x: -1.78 (m), y: 4.76 (m)
Time: 3.85 (s), x: -1.77 (m), y: 4.81 (m)
Time: 3.95 (s), x: -1.76 (m), y: 4.85 (m)
Time: 4.05 (s), x: -1.74 (m), y: 4.90 (m)
Time: 4.15 (s), x: -1.72 (m), y: 4.94 (m)
Time: 4.25 (s), x: -1.70 (m), y: 4.98 (m)
Time: 4.36 (s), x: -1.68 (m), y: 5.03 (m)
Time: 4.47 (s), x: -1.67 (m), y: 5.07 (m)
Time: 4.57 (s), x: -1.65 (m), y: 5.11 (m)
