1748980672.8,0.0,0.0,1238.9,0,0,0,
0.45,0.0,0.0,1008.87,0,0,0,
0.45,0.0,0.0,36.92,0,0,0,
0.45,0.0,0.0,36.84,0,0,0,
0.45,0.0,0.0,688.85,0,0,0,
0.45,0.0,0.0,883.92,0,0,0,
0.45,0.0,0.0,465.69,0,0,0,
0.45,0.0,0.0,90.8,0,0,0,
0.45,0.0,0.0,36.86,0,0,0,
0.45,0.0,0.0,37.06,0,0,0,
0.47,0.0,0.0,688.85,0,0,0,
0.47,0.0,0.0,1008.87,0,0,0,
0.47,0.0,0.0,883.92,0,0,0,
0.47,0.0,0.0,90.8,0,0,0,
1748980672.82,0.0,0.0,1238.9,0,0,0,
0.47,0.0,0.0,465.69,0,0,0,
0.47,0.0,0.0,36.92,0,0,0,
0.47,0.0,0.0,36.34,0,0,0,
0.47,0.0,0.0,36.86,0,0,0,
0.47,0.0,0.0,37.06,0,0,0,
0.47,0.0,0.0,36.84,0,0,0,
0.49,0.0,0.0,1008.87,0,0,0,
0.49,0.0,0.0,883.92,0,0,0,
0.49,0.0,0.0,688.85,0,0,0,
1748980672.84,0.0,0.0,1238.9,0,0,0,
0.49,0.0,0.0,36.34,0,0,0,
0.49,0.0,0.0,90.8,0,0,0,
0.49,0.0,0.0,465.69,0,0,0,
0.49,0.0,0.0,36.84,0,0,0,
0.49,0.0,0.0,36.92,0,0,0,
0.49,0.0,0.0,36.86,0,0,0,
0.49,0.0,0.0,37.06,0,0,0,
0.51,-0.0,0.0,688.85,0,0,0,
0.51,-0.0,0.0,1008.87,0,0,0,
1748980672.86,-0.0,0.0,1238.9,0,0,0,
0.51,-0.0,0.0,90.8,0,0,0,
0.51,-0.0,0.0,36.84,0,0,0,
0.51,-0.0,0.0,883.92,0,0,0,
0.51,-0.0,0.0,36.34,0,0,0,
0.51,-0.0,0.0,465.69,0,0,0,
0.51,-0.0,0.0,36.92,0,0,0,
0.51,-0.0,0.0,37.06,0,0,0,
0.51,-0.0,0.0,36.87,0,0,0,
0.53,-0.0,-0.0,688.85,0,0,0,
0.53,-0.0,-0.0,1008.87,0,0,0,
1748980672.88,-0.0,-0.0,1238.9,0,0,0,
0.53,-0.0,-0.0,90.8,0,0,0,
0.53,-0.0,-0.0,883.92,0,0,0,
0.53,-0.0,-0.0,465.69,0,0,0,
0.53,-0.0,-0.0,36.34,0,0,0,
0.53,-0.0,-0.0,36.92,0,0,0,
0.53,-0.0,-0.0,36.84,0,0,0,
0.53,-0.0,-0.0,36.87,0,0,0,
0.53,-0.0,-0.0,37.06,0,0,0,
0.55,-0.0,-0.0,688.85,0,0,0,
0.55,-0.0,-0.0,465.69,0,0,0,
0.55,-0.0,-0.0,1008.87,0,0,0,
0.55,-0.0,-0.0,883.92,0,0,0,
1748980672.9,-0.0,-0.0,1238.9,0,0,0,
0.55,-0.0,-0.0,90.8,0,0,0,
0.55,-0.0,-0.0,36.34,0,0,0,
0.55,-0.0,-0.0,36.84,0,0,0,
0.55,-0.0,-0.0,37.06,0,0,0,
0.55,-0.0,-0.0,36.87,0,0,0,
0.55,-0.0,-0.0,36.92,0,0,0,
1748980672.92,-0.0,-0.0,1238.9,0,0,0,
0.57,-0.0,-0.0,688.85,0,0,0,
0.57,-0.0,-0.0,36.34,0,0,0,
0.57,-0.0,-0.0,90.8,0,0,0,
0.57,-0.0,-0.0,883.92,0,0,0,
0.57,-0.0,-0.0,36.92,0,0,0,
0.57,-0.0,-0.0,465.69,0,0,0,
0.57,-0.0,-0.0,36.87,0,0,0,
0.57,-0.0,-0.0,1008.87,0,0,0,
0.57,-0.0,-0.0,37.06,0,0,0,
0.57,-0.0,-0.0,36.84,0,0,0,
0.59,-0.0,-0.0,688.85,0,0,0,
0.59,-0.0,-0.0,465.69,0,0,0,
0.59,-0.0,-0.0,36.34,0,0,0,
0.59,-0.0,-0.0,90.8,0,0,0,
0.59,-0.0,-0.0,1008.87,0,0,0,
0.59,-0.0,-0.0,36.84,0,0,0,
0.59,-0.0,-0.0,37.06,0,0,0,
1748980672.94,-0.0,-0.0,1238.9,0,0,0,
0.59,-0.0,-0.0,883.92,0,0,0,
0.59,-0.0,-0.0,36.87,0,0,0,
1748980672.96,-0.0,-0.0,1238.9,0,0,0,
0.61,-0.0,-0.0,1008.87,0,0,0,
0.61,-0.0,-0.0,883.92,0,0,0,
0.61,-0.0,-0.0,688.85,0,0,0,
0.61,-0.0,-0.0,465.69,0,0,0,
0.61,-0.0,-0.0,90.8,0,0,0,
0.61,-0.0,-0.0,36.34,0,0,0,
0.61,-0.0,-0.0,36.84,0,0,0,
0.61,-0.0,-0.0,36.92,0,0,0,
0.61,-0.0,-0.0,36.87,0,0,0,
0.61,-0.0,-0.0,37.06,0,0,0,
0.63,-0.0,-0.0,883.92,0,0,0,
0.63,-0.0,-0.0,1008.87,0,0,0,
0.63,-0.0,-0.0,688.85,0,0,0,
1748980672.98,-0.0,-0.0,1238.9,0,0,0,
0.63,-0.0,-0.0,465.69,0,0,0,
0.63,-0.0,-0.0,90.8,0,0,0,
0.63,-0.0,-0.0,36.34,0,0,0,
0.63,-0.0,-0.0,36.92,0,0,0,
0.63,-0.0,-0.0,36.84,0,0,0,
0.63,-0.0,-0.0,37.06,0,0,0,
0.63,-0.0,-0.0,36.87,0,0,0,
0.67,-0.0,0.0,36.34,0,0,0,
0.67,0.0,0.0,36.34,0,0,0,
0.67,-0.0,0.0,90.8,0,0,0,
0.67,0.0,0.0,90.8,0,0,0,
0.67,-0.0,0.0,465.69,0,0,0,
0.67,0.0,0.0,465.69,0,0,0,
0.67,-0.0,0.0,1008.88,0,0,0,
0.67,0.0,0.0,1008.88,0,0,0,
0.67,-0.0,0.0,36.92,0,0,0,
