0.45,0.0,0.0,36.32,0,0,0,
0.45,0.0,0.0,36.32,0,0,0,
0.45,0.0,0.0,36.32,0,0,0,
0.45,0.0,0.0,36.3,0,0,0,
0.47,0.0,0.0,36.32,0,0,0,
0.47,0.0,0.0,36.32,0,0,0,
0.47,0.0,0.0,36.32,0,0,0,
0.47,0.0,0.0,36.3,0,0,0,
0.49,0.0,0.0,36.32,0,0,0,
0.49,0.0,0.0,36.32,0,0,0,
0.49,0.0,0.0,36.3,0,0,0,
0.49,0.0,0.0,36.32,0,0,0,
0.51,-0.0,0.0,36.32,0,0,0,
0.51,-0.0,0.0,36.32,0,0,0,
0.51,-0.0,0.0,36.32,0,0,0,
0.51,-0.0,0.0,36.3,0,0,0,
0.53,-0.0,-0.0,36.32,0,0,0,
0.53,-0.0,-0.0,36.32,0,0,0,
0.53,-0.0,-0.0,36.3,0,0,0,
0.53,-0.0,-0.0,36.32,0,0,0,
0.54,-0.0,-0.0,36.32,0,0,0,
0.55,-0.0,-0.0,36.3,0,0,0,
0.55,-0.0,-0.0,36.32,0,0,0,
0.55,-0.0,-0.0,36.32,0,0,0,
0.57,-0.0,-0.0,36.32,0,0,0,
0.57,-0.0,-0.0,36.3,0,0,0,
0.57,-0.0,-0.0,36.32,0,0,0,
0.57,-0.0,-0.0,36.32,0,0,0,
0.59,-0.0,-0.0,36.3,0,0,0,
0.59,-0.0,-0.0,36.32,0,0,0,
0.59,-0.0,-0.0,36.32,0,0,0,
0.61,-0.0,-0.0,36.3,0,0,0,
0.61,-0.0,-0.0,36.32,0,0,0,
0.61,-0.0,-0.0,36.32,0,0,0,
0.61,-0.0,-0.0,36.32,0,0,0,
0.63,-0.0,-0.0,36.3,0,0,0,
0.63,-0.0,-0.0,36.32,0,0,0,
0.63,-0.0,-0.0,36.32,0,0,0,
0.63,-0.0,-0.0,36.32,0,0,0,
0.67,-0.0,0.0,36.32,0,0,0,
0.67,-0.0,0.0,36.32,0,0,0,
0.67,-0.0,0.0,36.3,0,0,0,
0.67,0.0,0.0,36.32,0,0,0,
0.67,0.0,0.0,36.32,0,0,0,
0.67,0.0,0.0,36.3,0,0,0,
0.67,-0.0,0.0,36.32,0,0,0,
0.67,0.0,0.0,36.32,0,0,0,
0.71,0.0,0.0,36.32,0,0,0,
0.71,0.0,0.0,36.32,0,0,0,
0.71,0.0,0.0,36.3,0,0,0,
0.71,0.0,0.0,36.32,0,0,0,
0.71,0.0,0.0,36.3,0,0,0,
0.71,0.0,0.0,36.32,0,0,0,
0.71,0.0,0.0,36.32,0,0,0,
0.71,0.0,0.0,36.32,0,0,0,
0.75,0.0,0.0,36.3,0,0,0,
0.76,0.0,0.0,36.3,0,0,0,
0.75,0.0,0.0,36.32,0,0,0,
0.76,0.0,0.0,36.32,0,0,0,
0.76,0.0,0.0,36.32,0,0,0,
0.76,0.0,0.0,36.32,0,0,0,
0.76,0.0,0.0,36.32,0,0,0,
0.76,0.0,0.0,36.32,0,0,0,
0.8,0.0,0.0,36.3,0,0,0,
0.8,0.0,0.0,36.32,0,0,0,
0.8,0.0,0.0,36.32,0,0,0,
0.8,0.0,0.0,36.3,0,0,0,
0.8,0.0,0.0,36.32,0,0,0,
0.8,0.0,0.0,36.32,0,0,0,
0.8,0.0,0.0,36.32,0,0,0,
0.8,0.0,0.0,36.32,0,0,0,
