🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_fastdwa_w74.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_74.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.00 (m), y: 3.12 (m)
Time: 0.12 (s), x: -2.00 (m), y: 3.22 (m)
Time: 0.22 (s), x: -2.00 (m), y: 3.32 (m)
Time: 0.33 (s), x: -2.00 (m), y: 3.42 (m)
Time: 0.43 (s), x: -1.99 (m), y: 3.52 (m)
Time: 0.54 (s), x: -1.98 (m), y: 3.61 (m)
Time: 0.64 (s), x: -1.96 (m), y: 3.70 (m)
Time: 0.75 (s), x: -1.94 (m), y: 3.78 (m)
Time: 0.86 (s), x: -1.92 (m), y: 3.86 (m)
Time: 0.96 (s), x: -1.90 (m), y: 3.94 (m)
Time: 1.07 (s), x: -1.88 (m), y: 4.00 (m)
Time: 1.17 (s), x: -1.85 (m), y: 4.07 (m)
Time: 1.28 (s), x: -1.83 (m), y: 4.14 (m)
Time: 1.38 (s), x: -1.80 (m), y: 4.20 (m)
Time: 1.49 (s), x: -1.77 (m), y: 4.26 (m)
Time: 1.60 (s), x: -1.75 (m), y: 4.31 (m)
Time: 1.70 (s), x: -1.73 (m), y: 4.35 (m)
Time: 1.81 (s), x: -1.70 (m), y: 4.39 (m)
Time: 1.92 (s), x: -1.68 (m), y: 4.43 (m)
Time: 2.03 (s), x: -1.66 (m), y: 4.47 (m)
Time: 2.13 (s), x: -1.63 (m), y: 4.51 (m)
Time: 2.24 (s), x: -1.60 (m), y: 4.54 (m)
Time: 2.34 (s), x: -1.58 (m), y: 4.57 (m)
Time: 2.45 (s), x: -1.56 (m), y: 4.60 (m)
Time: 2.55 (s), x: -1.54 (m), y: 4.63 (m)
Time: 2.66 (s), x: -1.52 (m), y: 4.65 (m)
Time: 2.76 (s), x: -1.50 (m), y: 4.68 (m)
Time: 2.87 (s), x: -1.48 (m), y: 4.70 (m)
Time: 2.97 (s), x: -1.46 (m), y: 4.72 (m)
Time: 3.08 (s), x: -1.45 (m), y: 4.74 (m)
Time: 3.18 (s), x: -1.43 (m), y: 4.75 (m)
Time: 3.28 (s), x: -1.41 (m), y: 4.77 (m)
Time: 3.39 (s), x: -1.39 (m), y: 4.79 (m)
Time: 3.49 (s), x: -1.37 (m), y: 4.81 (m)
Time: 3.59 (s), x: -1.35 (m), y: 4.82 (m)
Time: 3.69 (s), x: -1.34 (m), y: 4.83 (m)
Time: 3.79 (s), x: -1.33 (m), y: 4.84 (m)
Time: 3.90 (s), x: -1.33 (m), y: 4.85 (m)
Time: 4.00 (s), x: -1.32 (m), y: 4.85 (m)
