🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_fastdwa_w55.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_55.world <<<<<<<<<<<<<<<<<<
Time: 0.02 (s), x: -2.00 (m), y: 3.12 (m)
Time: 0.12 (s), x: -2.00 (m), y: 3.22 (m)
Time: 0.22 (s), x: -2.00 (m), y: 3.32 (m)
Time: 0.32 (s), x: -2.00 (m), y: 3.41 (m)
Time: 0.42 (s), x: -2.00 (m), y: 3.50 (m)
Time: 0.53 (s), x: -2.00 (m), y: 3.59 (m)
Time: 0.63 (s), x: -2.00 (m), y: 3.67 (m)
Time: 0.74 (s), x: -1.99 (m), y: 3.75 (m)
Time: 0.84 (s), x: -1.98 (m), y: 3.83 (m)
Time: 0.95 (s), x: -1.98 (m), y: 3.90 (m)
Time: 1.05 (s), x: -1.97 (m), y: 3.96 (m)
Time: 1.15 (s), x: -1.96 (m), y: 4.02 (m)
Time: 1.25 (s), x: -1.95 (m), y: 4.08 (m)
Time: 1.36 (s), x: -1.94 (m), y: 4.13 (m)
Time: 1.46 (s), x: -1.93 (m), y: 4.18 (m)
Time: 1.56 (s), x: -1.92 (m), y: 4.23 (m)
Time: 1.66 (s), x: -1.91 (m), y: 4.28 (m)
Time: 1.77 (s), x: -1.90 (m), y: 4.32 (m)
Time: 1.87 (s), x: -1.89 (m), y: 4.36 (m)
Time: 1.97 (s), x: -1.87 (m), y: 4.40 (m)
Time: 2.07 (s), x: -1.86 (m), y: 4.44 (m)
Time: 2.17 (s), x: -1.85 (m), y: 4.48 (m)
Time: 2.28 (s), x: -1.84 (m), y: 4.52 (m)
Time: 2.38 (s), x: -1.83 (m), y: 4.55 (m)
Time: 2.48 (s), x: -1.82 (m), y: 4.57 (m)
Time: 2.59 (s), x: -1.81 (m), y: 4.60 (m)
Time: 2.69 (s), x: -1.80 (m), y: 4.63 (m)
Time: 2.79 (s), x: -1.80 (m), y: 4.65 (m)
Time: 2.90 (s), x: -1.79 (m), y: 4.68 (m)
Time: 3.00 (s), x: -1.78 (m), y: 4.70 (m)
Time: 3.10 (s), x: -1.77 (m), y: 4.72 (m)
Time: 3.21 (s), x: -1.76 (m), y: 4.74 (m)
Time: 3.31 (s), x: -1.75 (m), y: 4.77 (m)
Time: 3.41 (s), x: -1.75 (m), y: 4.79 (m)
Time: 3.52 (s), x: -1.74 (m), y: 4.81 (m)
Time: 3.62 (s), x: -1.74 (m), y: 4.83 (m)
Time: 3.73 (s), x: -1.73 (m), y: 4.84 (m)
Time: 3.83 (s), x: -1.73 (m), y: 4.85 (m)
Time: 3.94 (s), x: -1.72 (m), y: 4.86 (m)
Time: 4.04 (s), x: -1.72 (m), y: 4.87 (m)
Time: 4.15 (s), x: -1.72 (m), y: 4.89 (m)
Time: 4.25 (s), x: -1.71 (m), y: 4.91 (m)
Time: 4.36 (s), x: -1.71 (m), y: 4.92 (m)
Time: 4.46 (s), x: -1.71 (m), y: 4.94 (m)
Time: 4.56 (s), x: -1.70 (m), y: 4.95 (m)
Time: 4.67 (s), x: -1.70 (m), y: 4.97 (m)
Time: 4.77 (s), x: -1.69 (m), y: 4.98 (m)
Time: 4.88 (s), x: -1.69 (m), y: 4.99 (m)
Time: 4.98 (s), x: -1.68 (m), y: 5.00 (m)
Time: 5.09 (s), x: -1.68 (m), y: 5.01 (m)
Time: 5.19 (s), x: -1.67 (m), y: 5.02 (m)
Time: 5.29 (s), x: -1.67 (m), y: 5.03 (m)
Time: 5.40 (s), x: -1.66 (m), y: 5.04 (m)
Time: 5.50 (s), x: -1.66 (m), y: 5.04 (m)
Time: 5.60 (s), x: -1.65 (m), y: 5.05 (m)
Time: 5.70 (s), x: -1.65 (m), y: 5.06 (m)
Time: 5.80 (s), x: -1.64 (m), y: 5.06 (m)
Time: 5.90 (s), x: -1.64 (m), y: 5.06 (m)
