🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_eband_w92.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_92.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.11 (s), x: -2.26 (m), y: 3.17 (m)
Time: 0.21 (s), x: -2.26 (m), y: 3.23 (m)
Time: 0.32 (s), x: -2.26 (m), y: 3.28 (m)
Time: 0.42 (s), x: -2.26 (m), y: 3.33 (m)
Time: 0.53 (s), x: -2.26 (m), y: 3.37 (m)
Time: 0.63 (s), x: -2.27 (m), y: 3.41 (m)
Time: 0.73 (s), x: -2.27 (m), y: 3.41 (m)
Time: 0.84 (s), x: -2.27 (m), y: 3.41 (m)
Time: 0.94 (s), x: -2.27 (m), y: 3.41 (m)
Time: 1.04 (s), x: -2.27 (m), y: 3.41 (m)
Time: 1.15 (s), x: -2.27 (m), y: 3.41 (m)
Time: 1.25 (s), x: -2.27 (m), y: 3.41 (m)
Time: 1.36 (s), x: -2.27 (m), y: 3.41 (m)
Time: 1.46 (s), x: -2.27 (m), y: 3.41 (m)
Time: 1.56 (s), x: -2.27 (m), y: 3.41 (m)
Time: 1.66 (s), x: -2.27 (m), y: 3.41 (m)
Time: 1.77 (s), x: -2.27 (m), y: 3.41 (m)
Time: 1.87 (s), x: -2.27 (m), y: 3.41 (m)
Time: 1.98 (s), x: -2.27 (m), y: 3.41 (m)
Time: 2.08 (s), x: -2.27 (m), y: 3.41 (m)
Time: 2.19 (s), x: -2.27 (m), y: 3.41 (m)
Time: 2.29 (s), x: -2.27 (m), y: 3.41 (m)
Time: 2.40 (s), x: -2.27 (m), y: 3.41 (m)
Time: 2.50 (s), x: -2.27 (m), y: 3.41 (m)
Time: 2.61 (s), x: -2.27 (m), y: 3.41 (m)
Time: 2.72 (s), x: -2.27 (m), y: 3.41 (m)
Time: 2.82 (s), x: -2.27 (m), y: 3.41 (m)
Time: 2.93 (s), x: -2.27 (m), y: 3.41 (m)
Time: 3.04 (s), x: -2.27 (m), y: 3.41 (m)
Time: 3.15 (s), x: -2.27 (m), y: 3.41 (m)
Time: 3.25 (s), x: -2.27 (m), y: 3.41 (m)
Time: 3.36 (s), x: -2.27 (m), y: 3.41 (m)
Time: 3.46 (s), x: -2.27 (m), y: 3.41 (m)
Time: 3.56 (s), x: -2.27 (m), y: 3.41 (m)
Time: 3.67 (s), x: -2.27 (m), y: 3.41 (m)
Time: 3.78 (s), x: -2.27 (m), y: 3.41 (m)
Time: 3.88 (s), x: -2.27 (m), y: 3.41 (m)
Time: 3.99 (s), x: -2.27 (m), y: 3.41 (m)
Time: 4.10 (s), x: -2.27 (m), y: 3.41 (m)
Time: 4.20 (s), x: -2.27 (m), y: 3.41 (m)
Time: 4.31 (s), x: -2.27 (m), y: 3.41 (m)
Time: 4.42 (s), x: -2.27 (m), y: 3.41 (m)
Time: 4.52 (s), x: -2.27 (m), y: 3.41 (m)
Time: 4.62 (s), x: -2.27 (m), y: 3.41 (m)
Time: 4.72 (s), x: -2.27 (m), y: 3.41 (m)
Time: 4.83 (s), x: -2.27 (m), y: 3.41 (m)
Time: 4.93 (s), x: -2.27 (m), y: 3.41 (m)
Time: 5.03 (s), x: -2.27 (m), y: 3.41 (m)
Time: 5.13 (s), x: -2.27 (m), y: 3.41 (m)
Time: 5.24 (s), x: -2.27 (m), y: 3.41 (m)
Time: 5.34 (s), x: -2.27 (m), y: 3.41 (m)
Time: 5.44 (s), x: -2.27 (m), y: 3.41 (m)
Time: 5.55 (s), x: -2.27 (m), y: 3.41 (m)
Time: 5.65 (s), x: -2.27 (m), y: 3.41 (m)
Time: 5.75 (s), x: -2.27 (m), y: 3.41 (m)
Time: 5.86 (s), x: -2.27 (m), y: 3.41 (m)
Time: 5.96 (s), x: -2.27 (m), y: 3.41 (m)
Time: 6.06 (s), x: -2.27 (m), y: 3.41 (m)
Time: 6.16 (s), x: -2.27 (m), y: 3.41 (m)
Time: 6.27 (s), x: -2.27 (m), y: 3.41 (m)
Time: 6.37 (s), x: -2.27 (m), y: 3.41 (m)
Time: 6.47 (s), x: -2.27 (m), y: 3.41 (m)
Time: 6.58 (s), x: -2.27 (m), y: 3.41 (m)
Time: 6.68 (s), x: -2.27 (m), y: 3.41 (m)
Time: 6.78 (s), x: -2.27 (m), y: 3.41 (m)
Time: 6.88 (s), x: -2.27 (m), y: 3.41 (m)
Time: 6.99 (s), x: -2.27 (m), y: 3.41 (m)
Time: 7.10 (s), x: -2.27 (m), y: 3.41 (m)
Time: 7.20 (s), x: -2.27 (m), y: 3.41 (m)
Time: 7.30 (s), x: -2.27 (m), y: 3.41 (m)
Time: 7.40 (s), x: -2.27 (m), y: 3.41 (m)
Time: 7.51 (s), x: -2.27 (m), y: 3.41 (m)
Time: 7.61 (s), x: -2.27 (m), y: 3.41 (m)
Time: 7.71 (s), x: -2.27 (m), y: 3.41 (m)
Time: 7.81 (s), x: -2.27 (m), y: 3.41 (m)
Time: 7.92 (s), x: -2.27 (m), y: 3.41 (m)
Time: 8.02 (s), x: -2.27 (m), y: 3.41 (m)
Time: 8.12 (s), x: -2.27 (m), y: 3.41 (m)
Time: 8.22 (s), x: -2.27 (m), y: 3.41 (m)
Time: 8.32 (s), x: -2.27 (m), y: 3.41 (m)
Time: 8.43 (s), x: -2.27 (m), y: 3.41 (m)
Time: 8.54 (s), x: -2.27 (m), y: 3.41 (m)
Time: 8.65 (s), x: -2.27 (m), y: 3.41 (m)
Time: 8.75 (s), x: -2.27 (m), y: 3.41 (m)
Time: 8.86 (s), x: -2.27 (m), y: 3.41 (m)
Time: 8.96 (s), x: -2.27 (m), y: 3.41 (m)
Time: 9.07 (s), x: -2.27 (m), y: 3.41 (m)
Time: 9.18 (s), x: -2.27 (m), y: 3.41 (m)
Time: 9.28 (s), x: -2.27 (m), y: 3.41 (m)
Time: 9.39 (s), x: -2.27 (m), y: 3.41 (m)
Time: 9.50 (s), x: -2.27 (m), y: 3.41 (m)
Time: 9.60 (s), x: -2.27 (m), y: 3.41 (m)
Time: 9.71 (s), x: -2.27 (m), y: 3.41 (m)
Time: 9.81 (s), x: -2.27 (m), y: 3.41 (m)
Time: 9.91 (s), x: -2.27 (m), y: 3.41 (m)
Time: 10.02 (s), x: -2.27 (m), y: 3.41 (m)
Time: 10.13 (s), x: -2.27 (m), y: 3.41 (m)
Time: 10.24 (s), x: -2.27 (m), y: 3.41 (m)
Time: 10.34 (s), x: -2.27 (m), y: 3.41 (m)
Time: 10.45 (s), x: -2.27 (m), y: 3.41 (m)
