🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_fastdwa_w45.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_45.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.00 (m), y: 3.12 (m)
Time: 0.12 (s), x: -2.00 (m), y: 3.21 (m)
Time: 0.23 (s), x: -2.00 (m), y: 3.32 (m)
Time: 0.33 (s), x: -2.00 (m), y: 3.42 (m)
Time: 0.44 (s), x: -1.99 (m), y: 3.52 (m)
Time: 0.54 (s), x: -1.98 (m), y: 3.63 (m)
Time: 0.64 (s), x: -1.97 (m), y: 3.72 (m)
Time: 0.75 (s), x: -1.95 (m), y: 3.82 (m)
Time: 0.85 (s), x: -1.94 (m), y: 3.91 (m)
Time: 0.95 (s), x: -1.92 (m), y: 4.00 (m)
Time: 1.05 (s), x: -1.91 (m), y: 4.08 (m)
Time: 1.15 (s), x: -1.89 (m), y: 4.16 (m)
Time: 1.26 (s), x: -1.87 (m), y: 4.24 (m)
Time: 1.37 (s), x: -1.86 (m), y: 4.30 (m)
Time: 1.47 (s), x: -1.85 (m), y: 4.36 (m)
Time: 1.57 (s), x: -1.83 (m), y: 4.41 (m)
Time: 1.68 (s), x: -1.81 (m), y: 4.48 (m)
Time: 1.79 (s), x: -1.80 (m), y: 4.53 (m)
Time: 1.89 (s), x: -1.79 (m), y: 4.58 (m)
Time: 1.99 (s), x: -1.78 (m), y: 4.61 (m)
Time: 2.10 (s), x: -1.77 (m), y: 4.64 (m)
Time: 2.20 (s), x: -1.76 (m), y: 4.66 (m)
Time: 2.31 (s), x: -1.76 (m), y: 4.69 (m)
Time: 2.41 (s), x: -1.75 (m), y: 4.71 (m)
Time: 2.52 (s), x: -1.74 (m), y: 4.75 (m)
Time: 2.62 (s), x: -1.72 (m), y: 4.77 (m)
Time: 2.73 (s), x: -1.72 (m), y: 4.80 (m)
Time: 2.83 (s), x: -1.71 (m), y: 4.82 (m)
Time: 2.94 (s), x: -1.70 (m), y: 4.84 (m)
Time: 3.05 (s), x: -1.69 (m), y: 4.86 (m)
Time: 3.16 (s), x: -1.68 (m), y: 4.88 (m)
Time: 3.26 (s), x: -1.68 (m), y: 4.89 (m)
Time: 3.36 (s), x: -1.68 (m), y: 4.90 (m)
Time: 3.47 (s), x: -1.68 (m), y: 4.91 (m)
Time: 3.58 (s), x: -1.67 (m), y: 4.92 (m)
Time: 3.69 (s), x: -1.67 (m), y: 4.93 (m)
Time: 3.80 (s), x: -1.67 (m), y: 4.94 (m)
Time: 3.90 (s), x: -1.66 (m), y: 4.95 (m)
Time: 4.00 (s), x: -1.65 (m), y: 4.97 (m)
Time: 4.10 (s), x: -1.64 (m), y: 4.99 (m)
Time: 4.20 (s), x: -1.62 (m), y: 5.02 (m)
Time: 4.31 (s), x: -1.61 (m), y: 5.04 (m)
Time: 4.42 (s), x: -1.61 (m), y: 5.04 (m)
Time: 4.52 (s), x: -1.61 (m), y: 5.05 (m)
Time: 4.63 (s), x: -1.59 (m), y: 5.08 (m)
Time: 4.74 (s), x: -1.58 (m), y: 5.10 (m)
Time: 4.84 (s), x: -1.57 (m), y: 5.12 (m)
Time: 4.95 (s), x: -1.55 (m), y: 5.14 (m)
Time: 5.05 (s), x: -1.54 (m), y: 5.16 (m)
Time: 5.16 (s), x: -1.52 (m), y: 5.18 (m)
Time: 5.26 (s), x: -1.51 (m), y: 5.20 (m)
Time: 5.36 (s), x: -1.50 (m), y: 5.22 (m)
Time: 5.47 (s), x: -1.48 (m), y: 5.24 (m)
Time: 5.57 (s), x: -1.47 (m), y: 5.26 (m)
Time: 5.67 (s), x: -1.47 (m), y: 5.27 (m)
Time: 5.77 (s), x: -1.46 (m), y: 5.28 (m)
Time: 5.87 (s), x: -1.45 (m), y: 5.29 (m)
Time: 5.98 (s), x: -1.44 (m), y: 5.31 (m)
Time: 6.08 (s), x: -1.44 (m), y: 5.32 (m)
Time: 6.18 (s), x: -1.43 (m), y: 5.34 (m)
Time: 6.28 (s), x: -1.42 (m), y: 5.35 (m)
Time: 6.38 (s), x: -1.41 (m), y: 5.37 (m)
Time: 6.49 (s), x: -1.40 (m), y: 5.39 (m)
Time: 6.59 (s), x: -1.39 (m), y: 5.40 (m)
Time: 6.70 (s), x: -1.38 (m), y: 5.42 (m)
Time: 6.80 (s), x: -1.38 (m), y: 5.43 (m)
Time: 6.90 (s), x: -1.37 (m), y: 5.44 (m)
Time: 7.01 (s), x: -1.37 (m), y: 5.45 (m)
Time: 7.11 (s), x: -1.36 (m), y: 5.46 (m)
Time: 7.21 (s), x: -1.36 (m), y: 5.47 (m)
Time: 7.32 (s), x: -1.35 (m), y: 5.48 (m)
Time: 7.42 (s), x: -1.35 (m), y: 5.49 (m)
Time: 7.53 (s), x: -1.34 (m), y: 5.50 (m)
Time: 7.63 (s), x: -1.33 (m), y: 5.51 (m)
Time: 7.74 (s), x: -1.33 (m), y: 5.51 (m)
Time: 7.84 (s), x: -1.32 (m), y: 5.52 (m)
Time: 7.94 (s), x: -1.32 (m), y: 5.53 (m)
Time: 8.05 (s), x: -1.32 (m), y: 5.54 (m)
Time: 8.16 (s), x: -1.31 (m), y: 5.55 (m)
Time: 8.26 (s), x: -1.31 (m), y: 5.55 (m)
Time: 8.37 (s), x: -1.30 (m), y: 5.55 (m)
Time: 8.47 (s), x: -1.30 (m), y: 5.58 (m)
Time: 8.57 (s), x: -1.29 (m), y: 5.59 (m)
Time: 8.67 (s), x: -1.29 (m), y: 5.60 (m)
Time: 8.78 (s), x: -1.29 (m), y: 5.60 (m)
Time: 8.88 (s), x: -1.29 (m), y: 5.61 (m)
Time: 8.98 (s), x: -1.29 (m), y: 5.63 (m)
Time: 9.08 (s), x: -1.28 (m), y: 5.65 (m)
Time: 9.18 (s), x: -1.27 (m), y: 5.68 (m)
Time: 9.29 (s), x: -1.26 (m), y: 5.71 (m)
Time: 9.40 (s), x: -1.25 (m), y: 5.74 (m)
Time: 9.50 (s), x: -1.25 (m), y: 5.76 (m)
Time: 9.60 (s), x: -1.25 (m), y: 5.78 (m)
Time: 9.71 (s), x: -1.25 (m), y: 5.81 (m)
Time: 9.81 (s), x: -1.25 (m), y: 5.84 (m)
Time: 9.91 (s), x: -1.26 (m), y: 5.86 (m)
Time: 10.01 (s), x: -1.27 (m), y: 5.89 (m)
Time: 10.11 (s), x: -1.28 (m), y: 5.91 (m)
Time: 10.22 (s), x: -1.29 (m), y: 5.93 (m)
Time: 10.33 (s), x: -1.29 (m), y: 5.93 (m)
Time: 10.43 (s), x: -1.29 (m), y: 5.94 (m)
Time: 10.54 (s), x: -1.28 (m), y: 5.94 (m)
Time: 10.64 (s), x: -1.28 (m), y: 5.94 (m)
Time: 10.75 (s), x: -1.28 (m), y: 5.94 (m)
Time: 10.86 (s), x: -1.27 (m), y: 5.94 (m)
Time: 10.96 (s), x: -1.28 (m), y: 5.94 (m)
Time: 11.06 (s), x: -1.27 (m), y: 5.94 (m)
Time: 11.16 (s), x: -1.27 (m), y: 5.93 (m)
Time: 11.27 (s), x: -1.26 (m), y: 5.92 (m)
Time: 11.37 (s), x: -1.26 (m), y: 5.91 (m)
Time: 11.48 (s), x: -1.25 (m), y: 5.91 (m)
Time: 11.58 (s), x: -1.25 (m), y: 5.90 (m)
Time: 11.69 (s), x: -1.25 (m), y: 5.89 (m)
Time: 11.80 (s), x: -1.24 (m), y: 5.88 (m)
Time: 11.90 (s), x: -1.24 (m), y: 5.88 (m)
Time: 12.01 (s), x: -1.23 (m), y: 5.89 (m)
Time: 12.12 (s), x: -1.23 (m), y: 5.89 (m)
Time: 12.22 (s), x: -1.23 (m), y: 5.90 (m)
Time: 12.32 (s), x: -1.25 (m), y: 5.92 (m)
Time: 12.43 (s), x: -1.27 (m), y: 5.94 (m)
Time: 12.54 (s), x: -1.28 (m), y: 5.96 (m)
Time: 12.64 (s), x: -1.30 (m), y: 5.98 (m)
Time: 12.74 (s), x: -1.31 (m), y: 6.00 (m)
Time: 12.85 (s), x: -1.33 (m), y: 6.02 (m)
Time: 12.95 (s), x: -1.34 (m), y: 6.04 (m)
Time: 13.06 (s), x: -1.36 (m), y: 6.06 (m)
Time: 13.16 (s), x: -1.39 (m), y: 6.09 (m)
Time: 13.26 (s), x: -1.42 (m), y: 6.13 (m)
Time: 13.36 (s), x: -1.46 (m), y: 6.16 (m)
Time: 13.46 (s), x: -1.47 (m), y: 6.17 (m)
Time: 13.56 (s), x: -1.47 (m), y: 6.15 (m)
Time: 13.66 (s), x: -1.47 (m), y: 6.17 (m)
Time: 13.76 (s), x: -1.50 (m), y: 6.21 (m)
Time: 13.87 (s), x: -1.52 (m), y: 6.24 (m)
Time: 13.97 (s), x: -1.54 (m), y: 6.28 (m)
Time: 14.07 (s), x: -1.57 (m), y: 6.33 (m)
Time: 14.18 (s), x: -1.60 (m), y: 6.39 (m)
Time: 14.28 (s), x: -1.62 (m), y: 6.45 (m)
Time: 14.38 (s), x: -1.64 (m), y: 6.52 (m)
Time: 14.48 (s), x: -1.64 (m), y: 6.55 (m)
Time: 14.59 (s), x: -1.64 (m), y: 6.56 (m)
Time: 14.69 (s), x: -1.65 (m), y: 6.56 (m)
Time: 14.79 (s), x: -1.65 (m), y: 6.55 (m)
Time: 14.90 (s), x: -1.65 (m), y: 6.54 (m)
Time: 15.00 (s), x: -1.65 (m), y: 6.55 (m)
Time: 15.11 (s), x: -1.64 (m), y: 6.52 (m)
Time: 15.21 (s), x: -1.64 (m), y: 6.50 (m)
Time: 15.31 (s), x: -1.64 (m), y: 6.47 (m)
Time: 15.42 (s), x: -1.64 (m), y: 6.46 (m)
Time: 15.52 (s), x: -1.64 (m), y: 6.49 (m)
Time: 15.62 (s), x: -1.64 (m), y: 6.56 (m)
Time: 15.72 (s), x: -1.64 (m), y: 6.65 (m)
Time: 15.82 (s), x: -1.64 (m), y: 6.72 (m)
Time: 15.93 (s), x: -1.64 (m), y: 6.76 (m)
Time: 16.03 (s), x: -1.64 (m), y: 6.77 (m)
Time: 16.14 (s), x: -1.64 (m), y: 6.73 (m)
Time: 16.24 (s), x: -1.64 (m), y: 6.73 (m)
Time: 16.35 (s), x: -1.64 (m), y: 6.72 (m)
Time: 16.45 (s), x: -1.64 (m), y: 6.68 (m)
Time: 16.55 (s), x: -1.64 (m), y: 6.62 (m)
Time: 16.66 (s), x: -1.64 (m), y: 6.57 (m)
Time: 16.76 (s), x: -1.63 (m), y: 6.55 (m)
Time: 16.86 (s), x: -1.63 (m), y: 6.55 (m)
Time: 16.97 (s), x: -1.62 (m), y: 6.57 (m)
Time: 17.07 (s), x: -1.61 (m), y: 6.63 (m)
Time: 17.18 (s), x: -1.60 (m), y: 6.73 (m)
Time: 17.28 (s), x: -1.59 (m), y: 6.84 (m)
Time: 17.38 (s), x: -1.57 (m), y: 6.94 (m)
Time: 17.48 (s), x: -1.55 (m), y: 7.04 (m)
Time: 17.59 (s), x: -1.53 (m), y: 7.14 (m)
Time: 17.69 (s), x: -1.51 (m), y: 7.24 (m)
Time: 17.79 (s), x: -1.49 (m), y: 7.34 (m)
Time: 17.89 (s), x: -1.46 (m), y: 7.44 (m)
Time: 18.00 (s), x: -1.44 (m), y: 7.54 (m)
Time: 18.11 (s), x: -1.41 (m), y: 7.64 (m)
Time: 18.21 (s), x: -1.39 (m), y: 7.74 (m)
Time: 18.32 (s), x: -1.36 (m), y: 7.85 (m)
Time: 18.42 (s), x: -1.33 (m), y: 7.95 (m)
Time: 18.52 (s), x: -1.31 (m), y: 8.05 (m)
Time: 18.63 (s), x: -1.28 (m), y: 8.15 (m)
Time: 18.73 (s), x: -1.26 (m), y: 8.25 (m)
Time: 18.84 (s), x: -1.23 (m), y: 8.35 (m)
Time: 18.94 (s), x: -1.20 (m), y: 8.45 (m)
Time: 19.04 (s), x: -1.18 (m), y: 8.55 (m)
Time: 19.15 (s), x: -1.15 (m), y: 8.65 (m)
Time: 19.25 (s), x: -1.13 (m), y: 8.75 (m)
Time: 19.36 (s), x: -1.10 (m), y: 8.85 (m)
Time: 19.46 (s), x: -1.07 (m), y: 8.95 (m)
Time: 19.57 (s), x: -1.05 (m), y: 9.05 (m)
Time: 19.67 (s), x: -1.02 (m), y: 9.15 (m)
Time: 19.77 (s), x: -0.99 (m), y: 9.25 (m)
Time: 19.87 (s), x: -0.96 (m), y: 9.35 (m)
Time: 19.98 (s), x: -0.93 (m), y: 9.45 (m)
Time: 20.08 (s), x: -0.90 (m), y: 9.55 (m)
Time: 20.19 (s), x: -0.87 (m), y: 9.65 (m)
Time: 20.29 (s), x: -0.84 (m), y: 9.75 (m)
Time: 20.39 (s), x: -0.80 (m), y: 9.84 (m)
Time: 20.50 (s), x: -0.77 (m), y: 9.95 (m)
Time: 20.60 (s), x: -0.73 (m), y: 10.05 (m)
Time: 20.71 (s), x: -0.70 (m), y: 10.14 (m)
Time: 20.81 (s), x: -0.66 (m), y: 10.25 (m)
Time: 20.92 (s), x: -0.62 (m), y: 10.35 (m)
Time: 21.03 (s), x: -0.59 (m), y: 10.45 (m)
Time: 21.14 (s), x: -0.55 (m), y: 10.55 (m)
Time: 21.24 (s), x: -0.51 (m), y: 10.64 (m)
Time: 21.34 (s), x: -0.48 (m), y: 10.74 (m)
Time: 21.45 (s), x: -0.44 (m), y: 10.84 (m)
Time: 21.56 (s), x: -0.40 (m), y: 10.95 (m)
Time: 21.67 (s), x: -0.36 (m), y: 11.04 (m)
Time: 21.77 (s), x: -0.32 (m), y: 11.14 (m)
Time: 21.87 (s), x: -0.29 (m), y: 11.22 (m)
Time: 21.98 (s), x: -0.26 (m), y: 11.31 (m)
Time: 22.09 (s), x: -0.23 (m), y: 11.39 (m)
Time: 22.19 (s), x: -0.20 (m), y: 11.47 (m)
Time: 22.29 (s), x: -0.17 (m), y: 11.54 (m)
Time: 22.39 (s), x: -0.14 (m), y: 11.61 (m)
Time: 22.50 (s), x: -0.12 (m), y: 11.67 (m)
Time: 22.60 (s), x: -0.09 (m), y: 11.73 (m)
Time: 22.70 (s), x: -0.07 (m), y: 11.79 (m)
Time: 22.80 (s), x: -0.05 (m), y: 11.84 (m)
Time: 22.90 (s), x: -0.03 (m), y: 11.89 (m)
Time: 23.00 (s), x: -0.01 (m), y: 11.94 (m)
Time: 23.11 (s), x: 0.01 (m), y: 11.98 (m)
Time: 23.21 (s), x: 0.03 (m), y: 12.02 (m)
Time: 23.31 (s), x: 0.04 (m), y: 12.07 (m)
Time: 23.41 (s), x: 0.06 (m), y: 12.11 (m)
Time: 23.51 (s), x: 0.07 (m), y: 12.14 (m)
Time: 23.61 (s), x: 0.09 (m), y: 12.18 (m)
Time: 23.72 (s), x: 0.10 (m), y: 12.21 (m)
Time: 23.83 (s), x: 0.12 (m), y: 12.25 (m)
Time: 23.93 (s), x: 0.13 (m), y: 12.27 (m)
Time: 24.03 (s), x: 0.14 (m), y: 12.30 (m)
Time: 24.13 (s), x: 0.16 (m), y: 12.33 (m)
Time: 24.23 (s), x: 0.17 (m), y: 12.35 (m)
Time: 24.33 (s), x: 0.18 (m), y: 12.37 (m)
Time: 24.44 (s), x: 0.18 (m), y: 12.38 (m)
Time: 24.55 (s), x: 0.18 (m), y: 12.38 (m)
Time: 24.66 (s), x: 0.19 (m), y: 12.40 (m)
Time: 24.77 (s), x: 0.20 (m), y: 12.42 (m)
Time: 24.87 (s), x: 0.21 (m), y: 12.44 (m)
Time: 24.97 (s), x: 0.22 (m), y: 12.47 (m)
Time: 25.07 (s), x: 0.23 (m), y: 12.48 (m)
Time: 25.17 (s), x: 0.21 (m), y: 12.49 (m)
Time: 25.27 (s), x: 0.20 (m), y: 12.50 (m)
Time: 25.37 (s), x: 0.19 (m), y: 12.50 (m)
Time: 25.48 (s), x: 0.17 (m), y: 12.52 (m)
Time: 25.59 (s), x: 0.17 (m), y: 12.53 (m)
Time: 25.70 (s), x: 0.17 (m), y: 12.54 (m)
Time: 25.80 (s), x: 0.17 (m), y: 12.56 (m)
Time: 25.91 (s), x: 0.17 (m), y: 12.56 (m)
Time: 26.01 (s), x: 0.18 (m), y: 12.57 (m)
Time: 26.12 (s), x: 0.20 (m), y: 12.57 (m)
Time: 26.23 (s), x: 0.21 (m), y: 12.57 (m)
Time: 26.33 (s), x: 0.22 (m), y: 12.57 (m)
Time: 26.44 (s), x: 0.24 (m), y: 12.58 (m)
Time: 26.55 (s), x: 0.24 (m), y: 12.58 (m)
Time: 26.65 (s), x: 0.24 (m), y: 12.59 (m)
Time: 26.75 (s), x: 0.24 (m), y: 12.59 (m)
Time: 26.86 (s), x: 0.24 (m), y: 12.60 (m)
Time: 26.96 (s), x: 0.24 (m), y: 12.60 (m)
Time: 27.06 (s), x: 0.24 (m), y: 12.60 (m)
Time: 27.16 (s), x: 0.24 (m), y: 12.60 (m)
Time: 27.27 (s), x: 0.24 (m), y: 12.60 (m)
Time: 27.37 (s), x: 0.24 (m), y: 12.60 (m)
Time: 27.48 (s), x: 0.24 (m), y: 12.60 (m)
Time: 27.58 (s), x: 0.24 (m), y: 12.60 (m)
Time: 27.69 (s), x: 0.24 (m), y: 12.60 (m)
Time: 27.79 (s), x: 0.24 (m), y: 12.60 (m)
Time: 27.90 (s), x: 0.24 (m), y: 12.60 (m)
Time: 28.01 (s), x: 0.24 (m), y: 12.60 (m)
Time: 28.11 (s), x: 0.24 (m), y: 12.60 (m)
Time: 28.22 (s), x: 0.24 (m), y: 12.60 (m)
Time: 28.33 (s), x: 0.24 (m), y: 12.60 (m)
Time: 28.43 (s), x: 0.24 (m), y: 12.60 (m)
Time: 28.54 (s), x: 0.24 (m), y: 12.60 (m)
Time: 28.64 (s), x: 0.24 (m), y: 12.60 (m)
Time: 28.75 (s), x: 0.24 (m), y: 12.60 (m)
Time: 28.86 (s), x: 0.24 (m), y: 12.60 (m)
Time: 28.96 (s), x: 0.24 (m), y: 12.60 (m)
Time: 29.07 (s), x: 0.24 (m), y: 12.60 (m)
Time: 29.17 (s), x: 0.24 (m), y: 12.60 (m)
Time: 29.28 (s), x: 0.23 (m), y: 12.60 (m)
Time: 29.38 (s), x: 0.23 (m), y: 12.60 (m)
Time: 29.49 (s), x: 0.23 (m), y: 12.60 (m)
Time: 29.59 (s), x: 0.23 (m), y: 12.60 (m)
Time: 29.69 (s), x: 0.23 (m), y: 12.60 (m)
Time: 29.79 (s), x: 0.23 (m), y: 12.60 (m)
Time: 29.89 (s), x: 0.23 (m), y: 12.60 (m)
Time: 30.00 (s), x: 0.23 (m), y: 12.60 (m)
Time: 30.11 (s), x: 0.23 (m), y: 12.60 (m)
Time: 30.21 (s), x: 0.23 (m), y: 12.60 (m)
Time: 30.32 (s), x: 0.23 (m), y: 12.60 (m)
Time: 30.42 (s), x: 0.23 (m), y: 12.60 (m)
Time: 30.53 (s), x: 0.23 (m), y: 12.60 (m)
Time: 30.64 (s), x: 0.23 (m), y: 12.60 (m)
Time: 30.74 (s), x: 0.23 (m), y: 12.60 (m)
Time: 30.85 (s), x: 0.23 (m), y: 12.60 (m)
Time: 30.95 (s), x: 0.23 (m), y: 12.60 (m)
Time: 31.06 (s), x: 0.23 (m), y: 12.60 (m)
Time: 31.16 (s), x: 0.23 (m), y: 12.60 (m)
Time: 31.26 (s), x: 0.22 (m), y: 12.60 (m)
Time: 31.37 (s), x: 0.22 (m), y: 12.60 (m)
Time: 31.47 (s), x: 0.22 (m), y: 12.60 (m)
Time: 31.58 (s), x: 0.22 (m), y: 12.60 (m)
Time: 31.69 (s), x: 0.22 (m), y: 12.60 (m)
Time: 31.79 (s), x: 0.22 (m), y: 12.60 (m)
Time: 31.89 (s), x: 0.22 (m), y: 12.60 (m)
Time: 32.00 (s), x: 0.22 (m), y: 12.60 (m)
Time: 32.11 (s), x: 0.22 (m), y: 12.60 (m)
Time: 32.21 (s), x: 0.22 (m), y: 12.60 (m)
Time: 32.32 (s), x: 0.22 (m), y: 12.60 (m)
Time: 32.42 (s), x: 0.21 (m), y: 12.60 (m)
Time: 32.52 (s), x: 0.21 (m), y: 12.60 (m)
Time: 32.63 (s), x: 0.21 (m), y: 12.60 (m)
Time: 32.73 (s), x: 0.21 (m), y: 12.60 (m)
Time: 32.83 (s), x: 0.21 (m), y: 12.60 (m)
Time: 32.94 (s), x: 0.21 (m), y: 12.60 (m)
Time: 33.04 (s), x: 0.21 (m), y: 12.60 (m)
Time: 33.15 (s), x: 0.21 (m), y: 12.60 (m)
Time: 33.25 (s), x: 0.21 (m), y: 12.60 (m)
Time: 33.35 (s), x: 0.21 (m), y: 12.60 (m)
Time: 33.46 (s), x: 0.21 (m), y: 12.60 (m)
Time: 33.56 (s), x: 0.21 (m), y: 12.60 (m)
Time: 33.66 (s), x: 0.21 (m), y: 12.60 (m)
Time: 33.77 (s), x: 0.21 (m), y: 12.60 (m)
Time: 33.87 (s), x: 0.21 (m), y: 12.60 (m)
Time: 33.97 (s), x: 0.21 (m), y: 12.60 (m)
Time: 34.08 (s), x: 0.21 (m), y: 12.60 (m)
Time: 34.18 (s), x: 0.21 (m), y: 12.60 (m)
Time: 34.29 (s), x: 0.21 (m), y: 12.60 (m)
Time: 34.39 (s), x: 0.21 (m), y: 12.60 (m)
Time: 34.49 (s), x: 0.21 (m), y: 12.60 (m)
Time: 34.60 (s), x: 0.21 (m), y: 12.60 (m)
Time: 34.70 (s), x: 0.21 (m), y: 12.60 (m)
Time: 34.81 (s), x: 0.21 (m), y: 12.60 (m)
Time: 34.91 (s), x: 0.21 (m), y: 12.60 (m)
Time: 35.01 (s), x: 0.21 (m), y: 12.60 (m)
Time: 35.12 (s), x: 0.21 (m), y: 12.60 (m)
Time: 35.22 (s), x: 0.21 (m), y: 12.60 (m)
Time: 35.32 (s), x: 0.21 (m), y: 12.60 (m)
Time: 35.43 (s), x: 0.21 (m), y: 12.60 (m)
Time: 35.53 (s), x: 0.21 (m), y: 12.60 (m)
Time: 35.63 (s), x: 0.21 (m), y: 12.60 (m)
Time: 35.73 (s), x: 0.21 (m), y: 12.60 (m)
Time: 35.83 (s), x: 0.21 (m), y: 12.60 (m)
Time: 35.93 (s), x: 0.21 (m), y: 12.60 (m)
Time: 36.04 (s), x: 0.21 (m), y: 12.60 (m)
Time: 36.14 (s), x: 0.21 (m), y: 12.60 (m)
Time: 36.24 (s), x: 0.21 (m), y: 12.60 (m)
Time: 36.35 (s), x: 0.21 (m), y: 12.60 (m)
Time: 36.45 (s), x: 0.21 (m), y: 12.60 (m)
Time: 36.56 (s), x: 0.21 (m), y: 12.60 (m)
Time: 36.66 (s), x: 0.21 (m), y: 12.60 (m)
Time: 36.77 (s), x: 0.21 (m), y: 12.60 (m)
Time: 36.87 (s), x: 0.21 (m), y: 12.60 (m)
Time: 36.97 (s), x: 0.21 (m), y: 12.60 (m)
Time: 37.07 (s), x: 0.21 (m), y: 12.60 (m)
Time: 37.18 (s), x: 0.21 (m), y: 12.60 (m)
Time: 37.28 (s), x: 0.21 (m), y: 12.60 (m)
Time: 37.39 (s), x: 0.21 (m), y: 12.60 (m)
Time: 37.49 (s), x: 0.21 (m), y: 12.60 (m)
Time: 37.59 (s), x: 0.21 (m), y: 12.60 (m)
Time: 37.70 (s), x: 0.21 (m), y: 12.60 (m)
Time: 37.81 (s), x: 0.21 (m), y: 12.60 (m)
Time: 37.91 (s), x: 0.21 (m), y: 12.60 (m)
Time: 38.02 (s), x: 0.21 (m), y: 12.60 (m)
Time: 38.12 (s), x: 0.21 (m), y: 12.60 (m)
Time: 38.23 (s), x: 0.21 (m), y: 12.60 (m)
Time: 38.33 (s), x: 0.21 (m), y: 12.60 (m)
Time: 38.43 (s), x: 0.21 (m), y: 12.60 (m)
Time: 38.54 (s), x: 0.21 (m), y: 12.60 (m)
Time: 38.65 (s), x: 0.21 (m), y: 12.60 (m)
Time: 38.75 (s), x: 0.21 (m), y: 12.60 (m)
Time: 38.86 (s), x: 0.21 (m), y: 12.60 (m)
Time: 38.96 (s), x: 0.21 (m), y: 12.60 (m)
Time: 39.06 (s), x: 0.21 (m), y: 12.60 (m)
Time: 39.17 (s), x: 0.21 (m), y: 12.60 (m)
Time: 39.27 (s), x: 0.21 (m), y: 12.60 (m)
Time: 39.38 (s), x: 0.21 (m), y: 12.60 (m)
Time: 39.48 (s), x: 0.21 (m), y: 12.60 (m)
Time: 39.59 (s), x: 0.21 (m), y: 12.60 (m)
Time: 39.69 (s), x: 0.21 (m), y: 12.60 (m)
Time: 39.80 (s), x: 0.21 (m), y: 12.60 (m)
Time: 39.91 (s), x: 0.21 (m), y: 12.60 (m)
Time: 40.01 (s), x: 0.21 (m), y: 12.60 (m)
Time: 40.11 (s), x: 0.21 (m), y: 12.60 (m)
Time: 40.21 (s), x: 0.21 (m), y: 12.60 (m)
Time: 40.32 (s), x: 0.21 (m), y: 12.60 (m)
Time: 40.42 (s), x: 0.21 (m), y: 12.60 (m)
Time: 40.53 (s), x: 0.21 (m), y: 12.60 (m)
Time: 40.63 (s), x: 0.21 (m), y: 12.60 (m)
Time: 40.74 (s), x: 0.21 (m), y: 12.60 (m)
Time: 40.84 (s), x: 0.21 (m), y: 12.60 (m)
Time: 40.95 (s), x: 0.21 (m), y: 12.60 (m)
Time: 41.05 (s), x: 0.21 (m), y: 12.60 (m)
Time: 41.15 (s), x: 0.21 (m), y: 12.60 (m)
Time: 41.26 (s), x: 0.21 (m), y: 12.60 (m)
Time: 41.37 (s), x: 0.21 (m), y: 12.60 (m)
Time: 41.47 (s), x: 0.21 (m), y: 12.60 (m)
Time: 41.57 (s), x: 0.21 (m), y: 12.60 (m)
Time: 41.68 (s), x: 0.21 (m), y: 12.60 (m)
Time: 41.78 (s), x: 0.21 (m), y: 12.60 (m)
Time: 41.88 (s), x: 0.21 (m), y: 12.60 (m)
Time: 41.99 (s), x: 0.21 (m), y: 12.60 (m)
Time: 42.09 (s), x: 0.21 (m), y: 12.60 (m)
Time: 42.19 (s), x: 0.21 (m), y: 12.60 (m)
Time: 42.29 (s), x: 0.21 (m), y: 12.60 (m)
Time: 42.40 (s), x: 0.21 (m), y: 12.60 (m)
Time: 42.51 (s), x: 0.21 (m), y: 12.60 (m)
Time: 42.61 (s), x: 0.21 (m), y: 12.60 (m)
Time: 42.71 (s), x: 0.21 (m), y: 12.60 (m)
Time: 42.82 (s), x: 0.21 (m), y: 12.60 (m)
