🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_dwa_w77.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_77.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.11 (s), x: -2.25 (m), y: 3.17 (m)
Time: 0.22 (s), x: -2.25 (m), y: 3.23 (m)
Time: 0.32 (s), x: -2.25 (m), y: 3.31 (m)
Time: 0.42 (s), x: -2.25 (m), y: 3.41 (m)
Time: 0.52 (s), x: -2.25 (m), y: 3.50 (m)
Time: 0.62 (s), x: -2.25 (m), y: 3.61 (m)
Time: 0.73 (s), x: -2.25 (m), y: 3.71 (m)
Time: 0.83 (s), x: -2.25 (m), y: 3.82 (m)
Time: 0.94 (s), x: -2.25 (m), y: 3.92 (m)
Time: 1.04 (s), x: -2.25 (m), y: 4.02 (m)
Time: 1.14 (s), x: -2.24 (m), y: 4.12 (m)
Time: 1.25 (s), x: -2.24 (m), y: 4.23 (m)
Time: 1.35 (s), x: -2.24 (m), y: 4.33 (m)
Time: 1.46 (s), x: -2.24 (m), y: 4.43 (m)
Time: 1.56 (s), x: -2.24 (m), y: 4.53 (m)
Time: 1.67 (s), x: -2.24 (m), y: 4.64 (m)
Time: 1.78 (s), x: -2.24 (m), y: 4.75 (m)
Time: 1.88 (s), x: -2.23 (m), y: 4.85 (m)
Time: 1.98 (s), x: -2.22 (m), y: 4.95 (m)
Time: 2.08 (s), x: -2.22 (m), y: 5.04 (m)
Time: 2.18 (s), x: -2.21 (m), y: 5.14 (m)
Time: 2.29 (s), x: -2.20 (m), y: 5.25 (m)
Time: 2.39 (s), x: -2.19 (m), y: 5.35 (m)
Time: 2.49 (s), x: -2.18 (m), y: 5.44 (m)
Time: 2.59 (s), x: -2.17 (m), y: 5.55 (m)
Time: 2.69 (s), x: -2.16 (m), y: 5.65 (m)
Time: 2.80 (s), x: -2.14 (m), y: 5.75 (m)
Time: 2.90 (s), x: -2.13 (m), y: 5.85 (m)
Time: 3.00 (s), x: -2.11 (m), y: 5.95 (m)
Time: 3.11 (s), x: -2.10 (m), y: 6.05 (m)
Time: 3.21 (s), x: -2.08 (m), y: 6.14 (m)
Time: 3.31 (s), x: -2.07 (m), y: 6.24 (m)
Time: 3.42 (s), x: -2.05 (m), y: 6.35 (m)
Time: 3.52 (s), x: -2.04 (m), y: 6.45 (m)
Time: 3.62 (s), x: -2.02 (m), y: 6.55 (m)
Time: 3.72 (s), x: -2.01 (m), y: 6.66 (m)
Time: 3.83 (s), x: -2.00 (m), y: 6.76 (m)
Time: 3.94 (s), x: -1.99 (m), y: 6.86 (m)
Time: 4.05 (s), x: -1.98 (m), y: 6.96 (m)
Time: 4.16 (s), x: -1.97 (m), y: 7.05 (m)
Time: 4.26 (s), x: -1.97 (m), y: 7.14 (m)
Time: 4.36 (s), x: -1.96 (m), y: 7.23 (m)
Time: 4.46 (s), x: -1.95 (m), y: 7.33 (m)
Time: 4.57 (s), x: -1.94 (m), y: 7.44 (m)
Time: 4.68 (s), x: -1.93 (m), y: 7.54 (m)
Time: 4.78 (s), x: -1.92 (m), y: 7.65 (m)
Time: 4.89 (s), x: -1.91 (m), y: 7.75 (m)
Time: 5.00 (s), x: -1.89 (m), y: 7.85 (m)
Time: 5.10 (s), x: -1.88 (m), y: 7.96 (m)
Time: 5.21 (s), x: -1.86 (m), y: 8.06 (m)
Time: 5.31 (s), x: -1.84 (m), y: 8.16 (m)
Time: 5.42 (s), x: -1.82 (m), y: 8.25 (m)
Time: 5.52 (s), x: -1.80 (m), y: 8.35 (m)
Time: 5.62 (s), x: -1.78 (m), y: 8.45 (m)
Time: 5.72 (s), x: -1.76 (m), y: 8.54 (m)
Time: 5.83 (s), x: -1.74 (m), y: 8.63 (m)
Time: 5.94 (s), x: -1.71 (m), y: 8.73 (m)
Time: 6.04 (s), x: -1.69 (m), y: 8.79 (m)
Time: 6.14 (s), x: -1.68 (m), y: 8.86 (m)
Time: 6.25 (s), x: -1.67 (m), y: 8.88 (m)
Time: 6.35 (s), x: -1.67 (m), y: 8.91 (m)
Time: 6.46 (s), x: -1.66 (m), y: 8.94 (m)
Time: 6.56 (s), x: -1.65 (m), y: 8.99 (m)
Time: 6.67 (s), x: -1.63 (m), y: 9.04 (m)
Time: 6.77 (s), x: -1.62 (m), y: 9.10 (m)
Time: 6.87 (s), x: -1.60 (m), y: 9.17 (m)
Time: 6.98 (s), x: -1.59 (m), y: 9.25 (m)
Time: 7.08 (s), x: -1.57 (m), y: 9.35 (m)
Time: 7.18 (s), x: -1.55 (m), y: 9.44 (m)
Time: 7.28 (s), x: -1.53 (m), y: 9.55 (m)
Time: 7.38 (s), x: -1.52 (m), y: 9.65 (m)
Time: 7.49 (s), x: -1.51 (m), y: 9.75 (m)
Time: 7.59 (s), x: -1.50 (m), y: 9.86 (m)
Time: 7.69 (s), x: -1.50 (m), y: 9.96 (m)
Time: 7.80 (s), x: -1.50 (m), y: 10.07 (m)
Time: 7.91 (s), x: -1.51 (m), y: 10.18 (m)
Time: 8.01 (s), x: -1.52 (m), y: 10.27 (m)
Time: 8.11 (s), x: -1.54 (m), y: 10.38 (m)
Time: 8.21 (s), x: -1.55 (m), y: 10.48 (m)
Time: 8.32 (s), x: -1.57 (m), y: 10.58 (m)
Time: 8.43 (s), x: -1.59 (m), y: 10.68 (m)
Time: 8.53 (s), x: -1.61 (m), y: 10.78 (m)
Time: 8.63 (s), x: -1.63 (m), y: 10.89 (m)
Time: 8.74 (s), x: -1.65 (m), y: 10.99 (m)
Time: 8.84 (s), x: -1.67 (m), y: 11.09 (m)
Time: 8.95 (s), x: -1.69 (m), y: 11.20 (m)
Time: 9.05 (s), x: -1.72 (m), y: 11.30 (m)
Time: 9.16 (s), x: -1.74 (m), y: 11.39 (m)
Time: 9.26 (s), x: -1.76 (m), y: 11.48 (m)
Time: 9.37 (s), x: -1.78 (m), y: 11.56 (m)
Time: 9.48 (s), x: -1.80 (m), y: 11.64 (m)
Time: 9.58 (s), x: -1.81 (m), y: 11.71 (m)
Time: 9.68 (s), x: -1.83 (m), y: 11.78 (m)
Time: 9.79 (s), x: -1.85 (m), y: 11.85 (m)
Time: 9.89 (s), x: -1.86 (m), y: 11.91 (m)
Time: 10.00 (s), x: -1.88 (m), y: 11.97 (m)
Time: 10.11 (s), x: -1.89 (m), y: 12.02 (m)
Time: 10.22 (s), x: -1.91 (m), y: 12.08 (m)
>>>>>>>>>>>>>>>>>> Test finished! <<<<<<<<<<<<<<<<<<
Navigation succeeded with time 10.2160 (s)
Navigation metric: 0.5000
