🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_eband_w90.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_90.world <<<<<<<<<<<<<<<<<<
Time: 0.02 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.12 (s), x: -2.25 (m), y: 3.16 (m)
Time: 0.22 (s), x: -2.25 (m), y: 3.21 (m)
Time: 0.32 (s), x: -2.25 (m), y: 3.25 (m)
Time: 0.43 (s), x: -2.25 (m), y: 3.30 (m)
Time: 0.54 (s), x: -2.25 (m), y: 3.36 (m)
Time: 0.65 (s), x: -2.25 (m), y: 3.40 (m)
Time: 0.75 (s), x: -2.25 (m), y: 3.45 (m)
Time: 0.85 (s), x: -2.25 (m), y: 3.50 (m)
Time: 0.96 (s), x: -2.25 (m), y: 3.55 (m)
Time: 1.06 (s), x: -2.25 (m), y: 3.59 (m)
Time: 1.16 (s), x: -2.25 (m), y: 3.64 (m)
Time: 1.26 (s), x: -2.25 (m), y: 3.69 (m)
Time: 1.36 (s), x: -2.25 (m), y: 3.74 (m)
Time: 1.47 (s), x: -2.25 (m), y: 3.79 (m)
Time: 1.57 (s), x: -2.25 (m), y: 3.83 (m)
Time: 1.68 (s), x: -2.25 (m), y: 3.88 (m)
Time: 1.78 (s), x: -2.25 (m), y: 3.93 (m)
Time: 1.88 (s), x: -2.25 (m), y: 3.98 (m)
Time: 1.98 (s), x: -2.25 (m), y: 4.02 (m)
Time: 2.08 (s), x: -2.25 (m), y: 4.07 (m)
Time: 2.19 (s), x: -2.25 (m), y: 4.12 (m)
Time: 2.29 (s), x: -2.25 (m), y: 4.16 (m)
Time: 2.39 (s), x: -2.26 (m), y: 4.20 (m)
Time: 2.50 (s), x: -2.26 (m), y: 4.24 (m)
Time: 2.60 (s), x: -2.25 (m), y: 4.26 (m)
Time: 2.71 (s), x: -2.25 (m), y: 4.28 (m)
Time: 2.81 (s), x: -2.24 (m), y: 4.30 (m)
Time: 2.91 (s), x: -2.23 (m), y: 4.34 (m)
Time: 3.02 (s), x: -2.22 (m), y: 4.37 (m)
Time: 3.12 (s), x: -2.22 (m), y: 4.40 (m)
Time: 3.23 (s), x: -2.22 (m), y: 4.45 (m)
Time: 3.33 (s), x: -2.23 (m), y: 4.50 (m)
Time: 3.44 (s), x: -2.24 (m), y: 4.55 (m)
Time: 3.54 (s), x: -2.26 (m), y: 4.59 (m)
Time: 3.65 (s), x: -2.27 (m), y: 4.64 (m)
Time: 3.76 (s), x: -2.29 (m), y: 4.69 (m)
Time: 3.86 (s), x: -2.31 (m), y: 4.73 (m)
Time: 3.97 (s), x: -2.33 (m), y: 4.78 (m)
Time: 4.07 (s), x: -2.35 (m), y: 4.82 (m)
Time: 4.18 (s), x: -2.37 (m), y: 4.87 (m)
Time: 4.29 (s), x: -2.39 (m), y: 4.91 (m)
Time: 4.40 (s), x: -2.41 (m), y: 4.95 (m)
Time: 4.50 (s), x: -2.43 (m), y: 5.00 (m)
Time: 4.61 (s), x: -2.45 (m), y: 5.04 (m)
Time: 4.71 (s), x: -2.47 (m), y: 5.09 (m)
Time: 4.82 (s), x: -2.49 (m), y: 5.13 (m)
Time: 4.93 (s), x: -2.51 (m), y: 5.17 (m)
Time: 5.03 (s), x: -2.53 (m), y: 5.22 (m)
Time: 5.14 (s), x: -2.55 (m), y: 5.26 (m)
Time: 5.24 (s), x: -2.57 (m), y: 5.31 (m)
Time: 5.35 (s), x: -2.59 (m), y: 5.35 (m)
Time: 5.46 (s), x: -2.61 (m), y: 5.40 (m)
Time: 5.56 (s), x: -2.63 (m), y: 5.44 (m)
Time: 5.67 (s), x: -2.65 (m), y: 5.49 (m)
Time: 5.78 (s), x: -2.68 (m), y: 5.53 (m)
Time: 5.88 (s), x: -2.70 (m), y: 5.57 (m)
Time: 5.98 (s), x: -2.72 (m), y: 5.62 (m)
Time: 6.09 (s), x: -2.74 (m), y: 5.67 (m)
Time: 6.19 (s), x: -2.76 (m), y: 5.70 (m)
Time: 6.29 (s), x: -2.77 (m), y: 5.74 (m)
Time: 6.40 (s), x: -2.79 (m), y: 5.79 (m)
Time: 6.50 (s), x: -2.81 (m), y: 5.83 (m)
Time: 6.61 (s), x: -2.83 (m), y: 5.87 (m)
Time: 6.71 (s), x: -2.85 (m), y: 5.92 (m)
Time: 6.81 (s), x: -2.87 (m), y: 5.96 (m)
Time: 6.91 (s), x: -2.90 (m), y: 6.00 (m)
Time: 7.01 (s), x: -2.92 (m), y: 6.04 (m)
Time: 7.11 (s), x: -2.94 (m), y: 6.08 (m)
Time: 7.21 (s), x: -2.96 (m), y: 6.12 (m)
Time: 7.32 (s), x: -2.99 (m), y: 6.17 (m)
Time: 7.43 (s), x: -3.01 (m), y: 6.22 (m)
Time: 7.54 (s), x: -3.03 (m), y: 6.26 (m)
Time: 7.64 (s), x: -3.05 (m), y: 6.30 (m)
