🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_teb_w64.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_64.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.12 (m)
Time: 0.11 (s), x: -2.25 (m), y: 3.21 (m)
Time: 0.22 (s), x: -2.26 (m), y: 3.35 (m)
Time: 0.33 (s), x: -2.26 (m), y: 3.50 (m)
Time: 0.43 (s), x: -2.26 (m), y: 3.65 (m)
Time: 0.53 (s), x: -2.27 (m), y: 3.81 (m)
Time: 0.64 (s), x: -2.28 (m), y: 3.97 (m)
Time: 0.75 (s), x: -2.30 (m), y: 4.11 (m)
Time: 0.85 (s), x: -2.30 (m), y: 4.22 (m)
Time: 0.95 (s), x: -2.30 (m), y: 4.34 (m)
Time: 1.05 (s), x: -2.30 (m), y: 4.48 (m)
Time: 1.16 (s), x: -2.28 (m), y: 4.63 (m)
Time: 1.27 (s), x: -2.26 (m), y: 4.77 (m)
Time: 1.37 (s), x: -2.22 (m), y: 4.92 (m)
Time: 1.47 (s), x: -2.15 (m), y: 5.06 (m)
Time: 1.57 (s), x: -2.08 (m), y: 5.17 (m)
Time: 1.68 (s), x: -2.01 (m), y: 5.24 (m)
Time: 1.78 (s), x: -1.96 (m), y: 5.29 (m)
Time: 1.89 (s), x: -1.90 (m), y: 5.34 (m)
Time: 2.00 (s), x: -1.84 (m), y: 5.39 (m)
Time: 2.10 (s), x: -1.79 (m), y: 5.42 (m)
Time: 2.21 (s), x: -1.75 (m), y: 5.45 (m)
Time: 2.31 (s), x: -1.70 (m), y: 5.49 (m)
Time: 2.42 (s), x: -1.65 (m), y: 5.54 (m)
Time: 2.52 (s), x: -1.59 (m), y: 5.60 (m)
Time: 2.63 (s), x: -1.52 (m), y: 5.68 (m)
Time: 2.73 (s), x: -1.46 (m), y: 5.79 (m)
Time: 2.84 (s), x: -1.39 (m), y: 5.90 (m)
Time: 2.94 (s), x: -1.32 (m), y: 6.03 (m)
Time: 3.05 (s), x: -1.25 (m), y: 6.16 (m)
Time: 3.15 (s), x: -1.20 (m), y: 6.31 (m)
Time: 3.26 (s), x: -1.18 (m), y: 6.46 (m)
Time: 3.36 (s), x: -1.17 (m), y: 6.60 (m)
Time: 3.46 (s), x: -1.16 (m), y: 6.77 (m)
Time: 3.57 (s), x: -1.16 (m), y: 6.92 (m)
Time: 3.67 (s), x: -1.14 (m), y: 7.07 (m)
Time: 3.77 (s), x: -1.13 (m), y: 7.22 (m)
Time: 3.87 (s), x: -1.09 (m), y: 7.37 (m)
Time: 3.98 (s), x: -1.03 (m), y: 7.51 (m)
Time: 4.09 (s), x: -0.95 (m), y: 7.62 (m)
Time: 4.20 (s), x: -0.90 (m), y: 7.69 (m)
Time: 4.30 (s), x: -0.86 (m), y: 7.72 (m)
Time: 4.41 (s), x: -0.84 (m), y: 7.74 (m)
Time: 4.51 (s), x: -0.84 (m), y: 7.75 (m)
Time: 4.62 (s), x: -0.84 (m), y: 7.75 (m)
Time: 4.73 (s), x: -0.83 (m), y: 7.75 (m)
Time: 4.83 (s), x: -0.82 (m), y: 7.76 (m)
Time: 4.94 (s), x: -0.79 (m), y: 7.79 (m)
Time: 5.04 (s), x: -0.76 (m), y: 7.83 (m)
Time: 5.15 (s), x: -0.71 (m), y: 7.89 (m)
Time: 5.25 (s), x: -0.67 (m), y: 7.96 (m)
Time: 5.36 (s), x: -0.62 (m), y: 8.06 (m)
Time: 5.46 (s), x: -0.57 (m), y: 8.17 (m)
Time: 5.57 (s), x: -0.53 (m), y: 8.30 (m)
Time: 5.67 (s), x: -0.49 (m), y: 8.40 (m)
Time: 5.78 (s), x: -0.47 (m), y: 8.52 (m)
Time: 5.88 (s), x: -0.47 (m), y: 8.66 (m)
Time: 5.98 (s), x: -0.48 (m), y: 8.81 (m)
Time: 6.09 (s), x: -0.52 (m), y: 8.97 (m)
Time: 6.20 (s), x: -0.58 (m), y: 9.10 (m)
Time: 6.30 (s), x: -0.66 (m), y: 9.23 (m)
Time: 6.41 (s), x: -0.75 (m), y: 9.36 (m)
Time: 6.51 (s), x: -0.84 (m), y: 9.49 (m)
Time: 6.62 (s), x: -0.93 (m), y: 9.62 (m)
Time: 6.72 (s), x: -1.01 (m), y: 9.76 (m)
Time: 6.83 (s), x: -1.07 (m), y: 9.89 (m)
Time: 6.93 (s), x: -1.11 (m), y: 10.01 (m)
Time: 7.04 (s), x: -1.14 (m), y: 10.16 (m)
Time: 7.14 (s), x: -1.18 (m), y: 10.30 (m)
Time: 7.25 (s), x: -1.23 (m), y: 10.45 (m)
Time: 7.36 (s), x: -1.29 (m), y: 10.61 (m)
Time: 7.46 (s), x: -1.35 (m), y: 10.74 (m)
Time: 7.56 (s), x: -1.42 (m), y: 10.88 (m)
Time: 7.66 (s), x: -1.49 (m), y: 11.01 (m)
Time: 7.77 (s), x: -1.56 (m), y: 11.16 (m)
Time: 7.87 (s), x: -1.62 (m), y: 11.30 (m)
Time: 7.97 (s), x: -1.69 (m), y: 11.43 (m)
Time: 8.07 (s), x: -1.77 (m), y: 11.56 (m)
Time: 8.18 (s), x: -1.86 (m), y: 11.67 (m)
Time: 8.28 (s), x: -1.96 (m), y: 11.79 (m)
Time: 8.39 (s), x: -2.06 (m), y: 11.91 (m)
Time: 8.49 (s), x: -2.15 (m), y: 12.03 (m)
>>>>>>>>>>>>>>>>>> Test finished! <<<<<<<<<<<<<<<<<<
Navigation succeeded with time 8.4910 (s)
Navigation metric: 0.5000
