🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_dwa_w81.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_81.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.12 (s), x: -2.25 (m), y: 3.16 (m)
Time: 0.22 (s), x: -2.25 (m), y: 3.23 (m)
Time: 0.32 (s), x: -2.25 (m), y: 3.31 (m)
Time: 0.42 (s), x: -2.25 (m), y: 3.41 (m)
Time: 0.53 (s), x: -2.25 (m), y: 3.52 (m)
Time: 0.63 (s), x: -2.25 (m), y: 3.62 (m)
Time: 0.73 (s), x: -2.25 (m), y: 3.72 (m)
Time: 0.83 (s), x: -2.25 (m), y: 3.82 (m)
Time: 0.94 (s), x: -2.25 (m), y: 3.92 (m)
Time: 1.04 (s), x: -2.25 (m), y: 4.02 (m)
Time: 1.15 (s), x: -2.25 (m), y: 4.12 (m)
Time: 1.25 (s), x: -2.25 (m), y: 4.22 (m)
Time: 1.36 (s), x: -2.25 (m), y: 4.33 (m)
Time: 1.46 (s), x: -2.25 (m), y: 4.43 (m)
Time: 1.57 (s), x: -2.25 (m), y: 4.53 (m)
Time: 1.67 (s), x: -2.26 (m), y: 4.63 (m)
Time: 1.78 (s), x: -2.26 (m), y: 4.73 (m)
Time: 1.88 (s), x: -2.27 (m), y: 4.84 (m)
Time: 1.98 (s), x: -2.28 (m), y: 4.94 (m)
Time: 2.08 (s), x: -2.29 (m), y: 5.03 (m)
Time: 2.19 (s), x: -2.30 (m), y: 5.12 (m)
Time: 2.29 (s), x: -2.32 (m), y: 5.21 (m)
Time: 2.40 (s), x: -2.33 (m), y: 5.29 (m)
Time: 2.50 (s), x: -2.34 (m), y: 5.37 (m)
Time: 2.60 (s), x: -2.36 (m), y: 5.44 (m)
Time: 2.71 (s), x: -2.37 (m), y: 5.51 (m)
Time: 2.81 (s), x: -2.38 (m), y: 5.57 (m)
Time: 2.92 (s), x: -2.40 (m), y: 5.63 (m)
Time: 3.02 (s), x: -2.41 (m), y: 5.69 (m)
Time: 3.12 (s), x: -2.43 (m), y: 5.74 (m)
Time: 3.23 (s), x: -2.44 (m), y: 5.79 (m)
Time: 3.33 (s), x: -2.45 (m), y: 5.84 (m)
Time: 3.43 (s), x: -2.46 (m), y: 5.88 (m)
Time: 3.53 (s), x: -2.47 (m), y: 5.93 (m)
Time: 3.63 (s), x: -2.49 (m), y: 5.97 (m)
Time: 3.74 (s), x: -2.50 (m), y: 6.01 (m)
Time: 3.84 (s), x: -2.51 (m), y: 6.05 (m)
Time: 3.95 (s), x: -2.52 (m), y: 6.08 (m)
Time: 4.05 (s), x: -2.53 (m), y: 6.11 (m)
Time: 4.15 (s), x: -2.54 (m), y: 6.14 (m)
Time: 4.25 (s), x: -2.54 (m), y: 6.17 (m)
Time: 4.36 (s), x: -2.55 (m), y: 6.20 (m)
Time: 4.46 (s), x: -2.56 (m), y: 6.23 (m)
Time: 4.57 (s), x: -2.57 (m), y: 6.25 (m)
Time: 4.67 (s), x: -2.58 (m), y: 6.27 (m)
Time: 4.78 (s), x: -2.59 (m), y: 6.30 (m)
Time: 4.88 (s), x: -2.59 (m), y: 6.32 (m)
Time: 4.98 (s), x: -2.60 (m), y: 6.34 (m)
Time: 5.09 (s), x: -2.60 (m), y: 6.34 (m)
Time: 5.19 (s), x: -2.60 (m), y: 6.35 (m)
Time: 5.30 (s), x: -2.61 (m), y: 6.36 (m)
Time: 5.40 (s), x: -2.61 (m), y: 6.37 (m)
Time: 5.50 (s), x: -2.61 (m), y: 6.38 (m)
Time: 5.61 (s), x: -2.62 (m), y: 6.39 (m)
Time: 5.71 (s), x: -2.62 (m), y: 6.40 (m)
Time: 5.82 (s), x: -2.62 (m), y: 6.40 (m)
Time: 5.93 (s), x: -2.62 (m), y: 6.41 (m)
Time: 6.03 (s), x: -2.62 (m), y: 6.41 (m)
Time: 6.13 (s), x: -2.62 (m), y: 6.42 (m)
Time: 6.24 (s), x: -2.63 (m), y: 6.43 (m)
Time: 6.34 (s), x: -2.64 (m), y: 6.46 (m)
Time: 6.45 (s), x: -2.64 (m), y: 6.48 (m)
Time: 6.55 (s), x: -2.65 (m), y: 6.50 (m)
Time: 6.66 (s), x: -2.66 (m), y: 6.52 (m)
Time: 6.76 (s), x: -2.67 (m), y: 6.54 (m)
Time: 6.87 (s), x: -2.68 (m), y: 6.56 (m)
Time: 6.97 (s), x: -2.68 (m), y: 6.57 (m)
Time: 7.08 (s), x: -2.69 (m), y: 6.59 (m)
Time: 7.18 (s), x: -2.70 (m), y: 6.60 (m)
Time: 7.29 (s), x: -2.70 (m), y: 6.62 (m)
Time: 7.39 (s), x: -2.71 (m), y: 6.63 (m)
Time: 7.50 (s), x: -2.71 (m), y: 6.65 (m)
Time: 7.60 (s), x: -2.72 (m), y: 6.66 (m)
Time: 7.71 (s), x: -2.72 (m), y: 6.67 (m)
Time: 7.81 (s), x: -2.72 (m), y: 6.68 (m)
Time: 7.92 (s), x: -2.73 (m), y: 6.70 (m)
Time: 8.02 (s), x: -2.74 (m), y: 6.71 (m)
Time: 8.13 (s), x: -2.74 (m), y: 6.73 (m)
Time: 8.23 (s), x: -2.74 (m), y: 6.74 (m)
Time: 8.34 (s), x: -2.75 (m), y: 6.75 (m)
Time: 8.44 (s), x: -2.75 (m), y: 6.76 (m)
Time: 8.54 (s), x: -2.76 (m), y: 6.77 (m)
Time: 8.65 (s), x: -2.76 (m), y: 6.78 (m)
Time: 8.75 (s), x: -2.77 (m), y: 6.79 (m)
Time: 8.86 (s), x: -2.77 (m), y: 6.80 (m)
Time: 8.96 (s), x: -2.77 (m), y: 6.81 (m)
Time: 9.07 (s), x: -2.78 (m), y: 6.82 (m)
Time: 9.18 (s), x: -2.78 (m), y: 6.83 (m)
Time: 9.29 (s), x: -2.79 (m), y: 6.85 (m)
Time: 9.39 (s), x: -2.79 (m), y: 6.86 (m)
Time: 9.49 (s), x: -2.79 (m), y: 6.87 (m)
Time: 9.60 (s), x: -2.80 (m), y: 6.88 (m)
Time: 9.70 (s), x: -2.80 (m), y: 6.90 (m)
Time: 9.81 (s), x: -2.81 (m), y: 6.95 (m)
Time: 9.92 (s), x: -2.82 (m), y: 6.99 (m)
Time: 10.02 (s), x: -2.83 (m), y: 7.06 (m)
Time: 10.12 (s), x: -2.84 (m), y: 7.13 (m)
Time: 10.22 (s), x: -2.86 (m), y: 7.23 (m)
Time: 10.33 (s), x: -2.87 (m), y: 7.32 (m)
Time: 10.43 (s), x: -2.89 (m), y: 7.43 (m)
Time: 10.54 (s), x: -2.90 (m), y: 7.53 (m)
Time: 10.64 (s), x: -2.91 (m), y: 7.63 (m)
Time: 10.74 (s), x: -2.92 (m), y: 7.73 (m)
Time: 10.84 (s), x: -2.92 (m), y: 7.83 (m)
Time: 10.94 (s), x: -2.93 (m), y: 7.93 (m)
Time: 11.05 (s), x: -2.93 (m), y: 8.05 (m)
Time: 11.15 (s), x: -2.93 (m), y: 8.15 (m)
Time: 11.26 (s), x: -2.92 (m), y: 8.26 (m)
Time: 11.36 (s), x: -2.91 (m), y: 8.36 (m)
Time: 11.47 (s), x: -2.91 (m), y: 8.47 (m)
Time: 11.58 (s), x: -2.90 (m), y: 8.57 (m)
Time: 11.69 (s), x: -2.89 (m), y: 8.66 (m)
Time: 11.79 (s), x: -2.88 (m), y: 8.74 (m)
Time: 11.89 (s), x: -2.87 (m), y: 8.80 (m)
Time: 11.99 (s), x: -2.86 (m), y: 8.85 (m)
Time: 12.10 (s), x: -2.86 (m), y: 8.87 (m)
Time: 12.20 (s), x: -2.86 (m), y: 8.90 (m)
Time: 12.30 (s), x: -2.86 (m), y: 8.95 (m)
Time: 12.41 (s), x: -2.85 (m), y: 9.01 (m)
Time: 12.51 (s), x: -2.85 (m), y: 9.07 (m)
Time: 12.61 (s), x: -2.84 (m), y: 9.16 (m)
Time: 12.72 (s), x: -2.84 (m), y: 9.25 (m)
Time: 12.83 (s), x: -2.83 (m), y: 9.35 (m)
Time: 12.93 (s), x: -2.82 (m), y: 9.45 (m)
Time: 13.03 (s), x: -2.81 (m), y: 9.55 (m)
Time: 13.13 (s), x: -2.80 (m), y: 9.66 (m)
Time: 13.23 (s), x: -2.79 (m), y: 9.76 (m)
Time: 13.33 (s), x: -2.77 (m), y: 9.86 (m)
Time: 13.44 (s), x: -2.75 (m), y: 9.96 (m)
Time: 13.54 (s), x: -2.74 (m), y: 10.06 (m)
Time: 13.65 (s), x: -2.72 (m), y: 10.16 (m)
Time: 13.75 (s), x: -2.70 (m), y: 10.27 (m)
Time: 13.85 (s), x: -2.68 (m), y: 10.37 (m)
Time: 13.96 (s), x: -2.66 (m), y: 10.47 (m)
Time: 14.06 (s), x: -2.64 (m), y: 10.57 (m)
Time: 14.17 (s), x: -2.63 (m), y: 10.67 (m)
Time: 14.27 (s), x: -2.61 (m), y: 10.78 (m)
Time: 14.37 (s), x: -2.59 (m), y: 10.87 (m)
Time: 14.47 (s), x: -2.57 (m), y: 10.97 (m)
Time: 14.57 (s), x: -2.55 (m), y: 11.07 (m)
Time: 14.68 (s), x: -2.53 (m), y: 11.17 (m)
Time: 14.78 (s), x: -2.51 (m), y: 11.28 (m)
Time: 14.88 (s), x: -2.49 (m), y: 11.38 (m)
Time: 14.99 (s), x: -2.48 (m), y: 11.48 (m)
Time: 15.09 (s), x: -2.46 (m), y: 11.56 (m)
Time: 15.20 (s), x: -2.45 (m), y: 11.65 (m)
Time: 15.30 (s), x: -2.44 (m), y: 11.73 (m)
Time: 15.40 (s), x: -2.43 (m), y: 11.81 (m)
Time: 15.51 (s), x: -2.41 (m), y: 11.89 (m)
Time: 15.62 (s), x: -2.40 (m), y: 11.96 (m)
Time: 15.72 (s), x: -2.39 (m), y: 12.02 (m)
>>>>>>>>>>>>>>>>>> Test finished! <<<<<<<<<<<<<<<<<<
Navigation succeeded with time 15.7190 (s)
Navigation metric: 0.3333
