🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_eband_w19.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_19.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.11 (s), x: -2.25 (m), y: 3.16 (m)
Time: 0.22 (s), x: -2.25 (m), y: 3.21 (m)
Time: 0.32 (s), x: -2.25 (m), y: 3.25 (m)
Time: 0.42 (s), x: -2.25 (m), y: 3.30 (m)
Time: 0.52 (s), x: -2.24 (m), y: 3.35 (m)
Time: 0.62 (s), x: -2.23 (m), y: 3.40 (m)
Time: 0.73 (s), x: -2.22 (m), y: 3.46 (m)
Time: 0.84 (s), x: -2.21 (m), y: 3.50 (m)
Time: 0.94 (s), x: -2.20 (m), y: 3.55 (m)
Time: 1.05 (s), x: -2.19 (m), y: 3.59 (m)
Time: 1.16 (s), x: -2.18 (m), y: 3.64 (m)
Time: 1.26 (s), x: -2.17 (m), y: 3.69 (m)
Time: 1.37 (s), x: -2.17 (m), y: 3.74 (m)
Time: 1.48 (s), x: -2.17 (m), y: 3.79 (m)
Time: 1.58 (s), x: -2.17 (m), y: 3.84 (m)
Time: 1.69 (s), x: -2.17 (m), y: 3.89 (m)
Time: 1.80 (s), x: -2.16 (m), y: 3.94 (m)
Time: 1.90 (s), x: -2.16 (m), y: 3.99 (m)
Time: 2.01 (s), x: -2.15 (m), y: 4.04 (m)
Time: 2.12 (s), x: -2.14 (m), y: 4.09 (m)
Time: 2.22 (s), x: -2.13 (m), y: 4.14 (m)
Time: 2.33 (s), x: -2.12 (m), y: 4.18 (m)
Time: 2.44 (s), x: -2.12 (m), y: 4.23 (m)
Time: 2.54 (s), x: -2.11 (m), y: 4.28 (m)
Time: 2.64 (s), x: -2.10 (m), y: 4.34 (m)
Time: 2.74 (s), x: -2.09 (m), y: 4.40 (m)
Time: 2.85 (s), x: -2.08 (m), y: 4.45 (m)
Time: 2.95 (s), x: -2.07 (m), y: 4.51 (m)
Time: 3.05 (s), x: -2.06 (m), y: 4.56 (m)
Time: 3.15 (s), x: -2.05 (m), y: 4.61 (m)
Time: 3.26 (s), x: -2.04 (m), y: 4.66 (m)
Time: 3.36 (s), x: -2.03 (m), y: 4.70 (m)
Time: 3.46 (s), x: -2.02 (m), y: 4.75 (m)
Time: 3.56 (s), x: -2.00 (m), y: 4.80 (m)
Time: 3.67 (s), x: -1.99 (m), y: 4.85 (m)
Time: 3.77 (s), x: -1.97 (m), y: 4.90 (m)
Time: 3.88 (s), x: -1.96 (m), y: 4.95 (m)
Time: 3.98 (s), x: -1.95 (m), y: 4.99 (m)
Time: 4.08 (s), x: -1.93 (m), y: 5.03 (m)
Time: 4.18 (s), x: -1.92 (m), y: 5.08 (m)
Time: 4.28 (s), x: -1.90 (m), y: 5.12 (m)
Time: 4.38 (s), x: -1.89 (m), y: 5.17 (m)
Time: 4.49 (s), x: -1.87 (m), y: 5.22 (m)
Time: 4.60 (s), x: -1.86 (m), y: 5.26 (m)
Time: 4.70 (s), x: -1.84 (m), y: 5.31 (m)
Time: 4.80 (s), x: -1.83 (m), y: 5.35 (m)
Time: 4.90 (s), x: -1.82 (m), y: 5.39 (m)
Time: 5.00 (s), x: -1.80 (m), y: 5.44 (m)
Time: 5.11 (s), x: -1.78 (m), y: 5.49 (m)
Time: 5.21 (s), x: -1.76 (m), y: 5.53 (m)
Time: 5.31 (s), x: -1.74 (m), y: 5.58 (m)
Time: 5.42 (s), x: -1.73 (m), y: 5.62 (m)
Time: 5.52 (s), x: -1.71 (m), y: 5.67 (m)
Time: 5.63 (s), x: -1.69 (m), y: 5.72 (m)
Time: 5.73 (s), x: -1.68 (m), y: 5.76 (m)
Time: 5.84 (s), x: -1.66 (m), y: 5.80 (m)
Time: 5.95 (s), x: -1.65 (m), y: 5.84 (m)
Time: 6.05 (s), x: -1.64 (m), y: 5.88 (m)
Time: 6.15 (s), x: -1.63 (m), y: 5.92 (m)
Time: 6.26 (s), x: -1.62 (m), y: 5.97 (m)
Time: 6.36 (s), x: -1.61 (m), y: 6.01 (m)
Time: 6.47 (s), x: -1.59 (m), y: 6.06 (m)
Time: 6.57 (s), x: -1.56 (m), y: 6.09 (m)
Time: 6.67 (s), x: -1.54 (m), y: 6.13 (m)
Time: 6.78 (s), x: -1.51 (m), y: 6.17 (m)
Time: 6.88 (s), x: -1.48 (m), y: 6.21 (m)
Time: 6.99 (s), x: -1.44 (m), y: 6.25 (m)
Time: 7.10 (s), x: -1.41 (m), y: 6.29 (m)
Time: 7.20 (s), x: -1.38 (m), y: 6.32 (m)
Time: 7.30 (s), x: -1.35 (m), y: 6.34 (m)
Time: 7.41 (s), x: -1.33 (m), y: 6.36 (m)
Time: 7.52 (s), x: -1.31 (m), y: 6.39 (m)
Time: 7.62 (s), x: -1.28 (m), y: 6.42 (m)
Time: 7.73 (s), x: -1.25 (m), y: 6.46 (m)
Time: 7.84 (s), x: -1.23 (m), y: 6.50 (m)
Time: 7.95 (s), x: -1.20 (m), y: 6.55 (m)
Time: 8.05 (s), x: -1.18 (m), y: 6.60 (m)
Time: 8.16 (s), x: -1.17 (m), y: 6.65 (m)
Time: 8.27 (s), x: -1.16 (m), y: 6.69 (m)
Time: 8.37 (s), x: -1.17 (m), y: 6.73 (m)
Time: 8.48 (s), x: -1.17 (m), y: 6.78 (m)
Time: 8.58 (s), x: -1.18 (m), y: 6.83 (m)
Time: 8.69 (s), x: -1.18 (m), y: 6.88 (m)
Time: 8.79 (s), x: -1.19 (m), y: 6.92 (m)
Time: 8.89 (s), x: -1.20 (m), y: 6.97 (m)
Time: 8.99 (s), x: -1.21 (m), y: 7.01 (m)
Time: 9.10 (s), x: -1.21 (m), y: 7.06 (m)
Time: 9.20 (s), x: -1.22 (m), y: 7.10 (m)
Time: 9.30 (s), x: -1.23 (m), y: 7.15 (m)
Time: 9.41 (s), x: -1.24 (m), y: 7.20 (m)
Time: 9.51 (s), x: -1.25 (m), y: 7.25 (m)
Time: 9.62 (s), x: -1.26 (m), y: 7.30 (m)
Time: 9.72 (s), x: -1.26 (m), y: 7.34 (m)
Time: 9.82 (s), x: -1.27 (m), y: 7.39 (m)
Time: 9.92 (s), x: -1.28 (m), y: 7.43 (m)
Time: 10.03 (s), x: -1.29 (m), y: 7.48 (m)
Time: 10.14 (s), x: -1.31 (m), y: 7.53 (m)
Time: 10.24 (s), x: -1.33 (m), y: 7.57 (m)
Time: 10.34 (s), x: -1.35 (m), y: 7.61 (m)
Time: 10.45 (s), x: -1.37 (m), y: 7.66 (m)
Time: 10.55 (s), x: -1.38 (m), y: 7.71 (m)
Time: 10.65 (s), x: -1.40 (m), y: 7.75 (m)
Time: 10.75 (s), x: -1.41 (m), y: 7.78 (m)
Time: 10.86 (s), x: -1.42 (m), y: 7.80 (m)
Time: 10.96 (s), x: -1.43 (m), y: 7.83 (m)
Time: 11.07 (s), x: -1.44 (m), y: 7.84 (m)
Time: 11.17 (s), x: -1.46 (m), y: 7.84 (m)
Time: 11.27 (s), x: -1.48 (m), y: 7.84 (m)
Time: 11.38 (s), x: -1.49 (m), y: 7.83 (m)
Time: 11.48 (s), x: -1.51 (m), y: 7.82 (m)
Time: 11.58 (s), x: -1.52 (m), y: 7.82 (m)
Time: 11.69 (s), x: -1.53 (m), y: 7.83 (m)
Time: 11.79 (s), x: -1.53 (m), y: 7.85 (m)
Time: 11.89 (s), x: -1.52 (m), y: 7.89 (m)
Time: 12.00 (s), x: -1.49 (m), y: 7.94 (m)
Time: 12.11 (s), x: -1.47 (m), y: 7.98 (m)
Time: 12.21 (s), x: -1.44 (m), y: 8.01 (m)
Time: 12.31 (s), x: -1.40 (m), y: 8.05 (m)
Time: 12.42 (s), x: -1.37 (m), y: 8.08 (m)
Time: 12.52 (s), x: -1.33 (m), y: 8.11 (m)
Time: 12.63 (s), x: -1.29 (m), y: 8.15 (m)
Time: 12.73 (s), x: -1.25 (m), y: 8.18 (m)
Time: 12.83 (s), x: -1.22 (m), y: 8.20 (m)
Time: 12.94 (s), x: -1.18 (m), y: 8.23 (m)
Time: 13.04 (s), x: -1.14 (m), y: 8.26 (m)
Time: 13.15 (s), x: -1.10 (m), y: 8.28 (m)
Time: 13.25 (s), x: -1.06 (m), y: 8.31 (m)
Time: 13.35 (s), x: -1.02 (m), y: 8.35 (m)
Time: 13.46 (s), x: -0.98 (m), y: 8.38 (m)
Time: 13.56 (s), x: -0.95 (m), y: 8.42 (m)
Time: 13.67 (s), x: -0.91 (m), y: 8.46 (m)
Time: 13.77 (s), x: -0.89 (m), y: 8.50 (m)
Time: 13.88 (s), x: -0.87 (m), y: 8.53 (m)
Time: 13.98 (s), x: -0.86 (m), y: 8.54 (m)
Time: 14.09 (s), x: -0.86 (m), y: 8.56 (m)
Time: 14.19 (s), x: -0.86 (m), y: 8.57 (m)
Time: 14.29 (s), x: -0.85 (m), y: 8.58 (m)
Time: 14.40 (s), x: -0.84 (m), y: 8.60 (m)
Time: 14.50 (s), x: -0.83 (m), y: 8.63 (m)
Time: 14.60 (s), x: -0.81 (m), y: 8.67 (m)
Time: 14.71 (s), x: -0.78 (m), y: 8.71 (m)
Time: 14.81 (s), x: -0.77 (m), y: 8.74 (m)
Time: 14.92 (s), x: -0.77 (m), y: 8.77 (m)
Time: 15.02 (s), x: -0.77 (m), y: 8.79 (m)
Time: 15.13 (s), x: -0.76 (m), y: 8.80 (m)
Time: 15.23 (s), x: -0.76 (m), y: 8.80 (m)
Time: 15.33 (s), x: -0.76 (m), y: 8.81 (m)
Time: 15.44 (s), x: -0.75 (m), y: 8.81 (m)
Time: 15.54 (s), x: -0.75 (m), y: 8.82 (m)
Time: 15.65 (s), x: -0.75 (m), y: 8.85 (m)
Time: 15.75 (s), x: -0.76 (m), y: 8.90 (m)
Time: 15.85 (s), x: -0.76 (m), y: 8.95 (m)
Time: 15.96 (s), x: -0.76 (m), y: 8.99 (m)
Time: 16.06 (s), x: -0.77 (m), y: 9.04 (m)
Time: 16.16 (s), x: -0.78 (m), y: 9.09 (m)
Time: 16.27 (s), x: -0.79 (m), y: 9.13 (m)
Time: 16.37 (s), x: -0.80 (m), y: 9.18 (m)
Time: 16.48 (s), x: -0.81 (m), y: 9.23 (m)
Time: 16.58 (s), x: -0.81 (m), y: 9.28 (m)
Time: 16.68 (s), x: -0.82 (m), y: 9.32 (m)
Time: 16.79 (s), x: -0.83 (m), y: 9.37 (m)
Time: 16.89 (s), x: -0.84 (m), y: 9.41 (m)
Time: 17.00 (s), x: -0.85 (m), y: 9.46 (m)
Time: 17.10 (s), x: -0.87 (m), y: 9.51 (m)
Time: 17.21 (s), x: -0.89 (m), y: 9.56 (m)
Time: 17.31 (s), x: -0.91 (m), y: 9.60 (m)
Time: 17.41 (s), x: -0.92 (m), y: 9.65 (m)
Time: 17.52 (s), x: -0.94 (m), y: 9.69 (m)
Time: 17.63 (s), x: -0.96 (m), y: 9.74 (m)
Time: 17.73 (s), x: -0.98 (m), y: 9.79 (m)
Time: 17.84 (s), x: -1.00 (m), y: 9.83 (m)
Time: 17.94 (s), x: -1.01 (m), y: 9.88 (m)
Time: 18.04 (s), x: -1.03 (m), y: 9.92 (m)
Time: 18.15 (s), x: -1.05 (m), y: 9.97 (m)
Time: 18.26 (s), x: -1.07 (m), y: 10.01 (m)
Time: 18.36 (s), x: -1.08 (m), y: 10.06 (m)
Time: 18.46 (s), x: -1.10 (m), y: 10.11 (m)
Time: 18.57 (s), x: -1.12 (m), y: 10.15 (m)
Time: 18.68 (s), x: -1.14 (m), y: 10.20 (m)
Time: 18.79 (s), x: -1.15 (m), y: 10.25 (m)
