🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_dwa_w35.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_35.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.12 (s), x: -2.25 (m), y: 3.17 (m)
Time: 0.22 (s), x: -2.25 (m), y: 3.23 (m)
Time: 0.32 (s), x: -2.25 (m), y: 3.32 (m)
Time: 0.43 (s), x: -2.25 (m), y: 3.41 (m)
Time: 0.53 (s), x: -2.25 (m), y: 3.52 (m)
Time: 0.64 (s), x: -2.25 (m), y: 3.63 (m)
Time: 0.74 (s), x: -2.25 (m), y: 3.73 (m)
Time: 0.85 (s), x: -2.25 (m), y: 3.83 (m)
Time: 0.95 (s), x: -2.25 (m), y: 3.94 (m)
Time: 1.05 (s), x: -2.25 (m), y: 4.04 (m)
Time: 1.16 (s), x: -2.25 (m), y: 4.15 (m)
Time: 1.26 (s), x: -2.25 (m), y: 4.25 (m)
Time: 1.37 (s), x: -2.25 (m), y: 4.36 (m)
Time: 1.47 (s), x: -2.25 (m), y: 4.46 (m)
Time: 1.58 (s), x: -2.25 (m), y: 4.56 (m)
Time: 1.68 (s), x: -2.25 (m), y: 4.67 (m)
Time: 1.78 (s), x: -2.25 (m), y: 4.77 (m)
Time: 1.89 (s), x: -2.25 (m), y: 4.87 (m)
Time: 2.00 (s), x: -2.25 (m), y: 4.99 (m)
Time: 2.11 (s), x: -2.25 (m), y: 5.09 (m)
Time: 2.21 (s), x: -2.25 (m), y: 5.19 (m)
Time: 2.32 (s), x: -2.25 (m), y: 5.30 (m)
Time: 2.43 (s), x: -2.25 (m), y: 5.41 (m)
Time: 2.54 (s), x: -2.25 (m), y: 5.51 (m)
Time: 2.64 (s), x: -2.25 (m), y: 5.61 (m)
Time: 2.74 (s), x: -2.25 (m), y: 5.72 (m)
Time: 2.85 (s), x: -2.25 (m), y: 5.82 (m)
Time: 2.95 (s), x: -2.25 (m), y: 5.92 (m)
Time: 3.06 (s), x: -2.25 (m), y: 6.02 (m)
Time: 3.17 (s), x: -2.25 (m), y: 6.14 (m)
Time: 3.27 (s), x: -2.25 (m), y: 6.23 (m)
Time: 3.38 (s), x: -2.25 (m), y: 6.34 (m)
Time: 3.49 (s), x: -2.25 (m), y: 6.44 (m)
Time: 3.59 (s), x: -2.25 (m), y: 6.52 (m)
Time: 3.69 (s), x: -2.25 (m), y: 6.61 (m)
Time: 3.80 (s), x: -2.25 (m), y: 6.69 (m)
Time: 3.90 (s), x: -2.25 (m), y: 6.76 (m)
Time: 4.01 (s), x: -2.25 (m), y: 6.83 (m)
Time: 4.11 (s), x: -2.25 (m), y: 6.90 (m)
Time: 4.22 (s), x: -2.25 (m), y: 6.96 (m)
Time: 4.32 (s), x: -2.25 (m), y: 7.02 (m)
Time: 4.42 (s), x: -2.25 (m), y: 7.07 (m)
Time: 4.53 (s), x: -2.25 (m), y: 7.13 (m)
Time: 4.63 (s), x: -2.25 (m), y: 7.18 (m)
Time: 4.74 (s), x: -2.25 (m), y: 7.23 (m)
Time: 4.84 (s), x: -2.25 (m), y: 7.27 (m)
Time: 4.95 (s), x: -2.25 (m), y: 7.32 (m)
Time: 5.06 (s), x: -2.25 (m), y: 7.36 (m)
Time: 5.16 (s), x: -2.25 (m), y: 7.40 (m)
Time: 5.27 (s), x: -2.25 (m), y: 7.44 (m)
Time: 5.38 (s), x: -2.25 (m), y: 7.47 (m)
Time: 5.48 (s), x: -2.25 (m), y: 7.51 (m)
Time: 5.59 (s), x: -2.25 (m), y: 7.54 (m)
Time: 5.70 (s), x: -2.25 (m), y: 7.57 (m)
Time: 5.81 (s), x: -2.26 (m), y: 7.60 (m)
Time: 5.91 (s), x: -2.26 (m), y: 7.63 (m)
Time: 6.02 (s), x: -2.26 (m), y: 7.65 (m)
Time: 6.13 (s), x: -2.26 (m), y: 7.68 (m)
Time: 6.24 (s), x: -2.26 (m), y: 7.70 (m)
Time: 6.34 (s), x: -2.26 (m), y: 7.73 (m)
Time: 6.45 (s), x: -2.26 (m), y: 7.75 (m)
Time: 6.55 (s), x: -2.26 (m), y: 7.77 (m)
Time: 6.66 (s), x: -2.26 (m), y: 7.79 (m)
Time: 6.76 (s), x: -2.26 (m), y: 7.80 (m)
Time: 6.87 (s), x: -2.26 (m), y: 7.82 (m)
Time: 6.97 (s), x: -2.26 (m), y: 7.84 (m)
Time: 7.08 (s), x: -2.26 (m), y: 7.85 (m)
Time: 7.19 (s), x: -2.26 (m), y: 7.87 (m)
Time: 7.30 (s), x: -2.26 (m), y: 7.88 (m)
Time: 7.40 (s), x: -2.26 (m), y: 7.89 (m)
Time: 7.50 (s), x: -2.26 (m), y: 7.90 (m)
Time: 7.61 (s), x: -2.26 (m), y: 7.92 (m)
Time: 7.71 (s), x: -2.26 (m), y: 7.93 (m)
Time: 7.82 (s), x: -2.27 (m), y: 7.94 (m)
Time: 7.92 (s), x: -2.26 (m), y: 7.95 (m)
Time: 8.03 (s), x: -2.26 (m), y: 7.96 (m)
Time: 8.13 (s), x: -2.26 (m), y: 7.96 (m)
Time: 8.24 (s), x: -2.25 (m), y: 7.96 (m)
Time: 8.34 (s), x: -2.25 (m), y: 7.96 (m)
Time: 8.45 (s), x: -2.24 (m), y: 7.97 (m)
