🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_dwa_w41.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_41.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.12 (s), x: -2.25 (m), y: 3.17 (m)
Time: 0.22 (s), x: -2.25 (m), y: 3.24 (m)
Time: 0.32 (s), x: -2.25 (m), y: 3.32 (m)
Time: 0.42 (s), x: -2.25 (m), y: 3.41 (m)
Time: 0.53 (s), x: -2.25 (m), y: 3.51 (m)
Time: 0.63 (s), x: -2.25 (m), y: 3.62 (m)
Time: 0.73 (s), x: -2.25 (m), y: 3.72 (m)
Time: 0.83 (s), x: -2.25 (m), y: 3.82 (m)
Time: 0.94 (s), x: -2.25 (m), y: 3.93 (m)
Time: 1.04 (s), x: -2.25 (m), y: 4.03 (m)
Time: 1.14 (s), x: -2.25 (m), y: 4.13 (m)
Time: 1.25 (s), x: -2.25 (m), y: 4.23 (m)
Time: 1.35 (s), x: -2.25 (m), y: 4.33 (m)
Time: 1.45 (s), x: -2.25 (m), y: 4.45 (m)
Time: 1.56 (s), x: -2.25 (m), y: 4.54 (m)
Time: 1.67 (s), x: -2.25 (m), y: 4.65 (m)
Time: 1.77 (s), x: -2.25 (m), y: 4.75 (m)
Time: 1.87 (s), x: -2.25 (m), y: 4.86 (m)
Time: 1.98 (s), x: -2.25 (m), y: 4.96 (m)
Time: 2.09 (s), x: -2.25 (m), y: 5.06 (m)
Time: 2.19 (s), x: -2.25 (m), y: 5.17 (m)
Time: 2.30 (s), x: -2.25 (m), y: 5.27 (m)
Time: 2.40 (s), x: -2.25 (m), y: 5.37 (m)
Time: 2.51 (s), x: -2.25 (m), y: 5.48 (m)
Time: 2.61 (s), x: -2.25 (m), y: 5.58 (m)
Time: 2.72 (s), x: -2.25 (m), y: 5.69 (m)
Time: 2.83 (s), x: -2.25 (m), y: 5.80 (m)
Time: 2.93 (s), x: -2.25 (m), y: 5.90 (m)
Time: 3.03 (s), x: -2.24 (m), y: 6.00 (m)
Time: 3.14 (s), x: -2.24 (m), y: 6.10 (m)
Time: 3.25 (s), x: -2.24 (m), y: 6.21 (m)
Time: 3.35 (s), x: -2.23 (m), y: 6.31 (m)
Time: 3.45 (s), x: -2.23 (m), y: 6.41 (m)
Time: 3.55 (s), x: -2.22 (m), y: 6.52 (m)
Time: 3.66 (s), x: -2.22 (m), y: 6.63 (m)
Time: 3.77 (s), x: -2.21 (m), y: 6.73 (m)
Time: 3.88 (s), x: -2.20 (m), y: 6.84 (m)
Time: 3.98 (s), x: -2.19 (m), y: 6.95 (m)
Time: 4.09 (s), x: -2.19 (m), y: 7.05 (m)
Time: 4.20 (s), x: -2.18 (m), y: 7.16 (m)
Time: 4.30 (s), x: -2.18 (m), y: 7.26 (m)
Time: 4.41 (s), x: -2.17 (m), y: 7.36 (m)
Time: 4.51 (s), x: -2.17 (m), y: 7.47 (m)
Time: 4.62 (s), x: -2.16 (m), y: 7.57 (m)
Time: 4.73 (s), x: -2.16 (m), y: 7.68 (m)
Time: 4.83 (s), x: -2.16 (m), y: 7.79 (m)
Time: 4.94 (s), x: -2.15 (m), y: 7.89 (m)
Time: 5.04 (s), x: -2.15 (m), y: 7.99 (m)
Time: 5.14 (s), x: -2.15 (m), y: 8.09 (m)
Time: 5.25 (s), x: -2.15 (m), y: 8.20 (m)
Time: 5.35 (s), x: -2.14 (m), y: 8.31 (m)
Time: 5.46 (s), x: -2.14 (m), y: 8.41 (m)
Time: 5.56 (s), x: -2.14 (m), y: 8.51 (m)
Time: 5.67 (s), x: -2.14 (m), y: 8.62 (m)
Time: 5.77 (s), x: -2.14 (m), y: 8.72 (m)
Time: 5.87 (s), x: -2.14 (m), y: 8.81 (m)
Time: 5.97 (s), x: -2.14 (m), y: 8.91 (m)
Time: 6.07 (s), x: -2.14 (m), y: 9.01 (m)
Time: 6.17 (s), x: -2.15 (m), y: 9.12 (m)
Time: 6.28 (s), x: -2.15 (m), y: 9.22 (m)
Time: 6.39 (s), x: -2.15 (m), y: 9.33 (m)
Time: 6.49 (s), x: -2.15 (m), y: 9.43 (m)
Time: 6.59 (s), x: -2.15 (m), y: 9.53 (m)
Time: 6.70 (s), x: -2.16 (m), y: 9.64 (m)
Time: 6.80 (s), x: -2.16 (m), y: 9.74 (m)
Time: 6.91 (s), x: -2.16 (m), y: 9.85 (m)
Time: 7.01 (s), x: -2.16 (m), y: 9.95 (m)
Time: 7.12 (s), x: -2.16 (m), y: 10.05 (m)
Time: 7.22 (s), x: -2.17 (m), y: 10.15 (m)
Time: 7.32 (s), x: -2.17 (m), y: 10.26 (m)
Time: 7.43 (s), x: -2.17 (m), y: 10.36 (m)
Time: 7.53 (s), x: -2.17 (m), y: 10.46 (m)
Time: 7.64 (s), x: -2.17 (m), y: 10.57 (m)
Time: 7.74 (s), x: -2.18 (m), y: 10.67 (m)
Time: 7.85 (s), x: -2.18 (m), y: 10.78 (m)
Time: 7.96 (s), x: -2.18 (m), y: 10.89 (m)
Time: 8.06 (s), x: -2.18 (m), y: 10.99 (m)
Time: 8.16 (s), x: -2.18 (m), y: 11.09 (m)
Time: 8.27 (s), x: -2.19 (m), y: 11.19 (m)
Time: 8.37 (s), x: -2.19 (m), y: 11.29 (m)
Time: 8.48 (s), x: -2.19 (m), y: 11.38 (m)
Time: 8.58 (s), x: -2.19 (m), y: 11.46 (m)
Time: 8.68 (s), x: -2.19 (m), y: 11.55 (m)
Time: 8.78 (s), x: -2.19 (m), y: 11.62 (m)
Time: 8.89 (s), x: -2.20 (m), y: 11.70 (m)
Time: 8.99 (s), x: -2.20 (m), y: 11.76 (m)
Time: 9.10 (s), x: -2.20 (m), y: 11.83 (m)
Time: 9.20 (s), x: -2.20 (m), y: 11.89 (m)
Time: 9.30 (s), x: -2.20 (m), y: 11.94 (m)
Time: 9.41 (s), x: -2.20 (m), y: 12.00 (m)
Time: 9.52 (s), x: -2.20 (m), y: 12.05 (m)
>>>>>>>>>>>>>>>>>> Test finished! <<<<<<<<<<<<<<<<<<
Navigation succeeded with time 9.5190 (s)
Navigation metric: 0.5000
