🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_fastdwa_w76.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_76.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.00 (m), y: 3.12 (m)
Time: 0.11 (s), x: -2.00 (m), y: 3.21 (m)
Time: 0.21 (s), x: -2.00 (m), y: 3.31 (m)
Time: 0.32 (s), x: -2.00 (m), y: 3.41 (m)
Time: 0.42 (s), x: -1.99 (m), y: 3.50 (m)
Time: 0.53 (s), x: -1.98 (m), y: 3.59 (m)
Time: 0.64 (s), x: -1.98 (m), y: 3.67 (m)
Time: 0.75 (s), x: -1.96 (m), y: 3.74 (m)
Time: 0.85 (s), x: -1.95 (m), y: 3.81 (m)
Time: 0.95 (s), x: -1.94 (m), y: 3.88 (m)
Time: 1.05 (s), x: -1.93 (m), y: 3.95 (m)
Time: 1.16 (s), x: -1.91 (m), y: 4.01 (m)
Time: 1.26 (s), x: -1.90 (m), y: 4.07 (m)
Time: 1.36 (s), x: -1.89 (m), y: 4.12 (m)
Time: 1.46 (s), x: -1.87 (m), y: 4.17 (m)
Time: 1.56 (s), x: -1.85 (m), y: 4.22 (m)
Time: 1.67 (s), x: -1.84 (m), y: 4.26 (m)
Time: 1.77 (s), x: -1.83 (m), y: 4.30 (m)
Time: 1.87 (s), x: -1.82 (m), y: 4.34 (m)
Time: 1.98 (s), x: -1.81 (m), y: 4.38 (m)
Time: 2.09 (s), x: -1.80 (m), y: 4.42 (m)
Time: 2.19 (s), x: -1.78 (m), y: 4.45 (m)
Time: 2.30 (s), x: -1.77 (m), y: 4.49 (m)
Time: 2.40 (s), x: -1.76 (m), y: 4.51 (m)
Time: 2.50 (s), x: -1.75 (m), y: 4.54 (m)
Time: 2.60 (s), x: -1.73 (m), y: 4.56 (m)
Time: 2.70 (s), x: -1.72 (m), y: 4.59 (m)
Time: 2.80 (s), x: -1.70 (m), y: 4.61 (m)
Time: 2.91 (s), x: -1.69 (m), y: 4.63 (m)
Time: 3.01 (s), x: -1.68 (m), y: 4.66 (m)
Time: 3.11 (s), x: -1.67 (m), y: 4.67 (m)
Time: 3.21 (s), x: -1.66 (m), y: 4.69 (m)
Time: 3.31 (s), x: -1.66 (m), y: 4.70 (m)
Time: 3.41 (s), x: -1.65 (m), y: 4.71 (m)
Time: 3.51 (s), x: -1.64 (m), y: 4.72 (m)
Time: 3.62 (s), x: -1.64 (m), y: 4.73 (m)
Time: 3.72 (s), x: -1.63 (m), y: 4.75 (m)
Time: 3.82 (s), x: -1.62 (m), y: 4.76 (m)
Time: 3.92 (s), x: -1.61 (m), y: 4.77 (m)
Time: 4.02 (s), x: -1.60 (m), y: 4.78 (m)
Time: 4.12 (s), x: -1.60 (m), y: 4.79 (m)
Time: 4.23 (s), x: -1.59 (m), y: 4.81 (m)
Time: 4.34 (s), x: -1.57 (m), y: 4.82 (m)
Time: 4.45 (s), x: -1.56 (m), y: 4.83 (m)
Time: 4.55 (s), x: -1.55 (m), y: 4.84 (m)
Time: 4.66 (s), x: -1.54 (m), y: 4.86 (m)
Time: 4.77 (s), x: -1.52 (m), y: 4.87 (m)
Time: 4.87 (s), x: -1.50 (m), y: 4.89 (m)
Time: 4.98 (s), x: -1.48 (m), y: 4.92 (m)
Time: 5.09 (s), x: -1.47 (m), y: 4.93 (m)
Time: 5.19 (s), x: -1.46 (m), y: 4.94 (m)
Time: 5.30 (s), x: -1.45 (m), y: 4.95 (m)
Time: 5.41 (s), x: -1.44 (m), y: 4.96 (m)
Time: 5.51 (s), x: -1.43 (m), y: 4.97 (m)
Time: 5.62 (s), x: -1.42 (m), y: 4.98 (m)
Time: 5.72 (s), x: -1.41 (m), y: 4.99 (m)
Time: 5.82 (s), x: -1.40 (m), y: 5.00 (m)
Time: 5.92 (s), x: -1.39 (m), y: 5.01 (m)
Time: 6.02 (s), x: -1.39 (m), y: 5.01 (m)
Time: 6.12 (s), x: -1.38 (m), y: 5.02 (m)
Time: 6.23 (s), x: -1.37 (m), y: 5.03 (m)
Time: 6.33 (s), x: -1.36 (m), y: 5.04 (m)
Time: 6.44 (s), x: -1.36 (m), y: 5.04 (m)
Time: 6.54 (s), x: -1.35 (m), y: 5.05 (m)
Time: 6.65 (s), x: -1.34 (m), y: 5.06 (m)
Time: 6.75 (s), x: -1.33 (m), y: 5.06 (m)
Time: 6.86 (s), x: -1.33 (m), y: 5.07 (m)
Time: 6.96 (s), x: -1.32 (m), y: 5.07 (m)
Time: 7.06 (s), x: -1.32 (m), y: 5.08 (m)
Time: 7.16 (s), x: -1.31 (m), y: 5.09 (m)
Time: 7.27 (s), x: -1.30 (m), y: 5.09 (m)
Time: 7.37 (s), x: -1.29 (m), y: 5.10 (m)
Time: 7.47 (s), x: -1.27 (m), y: 5.12 (m)
Time: 7.58 (s), x: -1.25 (m), y: 5.13 (m)
Time: 7.68 (s), x: -1.23 (m), y: 5.15 (m)
Time: 7.78 (s), x: -1.21 (m), y: 5.17 (m)
Time: 7.88 (s), x: -1.19 (m), y: 5.18 (m)
Time: 7.99 (s), x: -1.18 (m), y: 5.20 (m)
Time: 8.09 (s), x: -1.17 (m), y: 5.22 (m)
Time: 8.19 (s), x: -1.16 (m), y: 5.25 (m)
Time: 8.29 (s), x: -1.15 (m), y: 5.27 (m)
Time: 8.39 (s), x: -1.14 (m), y: 5.30 (m)
Time: 8.50 (s), x: -1.14 (m), y: 5.34 (m)
Time: 8.61 (s), x: -1.13 (m), y: 5.37 (m)
Time: 8.71 (s), x: -1.13 (m), y: 5.38 (m)
Time: 8.82 (s), x: -1.13 (m), y: 5.38 (m)
Time: 8.92 (s), x: -1.13 (m), y: 5.36 (m)
Time: 9.03 (s), x: -1.14 (m), y: 5.34 (m)
Time: 9.13 (s), x: -1.14 (m), y: 5.34 (m)
Time: 9.23 (s), x: -1.13 (m), y: 5.34 (m)
Time: 9.34 (s), x: -1.13 (m), y: 5.34 (m)
Time: 9.44 (s), x: -1.12 (m), y: 5.34 (m)
Time: 9.55 (s), x: -1.11 (m), y: 5.34 (m)
Time: 9.65 (s), x: -1.11 (m), y: 5.34 (m)
Time: 9.75 (s), x: -1.10 (m), y: 5.34 (m)
Time: 9.85 (s), x: -1.09 (m), y: 5.35 (m)
Time: 9.96 (s), x: -1.08 (m), y: 5.34 (m)
Time: 10.06 (s), x: -1.06 (m), y: 5.32 (m)
Time: 10.16 (s), x: -1.05 (m), y: 5.31 (m)
Time: 10.27 (s), x: -1.04 (m), y: 5.31 (m)
Time: 10.37 (s), x: -1.06 (m), y: 5.34 (m)
Time: 10.48 (s), x: -1.09 (m), y: 5.40 (m)
Time: 10.58 (s), x: -1.12 (m), y: 5.45 (m)
Time: 10.69 (s), x: -1.16 (m), y: 5.52 (m)
Time: 10.79 (s), x: -1.20 (m), y: 5.60 (m)
Time: 10.89 (s), x: -1.24 (m), y: 5.67 (m)
Time: 11.00 (s), x: -1.28 (m), y: 5.73 (m)
Time: 11.11 (s), x: -1.30 (m), y: 5.79 (m)
Time: 11.21 (s), x: -1.34 (m), y: 5.88 (m)
Time: 11.32 (s), x: -1.38 (m), y: 5.96 (m)
Time: 11.42 (s), x: -1.42 (m), y: 6.05 (m)
