🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_fastdwa_w78.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_78.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.00 (m), y: 3.12 (m)
Time: 0.11 (s), x: -2.00 (m), y: 3.21 (m)
Time: 0.21 (s), x: -2.00 (m), y: 3.32 (m)
Time: 0.32 (s), x: -2.00 (m), y: 3.42 (m)
Time: 0.42 (s), x: -1.99 (m), y: 3.52 (m)
Time: 0.52 (s), x: -1.98 (m), y: 3.62 (m)
Time: 0.63 (s), x: -1.96 (m), y: 3.73 (m)
Time: 0.74 (s), x: -1.94 (m), y: 3.84 (m)
Time: 0.85 (s), x: -1.92 (m), y: 3.94 (m)
Time: 0.95 (s), x: -1.90 (m), y: 4.02 (m)
Time: 1.05 (s), x: -1.88 (m), y: 4.10 (m)
Time: 1.16 (s), x: -1.86 (m), y: 4.18 (m)
Time: 1.26 (s), x: -1.84 (m), y: 4.25 (m)
Time: 1.37 (s), x: -1.82 (m), y: 4.32 (m)
Time: 1.47 (s), x: -1.80 (m), y: 4.37 (m)
Time: 1.58 (s), x: -1.78 (m), y: 4.44 (m)
Time: 1.68 (s), x: -1.76 (m), y: 4.49 (m)
Time: 1.78 (s), x: -1.75 (m), y: 4.54 (m)
Time: 1.88 (s), x: -1.73 (m), y: 4.59 (m)
Time: 1.99 (s), x: -1.72 (m), y: 4.63 (m)
Time: 2.09 (s), x: -1.70 (m), y: 4.68 (m)
Time: 2.20 (s), x: -1.68 (m), y: 4.72 (m)
Time: 2.30 (s), x: -1.67 (m), y: 4.76 (m)
Time: 2.41 (s), x: -1.65 (m), y: 4.80 (m)
Time: 2.51 (s), x: -1.64 (m), y: 4.84 (m)
Time: 2.61 (s), x: -1.63 (m), y: 4.87 (m)
Time: 2.72 (s), x: -1.62 (m), y: 4.90 (m)
Time: 2.82 (s), x: -1.60 (m), y: 4.93 (m)
Time: 2.92 (s), x: -1.59 (m), y: 4.96 (m)
Time: 3.03 (s), x: -1.58 (m), y: 4.99 (m)
Time: 3.13 (s), x: -1.57 (m), y: 5.01 (m)
Time: 3.23 (s), x: -1.56 (m), y: 5.04 (m)
Time: 3.34 (s), x: -1.55 (m), y: 5.06 (m)
Time: 3.44 (s), x: -1.54 (m), y: 5.08 (m)
Time: 3.54 (s), x: -1.53 (m), y: 5.10 (m)
Time: 3.65 (s), x: -1.52 (m), y: 5.13 (m)
Time: 3.76 (s), x: -1.51 (m), y: 5.15 (m)
Time: 3.86 (s), x: -1.50 (m), y: 5.16 (m)
Time: 3.96 (s), x: -1.49 (m), y: 5.18 (m)
Time: 4.07 (s), x: -1.49 (m), y: 5.19 (m)
Time: 4.17 (s), x: -1.48 (m), y: 5.21 (m)
Time: 4.27 (s), x: -1.47 (m), y: 5.22 (m)
Time: 4.37 (s), x: -1.47 (m), y: 5.24 (m)
Time: 4.48 (s), x: -1.46 (m), y: 5.25 (m)
Time: 4.58 (s), x: -1.45 (m), y: 5.26 (m)
Time: 4.69 (s), x: -1.45 (m), y: 5.27 (m)
Time: 4.79 (s), x: -1.44 (m), y: 5.28 (m)
Time: 4.90 (s), x: -1.44 (m), y: 5.30 (m)
Time: 5.01 (s), x: -1.43 (m), y: 5.31 (m)
Time: 5.11 (s), x: -1.42 (m), y: 5.33 (m)
Time: 5.22 (s), x: -1.42 (m), y: 5.34 (m)
Time: 5.32 (s), x: -1.42 (m), y: 5.35 (m)
Time: 5.42 (s), x: -1.41 (m), y: 5.36 (m)
Time: 5.52 (s), x: -1.41 (m), y: 5.36 (m)
Time: 5.62 (s), x: -1.40 (m), y: 5.37 (m)
Time: 5.73 (s), x: -1.40 (m), y: 5.38 (m)
Time: 5.83 (s), x: -1.39 (m), y: 5.39 (m)
Time: 5.94 (s), x: -1.39 (m), y: 5.40 (m)
Time: 6.04 (s), x: -1.39 (m), y: 5.41 (m)
Time: 6.15 (s), x: -1.38 (m), y: 5.42 (m)
Time: 6.26 (s), x: -1.38 (m), y: 5.43 (m)
Time: 6.36 (s), x: -1.38 (m), y: 5.43 (m)
Time: 6.46 (s), x: -1.37 (m), y: 5.43 (m)
