🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_teb_w70.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_70.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.12 (m)
Time: 0.12 (s), x: -2.25 (m), y: 3.22 (m)
Time: 0.22 (s), x: -2.25 (m), y: 3.37 (m)
Time: 0.32 (s), x: -2.25 (m), y: 3.51 (m)
Time: 0.42 (s), x: -2.25 (m), y: 3.66 (m)
Time: 0.52 (s), x: -2.25 (m), y: 3.82 (m)
Time: 0.63 (s), x: -2.25 (m), y: 3.98 (m)
Time: 0.73 (s), x: -2.25 (m), y: 4.13 (m)
Time: 0.83 (s), x: -2.26 (m), y: 4.29 (m)
Time: 0.94 (s), x: -2.27 (m), y: 4.44 (m)
Time: 1.04 (s), x: -2.30 (m), y: 4.60 (m)
Time: 1.14 (s), x: -2.32 (m), y: 4.74 (m)
Time: 1.25 (s), x: -2.35 (m), y: 4.89 (m)
Time: 1.35 (s), x: -2.37 (m), y: 5.05 (m)
Time: 1.45 (s), x: -2.38 (m), y: 5.20 (m)
Time: 1.55 (s), x: -2.37 (m), y: 5.34 (m)
Time: 1.65 (s), x: -2.34 (m), y: 5.46 (m)
Time: 1.76 (s), x: -2.30 (m), y: 5.55 (m)
Time: 1.86 (s), x: -2.27 (m), y: 5.59 (m)
Time: 1.97 (s), x: -2.27 (m), y: 5.60 (m)
Time: 2.07 (s), x: -2.27 (m), y: 5.61 (m)
Time: 2.18 (s), x: -2.24 (m), y: 5.63 (m)
Time: 2.28 (s), x: -2.19 (m), y: 5.66 (m)
Time: 2.39 (s), x: -2.13 (m), y: 5.70 (m)
Time: 2.49 (s), x: -2.08 (m), y: 5.73 (m)
Time: 2.59 (s), x: -2.07 (m), y: 5.75 (m)
Time: 2.69 (s), x: -2.06 (m), y: 5.75 (m)
Time: 2.79 (s), x: -2.07 (m), y: 5.74 (m)
Time: 2.89 (s), x: -2.07 (m), y: 5.72 (m)
Time: 3.00 (s), x: -2.08 (m), y: 5.70 (m)
Time: 3.10 (s), x: -2.08 (m), y: 5.67 (m)
Time: 3.21 (s), x: -2.08 (m), y: 5.65 (m)
Time: 3.31 (s), x: -2.07 (m), y: 5.65 (m)
Time: 3.42 (s), x: -2.06 (m), y: 5.68 (m)
Time: 3.52 (s), x: -2.05 (m), y: 5.70 (m)
Time: 3.62 (s), x: -2.05 (m), y: 5.72 (m)
Time: 3.73 (s), x: -2.05 (m), y: 5.76 (m)
Time: 3.84 (s), x: -2.07 (m), y: 5.82 (m)
Time: 3.94 (s), x: -2.08 (m), y: 5.91 (m)
Time: 4.04 (s), x: -2.11 (m), y: 6.04 (m)
Time: 4.14 (s), x: -2.13 (m), y: 6.17 (m)
Time: 4.25 (s), x: -2.15 (m), y: 6.28 (m)
Time: 4.35 (s), x: -2.17 (m), y: 6.38 (m)
Time: 4.45 (s), x: -2.21 (m), y: 6.49 (m)
Time: 4.56 (s), x: -2.27 (m), y: 6.61 (m)
Time: 4.66 (s), x: -2.34 (m), y: 6.73 (m)
Time: 4.76 (s), x: -2.43 (m), y: 6.83 (m)
Time: 4.87 (s), x: -2.52 (m), y: 6.91 (m)
Time: 4.97 (s), x: -2.58 (m), y: 6.96 (m)
Time: 5.07 (s), x: -2.61 (m), y: 6.97 (m)
Time: 5.18 (s), x: -2.62 (m), y: 6.98 (m)
Time: 5.28 (s), x: -2.61 (m), y: 6.98 (m)
Time: 5.38 (s), x: -2.60 (m), y: 6.98 (m)
Time: 5.49 (s), x: -2.59 (m), y: 6.97 (m)
Time: 5.59 (s), x: -2.59 (m), y: 6.97 (m)
Time: 5.69 (s), x: -2.60 (m), y: 6.97 (m)
Time: 5.79 (s), x: -2.63 (m), y: 6.99 (m)
Time: 5.90 (s), x: -2.66 (m), y: 7.00 (m)
Time: 6.01 (s), x: -2.70 (m), y: 7.02 (m)
Time: 6.11 (s), x: -2.76 (m), y: 7.05 (m)
Time: 6.22 (s), x: -2.82 (m), y: 7.09 (m)
Time: 6.33 (s), x: -2.90 (m), y: 7.13 (m)
Time: 6.43 (s), x: -2.98 (m), y: 7.19 (m)
Time: 6.54 (s), x: -3.06 (m), y: 7.27 (m)
Time: 6.64 (s), x: -3.15 (m), y: 7.38 (m)
Time: 6.75 (s), x: -3.22 (m), y: 7.48 (m)
Time: 6.85 (s), x: -3.28 (m), y: 7.60 (m)
Time: 6.96 (s), x: -3.33 (m), y: 7.75 (m)
Time: 7.06 (s), x: -3.35 (m), y: 7.90 (m)
Time: 7.17 (s), x: -3.34 (m), y: 8.00 (m)
Time: 7.27 (s), x: -3.33 (m), y: 8.06 (m)
Time: 7.38 (s), x: -3.31 (m), y: 8.11 (m)
Time: 7.48 (s), x: -3.29 (m), y: 8.15 (m)
Time: 7.59 (s), x: -3.29 (m), y: 8.17 (m)
Time: 7.69 (s), x: -3.30 (m), y: 8.18 (m)
Time: 7.79 (s), x: -3.32 (m), y: 8.19 (m)
Time: 7.90 (s), x: -3.33 (m), y: 8.20 (m)
Time: 8.00 (s), x: -3.35 (m), y: 8.20 (m)
Time: 8.11 (s), x: -3.36 (m), y: 8.20 (m)
Time: 8.21 (s), x: -3.37 (m), y: 8.21 (m)
Time: 8.31 (s), x: -3.38 (m), y: 8.21 (m)
Time: 8.42 (s), x: -3.38 (m), y: 8.21 (m)
Time: 8.52 (s), x: -3.38 (m), y: 8.21 (m)
Time: 8.62 (s), x: -3.38 (m), y: 8.21 (m)
Time: 8.73 (s), x: -3.38 (m), y: 8.21 (m)
Time: 8.83 (s), x: -3.39 (m), y: 8.20 (m)
Time: 8.94 (s), x: -3.41 (m), y: 8.20 (m)
Time: 9.04 (s), x: -3.43 (m), y: 8.20 (m)
Time: 9.14 (s), x: -3.43 (m), y: 8.20 (m)
Time: 9.25 (s), x: -3.43 (m), y: 8.20 (m)
