🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_eband_w69.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_69.world <<<<<<<<<<<<<<<<<<
Time: 0.02 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.12 (s), x: -2.25 (m), y: 3.16 (m)
Time: 0.22 (s), x: -2.25 (m), y: 3.21 (m)
Time: 0.32 (s), x: -2.25 (m), y: 3.26 (m)
Time: 0.42 (s), x: -2.25 (m), y: 3.31 (m)
Time: 0.53 (s), x: -2.25 (m), y: 3.36 (m)
Time: 0.63 (s), x: -2.24 (m), y: 3.40 (m)
Time: 0.73 (s), x: -2.22 (m), y: 3.44 (m)
Time: 0.85 (s), x: -2.21 (m), y: 3.49 (m)
Time: 0.95 (s), x: -2.20 (m), y: 3.54 (m)
Time: 1.06 (s), x: -2.19 (m), y: 3.59 (m)
Time: 1.16 (s), x: -2.18 (m), y: 3.64 (m)
Time: 1.27 (s), x: -2.17 (m), y: 3.69 (m)
Time: 1.37 (s), x: -2.16 (m), y: 3.73 (m)
Time: 1.48 (s), x: -2.14 (m), y: 3.78 (m)
Time: 1.58 (s), x: -2.13 (m), y: 3.82 (m)
Time: 1.68 (s), x: -2.12 (m), y: 3.86 (m)
Time: 1.79 (s), x: -2.11 (m), y: 3.91 (m)
Time: 1.89 (s), x: -2.11 (m), y: 3.96 (m)
Time: 1.99 (s), x: -2.10 (m), y: 4.00 (m)
Time: 2.10 (s), x: -2.10 (m), y: 4.05 (m)
Time: 2.20 (s), x: -2.10 (m), y: 4.10 (m)
Time: 2.30 (s), x: -2.10 (m), y: 4.15 (m)
Time: 2.40 (s), x: -2.09 (m), y: 4.22 (m)
Time: 2.51 (s), x: -2.09 (m), y: 4.28 (m)
Time: 2.61 (s), x: -2.08 (m), y: 4.32 (m)
Time: 2.71 (s), x: -2.07 (m), y: 4.37 (m)
Time: 2.81 (s), x: -2.05 (m), y: 4.41 (m)
Time: 2.92 (s), x: -2.04 (m), y: 4.45 (m)
Time: 3.02 (s), x: -2.03 (m), y: 4.50 (m)
Time: 3.12 (s), x: -2.03 (m), y: 4.55 (m)
Time: 3.23 (s), x: -2.03 (m), y: 4.60 (m)
Time: 3.33 (s), x: -2.03 (m), y: 4.64 (m)
Time: 3.44 (s), x: -2.02 (m), y: 4.68 (m)
Time: 3.54 (s), x: -2.02 (m), y: 4.73 (m)
Time: 3.64 (s), x: -2.01 (m), y: 4.78 (m)
Time: 3.75 (s), x: -2.00 (m), y: 4.84 (m)
Time: 3.85 (s), x: -1.99 (m), y: 4.90 (m)
Time: 3.95 (s), x: -1.98 (m), y: 4.94 (m)
Time: 4.06 (s), x: -1.96 (m), y: 4.99 (m)
Time: 4.16 (s), x: -1.96 (m), y: 5.03 (m)
Time: 4.26 (s), x: -1.95 (m), y: 5.08 (m)
Time: 4.37 (s), x: -1.94 (m), y: 5.13 (m)
