🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_teb_w17.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_17.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.12 (s), x: -2.25 (m), y: 3.21 (m)
Time: 0.22 (s), x: -2.25 (m), y: 3.35 (m)
Time: 0.33 (s), x: -2.25 (m), y: 3.51 (m)
Time: 0.43 (s), x: -2.25 (m), y: 3.66 (m)
Time: 0.54 (s), x: -2.25 (m), y: 3.83 (m)
Time: 0.65 (s), x: -2.26 (m), y: 3.99 (m)
Time: 0.75 (s), x: -2.26 (m), y: 4.12 (m)
Time: 0.85 (s), x: -2.26 (m), y: 4.22 (m)
Time: 0.96 (s), x: -2.25 (m), y: 4.30 (m)
Time: 1.06 (s), x: -2.25 (m), y: 4.36 (m)
Time: 1.17 (s), x: -2.27 (m), y: 4.45 (m)
Time: 1.27 (s), x: -2.28 (m), y: 4.54 (m)
Time: 1.37 (s), x: -2.28 (m), y: 4.62 (m)
Time: 1.47 (s), x: -2.30 (m), y: 4.69 (m)
Time: 1.57 (s), x: -2.33 (m), y: 4.77 (m)
Time: 1.68 (s), x: -2.39 (m), y: 4.85 (m)
Time: 1.78 (s), x: -2.46 (m), y: 4.93 (m)
Time: 1.88 (s), x: -2.53 (m), y: 5.00 (m)
Time: 1.99 (s), x: -2.64 (m), y: 5.08 (m)
Time: 2.10 (s), x: -2.76 (m), y: 5.18 (m)
Time: 2.20 (s), x: -2.84 (m), y: 5.25 (m)
Time: 2.31 (s), x: -2.95 (m), y: 5.32 (m)
Time: 2.41 (s), x: -3.04 (m), y: 5.41 (m)
Time: 2.51 (s), x: -3.13 (m), y: 5.52 (m)
Time: 2.62 (s), x: -3.22 (m), y: 5.64 (m)
Time: 2.72 (s), x: -3.29 (m), y: 5.79 (m)
Time: 2.83 (s), x: -3.32 (m), y: 5.93 (m)
Time: 2.93 (s), x: -3.32 (m), y: 6.01 (m)
Time: 3.04 (s), x: -3.30 (m), y: 6.07 (m)
Time: 3.14 (s), x: -3.29 (m), y: 6.12 (m)
Time: 3.25 (s), x: -3.29 (m), y: 6.15 (m)
Time: 3.36 (s), x: -3.30 (m), y: 6.15 (m)
Time: 3.46 (s), x: -3.32 (m), y: 6.16 (m)
Time: 3.57 (s), x: -3.33 (m), y: 6.16 (m)
Time: 3.67 (s), x: -3.35 (m), y: 6.16 (m)
Time: 3.78 (s), x: -3.37 (m), y: 6.15 (m)
Time: 3.88 (s), x: -3.39 (m), y: 6.14 (m)
Time: 3.99 (s), x: -3.41 (m), y: 6.13 (m)
Time: 4.10 (s), x: -3.43 (m), y: 6.11 (m)
Time: 4.20 (s), x: -3.45 (m), y: 6.10 (m)
Time: 4.30 (s), x: -3.46 (m), y: 6.09 (m)
Time: 4.40 (s), x: -3.47 (m), y: 6.08 (m)
Time: 4.51 (s), x: -3.47 (m), y: 6.08 (m)
Time: 4.61 (s), x: -3.46 (m), y: 6.09 (m)
Time: 4.72 (s), x: -3.45 (m), y: 6.10 (m)
Time: 4.82 (s), x: -3.43 (m), y: 6.11 (m)
Time: 4.93 (s), x: -3.41 (m), y: 6.15 (m)
Time: 5.03 (s), x: -3.39 (m), y: 6.18 (m)
Time: 5.14 (s), x: -3.36 (m), y: 6.22 (m)
Time: 5.24 (s), x: -3.33 (m), y: 6.28 (m)
Time: 5.35 (s), x: -3.30 (m), y: 6.36 (m)
Time: 5.45 (s), x: -3.26 (m), y: 6.45 (m)
Time: 5.55 (s), x: -3.22 (m), y: 6.56 (m)
Time: 5.66 (s), x: -3.17 (m), y: 6.71 (m)
Time: 5.77 (s), x: -3.12 (m), y: 6.84 (m)
Time: 5.87 (s), x: -3.07 (m), y: 6.98 (m)
Time: 5.97 (s), x: -3.05 (m), y: 7.09 (m)
Time: 6.07 (s), x: -3.04 (m), y: 7.22 (m)
Time: 6.17 (s), x: -3.04 (m), y: 7.35 (m)
Time: 6.28 (s), x: -3.07 (m), y: 7.51 (m)
Time: 6.39 (s), x: -3.13 (m), y: 7.66 (m)
Time: 6.49 (s), x: -3.22 (m), y: 7.79 (m)
Time: 6.60 (s), x: -3.32 (m), y: 7.91 (m)
Time: 6.70 (s), x: -3.42 (m), y: 7.99 (m)
Time: 6.80 (s), x: -3.49 (m), y: 8.05 (m)
Time: 6.91 (s), x: -3.54 (m), y: 8.09 (m)
Time: 7.01 (s), x: -3.60 (m), y: 8.15 (m)
Time: 7.12 (s), x: -3.66 (m), y: 8.21 (m)
Time: 7.22 (s), x: -3.71 (m), y: 8.24 (m)
Time: 7.32 (s), x: -3.75 (m), y: 8.28 (m)
Time: 7.42 (s), x: -3.79 (m), y: 8.34 (m)
Time: 7.53 (s), x: -3.83 (m), y: 8.42 (m)
Time: 7.63 (s), x: -3.85 (m), y: 8.53 (m)
Time: 7.73 (s), x: -3.87 (m), y: 8.65 (m)
Time: 7.84 (s), x: -3.89 (m), y: 8.79 (m)
Time: 7.94 (s), x: -3.91 (m), y: 8.94 (m)
Time: 8.04 (s), x: -3.91 (m), y: 9.08 (m)
Time: 8.15 (s), x: -3.89 (m), y: 9.22 (m)
Time: 8.25 (s), x: -3.86 (m), y: 9.34 (m)
Time: 8.36 (s), x: -3.83 (m), y: 9.42 (m)
Time: 8.46 (s), x: -3.80 (m), y: 9.49 (m)
Time: 8.56 (s), x: -3.76 (m), y: 9.54 (m)
Time: 8.66 (s), x: -3.72 (m), y: 9.59 (m)
Time: 8.77 (s), x: -3.70 (m), y: 9.62 (m)
Time: 8.87 (s), x: -3.66 (m), y: 9.67 (m)
Time: 8.98 (s), x: -3.60 (m), y: 9.75 (m)
Time: 9.08 (s), x: -3.55 (m), y: 9.84 (m)
Time: 9.18 (s), x: -3.51 (m), y: 9.89 (m)
Time: 9.29 (s), x: -3.49 (m), y: 9.92 (m)
Time: 9.39 (s), x: -3.46 (m), y: 9.97 (m)
Time: 9.49 (s), x: -3.43 (m), y: 10.02 (m)
Time: 9.60 (s), x: -3.39 (m), y: 10.09 (m)
Time: 9.71 (s), x: -3.33 (m), y: 10.19 (m)
Time: 9.81 (s), x: -3.26 (m), y: 10.32 (m)
