🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_teb_w5.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_5.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.12 (m)
Time: 0.12 (s), x: -2.25 (m), y: 3.23 (m)
Time: 0.22 (s), x: -2.25 (m), y: 3.37 (m)
Time: 0.32 (s), x: -2.25 (m), y: 3.51 (m)
Time: 0.43 (s), x: -2.26 (m), y: 3.66 (m)
Time: 0.53 (s), x: -2.27 (m), y: 3.82 (m)
Time: 0.64 (s), x: -2.30 (m), y: 3.98 (m)
Time: 0.75 (s), x: -2.34 (m), y: 4.13 (m)
Time: 0.86 (s), x: -2.37 (m), y: 4.29 (m)
Time: 0.96 (s), x: -2.39 (m), y: 4.44 (m)
Time: 1.06 (s), x: -2.41 (m), y: 4.60 (m)
Time: 1.17 (s), x: -2.42 (m), y: 4.75 (m)
Time: 1.28 (s), x: -2.43 (m), y: 4.92 (m)
Time: 1.38 (s), x: -2.44 (m), y: 5.07 (m)
Time: 1.49 (s), x: -2.44 (m), y: 5.24 (m)
Time: 1.60 (s), x: -2.44 (m), y: 5.40 (m)
Time: 1.70 (s), x: -2.44 (m), y: 5.55 (m)
Time: 1.80 (s), x: -2.44 (m), y: 5.70 (m)
Time: 1.90 (s), x: -2.44 (m), y: 5.85 (m)
Time: 2.01 (s), x: -2.44 (m), y: 6.01 (m)
Time: 2.11 (s), x: -2.44 (m), y: 6.16 (m)
Time: 2.21 (s), x: -2.45 (m), y: 6.32 (m)
Time: 2.32 (s), x: -2.45 (m), y: 6.48 (m)
Time: 2.42 (s), x: -2.45 (m), y: 6.63 (m)
Time: 2.53 (s), x: -2.45 (m), y: 6.80 (m)
Time: 2.64 (s), x: -2.46 (m), y: 6.95 (m)
Time: 2.75 (s), x: -2.49 (m), y: 7.11 (m)
Time: 2.85 (s), x: -2.52 (m), y: 7.27 (m)
Time: 2.95 (s), x: -2.54 (m), y: 7.41 (m)
Time: 3.06 (s), x: -2.55 (m), y: 7.57 (m)
Time: 3.16 (s), x: -2.55 (m), y: 7.73 (m)
Time: 3.26 (s), x: -2.54 (m), y: 7.88 (m)
Time: 3.36 (s), x: -2.53 (m), y: 8.04 (m)
Time: 3.47 (s), x: -2.52 (m), y: 8.19 (m)
Time: 3.57 (s), x: -2.52 (m), y: 8.35 (m)
Time: 3.68 (s), x: -2.53 (m), y: 8.51 (m)
Time: 3.78 (s), x: -2.55 (m), y: 8.66 (m)
Time: 3.89 (s), x: -2.57 (m), y: 8.81 (m)
Time: 3.99 (s), x: -2.60 (m), y: 8.96 (m)
Time: 4.10 (s), x: -2.62 (m), y: 9.12 (m)
Time: 4.21 (s), x: -2.63 (m), y: 9.29 (m)
Time: 4.32 (s), x: -2.63 (m), y: 9.45 (m)
Time: 4.43 (s), x: -2.63 (m), y: 9.61 (m)
Time: 4.53 (s), x: -2.63 (m), y: 9.77 (m)
Time: 4.64 (s), x: -2.64 (m), y: 9.93 (m)
Time: 4.75 (s), x: -2.64 (m), y: 10.09 (m)
Time: 4.86 (s), x: -2.65 (m), y: 10.25 (m)
Time: 4.96 (s), x: -2.65 (m), y: 10.41 (m)
Time: 5.07 (s), x: -2.64 (m), y: 10.57 (m)
Time: 5.18 (s), x: -2.64 (m), y: 10.74 (m)
Time: 5.29 (s), x: -2.64 (m), y: 10.90 (m)
Time: 5.40 (s), x: -2.63 (m), y: 11.06 (m)
Time: 5.51 (s), x: -2.62 (m), y: 11.22 (m)
Time: 5.62 (s), x: -2.61 (m), y: 11.38 (m)
Time: 5.72 (s), x: -2.60 (m), y: 11.54 (m)
Time: 5.83 (s), x: -2.61 (m), y: 11.70 (m)
Time: 5.94 (s), x: -2.62 (m), y: 11.87 (m)
Time: 6.04 (s), x: -2.63 (m), y: 12.02 (m)
Time: 6.15 (s), x: -2.64 (m), y: 12.18 (m)
>>>>>>>>>>>>>>>>>> Test finished! <<<<<<<<<<<<<<<<<<
Navigation succeeded with time 6.1520 (s)
Navigation metric: 0.5000
