🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_fastdwa_w82.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_82.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.00 (m), y: 3.11 (m)
Time: 0.11 (s), x: -2.00 (m), y: 3.22 (m)
Time: 0.21 (s), x: -2.00 (m), y: 3.32 (m)
Time: 0.32 (s), x: -2.00 (m), y: 3.42 (m)
Time: 0.43 (s), x: -2.00 (m), y: 3.53 (m)
Time: 0.53 (s), x: -2.00 (m), y: 3.64 (m)
Time: 0.64 (s), x: -2.00 (m), y: 3.74 (m)
Time: 0.75 (s), x: -2.00 (m), y: 3.85 (m)
Time: 0.85 (s), x: -2.00 (m), y: 3.94 (m)
Time: 0.96 (s), x: -2.00 (m), y: 4.04 (m)
Time: 1.06 (s), x: -2.00 (m), y: 4.13 (m)
Time: 1.16 (s), x: -2.00 (m), y: 4.22 (m)
Time: 1.27 (s), x: -2.00 (m), y: 4.30 (m)
Time: 1.37 (s), x: -2.00 (m), y: 4.39 (m)
Time: 1.47 (s), x: -2.00 (m), y: 4.46 (m)
Time: 1.57 (s), x: -2.00 (m), y: 4.53 (m)
Time: 1.68 (s), x: -2.00 (m), y: 4.60 (m)
Time: 1.78 (s), x: -2.00 (m), y: 4.67 (m)
Time: 1.89 (s), x: -2.00 (m), y: 4.73 (m)
Time: 1.99 (s), x: -2.01 (m), y: 4.78 (m)
Time: 2.09 (s), x: -2.01 (m), y: 4.85 (m)
Time: 2.19 (s), x: -2.01 (m), y: 4.90 (m)
Time: 2.30 (s), x: -2.01 (m), y: 4.95 (m)
Time: 2.41 (s), x: -2.01 (m), y: 5.00 (m)
Time: 2.51 (s), x: -2.01 (m), y: 5.04 (m)
Time: 2.61 (s), x: -2.02 (m), y: 5.09 (m)
Time: 2.71 (s), x: -2.02 (m), y: 5.13 (m)
Time: 2.82 (s), x: -2.02 (m), y: 5.17 (m)
Time: 2.93 (s), x: -2.02 (m), y: 5.21 (m)
Time: 3.03 (s), x: -2.03 (m), y: 5.25 (m)
Time: 3.14 (s), x: -2.03 (m), y: 5.29 (m)
Time: 3.25 (s), x: -2.03 (m), y: 5.33 (m)
Time: 3.36 (s), x: -2.03 (m), y: 5.36 (m)
Time: 3.46 (s), x: -2.03 (m), y: 5.38 (m)
Time: 3.57 (s), x: -2.03 (m), y: 5.41 (m)
Time: 3.67 (s), x: -2.04 (m), y: 5.44 (m)
Time: 3.78 (s), x: -2.04 (m), y: 5.47 (m)
Time: 3.88 (s), x: -2.04 (m), y: 5.49 (m)
Time: 3.99 (s), x: -2.04 (m), y: 5.51 (m)
Time: 4.09 (s), x: -2.04 (m), y: 5.54 (m)
Time: 4.20 (s), x: -2.04 (m), y: 5.56 (m)
Time: 4.30 (s), x: -2.04 (m), y: 5.58 (m)
Time: 4.41 (s), x: -2.04 (m), y: 5.59 (m)
Time: 4.51 (s), x: -2.04 (m), y: 5.61 (m)
