🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_dwa_w56.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_56.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.11 (s), x: -2.26 (m), y: 3.16 (m)
Time: 0.22 (s), x: -2.26 (m), y: 3.24 (m)
Time: 0.32 (s), x: -2.26 (m), y: 3.31 (m)
Time: 0.43 (s), x: -2.27 (m), y: 3.39 (m)
Time: 0.54 (s), x: -2.28 (m), y: 3.48 (m)
Time: 0.64 (s), x: -2.29 (m), y: 3.57 (m)
Time: 0.74 (s), x: -2.29 (m), y: 3.63 (m)
Time: 0.85 (s), x: -2.30 (m), y: 3.68 (m)
Time: 0.96 (s), x: -2.31 (m), y: 3.74 (m)
Time: 1.06 (s), x: -2.32 (m), y: 3.80 (m)
Time: 1.16 (s), x: -2.33 (m), y: 3.85 (m)
Time: 1.27 (s), x: -2.34 (m), y: 3.90 (m)
Time: 1.37 (s), x: -2.35 (m), y: 3.95 (m)
Time: 1.48 (s), x: -2.35 (m), y: 4.00 (m)
Time: 1.58 (s), x: -2.36 (m), y: 4.05 (m)
Time: 1.69 (s), x: -2.37 (m), y: 4.09 (m)
Time: 1.80 (s), x: -2.38 (m), y: 4.13 (m)
Time: 1.91 (s), x: -2.39 (m), y: 4.18 (m)
Time: 2.01 (s), x: -2.41 (m), y: 4.23 (m)
Time: 2.12 (s), x: -2.41 (m), y: 4.26 (m)
Time: 2.23 (s), x: -2.42 (m), y: 4.29 (m)
Time: 2.33 (s), x: -2.43 (m), y: 4.32 (m)
Time: 2.43 (s), x: -2.43 (m), y: 4.34 (m)
Time: 2.54 (s), x: -2.44 (m), y: 4.37 (m)
Time: 2.65 (s), x: -2.45 (m), y: 4.41 (m)
Time: 2.75 (s), x: -2.45 (m), y: 4.44 (m)
Time: 2.85 (s), x: -2.46 (m), y: 4.48 (m)
Time: 2.96 (s), x: -2.47 (m), y: 4.51 (m)
Time: 3.06 (s), x: -2.48 (m), y: 4.53 (m)
Time: 3.17 (s), x: -2.50 (m), y: 4.56 (m)
Time: 3.27 (s), x: -2.51 (m), y: 4.59 (m)
Time: 3.38 (s), x: -2.52 (m), y: 4.61 (m)
Time: 3.49 (s), x: -2.53 (m), y: 4.62 (m)
Time: 3.59 (s), x: -2.53 (m), y: 4.64 (m)
Time: 3.69 (s), x: -2.54 (m), y: 4.66 (m)
Time: 3.80 (s), x: -2.55 (m), y: 4.68 (m)
Time: 3.91 (s), x: -2.56 (m), y: 4.70 (m)
Time: 4.01 (s), x: -2.57 (m), y: 4.72 (m)
Time: 4.12 (s), x: -2.58 (m), y: 4.73 (m)
Time: 4.23 (s), x: -2.59 (m), y: 4.75 (m)
Time: 4.33 (s), x: -2.60 (m), y: 4.76 (m)
Time: 4.43 (s), x: -2.61 (m), y: 4.77 (m)
Time: 4.54 (s), x: -2.62 (m), y: 4.79 (m)
Time: 4.64 (s), x: -2.63 (m), y: 4.81 (m)
Time: 4.75 (s), x: -2.65 (m), y: 4.82 (m)
Time: 4.85 (s), x: -2.66 (m), y: 4.84 (m)
Time: 4.95 (s), x: -2.67 (m), y: 4.86 (m)
Time: 5.05 (s), x: -2.68 (m), y: 4.87 (m)
Time: 5.16 (s), x: -2.70 (m), y: 4.89 (m)
Time: 5.27 (s), x: -2.72 (m), y: 4.92 (m)
Time: 5.37 (s), x: -2.74 (m), y: 4.95 (m)
Time: 5.48 (s), x: -2.77 (m), y: 4.99 (m)
Time: 5.59 (s), x: -2.80 (m), y: 5.03 (m)
Time: 5.69 (s), x: -2.83 (m), y: 5.06 (m)
Time: 5.79 (s), x: -2.85 (m), y: 5.09 (m)
Time: 5.90 (s), x: -2.87 (m), y: 5.12 (m)
Time: 6.01 (s), x: -2.89 (m), y: 5.15 (m)
Time: 6.11 (s), x: -2.92 (m), y: 5.18 (m)
Time: 6.22 (s), x: -2.94 (m), y: 5.22 (m)
Time: 6.33 (s), x: -2.97 (m), y: 5.26 (m)
Time: 6.43 (s), x: -3.00 (m), y: 5.31 (m)
Time: 6.53 (s), x: -3.03 (m), y: 5.37 (m)
Time: 6.64 (s), x: -3.05 (m), y: 5.42 (m)
Time: 6.74 (s), x: -3.07 (m), y: 5.47 (m)
Time: 6.85 (s), x: -3.08 (m), y: 5.52 (m)
Time: 6.95 (s), x: -3.09 (m), y: 5.56 (m)
Time: 7.06 (s), x: -3.09 (m), y: 5.59 (m)
Time: 7.16 (s), x: -3.08 (m), y: 5.64 (m)
Time: 7.26 (s), x: -3.07 (m), y: 5.68 (m)
Time: 7.37 (s), x: -3.06 (m), y: 5.73 (m)
Time: 7.48 (s), x: -3.05 (m), y: 5.77 (m)
Time: 7.58 (s), x: -3.04 (m), y: 5.80 (m)
Time: 7.68 (s), x: -3.03 (m), y: 5.84 (m)
Time: 7.79 (s), x: -3.03 (m), y: 5.87 (m)
Time: 7.89 (s), x: -3.02 (m), y: 5.90 (m)
Time: 8.00 (s), x: -3.01 (m), y: 5.93 (m)
Time: 8.11 (s), x: -3.00 (m), y: 5.95 (m)
Time: 8.22 (s), x: -3.00 (m), y: 5.98 (m)
Time: 8.33 (s), x: -2.99 (m), y: 6.01 (m)
Time: 8.43 (s), x: -2.98 (m), y: 6.03 (m)
Time: 8.53 (s), x: -2.98 (m), y: 6.05 (m)
Time: 8.64 (s), x: -2.97 (m), y: 6.07 (m)
Time: 8.75 (s), x: -2.97 (m), y: 6.09 (m)
Time: 8.85 (s), x: -2.96 (m), y: 6.11 (m)
Time: 8.96 (s), x: -2.96 (m), y: 6.13 (m)
Time: 9.06 (s), x: -2.95 (m), y: 6.14 (m)
Time: 9.17 (s), x: -2.95 (m), y: 6.16 (m)
Time: 9.27 (s), x: -2.95 (m), y: 6.18 (m)
Time: 9.38 (s), x: -2.94 (m), y: 6.19 (m)
Time: 9.49 (s), x: -2.94 (m), y: 6.20 (m)
Time: 9.59 (s), x: -2.94 (m), y: 6.22 (m)
Time: 9.70 (s), x: -2.93 (m), y: 6.23 (m)
Time: 9.80 (s), x: -2.93 (m), y: 6.24 (m)
Time: 9.91 (s), x: -2.93 (m), y: 6.25 (m)
Time: 10.01 (s), x: -2.93 (m), y: 6.26 (m)
Time: 10.12 (s), x: -2.92 (m), y: 6.27 (m)
Time: 10.22 (s), x: -2.92 (m), y: 6.28 (m)
Time: 10.33 (s), x: -2.92 (m), y: 6.29 (m)
Time: 10.43 (s), x: -2.92 (m), y: 6.31 (m)
Time: 10.54 (s), x: -2.91 (m), y: 6.32 (m)
Time: 10.64 (s), x: -2.91 (m), y: 6.33 (m)
Time: 10.75 (s), x: -2.91 (m), y: 6.34 (m)
Time: 10.85 (s), x: -2.90 (m), y: 6.34 (m)
Time: 10.96 (s), x: -2.90 (m), y: 6.34 (m)
Time: 11.06 (s), x: -2.90 (m), y: 6.33 (m)
Time: 11.17 (s), x: -2.90 (m), y: 6.32 (m)
Time: 11.27 (s), x: -2.90 (m), y: 6.31 (m)
Time: 11.38 (s), x: -2.90 (m), y: 6.31 (m)
Time: 11.48 (s), x: -2.90 (m), y: 6.31 (m)
Time: 11.59 (s), x: -2.89 (m), y: 6.31 (m)
Time: 11.69 (s), x: -2.89 (m), y: 6.31 (m)
Time: 11.79 (s), x: -2.88 (m), y: 6.31 (m)
Time: 11.90 (s), x: -2.88 (m), y: 6.31 (m)
Time: 12.01 (s), x: -2.87 (m), y: 6.32 (m)
Time: 12.11 (s), x: -2.87 (m), y: 6.33 (m)
Time: 12.21 (s), x: -2.86 (m), y: 6.33 (m)
Time: 12.32 (s), x: -2.86 (m), y: 6.34 (m)
Time: 12.42 (s), x: -2.86 (m), y: 6.35 (m)
Time: 12.53 (s), x: -2.86 (m), y: 6.37 (m)
Time: 12.63 (s), x: -2.87 (m), y: 6.39 (m)
Time: 12.74 (s), x: -2.87 (m), y: 6.41 (m)
Time: 12.85 (s), x: -2.88 (m), y: 6.43 (m)
Time: 12.95 (s), x: -2.88 (m), y: 6.45 (m)
Time: 13.06 (s), x: -2.89 (m), y: 6.46 (m)
Time: 13.16 (s), x: -2.90 (m), y: 6.49 (m)
Time: 13.27 (s), x: -2.90 (m), y: 6.51 (m)
Time: 13.37 (s), x: -2.91 (m), y: 6.53 (m)
Time: 13.48 (s), x: -2.91 (m), y: 6.54 (m)
Time: 13.58 (s), x: -2.92 (m), y: 6.54 (m)
Time: 13.68 (s), x: -2.92 (m), y: 6.55 (m)
Time: 13.79 (s), x: -2.92 (m), y: 6.56 (m)
Time: 13.90 (s), x: -2.92 (m), y: 6.57 (m)
Time: 14.00 (s), x: -2.93 (m), y: 6.58 (m)
Time: 14.11 (s), x: -2.93 (m), y: 6.59 (m)
Time: 14.21 (s), x: -2.93 (m), y: 6.60 (m)
Time: 14.32 (s), x: -2.93 (m), y: 6.60 (m)
Time: 14.43 (s), x: -2.94 (m), y: 6.62 (m)
Time: 14.53 (s), x: -2.94 (m), y: 6.63 (m)
Time: 14.64 (s), x: -2.95 (m), y: 6.65 (m)
Time: 14.75 (s), x: -2.95 (m), y: 6.66 (m)
Time: 14.85 (s), x: -2.96 (m), y: 6.69 (m)
Time: 14.96 (s), x: -2.98 (m), y: 6.72 (m)
Time: 15.07 (s), x: -2.99 (m), y: 6.77 (m)
Time: 15.17 (s), x: -3.01 (m), y: 6.83 (m)
Time: 15.28 (s), x: -3.04 (m), y: 6.91 (m)
Time: 15.39 (s), x: -3.06 (m), y: 6.99 (m)
Time: 15.49 (s), x: -3.08 (m), y: 7.08 (m)
Time: 15.59 (s), x: -3.09 (m), y: 7.14 (m)
Time: 15.70 (s), x: -3.10 (m), y: 7.18 (m)
Time: 15.80 (s), x: -3.11 (m), y: 7.22 (m)
Time: 15.91 (s), x: -3.13 (m), y: 7.26 (m)
Time: 16.01 (s), x: -3.15 (m), y: 7.30 (m)
Time: 16.12 (s), x: -3.16 (m), y: 7.34 (m)
Time: 16.23 (s), x: -3.18 (m), y: 7.37 (m)
Time: 16.33 (s), x: -3.19 (m), y: 7.42 (m)
Time: 16.43 (s), x: -3.21 (m), y: 7.47 (m)
Time: 16.54 (s), x: -3.23 (m), y: 7.53 (m)
Time: 16.64 (s), x: -3.25 (m), y: 7.59 (m)
Time: 16.75 (s), x: -3.26 (m), y: 7.66 (m)
Time: 16.86 (s), x: -3.27 (m), y: 7.72 (m)
Time: 16.96 (s), x: -3.27 (m), y: 7.78 (m)
Time: 17.06 (s), x: -3.27 (m), y: 7.84 (m)
Time: 17.17 (s), x: -3.26 (m), y: 7.88 (m)
Time: 17.27 (s), x: -3.26 (m), y: 7.89 (m)
Time: 17.38 (s), x: -3.26 (m), y: 7.90 (m)
Time: 17.48 (s), x: -3.26 (m), y: 7.91 (m)
Time: 17.59 (s), x: -3.26 (m), y: 7.93 (m)
Time: 17.69 (s), x: -3.26 (m), y: 7.94 (m)
Time: 17.80 (s), x: -3.26 (m), y: 7.95 (m)
Time: 17.90 (s), x: -3.26 (m), y: 7.96 (m)
Time: 18.00 (s), x: -3.26 (m), y: 7.99 (m)
Time: 18.10 (s), x: -3.27 (m), y: 8.01 (m)
Time: 18.20 (s), x: -3.27 (m), y: 8.03 (m)
Time: 18.31 (s), x: -3.27 (m), y: 8.05 (m)
Time: 18.41 (s), x: -3.28 (m), y: 8.07 (m)
