🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_eband_w32.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_32.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.12 (s), x: -2.25 (m), y: 3.15 (m)
Time: 0.22 (s), x: -2.25 (m), y: 3.20 (m)
Time: 0.32 (s), x: -2.27 (m), y: 3.25 (m)
Time: 0.42 (s), x: -2.27 (m), y: 3.30 (m)
Time: 0.52 (s), x: -2.29 (m), y: 3.35 (m)
Time: 0.62 (s), x: -2.30 (m), y: 3.39 (m)
Time: 0.73 (s), x: -2.31 (m), y: 3.44 (m)
Time: 0.83 (s), x: -2.32 (m), y: 3.49 (m)
Time: 0.94 (s), x: -2.33 (m), y: 3.53 (m)
Time: 1.04 (s), x: -2.35 (m), y: 3.58 (m)
Time: 1.14 (s), x: -2.36 (m), y: 3.62 (m)
Time: 1.25 (s), x: -2.37 (m), y: 3.67 (m)
Time: 1.35 (s), x: -2.38 (m), y: 3.72 (m)
Time: 1.46 (s), x: -2.39 (m), y: 3.76 (m)
Time: 1.56 (s), x: -2.40 (m), y: 3.82 (m)
Time: 1.66 (s), x: -2.42 (m), y: 3.86 (m)
Time: 1.76 (s), x: -2.43 (m), y: 3.91 (m)
Time: 1.86 (s), x: -2.44 (m), y: 3.95 (m)
Time: 1.97 (s), x: -2.45 (m), y: 4.00 (m)
Time: 2.08 (s), x: -2.47 (m), y: 4.05 (m)
Time: 2.18 (s), x: -2.48 (m), y: 4.10 (m)
Time: 2.28 (s), x: -2.49 (m), y: 4.14 (m)
Time: 2.39 (s), x: -2.50 (m), y: 4.19 (m)
Time: 2.50 (s), x: -2.51 (m), y: 4.24 (m)
Time: 2.60 (s), x: -2.52 (m), y: 4.28 (m)
Time: 2.71 (s), x: -2.54 (m), y: 4.33 (m)
Time: 2.82 (s), x: -2.55 (m), y: 4.38 (m)
Time: 2.92 (s), x: -2.56 (m), y: 4.43 (m)
Time: 3.02 (s), x: -2.57 (m), y: 4.48 (m)
