🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_eband_w30.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_30.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.11 (s), x: -2.25 (m), y: 3.16 (m)
Time: 0.22 (s), x: -2.25 (m), y: 3.21 (m)
Time: 0.32 (s), x: -2.25 (m), y: 3.25 (m)
Time: 0.42 (s), x: -2.24 (m), y: 3.29 (m)
Time: 0.53 (s), x: -2.24 (m), y: 3.34 (m)
Time: 0.63 (s), x: -2.25 (m), y: 3.39 (m)
Time: 0.74 (s), x: -2.26 (m), y: 3.44 (m)
Time: 0.84 (s), x: -2.26 (m), y: 3.48 (m)
Time: 0.94 (s), x: -2.25 (m), y: 3.50 (m)
Time: 1.05 (s), x: -2.25 (m), y: 3.51 (m)
Time: 1.16 (s), x: -2.25 (m), y: 3.52 (m)
Time: 1.26 (s), x: -2.25 (m), y: 3.52 (m)
Time: 1.36 (s), x: -2.25 (m), y: 3.52 (m)
Time: 1.46 (s), x: -2.25 (m), y: 3.52 (m)
Time: 1.57 (s), x: -2.25 (m), y: 3.52 (m)
Time: 1.68 (s), x: -2.25 (m), y: 3.52 (m)
Time: 1.78 (s), x: -2.25 (m), y: 3.52 (m)
Time: 1.88 (s), x: -2.25 (m), y: 3.52 (m)
Time: 1.98 (s), x: -2.25 (m), y: 3.52 (m)
Time: 2.08 (s), x: -2.25 (m), y: 3.52 (m)
Time: 2.19 (s), x: -2.25 (m), y: 3.52 (m)
Time: 2.29 (s), x: -2.25 (m), y: 3.52 (m)
Time: 2.40 (s), x: -2.25 (m), y: 3.52 (m)
Time: 2.51 (s), x: -2.25 (m), y: 3.52 (m)
Time: 2.61 (s), x: -2.25 (m), y: 3.52 (m)
Time: 2.72 (s), x: -2.25 (m), y: 3.52 (m)
Time: 2.82 (s), x: -2.25 (m), y: 3.52 (m)
Time: 2.93 (s), x: -2.25 (m), y: 3.52 (m)
Time: 3.04 (s), x: -2.25 (m), y: 3.52 (m)
Time: 3.14 (s), x: -2.25 (m), y: 3.52 (m)
Time: 3.24 (s), x: -2.25 (m), y: 3.52 (m)
Time: 3.35 (s), x: -2.25 (m), y: 3.52 (m)
Time: 3.46 (s), x: -2.25 (m), y: 3.52 (m)
Time: 3.56 (s), x: -2.25 (m), y: 3.52 (m)
Time: 3.67 (s), x: -2.25 (m), y: 3.52 (m)
Time: 3.77 (s), x: -2.25 (m), y: 3.52 (m)
Time: 3.87 (s), x: -2.25 (m), y: 3.52 (m)
Time: 3.98 (s), x: -2.25 (m), y: 3.52 (m)
Time: 4.08 (s), x: -2.25 (m), y: 3.52 (m)
Time: 4.19 (s), x: -2.25 (m), y: 3.52 (m)
Time: 4.30 (s), x: -2.25 (m), y: 3.52 (m)
Time: 4.40 (s), x: -2.25 (m), y: 3.52 (m)
Time: 4.51 (s), x: -2.25 (m), y: 3.52 (m)
Time: 4.62 (s), x: -2.25 (m), y: 3.52 (m)
Time: 4.72 (s), x: -2.25 (m), y: 3.52 (m)
Time: 4.83 (s), x: -2.25 (m), y: 3.52 (m)
Time: 4.94 (s), x: -2.25 (m), y: 3.52 (m)
Time: 5.05 (s), x: -2.25 (m), y: 3.52 (m)
Time: 5.15 (s), x: -2.25 (m), y: 3.52 (m)
Time: 5.26 (s), x: -2.25 (m), y: 3.52 (m)
Time: 5.36 (s), x: -2.25 (m), y: 3.52 (m)
Time: 5.46 (s), x: -2.25 (m), y: 3.52 (m)
Time: 5.57 (s), x: -2.25 (m), y: 3.52 (m)
Time: 5.68 (s), x: -2.25 (m), y: 3.52 (m)
Time: 5.78 (s), x: -2.25 (m), y: 3.52 (m)
Time: 5.88 (s), x: -2.25 (m), y: 3.52 (m)
Time: 5.99 (s), x: -2.25 (m), y: 3.52 (m)
Time: 6.10 (s), x: -2.25 (m), y: 3.52 (m)
Time: 6.21 (s), x: -2.25 (m), y: 3.52 (m)
Time: 6.31 (s), x: -2.25 (m), y: 3.52 (m)
Time: 6.41 (s), x: -2.25 (m), y: 3.52 (m)
Time: 6.52 (s), x: -2.25 (m), y: 3.52 (m)
Time: 6.62 (s), x: -2.25 (m), y: 3.52 (m)
Time: 6.73 (s), x: -2.25 (m), y: 3.52 (m)
Time: 6.83 (s), x: -2.25 (m), y: 3.52 (m)
Time: 6.93 (s), x: -2.25 (m), y: 3.52 (m)
Time: 7.04 (s), x: -2.25 (m), y: 3.52 (m)
Time: 7.15 (s), x: -2.25 (m), y: 3.52 (m)
Time: 7.25 (s), x: -2.25 (m), y: 3.52 (m)
Time: 7.35 (s), x: -2.25 (m), y: 3.52 (m)
Time: 7.46 (s), x: -2.25 (m), y: 3.52 (m)
Time: 7.57 (s), x: -2.25 (m), y: 3.52 (m)
Time: 7.67 (s), x: -2.25 (m), y: 3.52 (m)
Time: 7.78 (s), x: -2.25 (m), y: 3.52 (m)
Time: 7.89 (s), x: -2.25 (m), y: 3.52 (m)
Time: 8.00 (s), x: -2.25 (m), y: 3.52 (m)
Time: 8.10 (s), x: -2.25 (m), y: 3.52 (m)
Time: 8.20 (s), x: -2.25 (m), y: 3.52 (m)
Time: 8.31 (s), x: -2.25 (m), y: 3.52 (m)
Time: 8.42 (s), x: -2.25 (m), y: 3.52 (m)
Time: 8.53 (s), x: -2.25 (m), y: 3.52 (m)
Time: 8.64 (s), x: -2.25 (m), y: 3.52 (m)
Time: 8.75 (s), x: -2.25 (m), y: 3.52 (m)
Time: 8.85 (s), x: -2.25 (m), y: 3.52 (m)
Time: 8.96 (s), x: -2.25 (m), y: 3.52 (m)
Time: 9.07 (s), x: -2.25 (m), y: 3.52 (m)
Time: 9.18 (s), x: -2.25 (m), y: 3.52 (m)
Time: 9.28 (s), x: -2.25 (m), y: 3.52 (m)
Time: 9.39 (s), x: -2.25 (m), y: 3.52 (m)
Time: 9.49 (s), x: -2.25 (m), y: 3.52 (m)
Time: 9.59 (s), x: -2.25 (m), y: 3.52 (m)
Time: 9.69 (s), x: -2.25 (m), y: 3.52 (m)
Time: 9.80 (s), x: -2.25 (m), y: 3.52 (m)
Time: 9.91 (s), x: -2.25 (m), y: 3.52 (m)
Time: 10.01 (s), x: -2.25 (m), y: 3.52 (m)
Time: 10.12 (s), x: -2.25 (m), y: 3.52 (m)
Time: 10.23 (s), x: -2.25 (m), y: 3.52 (m)
Time: 10.33 (s), x: -2.25 (m), y: 3.52 (m)
Time: 10.44 (s), x: -2.25 (m), y: 3.52 (m)
Time: 10.55 (s), x: -2.25 (m), y: 3.52 (m)
Time: 10.65 (s), x: -2.25 (m), y: 3.52 (m)
Time: 10.75 (s), x: -2.25 (m), y: 3.52 (m)
Time: 10.86 (s), x: -2.25 (m), y: 3.52 (m)
Time: 10.97 (s), x: -2.25 (m), y: 3.52 (m)
Time: 11.07 (s), x: -2.25 (m), y: 3.52 (m)
Time: 11.17 (s), x: -2.25 (m), y: 3.52 (m)
Time: 11.28 (s), x: -2.25 (m), y: 3.52 (m)
Time: 11.39 (s), x: -2.25 (m), y: 3.52 (m)
Time: 11.49 (s), x: -2.25 (m), y: 3.52 (m)
Time: 11.60 (s), x: -2.25 (m), y: 3.52 (m)
Time: 11.71 (s), x: -2.25 (m), y: 3.52 (m)
Time: 11.81 (s), x: -2.25 (m), y: 3.52 (m)
Time: 11.92 (s), x: -2.25 (m), y: 3.52 (m)
Time: 12.02 (s), x: -2.25 (m), y: 3.52 (m)
Time: 12.12 (s), x: -2.25 (m), y: 3.52 (m)
Time: 12.23 (s), x: -2.25 (m), y: 3.52 (m)
Time: 12.33 (s), x: -2.25 (m), y: 3.52 (m)
Time: 12.44 (s), x: -2.25 (m), y: 3.52 (m)
Time: 12.54 (s), x: -2.25 (m), y: 3.52 (m)
Time: 12.65 (s), x: -2.25 (m), y: 3.52 (m)
Time: 12.75 (s), x: -2.25 (m), y: 3.52 (m)
Time: 12.85 (s), x: -2.25 (m), y: 3.52 (m)
Time: 12.96 (s), x: -2.25 (m), y: 3.52 (m)
Time: 13.06 (s), x: -2.25 (m), y: 3.52 (m)
Time: 13.16 (s), x: -2.25 (m), y: 3.52 (m)
Time: 13.27 (s), x: -2.25 (m), y: 3.52 (m)
Time: 13.37 (s), x: -2.25 (m), y: 3.52 (m)
Time: 13.48 (s), x: -2.25 (m), y: 3.52 (m)
Time: 13.59 (s), x: -2.25 (m), y: 3.52 (m)
Time: 13.69 (s), x: -2.25 (m), y: 3.52 (m)
Time: 13.79 (s), x: -2.25 (m), y: 3.52 (m)
Time: 13.90 (s), x: -2.25 (m), y: 3.52 (m)
Time: 14.01 (s), x: -2.25 (m), y: 3.52 (m)
Time: 14.11 (s), x: -2.25 (m), y: 3.52 (m)
Time: 14.21 (s), x: -2.25 (m), y: 3.52 (m)
Time: 14.31 (s), x: -2.25 (m), y: 3.52 (m)
Time: 14.42 (s), x: -2.25 (m), y: 3.52 (m)
Time: 14.53 (s), x: -2.25 (m), y: 3.52 (m)
Time: 14.63 (s), x: -2.25 (m), y: 3.52 (m)
Time: 14.74 (s), x: -2.25 (m), y: 3.52 (m)
Time: 14.84 (s), x: -2.25 (m), y: 3.52 (m)
Time: 14.95 (s), x: -2.25 (m), y: 3.52 (m)
Time: 15.06 (s), x: -2.25 (m), y: 3.52 (m)
Time: 15.17 (s), x: -2.25 (m), y: 3.52 (m)
Time: 15.28 (s), x: -2.25 (m), y: 3.52 (m)
Time: 15.38 (s), x: -2.25 (m), y: 3.52 (m)
Time: 15.48 (s), x: -2.25 (m), y: 3.52 (m)
Time: 15.58 (s), x: -2.25 (m), y: 3.52 (m)
Time: 15.68 (s), x: -2.25 (m), y: 3.52 (m)
Time: 15.78 (s), x: -2.25 (m), y: 3.52 (m)
Time: 15.89 (s), x: -2.25 (m), y: 3.52 (m)
Time: 15.99 (s), x: -2.25 (m), y: 3.52 (m)
Time: 16.09 (s), x: -2.25 (m), y: 3.52 (m)
Time: 16.20 (s), x: -2.25 (m), y: 3.52 (m)
Time: 16.30 (s), x: -2.25 (m), y: 3.52 (m)
Time: 16.40 (s), x: -2.25 (m), y: 3.52 (m)
Time: 16.51 (s), x: -2.25 (m), y: 3.52 (m)
Time: 16.62 (s), x: -2.25 (m), y: 3.52 (m)
Time: 16.73 (s), x: -2.25 (m), y: 3.52 (m)
Time: 16.84 (s), x: -2.25 (m), y: 3.52 (m)
Time: 16.94 (s), x: -2.25 (m), y: 3.52 (m)
Time: 17.05 (s), x: -2.25 (m), y: 3.52 (m)
Time: 17.16 (s), x: -2.25 (m), y: 3.52 (m)
Time: 17.27 (s), x: -2.25 (m), y: 3.52 (m)
Time: 17.38 (s), x: -2.25 (m), y: 3.52 (m)
Time: 17.48 (s), x: -2.25 (m), y: 3.52 (m)
Time: 17.58 (s), x: -2.25 (m), y: 3.52 (m)
Time: 17.68 (s), x: -2.25 (m), y: 3.52 (m)
Time: 17.78 (s), x: -2.25 (m), y: 3.52 (m)
Time: 17.88 (s), x: -2.25 (m), y: 3.52 (m)
Time: 17.98 (s), x: -2.25 (m), y: 3.52 (m)
Time: 18.08 (s), x: -2.25 (m), y: 3.52 (m)
Time: 18.19 (s), x: -2.25 (m), y: 3.52 (m)
Time: 18.30 (s), x: -2.25 (m), y: 3.52 (m)
Time: 18.40 (s), x: -2.25 (m), y: 3.52 (m)
Time: 18.51 (s), x: -2.25 (m), y: 3.52 (m)
Time: 18.61 (s), x: -2.25 (m), y: 3.52 (m)
Time: 18.71 (s), x: -2.25 (m), y: 3.52 (m)
Time: 18.81 (s), x: -2.25 (m), y: 3.52 (m)
Time: 18.92 (s), x: -2.25 (m), y: 3.52 (m)
Time: 19.02 (s), x: -2.25 (m), y: 3.52 (m)
Time: 19.12 (s), x: -2.25 (m), y: 3.52 (m)
Time: 19.22 (s), x: -2.25 (m), y: 3.52 (m)
Time: 19.33 (s), x: -2.25 (m), y: 3.52 (m)
Time: 19.44 (s), x: -2.25 (m), y: 3.52 (m)
Time: 19.54 (s), x: -2.25 (m), y: 3.52 (m)
Time: 19.65 (s), x: -2.25 (m), y: 3.52 (m)
Time: 19.76 (s), x: -2.25 (m), y: 3.52 (m)
Time: 19.86 (s), x: -2.25 (m), y: 3.52 (m)
Time: 19.96 (s), x: -2.25 (m), y: 3.52 (m)
Time: 20.07 (s), x: -2.25 (m), y: 3.52 (m)
Time: 20.18 (s), x: -2.25 (m), y: 3.52 (m)
Time: 20.28 (s), x: -2.25 (m), y: 3.52 (m)
Time: 20.39 (s), x: -2.25 (m), y: 3.52 (m)
Time: 20.49 (s), x: -2.25 (m), y: 3.52 (m)
Time: 20.60 (s), x: -2.25 (m), y: 3.52 (m)
Time: 20.71 (s), x: -2.25 (m), y: 3.52 (m)
Time: 20.81 (s), x: -2.25 (m), y: 3.52 (m)
Time: 20.92 (s), x: -2.25 (m), y: 3.52 (m)
Time: 21.02 (s), x: -2.25 (m), y: 3.52 (m)
Time: 21.12 (s), x: -2.25 (m), y: 3.52 (m)
Time: 21.23 (s), x: -2.25 (m), y: 3.52 (m)
Time: 21.33 (s), x: -2.25 (m), y: 3.52 (m)
Time: 21.44 (s), x: -2.25 (m), y: 3.52 (m)
Time: 21.55 (s), x: -2.25 (m), y: 3.52 (m)
Time: 21.65 (s), x: -2.25 (m), y: 3.52 (m)
Time: 21.75 (s), x: -2.25 (m), y: 3.52 (m)
Time: 21.86 (s), x: -2.25 (m), y: 3.52 (m)
Time: 21.97 (s), x: -2.25 (m), y: 3.52 (m)
Time: 22.07 (s), x: -2.25 (m), y: 3.52 (m)
Time: 22.17 (s), x: -2.25 (m), y: 3.52 (m)
Time: 22.28 (s), x: -2.25 (m), y: 3.52 (m)
Time: 22.39 (s), x: -2.25 (m), y: 3.52 (m)
Time: 22.49 (s), x: -2.25 (m), y: 3.52 (m)
Time: 22.59 (s), x: -2.25 (m), y: 3.52 (m)
Time: 22.70 (s), x: -2.25 (m), y: 3.52 (m)
Time: 22.81 (s), x: -2.25 (m), y: 3.52 (m)
Time: 22.91 (s), x: -2.25 (m), y: 3.52 (m)
Time: 23.02 (s), x: -2.25 (m), y: 3.52 (m)
