🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_teb_w266.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_266.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.12 (s), x: -2.25 (m), y: 3.22 (m)
Time: 0.23 (s), x: -2.25 (m), y: 3.37 (m)
Time: 0.34 (s), x: -2.25 (m), y: 3.53 (m)
Time: 0.44 (s), x: -2.25 (m), y: 3.69 (m)
Time: 0.55 (s), x: -2.27 (m), y: 3.84 (m)
Time: 0.66 (s), x: -2.29 (m), y: 4.00 (m)
Time: 0.76 (s), x: -2.32 (m), y: 4.16 (m)
Time: 0.87 (s), x: -2.33 (m), y: 4.32 (m)
Time: 0.98 (s), x: -2.32 (m), y: 4.48 (m)
Time: 1.08 (s), x: -2.32 (m), y: 4.63 (m)
Time: 1.19 (s), x: -2.32 (m), y: 4.79 (m)
Time: 1.29 (s), x: -2.32 (m), y: 4.95 (m)
Time: 1.40 (s), x: -2.31 (m), y: 5.11 (m)
Time: 1.51 (s), x: -2.29 (m), y: 5.26 (m)
Time: 1.61 (s), x: -2.27 (m), y: 5.40 (m)
Time: 1.71 (s), x: -2.25 (m), y: 5.55 (m)
Time: 1.82 (s), x: -2.23 (m), y: 5.70 (m)
Time: 1.93 (s), x: -2.23 (m), y: 5.86 (m)
Time: 2.03 (s), x: -2.26 (m), y: 6.02 (m)
Time: 2.14 (s), x: -2.30 (m), y: 6.14 (m)
Time: 2.25 (s), x: -2.35 (m), y: 6.23 (m)
Time: 2.35 (s), x: -2.40 (m), y: 6.28 (m)
Time: 2.46 (s), x: -2.44 (m), y: 6.30 (m)
Time: 2.57 (s), x: -2.47 (m), y: 6.32 (m)
Time: 2.68 (s), x: -2.50 (m), y: 6.33 (m)
Time: 2.78 (s), x: -2.51 (m), y: 6.33 (m)
Time: 2.88 (s), x: -2.54 (m), y: 6.33 (m)
Time: 2.99 (s), x: -2.59 (m), y: 6.32 (m)
Time: 3.09 (s), x: -2.64 (m), y: 6.31 (m)
Time: 3.19 (s), x: -2.70 (m), y: 6.30 (m)
Time: 3.30 (s), x: -2.71 (m), y: 6.30 (m)
Time: 3.41 (s), x: -2.71 (m), y: 6.28 (m)
Time: 3.51 (s), x: -2.71 (m), y: 6.26 (m)
Time: 3.62 (s), x: -2.72 (m), y: 6.24 (m)
Time: 3.72 (s), x: -2.70 (m), y: 6.24 (m)
Time: 3.83 (s), x: -2.69 (m), y: 6.23 (m)
Time: 3.93 (s), x: -2.68 (m), y: 6.22 (m)
Time: 4.04 (s), x: -2.66 (m), y: 6.20 (m)
Time: 4.14 (s), x: -2.67 (m), y: 6.21 (m)
Time: 4.25 (s), x: -2.70 (m), y: 6.22 (m)
Time: 4.35 (s), x: -2.71 (m), y: 6.24 (m)
Time: 4.46 (s), x: -2.74 (m), y: 6.25 (m)
Time: 4.57 (s), x: -2.79 (m), y: 6.28 (m)
Time: 4.68 (s), x: -2.86 (m), y: 6.31 (m)
Time: 4.79 (s), x: -2.92 (m), y: 6.34 (m)
Time: 4.89 (s), x: -2.97 (m), y: 6.35 (m)
Time: 5.00 (s), x: -3.00 (m), y: 6.35 (m)
Time: 5.11 (s), x: -3.03 (m), y: 6.36 (m)
Time: 5.21 (s), x: -3.07 (m), y: 6.39 (m)
Time: 5.32 (s), x: -3.10 (m), y: 6.43 (m)
Time: 5.43 (s), x: -3.13 (m), y: 6.51 (m)
Time: 5.53 (s), x: -3.16 (m), y: 6.59 (m)
Time: 5.64 (s), x: -3.20 (m), y: 6.68 (m)
Time: 5.74 (s), x: -3.23 (m), y: 6.75 (m)
Time: 5.84 (s), x: -3.23 (m), y: 6.85 (m)
Time: 5.95 (s), x: -3.23 (m), y: 6.95 (m)
