🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_e2e_w73.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_73.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -1.97 (m), y: 2.90 (m)
Time: 0.11 (s), x: -1.94 (m), y: 2.86 (m)
Time: 0.22 (s), x: -1.92 (m), y: 2.83 (m)
Time: 0.32 (s), x: -1.91 (m), y: 2.79 (m)
Time: 0.43 (s), x: -1.89 (m), y: 2.80 (m)
Time: 0.53 (s), x: -1.88 (m), y: 2.84 (m)
Time: 0.63 (s), x: -1.88 (m), y: 2.93 (m)
Time: 0.74 (s), x: -1.87 (m), y: 3.04 (m)
Time: 0.84 (s), x: -1.87 (m), y: 3.15 (m)
Time: 0.95 (s), x: -1.87 (m), y: 3.23 (m)
Time: 1.05 (s), x: -1.87 (m), y: 3.27 (m)
Time: 1.15 (s), x: -1.88 (m), y: 3.29 (m)
Time: 1.26 (s), x: -1.87 (m), y: 3.29 (m)
Time: 1.36 (s), x: -1.86 (m), y: 3.28 (m)
Time: 1.47 (s), x: -1.85 (m), y: 3.26 (m)
Time: 1.57 (s), x: -1.83 (m), y: 3.24 (m)
Time: 1.68 (s), x: -1.80 (m), y: 3.22 (m)
Time: 1.78 (s), x: -1.77 (m), y: 3.20 (m)
Time: 1.88 (s), x: -1.73 (m), y: 3.18 (m)
Time: 1.98 (s), x: -1.68 (m), y: 3.17 (m)
Time: 2.09 (s), x: -1.64 (m), y: 3.16 (m)
Time: 2.19 (s), x: -1.60 (m), y: 3.15 (m)
Time: 2.29 (s), x: -1.58 (m), y: 3.12 (m)
Time: 2.39 (s), x: -1.60 (m), y: 3.07 (m)
Time: 2.50 (s), x: -1.65 (m), y: 2.98 (m)
Time: 2.60 (s), x: -1.71 (m), y: 2.90 (m)
Time: 2.71 (s), x: -1.79 (m), y: 2.78 (m)
Time: 2.81 (s), x: -1.87 (m), y: 2.67 (m)
Time: 2.92 (s), x: -1.93 (m), y: 2.58 (m)
Time: 3.02 (s), x: -1.97 (m), y: 2.54 (m)
Time: 3.12 (s), x: -1.99 (m), y: 2.51 (m)
Time: 3.23 (s), x: -1.97 (m), y: 2.51 (m)
Time: 3.33 (s), x: -1.92 (m), y: 2.52 (m)
Time: 3.43 (s), x: -1.84 (m), y: 2.53 (m)
Time: 3.54 (s), x: -1.75 (m), y: 2.54 (m)
Time: 3.64 (s), x: -1.67 (m), y: 2.54 (m)
Time: 3.74 (s), x: -1.59 (m), y: 2.55 (m)
Time: 3.85 (s), x: -1.52 (m), y: 2.54 (m)
Time: 3.95 (s), x: -1.45 (m), y: 2.52 (m)
Time: 4.06 (s), x: -1.40 (m), y: 2.50 (m)
Time: 4.16 (s), x: -1.38 (m), y: 2.50 (m)
Time: 4.27 (s), x: -1.40 (m), y: 2.50 (m)
Time: 4.37 (s), x: -1.46 (m), y: 2.52 (m)
Time: 4.47 (s), x: -1.52 (m), y: 2.53 (m)
Time: 4.58 (s), x: -1.56 (m), y: 2.54 (m)
Time: 4.69 (s), x: -1.58 (m), y: 2.54 (m)
Time: 4.79 (s), x: -1.60 (m), y: 2.55 (m)
Time: 4.90 (s), x: -1.59 (m), y: 2.54 (m)
Time: 5.01 (s), x: -1.59 (m), y: 2.54 (m)
Time: 5.11 (s), x: -1.56 (m), y: 2.52 (m)
Time: 5.22 (s), x: -1.53 (m), y: 2.51 (m)
Time: 5.32 (s), x: -1.51 (m), y: 2.49 (m)
Time: 5.43 (s), x: -1.48 (m), y: 2.46 (m)
Time: 5.54 (s), x: -1.46 (m), y: 2.44 (m)
Time: 5.65 (s), x: -1.47 (m), y: 2.46 (m)
Time: 5.75 (s), x: -1.52 (m), y: 2.50 (m)
Time: 5.85 (s), x: -1.58 (m), y: 2.57 (m)
Time: 5.95 (s), x: -1.68 (m), y: 2.67 (m)
Time: 6.05 (s), x: -1.76 (m), y: 2.77 (m)
Time: 6.16 (s), x: -1.87 (m), y: 2.88 (m)
Time: 6.26 (s), x: -1.99 (m), y: 2.99 (m)
Time: 6.37 (s), x: -2.15 (m), y: 3.12 (m)
Time: 6.47 (s), x: -2.30 (m), y: 3.24 (m)
Time: 6.57 (s), x: -2.44 (m), y: 3.35 (m)
Time: 6.68 (s), x: -2.57 (m), y: 3.44 (m)
Time: 6.78 (s), x: -2.67 (m), y: 3.52 (m)
Time: 6.88 (s), x: -2.73 (m), y: 3.56 (m)
Time: 6.98 (s), x: -2.76 (m), y: 3.58 (m)
Time: 7.09 (s), x: -2.76 (m), y: 3.58 (m)
Time: 7.19 (s), x: -2.76 (m), y: 3.57 (m)
Time: 7.29 (s), x: -2.76 (m), y: 3.56 (m)
Time: 7.39 (s), x: -2.75 (m), y: 3.55 (m)
Time: 7.49 (s), x: -2.74 (m), y: 3.53 (m)
Time: 7.60 (s), x: -2.74 (m), y: 3.50 (m)
Time: 7.70 (s), x: -2.74 (m), y: 3.47 (m)
