🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_applr_w8.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_8.world <<<<<<<<<<<<<<<<<<
Time: 0.00 (s), x: -1.95 (m), y: 3.65 (m)
Time: 0.10 (s), x: -1.93 (m), y: 3.86 (m)
Time: 0.21 (s), x: -1.91 (m), y: 4.08 (m)
Time: 0.32 (s), x: -1.90 (m), y: 4.28 (m)
Time: 0.42 (s), x: -1.88 (m), y: 4.49 (m)
Time: 0.52 (s), x: -1.87 (m), y: 4.69 (m)
Time: 0.62 (s), x: -1.87 (m), y: 4.89 (m)
Time: 0.72 (s), x: -1.86 (m), y: 5.09 (m)
Time: 0.83 (s), x: -1.85 (m), y: 5.26 (m)
Time: 0.93 (s), x: -1.85 (m), y: 5.39 (m)
Time: 1.04 (s), x: -1.84 (m), y: 5.50 (m)
Time: 1.14 (s), x: -1.84 (m), y: 5.59 (m)
Time: 1.25 (s), x: -1.84 (m), y: 5.67 (m)
Time: 1.36 (s), x: -1.85 (m), y: 5.75 (m)
Time: 1.46 (s), x: -1.85 (m), y: 5.82 (m)
Time: 1.56 (s), x: -1.85 (m), y: 5.91 (m)
Time: 1.66 (s), x: -1.86 (m), y: 6.00 (m)
Time: 1.77 (s), x: -1.87 (m), y: 6.08 (m)
Time: 1.88 (s), x: -1.88 (m), y: 6.14 (m)
Time: 1.98 (s), x: -1.88 (m), y: 6.17 (m)
Time: 2.09 (s), x: -1.88 (m), y: 6.21 (m)
Time: 2.19 (s), x: -1.89 (m), y: 6.25 (m)
Time: 2.30 (s), x: -1.89 (m), y: 6.29 (m)
Time: 2.40 (s), x: -1.89 (m), y: 6.32 (m)
Time: 2.50 (s), x: -1.89 (m), y: 6.36 (m)
Time: 2.61 (s), x: -1.90 (m), y: 6.39 (m)
Time: 2.71 (s), x: -1.91 (m), y: 6.43 (m)
Time: 2.81 (s), x: -1.92 (m), y: 6.47 (m)
Time: 2.91 (s), x: -1.93 (m), y: 6.51 (m)
Time: 3.02 (s), x: -1.93 (m), y: 6.54 (m)
Time: 3.12 (s), x: -1.94 (m), y: 6.57 (m)
Time: 3.22 (s), x: -1.95 (m), y: 6.61 (m)
Time: 3.33 (s), x: -1.97 (m), y: 6.64 (m)
Time: 3.43 (s), x: -1.97 (m), y: 6.64 (m)
Time: 3.53 (s), x: -1.97 (m), y: 6.64 (m)
Time: 3.64 (s), x: -1.97 (m), y: 6.64 (m)
Time: 3.74 (s), x: -1.97 (m), y: 6.64 (m)
Time: 3.85 (s), x: -1.97 (m), y: 6.64 (m)
Time: 3.95 (s), x: -1.97 (m), y: 6.64 (m)
Time: 4.06 (s), x: -1.97 (m), y: 6.64 (m)
Time: 4.17 (s), x: -1.97 (m), y: 6.64 (m)
Time: 4.27 (s), x: -1.97 (m), y: 6.64 (m)
Time: 4.37 (s), x: -1.97 (m), y: 6.64 (m)
Time: 4.48 (s), x: -1.97 (m), y: 6.64 (m)
Time: 4.58 (s), x: -1.97 (m), y: 6.64 (m)
Time: 4.69 (s), x: -1.97 (m), y: 6.64 (m)
Time: 4.80 (s), x: -1.97 (m), y: 6.64 (m)
Time: 4.90 (s), x: -1.97 (m), y: 6.64 (m)
Time: 5.01 (s), x: -1.97 (m), y: 6.64 (m)
Time: 5.12 (s), x: -1.97 (m), y: 6.64 (m)
Time: 5.22 (s), x: -1.97 (m), y: 6.64 (m)
Time: 5.33 (s), x: -1.97 (m), y: 6.64 (m)
Time: 5.43 (s), x: -1.97 (m), y: 6.64 (m)
Time: 5.54 (s), x: -1.97 (m), y: 6.64 (m)
Time: 5.64 (s), x: -1.97 (m), y: 6.64 (m)
Time: 5.75 (s), x: -1.97 (m), y: 6.64 (m)
Time: 5.86 (s), x: -1.97 (m), y: 6.64 (m)
Time: 5.96 (s), x: -1.97 (m), y: 6.64 (m)
Time: 6.07 (s), x: -1.97 (m), y: 6.64 (m)
Time: 6.18 (s), x: -1.97 (m), y: 6.64 (m)
Time: 6.28 (s), x: -1.97 (m), y: 6.64 (m)
Time: 6.39 (s), x: -1.97 (m), y: 6.64 (m)
Time: 6.49 (s), x: -1.97 (m), y: 6.64 (m)
Time: 6.60 (s), x: -1.97 (m), y: 6.64 (m)
Time: 6.71 (s), x: -1.97 (m), y: 6.64 (m)
Time: 6.81 (s), x: -1.97 (m), y: 6.64 (m)
Time: 6.92 (s), x: -1.97 (m), y: 6.64 (m)
Time: 7.03 (s), x: -1.97 (m), y: 6.64 (m)
Time: 7.13 (s), x: -1.97 (m), y: 6.64 (m)
Time: 7.23 (s), x: -1.97 (m), y: 6.64 (m)
Time: 7.34 (s), x: -1.97 (m), y: 6.64 (m)
Time: 7.44 (s), x: -1.97 (m), y: 6.64 (m)
Time: 7.54 (s), x: -1.97 (m), y: 6.64 (m)
Time: 7.65 (s), x: -1.97 (m), y: 6.64 (m)
Time: 7.76 (s), x: -1.97 (m), y: 6.64 (m)
Time: 7.86 (s), x: -1.97 (m), y: 6.64 (m)
Time: 7.96 (s), x: -1.97 (m), y: 6.64 (m)
Time: 8.07 (s), x: -1.97 (m), y: 6.64 (m)
Time: 8.18 (s), x: -1.97 (m), y: 6.64 (m)
Time: 8.28 (s), x: -1.97 (m), y: 6.64 (m)
Time: 8.39 (s), x: -1.97 (m), y: 6.64 (m)
Time: 8.50 (s), x: -1.97 (m), y: 6.64 (m)
Time: 8.60 (s), x: -1.97 (m), y: 6.64 (m)
Time: 8.71 (s), x: -1.97 (m), y: 6.64 (m)
Time: 8.81 (s), x: -1.97 (m), y: 6.64 (m)
Time: 8.92 (s), x: -1.97 (m), y: 6.64 (m)
Time: 9.03 (s), x: -1.97 (m), y: 6.64 (m)
Time: 9.13 (s), x: -1.97 (m), y: 6.64 (m)
Time: 9.24 (s), x: -1.97 (m), y: 6.64 (m)
Time: 9.35 (s), x: -1.97 (m), y: 6.64 (m)
Time: 9.45 (s), x: -1.97 (m), y: 6.64 (m)
Time: 9.56 (s), x: -1.97 (m), y: 6.64 (m)
Time: 9.67 (s), x: -1.97 (m), y: 6.64 (m)
Time: 9.77 (s), x: -1.97 (m), y: 6.64 (m)
Time: 9.88 (s), x: -1.97 (m), y: 6.64 (m)
Time: 9.99 (s), x: -1.97 (m), y: 6.64 (m)
Time: 10.09 (s), x: -1.97 (m), y: 6.64 (m)
Time: 10.20 (s), x: -1.97 (m), y: 6.64 (m)
Time: 10.30 (s), x: -1.97 (m), y: 6.64 (m)
Time: 10.41 (s), x: -1.97 (m), y: 6.64 (m)
Time: 10.51 (s), x: -1.97 (m), y: 6.64 (m)
Time: 10.62 (s), x: -1.97 (m), y: 6.64 (m)
Time: 10.72 (s), x: -1.97 (m), y: 6.64 (m)
Time: 10.83 (s), x: -1.97 (m), y: 6.64 (m)
Time: 10.93 (s), x: -1.97 (m), y: 6.64 (m)
Time: 11.04 (s), x: -1.97 (m), y: 6.64 (m)
Time: 11.15 (s), x: -1.97 (m), y: 6.64 (m)
Time: 11.25 (s), x: -1.97 (m), y: 6.64 (m)
Time: 11.36 (s), x: -1.97 (m), y: 6.64 (m)
Time: 11.46 (s), x: -1.97 (m), y: 6.64 (m)
Time: 11.57 (s), x: -1.97 (m), y: 6.64 (m)
Time: 11.67 (s), x: -1.97 (m), y: 6.64 (m)
Time: 11.77 (s), x: -1.97 (m), y: 6.64 (m)
Time: 11.88 (s), x: -1.96 (m), y: 6.64 (m)
Time: 11.98 (s), x: -1.97 (m), y: 6.65 (m)
Time: 12.09 (s), x: -1.98 (m), y: 6.67 (m)
Time: 12.19 (s), x: -2.00 (m), y: 6.71 (m)
Time: 12.30 (s), x: -2.03 (m), y: 6.77 (m)
Time: 12.41 (s), x: -2.07 (m), y: 6.84 (m)
Time: 12.51 (s), x: -2.09 (m), y: 6.89 (m)
Time: 12.62 (s), x: -2.12 (m), y: 6.93 (m)
Time: 12.72 (s), x: -2.14 (m), y: 6.97 (m)
Time: 12.82 (s), x: -2.16 (m), y: 7.00 (m)
Time: 12.93 (s), x: -2.18 (m), y: 7.03 (m)
Time: 13.03 (s), x: -2.19 (m), y: 7.05 (m)
Time: 13.13 (s), x: -2.20 (m), y: 7.08 (m)
