🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_lfh_w116.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_116.world <<<<<<<<<<<<<<<<<<
Time: 0.02 (s), x: -2.00 (m), y: 3.11 (m)
Time: 0.12 (s), x: -2.00 (m), y: 3.15 (m)
Time: 0.22 (s), x: -2.00 (m), y: 3.21 (m)
Time: 0.33 (s), x: -2.00 (m), y: 3.26 (m)
Time: 0.43 (s), x: -1.99 (m), y: 3.31 (m)
Time: 0.54 (s), x: -1.98 (m), y: 3.36 (m)
Time: 0.64 (s), x: -1.98 (m), y: 3.42 (m)
Time: 0.75 (s), x: -1.97 (m), y: 3.47 (m)
Time: 0.85 (s), x: -1.96 (m), y: 3.52 (m)
Time: 0.96 (s), x: -1.95 (m), y: 3.55 (m)
Time: 1.06 (s), x: -1.93 (m), y: 3.62 (m)
Time: 1.16 (s), x: -1.93 (m), y: 3.67 (m)
Time: 1.27 (s), x: -1.93 (m), y: 3.72 (m)
Time: 1.37 (s), x: -1.93 (m), y: 3.74 (m)
Time: 1.47 (s), x: -1.93 (m), y: 3.74 (m)
Time: 1.58 (s), x: -1.93 (m), y: 3.74 (m)
Time: 1.68 (s), x: -1.93 (m), y: 3.74 (m)
Time: 1.78 (s), x: -1.93 (m), y: 3.74 (m)
Time: 1.88 (s), x: -1.94 (m), y: 3.76 (m)
Time: 1.98 (s), x: -1.96 (m), y: 3.79 (m)
Time: 2.08 (s), x: -1.98 (m), y: 3.84 (m)
Time: 2.18 (s), x: -2.00 (m), y: 3.89 (m)
Time: 2.29 (s), x: -2.03 (m), y: 3.94 (m)
Time: 2.40 (s), x: -2.06 (m), y: 3.99 (m)
Time: 2.50 (s), x: -2.11 (m), y: 4.03 (m)
Time: 2.60 (s), x: -2.15 (m), y: 4.07 (m)
Time: 2.70 (s), x: -2.20 (m), y: 4.09 (m)
Time: 2.80 (s), x: -2.25 (m), y: 4.11 (m)
Time: 2.90 (s), x: -2.30 (m), y: 4.12 (m)
Time: 3.01 (s), x: -2.35 (m), y: 4.12 (m)
Time: 3.11 (s), x: -2.41 (m), y: 4.12 (m)
Time: 3.21 (s), x: -2.46 (m), y: 4.11 (m)
Time: 3.31 (s), x: -2.51 (m), y: 4.10 (m)
Time: 3.42 (s), x: -2.57 (m), y: 4.07 (m)
Time: 3.52 (s), x: -2.65 (m), y: 4.02 (m)
Time: 3.62 (s), x: -2.76 (m), y: 3.97 (m)
Time: 3.72 (s), x: -2.87 (m), y: 3.91 (m)
Time: 3.83 (s), x: -2.96 (m), y: 3.86 (m)
Time: 3.93 (s), x: -3.04 (m), y: 3.81 (m)
Time: 4.04 (s), x: -3.11 (m), y: 3.76 (m)
Time: 4.14 (s), x: -3.17 (m), y: 3.70 (m)
Time: 4.25 (s), x: -3.22 (m), y: 3.63 (m)
Time: 4.35 (s), x: -3.28 (m), y: 3.56 (m)
Time: 4.46 (s), x: -3.33 (m), y: 3.48 (m)
Time: 4.56 (s), x: -3.37 (m), y: 3.41 (m)
Time: 4.67 (s), x: -3.42 (m), y: 3.32 (m)
Time: 4.78 (s), x: -3.48 (m), y: 3.21 (m)
Time: 4.88 (s), x: -3.53 (m), y: 3.11 (m)
Time: 4.98 (s), x: -3.58 (m), y: 3.02 (m)
Time: 5.09 (s), x: -3.61 (m), y: 2.95 (m)
Time: 5.20 (s), x: -3.65 (m), y: 2.86 (m)
Time: 5.31 (s), x: -3.68 (m), y: 2.79 (m)
Time: 5.41 (s), x: -3.70 (m), y: 2.73 (m)
Time: 5.51 (s), x: -3.73 (m), y: 2.67 (m)
Time: 5.61 (s), x: -3.75 (m), y: 2.61 (m)
Time: 5.71 (s), x: -3.78 (m), y: 2.53 (m)
Time: 5.82 (s), x: -3.80 (m), y: 2.46 (m)
Time: 5.93 (s), x: -3.82 (m), y: 2.39 (m)
Time: 6.03 (s), x: -3.84 (m), y: 2.33 (m)
Time: 6.14 (s), x: -3.87 (m), y: 2.27 (m)
Time: 6.25 (s), x: -3.88 (m), y: 2.22 (m)
Time: 6.35 (s), x: -3.89 (m), y: 2.18 (m)
Time: 6.45 (s), x: -3.89 (m), y: 2.14 (m)
Time: 6.55 (s), x: -3.89 (m), y: 2.11 (m)
