🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_applr_w193.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_193.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -1.96 (m), y: 3.09 (m)
Time: 0.11 (s), x: -1.96 (m), y: 3.12 (m)
Time: 0.21 (s), x: -1.97 (m), y: 3.15 (m)
Time: 0.32 (s), x: -1.99 (m), y: 3.18 (m)
Time: 0.42 (s), x: -2.02 (m), y: 3.20 (m)
Time: 0.52 (s), x: -2.04 (m), y: 3.22 (m)
Time: 0.63 (s), x: -2.07 (m), y: 3.23 (m)
Time: 0.73 (s), x: -2.10 (m), y: 3.24 (m)
Time: 0.83 (s), x: -2.12 (m), y: 3.24 (m)
Time: 0.94 (s), x: -2.14 (m), y: 3.23 (m)
Time: 1.04 (s), x: -2.16 (m), y: 3.22 (m)
Time: 1.14 (s), x: -2.19 (m), y: 3.21 (m)
Time: 1.25 (s), x: -2.22 (m), y: 3.20 (m)
Time: 1.35 (s), x: -2.24 (m), y: 3.19 (m)
Time: 1.45 (s), x: -2.27 (m), y: 3.18 (m)
Time: 1.55 (s), x: -2.29 (m), y: 3.18 (m)
Time: 1.65 (s), x: -2.32 (m), y: 3.19 (m)
Time: 1.75 (s), x: -2.34 (m), y: 3.19 (m)
Time: 1.86 (s), x: -2.37 (m), y: 3.20 (m)
Time: 1.96 (s), x: -2.39 (m), y: 3.21 (m)
Time: 2.07 (s), x: -2.42 (m), y: 3.22 (m)
Time: 2.17 (s), x: -2.44 (m), y: 3.23 (m)
Time: 2.27 (s), x: -2.46 (m), y: 3.24 (m)
Time: 2.37 (s), x: -2.47 (m), y: 3.25 (m)
Time: 2.48 (s), x: -2.48 (m), y: 3.26 (m)
Time: 2.59 (s), x: -2.48 (m), y: 3.26 (m)
Time: 2.69 (s), x: -2.48 (m), y: 3.26 (m)
Time: 2.79 (s), x: -2.48 (m), y: 3.26 (m)
Time: 2.90 (s), x: -2.48 (m), y: 3.26 (m)
Time: 3.00 (s), x: -2.48 (m), y: 3.26 (m)
Time: 3.10 (s), x: -2.48 (m), y: 3.26 (m)
Time: 3.20 (s), x: -2.48 (m), y: 3.26 (m)
Time: 3.30 (s), x: -2.48 (m), y: 3.26 (m)
Time: 3.41 (s), x: -2.48 (m), y: 3.26 (m)
Time: 3.52 (s), x: -2.48 (m), y: 3.26 (m)
Time: 3.62 (s), x: -2.48 (m), y: 3.26 (m)
Time: 3.73 (s), x: -2.48 (m), y: 3.26 (m)
Time: 3.84 (s), x: -2.48 (m), y: 3.26 (m)
Time: 3.95 (s), x: -2.48 (m), y: 3.26 (m)
Time: 4.05 (s), x: -2.48 (m), y: 3.26 (m)
Time: 4.16 (s), x: -2.48 (m), y: 3.26 (m)
Time: 4.26 (s), x: -2.48 (m), y: 3.26 (m)
Time: 4.36 (s), x: -2.48 (m), y: 3.26 (m)
Time: 4.46 (s), x: -2.48 (m), y: 3.26 (m)
Time: 4.57 (s), x: -2.48 (m), y: 3.26 (m)
Time: 4.67 (s), x: -2.48 (m), y: 3.26 (m)
Time: 4.78 (s), x: -2.48 (m), y: 3.26 (m)
Time: 4.88 (s), x: -2.48 (m), y: 3.26 (m)
Time: 4.98 (s), x: -2.48 (m), y: 3.26 (m)
Time: 5.08 (s), x: -2.48 (m), y: 3.26 (m)
Time: 5.18 (s), x: -2.48 (m), y: 3.26 (m)
Time: 5.29 (s), x: -2.48 (m), y: 3.26 (m)
Time: 5.39 (s), x: -2.48 (m), y: 3.26 (m)
Time: 5.50 (s), x: -2.48 (m), y: 3.26 (m)
Time: 5.60 (s), x: -2.48 (m), y: 3.26 (m)
Time: 5.70 (s), x: -2.48 (m), y: 3.26 (m)
Time: 5.81 (s), x: -2.48 (m), y: 3.26 (m)
Time: 5.92 (s), x: -2.48 (m), y: 3.26 (m)
Time: 6.02 (s), x: -2.48 (m), y: 3.26 (m)
Time: 6.13 (s), x: -2.48 (m), y: 3.26 (m)
Time: 6.24 (s), x: -2.48 (m), y: 3.26 (m)
Time: 6.34 (s), x: -2.48 (m), y: 3.26 (m)
Time: 6.45 (s), x: -2.48 (m), y: 3.26 (m)
Time: 6.55 (s), x: -2.48 (m), y: 3.26 (m)
Time: 6.66 (s), x: -2.48 (m), y: 3.26 (m)
Time: 6.76 (s), x: -2.48 (m), y: 3.26 (m)
Time: 6.86 (s), x: -2.48 (m), y: 3.26 (m)
Time: 6.97 (s), x: -2.48 (m), y: 3.26 (m)
Time: 7.07 (s), x: -2.48 (m), y: 3.26 (m)
Time: 7.18 (s), x: -2.48 (m), y: 3.26 (m)
Time: 7.28 (s), x: -2.48 (m), y: 3.26 (m)
Time: 7.39 (s), x: -2.48 (m), y: 3.26 (m)
Time: 7.49 (s), x: -2.48 (m), y: 3.26 (m)
Time: 7.60 (s), x: -2.48 (m), y: 3.26 (m)
Time: 7.70 (s), x: -2.48 (m), y: 3.26 (m)
Time: 7.80 (s), x: -2.48 (m), y: 3.26 (m)
Time: 7.90 (s), x: -2.48 (m), y: 3.26 (m)
Time: 8.00 (s), x: -2.48 (m), y: 3.26 (m)
Time: 8.10 (s), x: -2.48 (m), y: 3.26 (m)
Time: 8.21 (s), x: -2.48 (m), y: 3.26 (m)
Time: 8.31 (s), x: -2.48 (m), y: 3.26 (m)
Time: 8.42 (s), x: -2.48 (m), y: 3.26 (m)
Time: 8.53 (s), x: -2.48 (m), y: 3.26 (m)
Time: 8.63 (s), x: -2.48 (m), y: 3.26 (m)
Time: 8.74 (s), x: -2.48 (m), y: 3.26 (m)
Time: 8.84 (s), x: -2.49 (m), y: 3.27 (m)
Time: 8.94 (s), x: -2.51 (m), y: 3.29 (m)
Time: 9.04 (s), x: -2.53 (m), y: 3.31 (m)
Time: 9.14 (s), x: -2.56 (m), y: 3.34 (m)
Time: 9.25 (s), x: -2.61 (m), y: 3.37 (m)
Time: 9.36 (s), x: -2.67 (m), y: 3.42 (m)
Time: 9.46 (s), x: -2.75 (m), y: 3.47 (m)
Time: 9.56 (s), x: -2.81 (m), y: 3.51 (m)
Time: 9.66 (s), x: -2.86 (m), y: 3.55 (m)
Time: 9.76 (s), x: -2.90 (m), y: 3.58 (m)
Time: 9.87 (s), x: -2.97 (m), y: 3.62 (m)
Time: 9.98 (s), x: -3.04 (m), y: 3.65 (m)
Time: 10.08 (s), x: -3.12 (m), y: 3.68 (m)
Time: 10.18 (s), x: -3.20 (m), y: 3.71 (m)
Time: 10.28 (s), x: -3.28 (m), y: 3.71 (m)
Time: 10.39 (s), x: -3.33 (m), y: 3.70 (m)
Time: 10.50 (s), x: -3.37 (m), y: 3.69 (m)
Time: 10.60 (s), x: -3.40 (m), y: 3.69 (m)
Time: 10.70 (s), x: -3.43 (m), y: 3.69 (m)
Time: 10.81 (s), x: -3.46 (m), y: 3.69 (m)
Time: 10.92 (s), x: -3.49 (m), y: 3.67 (m)
Time: 11.02 (s), x: -3.52 (m), y: 3.65 (m)
Time: 11.12 (s), x: -3.55 (m), y: 3.62 (m)
Time: 11.22 (s), x: -3.56 (m), y: 3.60 (m)
Time: 11.33 (s), x: -3.58 (m), y: 3.58 (m)
Time: 11.44 (s), x: -3.59 (m), y: 3.56 (m)
Time: 11.54 (s), x: -3.61 (m), y: 3.54 (m)
Time: 11.65 (s), x: -3.63 (m), y: 3.51 (m)
Time: 11.76 (s), x: -3.65 (m), y: 3.48 (m)
Time: 11.86 (s), x: -3.68 (m), y: 3.44 (m)
Time: 11.96 (s), x: -3.70 (m), y: 3.41 (m)
Time: 12.06 (s), x: -3.73 (m), y: 3.38 (m)
Time: 12.17 (s), x: -3.75 (m), y: 3.35 (m)
Time: 12.27 (s), x: -3.76 (m), y: 3.32 (m)
Time: 12.38 (s), x: -3.78 (m), y: 3.28 (m)
Time: 12.48 (s), x: -3.80 (m), y: 3.24 (m)
Time: 12.59 (s), x: -3.81 (m), y: 3.22 (m)
Time: 12.70 (s), x: -3.81 (m), y: 3.21 (m)
Time: 12.80 (s), x: -3.82 (m), y: 3.19 (m)
Time: 12.90 (s), x: -3.82 (m), y: 3.18 (m)
Time: 13.00 (s), x: -3.83 (m), y: 3.15 (m)
Time: 13.11 (s), x: -3.83 (m), y: 3.11 (m)
Time: 13.22 (s), x: -3.84 (m), y: 3.05 (m)
Time: 13.32 (s), x: -3.86 (m), y: 2.96 (m)
Time: 13.43 (s), x: -3.87 (m), y: 2.88 (m)
Time: 13.54 (s), x: -3.89 (m), y: 2.80 (m)
Time: 13.64 (s), x: -3.90 (m), y: 2.71 (m)
Time: 13.74 (s), x: -3.91 (m), y: 2.63 (m)
Time: 13.85 (s), x: -3.92 (m), y: 2.55 (m)
Time: 13.95 (s), x: -3.93 (m), y: 2.47 (m)
Time: 14.06 (s), x: -3.94 (m), y: 2.42 (m)
Time: 14.16 (s), x: -3.95 (m), y: 2.39 (m)
Time: 14.27 (s), x: -3.96 (m), y: 2.36 (m)
Time: 14.38 (s), x: -3.96 (m), y: 2.35 (m)
Time: 14.48 (s), x: -3.97 (m), y: 2.35 (m)
Time: 14.58 (s), x: -3.98 (m), y: 2.35 (m)
Time: 14.68 (s), x: -3.99 (m), y: 2.38 (m)
Time: 14.79 (s), x: -4.01 (m), y: 2.43 (m)
Time: 14.90 (s), x: -4.03 (m), y: 2.48 (m)
Time: 15.00 (s), x: -4.05 (m), y: 2.52 (m)
Time: 15.11 (s), x: -4.06 (m), y: 2.58 (m)
Time: 15.21 (s), x: -4.08 (m), y: 2.62 (m)
>>>>>>>>>>>>>>>>>> Test finished! <<<<<<<<<<<<<<<<<<
Navigation collided with time 15.2060 (s)
Navigation metric: 0.0000
