🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_lfh_w148.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_148.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.00 (m), y: 3.11 (m)
Time: 0.11 (s), x: -2.00 (m), y: 3.16 (m)
Time: 0.21 (s), x: -2.00 (m), y: 3.21 (m)
Time: 0.31 (s), x: -2.00 (m), y: 3.26 (m)
Time: 0.42 (s), x: -2.01 (m), y: 3.31 (m)
Time: 0.52 (s), x: -2.01 (m), y: 3.36 (m)
Time: 0.62 (s), x: -2.02 (m), y: 3.42 (m)
Time: 0.72 (s), x: -2.03 (m), y: 3.47 (m)
Time: 0.83 (s), x: -2.04 (m), y: 3.52 (m)
Time: 0.93 (s), x: -2.04 (m), y: 3.57 (m)
Time: 1.04 (s), x: -2.05 (m), y: 3.62 (m)
Time: 1.14 (s), x: -2.06 (m), y: 3.67 (m)
Time: 1.24 (s), x: -2.06 (m), y: 3.72 (m)
Time: 1.34 (s), x: -2.07 (m), y: 3.75 (m)
Time: 1.45 (s), x: -2.06 (m), y: 3.77 (m)
Time: 1.55 (s), x: -2.06 (m), y: 3.77 (m)
Time: 1.66 (s), x: -2.06 (m), y: 3.77 (m)
Time: 1.76 (s), x: -2.06 (m), y: 3.77 (m)
Time: 1.87 (s), x: -2.06 (m), y: 3.77 (m)
Time: 1.97 (s), x: -2.06 (m), y: 3.77 (m)
Time: 2.07 (s), x: -2.06 (m), y: 3.77 (m)
Time: 2.18 (s), x: -2.06 (m), y: 3.79 (m)
Time: 2.28 (s), x: -2.07 (m), y: 3.82 (m)
Time: 2.38 (s), x: -2.08 (m), y: 3.85 (m)
Time: 2.49 (s), x: -2.09 (m), y: 3.88 (m)
Time: 2.59 (s), x: -2.09 (m), y: 3.89 (m)
Time: 2.70 (s), x: -2.10 (m), y: 3.91 (m)
Time: 2.80 (s), x: -2.11 (m), y: 3.93 (m)
