🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_lfh_w222.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_222.world <<<<<<<<<<<<<<<<<<
Time: 0.00 (s), x: -2.00 (m), y: 3.41 (m)
Time: 0.10 (s), x: -1.99 (m), y: 3.46 (m)
Time: 0.21 (s), x: -1.98 (m), y: 3.51 (m)
Time: 0.31 (s), x: -1.97 (m), y: 3.56 (m)
Time: 0.42 (s), x: -1.96 (m), y: 3.61 (m)
Time: 0.52 (s), x: -1.94 (m), y: 3.68 (m)
Time: 0.63 (s), x: -1.93 (m), y: 3.72 (m)
Time: 0.74 (s), x: -1.92 (m), y: 3.77 (m)
Time: 0.84 (s), x: -1.90 (m), y: 3.80 (m)
Time: 0.94 (s), x: -1.89 (m), y: 3.82 (m)
Time: 1.04 (s), x: -1.88 (m), y: 3.83 (m)
Time: 1.15 (s), x: -1.87 (m), y: 3.88 (m)
Time: 1.26 (s), x: -1.87 (m), y: 3.93 (m)
Time: 1.36 (s), x: -1.86 (m), y: 3.98 (m)
Time: 1.47 (s), x: -1.85 (m), y: 4.03 (m)
Time: 1.57 (s), x: -1.84 (m), y: 4.08 (m)
Time: 1.67 (s), x: -1.83 (m), y: 4.13 (m)
Time: 1.78 (s), x: -1.81 (m), y: 4.19 (m)
Time: 1.88 (s), x: -1.79 (m), y: 4.26 (m)
Time: 1.99 (s), x: -1.75 (m), y: 4.37 (m)
Time: 2.10 (s), x: -1.70 (m), y: 4.50 (m)
Time: 2.20 (s), x: -1.66 (m), y: 4.61 (m)
Time: 2.31 (s), x: -1.62 (m), y: 4.73 (m)
Time: 2.42 (s), x: -1.59 (m), y: 4.83 (m)
Time: 2.52 (s), x: -1.56 (m), y: 4.92 (m)
Time: 2.62 (s), x: -1.52 (m), y: 5.01 (m)
Time: 2.72 (s), x: -1.49 (m), y: 5.10 (m)
Time: 2.82 (s), x: -1.47 (m), y: 5.17 (m)
Time: 2.92 (s), x: -1.45 (m), y: 5.23 (m)
