🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_applr_w33.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_33.world <<<<<<<<<<<<<<<<<<
Time: 0.02 (s), x: -2.00 (m), y: 3.12 (m)
Time: 0.12 (s), x: -2.00 (m), y: 3.17 (m)
Time: 0.22 (s), x: -2.00 (m), y: 3.23 (m)
Time: 0.33 (s), x: -1.99 (m), y: 3.33 (m)
Time: 0.43 (s), x: -1.99 (m), y: 3.43 (m)
Time: 0.54 (s), x: -1.98 (m), y: 3.52 (m)
Time: 0.64 (s), x: -1.97 (m), y: 3.59 (m)
Time: 0.74 (s), x: -1.97 (m), y: 3.65 (m)
Time: 0.85 (s), x: -1.96 (m), y: 3.71 (m)
Time: 0.96 (s), x: -1.95 (m), y: 3.78 (m)
Time: 1.06 (s), x: -1.95 (m), y: 3.83 (m)
Time: 1.16 (s), x: -1.94 (m), y: 3.89 (m)
Time: 1.27 (s), x: -1.94 (m), y: 3.94 (m)
Time: 1.37 (s), x: -1.93 (m), y: 3.98 (m)
Time: 1.47 (s), x: -1.92 (m), y: 4.02 (m)
Time: 1.57 (s), x: -1.92 (m), y: 4.07 (m)
Time: 1.68 (s), x: -1.91 (m), y: 4.14 (m)
Time: 1.78 (s), x: -1.90 (m), y: 4.20 (m)
Time: 1.88 (s), x: -1.89 (m), y: 4.24 (m)
Time: 1.99 (s), x: -1.88 (m), y: 4.29 (m)
Time: 2.10 (s), x: -1.87 (m), y: 4.34 (m)
Time: 2.20 (s), x: -1.86 (m), y: 4.38 (m)
Time: 2.30 (s), x: -1.85 (m), y: 4.43 (m)
Time: 2.41 (s), x: -1.84 (m), y: 4.47 (m)
Time: 2.52 (s), x: -1.83 (m), y: 4.51 (m)
Time: 2.62 (s), x: -1.82 (m), y: 4.54 (m)
Time: 2.72 (s), x: -1.81 (m), y: 4.56 (m)
Time: 2.82 (s), x: -1.81 (m), y: 4.59 (m)
Time: 2.92 (s), x: -1.79 (m), y: 4.63 (m)
Time: 3.03 (s), x: -1.78 (m), y: 4.66 (m)
Time: 3.13 (s), x: -1.77 (m), y: 4.69 (m)
Time: 3.24 (s), x: -1.76 (m), y: 4.72 (m)
Time: 3.34 (s), x: -1.74 (m), y: 4.75 (m)
Time: 3.44 (s), x: -1.73 (m), y: 4.78 (m)
Time: 3.54 (s), x: -1.72 (m), y: 4.82 (m)
Time: 3.64 (s), x: -1.71 (m), y: 4.84 (m)
Time: 3.75 (s), x: -1.70 (m), y: 4.86 (m)
Time: 3.86 (s), x: -1.70 (m), y: 4.89 (m)
Time: 3.96 (s), x: -1.69 (m), y: 4.91 (m)
Time: 4.06 (s), x: -1.68 (m), y: 4.93 (m)
Time: 4.16 (s), x: -1.67 (m), y: 4.95 (m)
Time: 4.27 (s), x: -1.67 (m), y: 4.98 (m)
Time: 4.37 (s), x: -1.66 (m), y: 5.00 (m)
Time: 4.48 (s), x: -1.66 (m), y: 5.01 (m)
Time: 4.58 (s), x: -1.66 (m), y: 5.03 (m)
Time: 4.69 (s), x: -1.65 (m), y: 5.04 (m)
Time: 4.79 (s), x: -1.65 (m), y: 5.06 (m)
Time: 4.90 (s), x: -1.64 (m), y: 5.07 (m)
Time: 5.01 (s), x: -1.64 (m), y: 5.09 (m)
Time: 5.11 (s), x: -1.64 (m), y: 5.10 (m)
Time: 5.22 (s), x: -1.63 (m), y: 5.12 (m)
Time: 5.32 (s), x: -1.63 (m), y: 5.13 (m)
Time: 5.42 (s), x: -1.63 (m), y: 5.13 (m)
Time: 5.53 (s), x: -1.63 (m), y: 5.14 (m)
Time: 5.63 (s), x: -1.63 (m), y: 5.14 (m)
Time: 5.73 (s), x: -1.63 (m), y: 5.15 (m)
Time: 5.84 (s), x: -1.63 (m), y: 5.16 (m)
Time: 5.95 (s), x: -1.63 (m), y: 5.16 (m)
Time: 6.05 (s), x: -1.62 (m), y: 5.17 (m)
Time: 6.16 (s), x: -1.63 (m), y: 5.17 (m)
Time: 6.26 (s), x: -1.62 (m), y: 5.18 (m)
Time: 6.37 (s), x: -1.62 (m), y: 5.19 (m)
Time: 6.47 (s), x: -1.62 (m), y: 5.20 (m)
Time: 6.58 (s), x: -1.62 (m), y: 5.20 (m)
Time: 6.68 (s), x: -1.63 (m), y: 5.17 (m)
Time: 6.78 (s), x: -1.64 (m), y: 5.12 (m)
Time: 6.89 (s), x: -1.66 (m), y: 5.07 (m)
Time: 6.99 (s), x: -1.67 (m), y: 5.03 (m)
Time: 7.09 (s), x: -1.68 (m), y: 4.99 (m)
Time: 7.19 (s), x: -1.69 (m), y: 4.96 (m)
Time: 7.30 (s), x: -1.69 (m), y: 4.94 (m)
Time: 7.40 (s), x: -1.70 (m), y: 4.92 (m)
Time: 7.50 (s), x: -1.70 (m), y: 4.91 (m)
Time: 7.61 (s), x: -1.70 (m), y: 4.91 (m)
Time: 7.71 (s), x: -1.71 (m), y: 4.92 (m)
Time: 7.81 (s), x: -1.71 (m), y: 4.93 (m)
Time: 7.92 (s), x: -1.69 (m), y: 4.95 (m)
Time: 8.02 (s), x: -1.68 (m), y: 4.96 (m)
Time: 8.12 (s), x: -1.67 (m), y: 4.98 (m)
Time: 8.23 (s), x: -1.66 (m), y: 5.00 (m)
Time: 8.33 (s), x: -1.65 (m), y: 5.01 (m)
Time: 8.44 (s), x: -1.64 (m), y: 5.03 (m)
Time: 8.54 (s), x: -1.64 (m), y: 5.05 (m)
Time: 8.64 (s), x: -1.63 (m), y: 5.06 (m)
Time: 8.75 (s), x: -1.62 (m), y: 5.08 (m)
Time: 8.86 (s), x: -1.61 (m), y: 5.10 (m)
Time: 8.96 (s), x: -1.61 (m), y: 5.12 (m)
Time: 9.07 (s), x: -1.60 (m), y: 5.13 (m)
Time: 9.17 (s), x: -1.60 (m), y: 5.14 (m)
Time: 9.28 (s), x: -1.60 (m), y: 5.14 (m)
Time: 9.38 (s), x: -1.60 (m), y: 5.15 (m)
Time: 9.49 (s), x: -1.59 (m), y: 5.16 (m)
Time: 9.59 (s), x: -1.59 (m), y: 5.17 (m)
Time: 9.70 (s), x: -1.59 (m), y: 5.18 (m)
Time: 9.81 (s), x: -1.58 (m), y: 5.18 (m)
Time: 9.91 (s), x: -1.58 (m), y: 5.18 (m)
Time: 10.02 (s), x: -1.57 (m), y: 5.19 (m)
Time: 10.12 (s), x: -1.57 (m), y: 5.20 (m)
Time: 10.23 (s), x: -1.57 (m), y: 5.21 (m)
Time: 10.33 (s), x: -1.56 (m), y: 5.21 (m)
Time: 10.43 (s), x: -1.57 (m), y: 5.19 (m)
Time: 10.53 (s), x: -1.58 (m), y: 5.15 (m)
Time: 10.64 (s), x: -1.59 (m), y: 5.10 (m)
Time: 10.75 (s), x: -1.59 (m), y: 5.08 (m)
Time: 10.85 (s), x: -1.59 (m), y: 5.08 (m)
