🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_sac_w207.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_207.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.12 (s), x: -2.25 (m), y: 3.17 (m)
Time: 0.23 (s), x: -2.25 (m), y: 3.22 (m)
Time: 0.33 (s), x: -2.24 (m), y: 3.27 (m)
Time: 0.44 (s), x: -2.24 (m), y: 3.33 (m)
Time: 0.55 (s), x: -2.24 (m), y: 3.38 (m)
Time: 0.65 (s), x: -2.24 (m), y: 3.43 (m)
Time: 0.76 (s), x: -2.25 (m), y: 3.48 (m)
Time: 0.86 (s), x: -2.26 (m), y: 3.54 (m)
Time: 0.97 (s), x: -2.27 (m), y: 3.60 (m)
Time: 1.08 (s), x: -2.28 (m), y: 3.65 (m)
Time: 1.18 (s), x: -2.29 (m), y: 3.70 (m)
Time: 1.29 (s), x: -2.30 (m), y: 3.75 (m)
Time: 1.40 (s), x: -2.31 (m), y: 3.80 (m)
Time: 1.50 (s), x: -2.33 (m), y: 3.86 (m)
Time: 1.61 (s), x: -2.35 (m), y: 3.91 (m)
Time: 1.72 (s), x: -2.36 (m), y: 3.96 (m)
Time: 1.82 (s), x: -2.38 (m), y: 4.01 (m)
Time: 1.93 (s), x: -2.39 (m), y: 4.06 (m)
Time: 2.04 (s), x: -2.41 (m), y: 4.11 (m)
Time: 2.14 (s), x: -2.42 (m), y: 4.17 (m)
Time: 2.25 (s), x: -2.44 (m), y: 4.22 (m)
Time: 2.35 (s), x: -2.47 (m), y: 4.27 (m)
Time: 2.46 (s), x: -2.49 (m), y: 4.31 (m)
Time: 2.57 (s), x: -2.51 (m), y: 4.36 (m)
Time: 2.68 (s), x: -2.53 (m), y: 4.40 (m)
Time: 2.79 (s), x: -2.55 (m), y: 4.44 (m)
Time: 2.89 (s), x: -2.58 (m), y: 4.47 (m)
Time: 3.00 (s), x: -2.60 (m), y: 4.49 (m)
Time: 3.10 (s), x: -2.63 (m), y: 4.52 (m)
Time: 3.21 (s), x: -2.66 (m), y: 4.56 (m)
Time: 3.31 (s), x: -2.68 (m), y: 4.60 (m)
Time: 3.41 (s), x: -2.69 (m), y: 4.65 (m)
Time: 3.51 (s), x: -2.69 (m), y: 4.68 (m)
Time: 3.62 (s), x: -2.68 (m), y: 4.72 (m)
Time: 3.72 (s), x: -2.67 (m), y: 4.76 (m)
Time: 3.83 (s), x: -2.65 (m), y: 4.79 (m)
Time: 3.93 (s), x: -2.63 (m), y: 4.82 (m)
Time: 4.04 (s), x: -2.59 (m), y: 4.85 (m)
Time: 4.15 (s), x: -2.55 (m), y: 4.88 (m)
Time: 4.25 (s), x: -2.51 (m), y: 4.91 (m)
Time: 4.36 (s), x: -2.48 (m), y: 4.93 (m)
Time: 4.47 (s), x: -2.45 (m), y: 4.95 (m)
Time: 4.57 (s), x: -2.41 (m), y: 4.96 (m)
Time: 4.68 (s), x: -2.36 (m), y: 4.98 (m)
Time: 4.79 (s), x: -2.31 (m), y: 4.99 (m)
Time: 4.90 (s), x: -2.25 (m), y: 5.00 (m)
Time: 5.00 (s), x: -2.20 (m), y: 5.01 (m)
Time: 5.11 (s), x: -2.15 (m), y: 5.01 (m)
Time: 5.22 (s), x: -2.09 (m), y: 5.02 (m)
Time: 5.33 (s), x: -2.04 (m), y: 5.03 (m)
Time: 5.43 (s), x: -1.99 (m), y: 5.03 (m)
Time: 5.53 (s), x: -1.95 (m), y: 5.04 (m)
Time: 5.63 (s), x: -1.90 (m), y: 5.04 (m)
Time: 5.74 (s), x: -1.86 (m), y: 5.04 (m)
Time: 5.85 (s), x: -1.82 (m), y: 5.05 (m)
Time: 5.95 (s), x: -1.78 (m), y: 5.05 (m)
Time: 6.06 (s), x: -1.74 (m), y: 5.05 (m)
Time: 6.17 (s), x: -1.70 (m), y: 5.05 (m)
Time: 6.27 (s), x: -1.67 (m), y: 5.06 (m)
Time: 6.38 (s), x: -1.63 (m), y: 5.06 (m)
Time: 6.48 (s), x: -1.59 (m), y: 5.06 (m)
Time: 6.59 (s), x: -1.56 (m), y: 5.06 (m)
Time: 6.70 (s), x: -1.53 (m), y: 5.07 (m)
Time: 6.81 (s), x: -1.49 (m), y: 5.06 (m)
Time: 6.91 (s), x: -1.46 (m), y: 5.06 (m)
Time: 7.02 (s), x: -1.42 (m), y: 5.06 (m)
Time: 7.12 (s), x: -1.37 (m), y: 5.07 (m)
Time: 7.22 (s), x: -1.32 (m), y: 5.07 (m)
Time: 7.33 (s), x: -1.28 (m), y: 5.08 (m)
Time: 7.44 (s), x: -1.22 (m), y: 5.10 (m)
Time: 7.54 (s), x: -1.16 (m), y: 5.12 (m)
Time: 7.65 (s), x: -1.11 (m), y: 5.14 (m)
Time: 7.76 (s), x: -1.06 (m), y: 5.16 (m)
Time: 7.86 (s), x: -1.02 (m), y: 5.19 (m)
Time: 7.96 (s), x: -0.98 (m), y: 5.22 (m)
Time: 8.07 (s), x: -0.94 (m), y: 5.26 (m)
Time: 8.17 (s), x: -0.91 (m), y: 5.30 (m)
Time: 8.27 (s), x: -0.88 (m), y: 5.34 (m)
Time: 8.37 (s), x: -0.85 (m), y: 5.40 (m)
Time: 8.48 (s), x: -0.83 (m), y: 5.46 (m)
Time: 8.58 (s), x: -0.81 (m), y: 5.50 (m)
Time: 8.69 (s), x: -0.79 (m), y: 5.55 (m)
Time: 8.80 (s), x: -0.77 (m), y: 5.61 (m)
Time: 8.90 (s), x: -0.76 (m), y: 5.66 (m)
Time: 9.01 (s), x: -0.75 (m), y: 5.71 (m)
Time: 9.12 (s), x: -0.74 (m), y: 5.76 (m)
Time: 9.22 (s), x: -0.74 (m), y: 5.82 (m)
Time: 9.32 (s), x: -0.74 (m), y: 5.87 (m)
Time: 9.43 (s), x: -0.74 (m), y: 5.92 (m)
Time: 9.53 (s), x: -0.74 (m), y: 5.97 (m)
Time: 9.64 (s), x: -0.75 (m), y: 6.02 (m)
Time: 9.74 (s), x: -0.76 (m), y: 6.07 (m)
Time: 9.85 (s), x: -0.76 (m), y: 6.11 (m)
Time: 9.96 (s), x: -0.77 (m), y: 6.16 (m)
Time: 10.06 (s), x: -0.78 (m), y: 6.19 (m)
Time: 10.17 (s), x: -0.79 (m), y: 6.23 (m)
Time: 10.27 (s), x: -0.79 (m), y: 6.26 (m)
Time: 10.38 (s), x: -0.79 (m), y: 6.28 (m)
Time: 10.48 (s), x: -0.80 (m), y: 6.32 (m)
Time: 10.59 (s), x: -0.82 (m), y: 6.36 (m)
Time: 10.70 (s), x: -0.82 (m), y: 6.37 (m)
Time: 10.80 (s), x: -0.80 (m), y: 6.32 (m)
Time: 10.91 (s), x: -0.79 (m), y: 6.27 (m)
Time: 11.01 (s), x: -0.77 (m), y: 6.23 (m)
Time: 11.12 (s), x: -0.76 (m), y: 6.19 (m)
Time: 11.23 (s), x: -0.75 (m), y: 6.16 (m)
Time: 11.33 (s), x: -0.75 (m), y: 6.14 (m)
Time: 11.44 (s), x: -0.75 (m), y: 6.14 (m)
Time: 11.54 (s), x: -0.76 (m), y: 6.17 (m)
Time: 11.64 (s), x: -0.76 (m), y: 6.20 (m)
Time: 11.74 (s), x: -0.77 (m), y: 6.23 (m)
Time: 11.85 (s), x: -0.78 (m), y: 6.25 (m)
Time: 11.95 (s), x: -0.79 (m), y: 6.28 (m)
Time: 12.06 (s), x: -0.80 (m), y: 6.31 (m)
Time: 12.17 (s), x: -0.79 (m), y: 6.32 (m)
Time: 12.27 (s), x: -0.79 (m), y: 6.32 (m)
Time: 12.38 (s), x: -0.77 (m), y: 6.29 (m)
Time: 12.48 (s), x: -0.75 (m), y: 6.26 (m)
Time: 12.59 (s), x: -0.75 (m), y: 6.26 (m)
Time: 12.69 (s), x: -0.76 (m), y: 6.28 (m)
Time: 12.79 (s), x: -0.79 (m), y: 6.33 (m)
Time: 12.89 (s), x: -0.82 (m), y: 6.38 (m)
Time: 13.00 (s), x: -0.85 (m), y: 6.43 (m)
Time: 13.11 (s), x: -0.88 (m), y: 6.48 (m)
Time: 13.21 (s), x: -0.90 (m), y: 6.52 (m)
Time: 13.32 (s), x: -0.93 (m), y: 6.57 (m)
Time: 13.43 (s), x: -0.95 (m), y: 6.61 (m)
Time: 13.53 (s), x: -0.97 (m), y: 6.66 (m)
Time: 13.64 (s), x: -0.99 (m), y: 6.72 (m)
Time: 13.75 (s), x: -1.00 (m), y: 6.77 (m)
Time: 13.85 (s), x: -1.02 (m), y: 6.82 (m)
Time: 13.95 (s), x: -1.03 (m), y: 6.87 (m)
Time: 14.06 (s), x: -1.03 (m), y: 6.93 (m)
Time: 14.16 (s), x: -1.04 (m), y: 6.97 (m)
Time: 14.26 (s), x: -1.04 (m), y: 7.02 (m)
Time: 14.37 (s), x: -1.04 (m), y: 7.08 (m)
Time: 14.48 (s), x: -1.04 (m), y: 7.14 (m)
Time: 14.58 (s), x: -1.05 (m), y: 7.19 (m)
Time: 14.69 (s), x: -1.05 (m), y: 7.24 (m)
Time: 14.79 (s), x: -1.05 (m), y: 7.29 (m)
Time: 14.90 (s), x: -1.05 (m), y: 7.33 (m)
Time: 15.00 (s), x: -1.05 (m), y: 7.38 (m)
Time: 15.11 (s), x: -1.04 (m), y: 7.43 (m)
Time: 15.21 (s), x: -1.04 (m), y: 7.46 (m)
Time: 15.31 (s), x: -1.04 (m), y: 7.50 (m)
Time: 15.42 (s), x: -1.04 (m), y: 7.53 (m)
Time: 15.53 (s), x: -1.04 (m), y: 7.56 (m)
Time: 15.63 (s), x: -1.05 (m), y: 7.58 (m)
Time: 15.73 (s), x: -1.04 (m), y: 7.60 (m)
Time: 15.83 (s), x: -1.04 (m), y: 7.62 (m)
Time: 15.93 (s), x: -1.04 (m), y: 7.64 (m)
Time: 16.04 (s), x: -1.04 (m), y: 7.67 (m)
Time: 16.15 (s), x: -1.04 (m), y: 7.69 (m)
Time: 16.26 (s), x: -1.03 (m), y: 7.71 (m)
Time: 16.36 (s), x: -1.02 (m), y: 7.74 (m)
Time: 16.46 (s), x: -1.01 (m), y: 7.76 (m)
Time: 16.57 (s), x: -1.00 (m), y: 7.79 (m)
Time: 16.67 (s), x: -1.00 (m), y: 7.81 (m)
Time: 16.77 (s), x: -0.99 (m), y: 7.84 (m)
Time: 16.88 (s), x: -0.97 (m), y: 7.88 (m)
Time: 16.99 (s), x: -0.97 (m), y: 7.89 (m)
Time: 17.09 (s), x: -0.96 (m), y: 7.91 (m)
Time: 17.19 (s), x: -0.95 (m), y: 7.93 (m)
Time: 17.29 (s), x: -0.95 (m), y: 7.93 (m)
Time: 17.40 (s), x: -0.96 (m), y: 7.93 (m)
Time: 17.50 (s), x: -0.96 (m), y: 7.93 (m)
