🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_teb_w275.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_275.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.12 (s), x: -2.25 (m), y: 3.22 (m)
Time: 0.23 (s), x: -2.25 (m), y: 3.37 (m)
Time: 0.33 (s), x: -2.25 (m), y: 3.52 (m)
Time: 0.44 (s), x: -2.25 (m), y: 3.67 (m)
Time: 0.54 (s), x: -2.28 (m), y: 3.83 (m)
Time: 0.64 (s), x: -2.30 (m), y: 3.98 (m)
Time: 0.75 (s), x: -2.33 (m), y: 4.13 (m)
Time: 0.85 (s), x: -2.36 (m), y: 4.30 (m)
Time: 0.96 (s), x: -2.38 (m), y: 4.45 (m)
Time: 1.07 (s), x: -2.39 (m), y: 4.57 (m)
Time: 1.17 (s), x: -2.39 (m), y: 4.67 (m)
Time: 1.28 (s), x: -2.40 (m), y: 4.74 (m)
Time: 1.38 (s), x: -2.40 (m), y: 4.81 (m)
Time: 1.49 (s), x: -2.40 (m), y: 4.86 (m)
Time: 1.60 (s), x: -2.41 (m), y: 4.94 (m)
Time: 1.70 (s), x: -2.41 (m), y: 5.03 (m)
Time: 1.81 (s), x: -2.41 (m), y: 5.15 (m)
Time: 1.92 (s), x: -2.41 (m), y: 5.27 (m)
Time: 2.03 (s), x: -2.41 (m), y: 5.42 (m)
Time: 2.13 (s), x: -2.40 (m), y: 5.57 (m)
Time: 2.23 (s), x: -2.40 (m), y: 5.69 (m)
Time: 2.34 (s), x: -2.39 (m), y: 5.79 (m)
Time: 2.45 (s), x: -2.38 (m), y: 5.85 (m)
Time: 2.55 (s), x: -2.38 (m), y: 5.87 (m)
Time: 2.66 (s), x: -2.37 (m), y: 5.87 (m)
Time: 2.76 (s), x: -2.36 (m), y: 5.86 (m)
Time: 2.87 (s), x: -2.35 (m), y: 5.85 (m)
Time: 2.98 (s), x: -2.35 (m), y: 5.86 (m)
Time: 3.08 (s), x: -2.35 (m), y: 5.86 (m)
Time: 3.19 (s), x: -2.35 (m), y: 5.86 (m)
Time: 3.29 (s), x: -2.33 (m), y: 5.85 (m)
Time: 3.40 (s), x: -2.31 (m), y: 5.85 (m)
Time: 3.51 (s), x: -2.30 (m), y: 5.84 (m)
Time: 3.62 (s), x: -2.32 (m), y: 5.87 (m)
Time: 3.72 (s), x: -2.34 (m), y: 5.89 (m)
Time: 3.83 (s), x: -2.35 (m), y: 5.91 (m)
Time: 3.94 (s), x: -2.34 (m), y: 5.90 (m)
Time: 4.04 (s), x: -2.33 (m), y: 5.90 (m)
Time: 4.15 (s), x: -2.34 (m), y: 5.92 (m)
Time: 4.25 (s), x: -2.37 (m), y: 5.95 (m)
Time: 4.36 (s), x: -2.40 (m), y: 5.98 (m)
Time: 4.47 (s), x: -2.41 (m), y: 5.98 (m)
Time: 4.57 (s), x: -2.42 (m), y: 5.97 (m)
Time: 4.67 (s), x: -2.41 (m), y: 5.95 (m)
Time: 4.78 (s), x: -2.40 (m), y: 5.93 (m)
Time: 4.88 (s), x: -2.39 (m), y: 5.91 (m)
Time: 4.99 (s), x: -2.38 (m), y: 5.90 (m)
Time: 5.10 (s), x: -2.38 (m), y: 5.90 (m)
Time: 5.20 (s), x: -2.39 (m), y: 5.92 (m)
Time: 5.31 (s), x: -2.39 (m), y: 5.94 (m)
Time: 5.42 (s), x: -2.39 (m), y: 5.94 (m)
Time: 5.52 (s), x: -2.39 (m), y: 5.94 (m)
Time: 5.63 (s), x: -2.39 (m), y: 5.94 (m)
Time: 5.74 (s), x: -2.39 (m), y: 5.93 (m)
Time: 5.84 (s), x: -2.38 (m), y: 5.91 (m)
Time: 5.95 (s), x: -2.37 (m), y: 5.90 (m)
Time: 6.06 (s), x: -2.37 (m), y: 5.89 (m)
Time: 6.16 (s), x: -2.36 (m), y: 5.88 (m)
Time: 6.27 (s), x: -2.35 (m), y: 5.87 (m)
Time: 6.38 (s), x: -2.34 (m), y: 5.86 (m)
Time: 6.48 (s), x: -2.34 (m), y: 5.86 (m)
Time: 6.59 (s), x: -2.33 (m), y: 5.85 (m)
Time: 6.70 (s), x: -2.31 (m), y: 5.83 (m)
Time: 6.80 (s), x: -2.31 (m), y: 5.83 (m)
Time: 6.91 (s), x: -2.33 (m), y: 5.85 (m)
