🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_sac_w101.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_101.world <<<<<<<<<<<<<<<<<<
Time: 0.04 (s), x: -2.25 (m), y: 3.13 (m)
Time: 0.14 (s), x: -2.25 (m), y: 3.18 (m)
Time: 0.24 (s), x: -2.24 (m), y: 3.24 (m)
Time: 0.34 (s), x: -2.24 (m), y: 3.30 (m)
Time: 0.45 (s), x: -2.23 (m), y: 3.33 (m)
Time: 0.55 (s), x: -2.24 (m), y: 3.34 (m)
Time: 0.66 (s), x: -2.24 (m), y: 3.34 (m)
Time: 0.76 (s), x: -2.24 (m), y: 3.34 (m)
Time: 0.86 (s), x: -2.24 (m), y: 3.34 (m)
Time: 0.97 (s), x: -2.24 (m), y: 3.34 (m)
Time: 1.07 (s), x: -2.24 (m), y: 3.34 (m)
Time: 1.17 (s), x: -2.24 (m), y: 3.34 (m)
Time: 1.27 (s), x: -2.24 (m), y: 3.34 (m)
Time: 1.37 (s), x: -2.24 (m), y: 3.34 (m)
Time: 1.47 (s), x: -2.24 (m), y: 3.34 (m)
Time: 1.57 (s), x: -2.24 (m), y: 3.34 (m)
Time: 1.67 (s), x: -2.24 (m), y: 3.34 (m)
Time: 1.77 (s), x: -2.24 (m), y: 3.34 (m)
Time: 1.87 (s), x: -2.24 (m), y: 3.34 (m)
Time: 1.98 (s), x: -2.24 (m), y: 3.34 (m)
Time: 2.08 (s), x: -2.24 (m), y: 3.34 (m)
Time: 2.18 (s), x: -2.24 (m), y: 3.34 (m)
Time: 2.28 (s), x: -2.24 (m), y: 3.34 (m)
Time: 2.38 (s), x: -2.24 (m), y: 3.34 (m)
Time: 2.48 (s), x: -2.24 (m), y: 3.34 (m)
Time: 2.58 (s), x: -2.24 (m), y: 3.34 (m)
Time: 2.68 (s), x: -2.24 (m), y: 3.34 (m)
Time: 2.78 (s), x: -2.24 (m), y: 3.34 (m)
Time: 2.88 (s), x: -2.24 (m), y: 3.34 (m)
Time: 2.98 (s), x: -2.24 (m), y: 3.34 (m)
Time: 3.09 (s), x: -2.24 (m), y: 3.34 (m)
Time: 3.19 (s), x: -2.24 (m), y: 3.34 (m)
Time: 3.29 (s), x: -2.24 (m), y: 3.34 (m)
Time: 3.39 (s), x: -2.24 (m), y: 3.34 (m)
Time: 3.49 (s), x: -2.24 (m), y: 3.34 (m)
Time: 3.60 (s), x: -2.24 (m), y: 3.34 (m)
