🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_e2e_w26.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_26.world <<<<<<<<<<<<<<<<<<
Time: 0.02 (s), x: -2.00 (m), y: 3.12 (m)
Time: 0.12 (s), x: -2.00 (m), y: 3.22 (m)
Time: 0.22 (s), x: -2.00 (m), y: 3.35 (m)
Time: 0.33 (s), x: -2.00 (m), y: 3.48 (m)
Time: 0.44 (s), x: -2.01 (m), y: 3.62 (m)
Time: 0.54 (s), x: -2.03 (m), y: 3.78 (m)
Time: 0.65 (s), x: -2.08 (m), y: 3.95 (m)
Time: 0.76 (s), x: -2.16 (m), y: 4.10 (m)
Time: 0.86 (s), x: -2.25 (m), y: 4.23 (m)
Time: 0.97 (s), x: -2.36 (m), y: 4.34 (m)
Time: 1.07 (s), x: -2.43 (m), y: 4.39 (m)
Time: 1.18 (s), x: -2.48 (m), y: 4.42 (m)
Time: 1.28 (s), x: -2.48 (m), y: 4.45 (m)
Time: 1.39 (s), x: -2.46 (m), y: 4.50 (m)
Time: 1.49 (s), x: -2.42 (m), y: 4.55 (m)
Time: 1.60 (s), x: -2.39 (m), y: 4.59 (m)
Time: 1.70 (s), x: -2.35 (m), y: 4.62 (m)
Time: 1.80 (s), x: -2.32 (m), y: 4.65 (m)
Time: 1.91 (s), x: -2.27 (m), y: 4.70 (m)
Time: 2.01 (s), x: -2.24 (m), y: 4.73 (m)
Time: 2.12 (s), x: -2.21 (m), y: 4.75 (m)
Time: 2.22 (s), x: -2.20 (m), y: 4.74 (m)
Time: 2.32 (s), x: -2.20 (m), y: 4.70 (m)
Time: 2.43 (s), x: -2.21 (m), y: 4.60 (m)
Time: 2.54 (s), x: -2.23 (m), y: 4.48 (m)
Time: 2.65 (s), x: -2.24 (m), y: 4.37 (m)
Time: 2.76 (s), x: -2.24 (m), y: 4.30 (m)
Time: 2.86 (s), x: -2.25 (m), y: 4.24 (m)
Time: 2.96 (s), x: -2.25 (m), y: 4.22 (m)
Time: 3.07 (s), x: -2.24 (m), y: 4.23 (m)
Time: 3.17 (s), x: -2.24 (m), y: 4.23 (m)
Time: 3.28 (s), x: -2.25 (m), y: 4.23 (m)
Time: 3.38 (s), x: -2.25 (m), y: 4.22 (m)
Time: 3.48 (s), x: -2.27 (m), y: 4.17 (m)
Time: 3.59 (s), x: -2.30 (m), y: 4.11 (m)
Time: 3.70 (s), x: -2.32 (m), y: 4.03 (m)
Time: 3.80 (s), x: -2.34 (m), y: 3.96 (m)
Time: 3.90 (s), x: -2.37 (m), y: 3.91 (m)
Time: 4.01 (s), x: -2.39 (m), y: 3.87 (m)
Time: 4.11 (s), x: -2.42 (m), y: 3.83 (m)
Time: 4.22 (s), x: -2.43 (m), y: 3.83 (m)
Time: 4.32 (s), x: -2.42 (m), y: 3.84 (m)
Time: 4.43 (s), x: -2.41 (m), y: 3.87 (m)
Time: 4.53 (s), x: -2.38 (m), y: 3.92 (m)
Time: 4.64 (s), x: -2.35 (m), y: 3.97 (m)
Time: 4.75 (s), x: -2.32 (m), y: 4.01 (m)
Time: 4.85 (s), x: -2.29 (m), y: 4.05 (m)
Time: 4.96 (s), x: -2.28 (m), y: 4.06 (m)
Time: 5.07 (s), x: -2.30 (m), y: 4.04 (m)
Time: 5.17 (s), x: -2.33 (m), y: 3.99 (m)
Time: 5.27 (s), x: -2.38 (m), y: 3.91 (m)
Time: 5.38 (s), x: -2.46 (m), y: 3.80 (m)
Time: 5.48 (s), x: -2.54 (m), y: 3.68 (m)
Time: 5.58 (s), x: -2.62 (m), y: 3.55 (m)
Time: 5.68 (s), x: -2.68 (m), y: 3.45 (m)
Time: 5.79 (s), x: -2.74 (m), y: 3.36 (m)
Time: 5.89 (s), x: -2.78 (m), y: 3.29 (m)
Time: 6.00 (s), x: -2.81 (m), y: 3.23 (m)
Time: 6.11 (s), x: -2.84 (m), y: 3.19 (m)
Time: 6.21 (s), x: -2.84 (m), y: 3.19 (m)
Time: 6.31 (s), x: -2.84 (m), y: 3.19 (m)
Time: 6.42 (s), x: -2.84 (m), y: 3.20 (m)
