🔁 Terminal çıktısı hem terminale hem dosyaya kaydediliyor: /home/turan/3v3/experiments/terminal_logs/run_sac_w272.txt
>>>>>>>>>>>>>>>>>> Loading Gazebo Simulation with BARN/world_272.world <<<<<<<<<<<<<<<<<<
Time: 0.01 (s), x: -2.25 (m), y: 3.11 (m)
Time: 0.11 (s), x: -2.25 (m), y: 3.16 (m)
Time: 0.22 (s), x: -2.25 (m), y: 3.22 (m)
Time: 0.33 (s), x: -2.25 (m), y: 3.27 (m)
Time: 0.43 (s), x: -2.26 (m), y: 3.32 (m)
Time: 0.53 (s), x: -2.27 (m), y: 3.37 (m)
Time: 0.64 (s), x: -2.28 (m), y: 3.42 (m)
Time: 0.74 (s), x: -2.29 (m), y: 3.47 (m)
Time: 0.84 (s), x: -2.31 (m), y: 3.52 (m)
Time: 0.95 (s), x: -2.33 (m), y: 3.58 (m)
Time: 1.05 (s), x: -2.34 (m), y: 3.63 (m)
Time: 1.15 (s), x: -2.36 (m), y: 3.67 (m)
Time: 1.26 (s), x: -2.37 (m), y: 3.72 (m)
Time: 1.37 (s), x: -2.39 (m), y: 3.77 (m)
Time: 1.48 (s), x: -2.41 (m), y: 3.83 (m)
Time: 1.58 (s), x: -2.43 (m), y: 3.88 (m)
Time: 1.69 (s), x: -2.45 (m), y: 3.93 (m)
Time: 1.79 (s), x: -2.47 (m), y: 3.97 (m)
Time: 1.89 (s), x: -2.49 (m), y: 4.02 (m)
Time: 2.00 (s), x: -2.51 (m), y: 4.07 (m)
Time: 2.10 (s), x: -2.53 (m), y: 4.11 (m)
Time: 2.20 (s), x: -2.56 (m), y: 4.16 (m)
Time: 2.30 (s), x: -2.58 (m), y: 4.20 (m)
Time: 2.41 (s), x: -2.60 (m), y: 4.25 (m)
Time: 2.51 (s), x: -2.63 (m), y: 4.28 (m)
Time: 2.61 (s), x: -2.65 (m), y: 4.32 (m)
Time: 2.71 (s), x: -2.67 (m), y: 4.35 (m)
Time: 2.81 (s), x: -2.69 (m), y: 4.38 (m)
Time: 2.92 (s), x: -2.71 (m), y: 4.41 (m)
Time: 3.02 (s), x: -2.73 (m), y: 4.44 (m)
Time: 3.12 (s), x: -2.76 (m), y: 4.46 (m)
Time: 3.22 (s), x: -2.77 (m), y: 4.49 (m)
Time: 3.32 (s), x: -2.79 (m), y: 4.51 (m)
Time: 3.43 (s), x: -2.81 (m), y: 4.53 (m)
Time: 3.53 (s), x: -2.82 (m), y: 4.55 (m)
Time: 3.63 (s), x: -2.84 (m), y: 4.57 (m)
Time: 3.74 (s), x: -2.85 (m), y: 4.58 (m)
Time: 3.85 (s), x: -2.86 (m), y: 4.60 (m)
Time: 3.95 (s), x: -2.88 (m), y: 4.61 (m)
Time: 4.05 (s), x: -2.89 (m), y: 4.63 (m)
Time: 4.15 (s), x: -2.90 (m), y: 4.64 (m)
Time: 4.25 (s), x: -2.91 (m), y: 4.65 (m)
Time: 4.35 (s), x: -2.93 (m), y: 4.66 (m)
Time: 4.45 (s), x: -2.94 (m), y: 4.67 (m)
Time: 4.55 (s), x: -2.95 (m), y: 4.69 (m)
Time: 4.66 (s), x: -2.96 (m), y: 4.70 (m)
Time: 4.76 (s), x: -2.98 (m), y: 4.71 (m)
Time: 4.87 (s), x: -2.99 (m), y: 4.72 (m)
Time: 4.98 (s), x: -2.99 (m), y: 4.73 (m)
Time: 5.08 (s), x: -3.00 (m), y: 4.73 (m)
Time: 5.18 (s), x: -3.01 (m), y: 4.74 (m)
Time: 5.29 (s), x: -3.02 (m), y: 4.75 (m)
Time: 5.40 (s), x: -3.02 (m), y: 4.76 (m)
Time: 5.50 (s), x: -3.03 (m), y: 4.76 (m)
Time: 5.60 (s), x: -3.04 (m), y: 4.77 (m)
Time: 5.70 (s), x: -3.05 (m), y: 4.78 (m)
Time: 5.80 (s), x: -3.05 (m), y: 4.79 (m)
Time: 5.91 (s), x: -3.06 (m), y: 4.79 (m)
Time: 6.01 (s), x: -3.07 (m), y: 4.80 (m)
Time: 6.11 (s), x: -3.08 (m), y: 4.81 (m)
Time: 6.21 (s), x: -3.08 (m), y: 4.81 (m)
Time: 6.31 (s), x: -3.09 (m), y: 4.82 (m)
Time: 6.42 (s), x: -3.10 (m), y: 4.83 (m)
Time: 6.52 (s), x: -3.10 (m), y: 4.83 (m)
Time: 6.62 (s), x: -3.11 (m), y: 4.84 (m)
Time: 6.72 (s), x: -3.13 (m), y: 4.87 (m)
Time: 6.83 (s), x: -3.16 (m), y: 4.90 (m)
Time: 6.93 (s), x: -3.19 (m), y: 4.93 (m)
Time: 7.03 (s), x: -3.22 (m), y: 4.96 (m)
Time: 7.13 (s), x: -3.26 (m), y: 5.00 (m)
Time: 7.24 (s), x: -3.29 (m), y: 5.03 (m)
Time: 7.34 (s), x: -3.31 (m), y: 5.06 (m)
Time: 7.44 (s), x: -3.33 (m), y: 5.09 (m)
Time: 7.54 (s), x: -3.35 (m), y: 5.11 (m)
Time: 7.64 (s), x: -3.36 (m), y: 5.13 (m)
Time: 7.75 (s), x: -3.36 (m), y: 5.14 (m)
Time: 7.85 (s), x: -3.36 (m), y: 5.14 (m)
Time: 7.95 (s), x: -3.37 (m), y: 5.14 (m)
Time: 8.05 (s), x: -3.37 (m), y: 5.14 (m)
Time: 8.16 (s), x: -3.38 (m), y: 5.15 (m)
Time: 8.26 (s), x: -3.39 (m), y: 5.19 (m)
Time: 8.36 (s), x: -3.40 (m), y: 5.23 (m)
Time: 8.46 (s), x: -3.41 (m), y: 5.24 (m)
Time: 8.56 (s), x: -3.41 (m), y: 5.25 (m)
Time: 8.67 (s), x: -3.41 (m), y: 5.26 (m)
Time: 8.78 (s), x: -3.42 (m), y: 5.27 (m)
Time: 8.89 (s), x: -3.42 (m), y: 5.27 (m)
Time: 8.99 (s), x: -3.43 (m), y: 5.27 (m)
Time: 9.09 (s), x: -3.43 (m), y: 5.27 (m)
Time: 9.20 (s), x: -3.43 (m), y: 5.27 (m)
Time: 9.30 (s), x: -3.44 (m), y: 5.29 (m)
Time: 9.40 (s), x: -3.44 (m), y: 5.28 (m)
Time: 9.51 (s), x: -3.44 (m), y: 5.27 (m)
Time: 9.62 (s), x: -3.44 (m), y: 5.24 (m)
Time: 9.72 (s), x: -3.44 (m), y: 5.23 (m)
Time: 9.82 (s), x: -3.44 (m), y: 5.23 (m)
